horaEjecucion,dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,java,sleep,mosquitto,perf,swapper
18:44:00.687383110,1649253,52588124,3192881,1492529,44025362,10364700,154643,3.458,4472280,2262598,28.00,12.54,0.42,14.64,mswapper
18:44:03.038166981,325663,6625626,1213702,548380,32066103,7198505,107120,3.529,3035322,1589487,23.00,15.08,0.65,15.29,mswapper
18:44:05.368909300,774175,19678473,1123177,550313,37567221,8657964,145524,3.800,3829263,1891885,52.15,9.31,0.31,8.95,mswapper
18:44:07.711414996,99947,2283718,4146354,1271626,33491768,8650447,115799,3.182,3639412,1738030,60.49,7.10,0.43,7.63,mswapper
18:44:10.047028463,105103,2289485,1046501,533371,33806056,7826333,118798,3.599,3301085,1706792,28.37,14.75,1.39,10.84,mswapper
18:44:12.392635623,93720,2122686,1221579,572065,39379072,9899657,142616,3.237,4405811,2141697,34.93,14.99,0.21,11.06,mswapper
18:44:14.729669963,88764,1986434,1142925,598788,61799997,13254298,219231,3.637,6027115,2524008,34.25,6.58,0.89,12.21,mswapper
18:44:17.087818543,98546,2249679,3538463,1368662,32688537,7515037,112741,3.568,3160048,1640776,32.72,7.99,1.00,12.56,mswapper
18:44:19.446229814,268962,5261334,1012197,492432,31672398,7283627,106838,3.464,3084163,1603870,24.19,14.16,0.71,14.26,mswapper
18:44:21.778479032,98418,2366578,982859,483757,249898435,44497725,436116,2.507,17397569,8399834,32.09,11.53,0.78,9.71,mswapper
18:44:24.112567661,104266,2533772,1178018,548971,37384026,9029353,125230,3.223,3885795,1993638,54.63,8.05,0.24,8.60,mswapper
18:44:26.467609020,91838,2078658,1158468,559841,32629701,7313501,109082,3.517,3101305,1621031,25.98,12.56,0.60,13.94,mswapper
18:44:28.849570790,103658,2695299,996696,491675,83929144,17436893,312362,3.655,8545717,3600059,29.14,12.02,0.62,9.74,mswapper
18:44:31.198584096,87364,1965955,3121323,1296972,33817189,8188453,120868,3.504,3449252,1795055,26.35,17.04,1.10,17.02,mswapper
18:44:33.562215027,246718,4787727,1325499,589444,33523204,8119687,118134,3.400,3474836,1767698,30.21,7.68,0.59,17.27,mswapper
18:44:35.916206654,93247,2025367,1050446,508969,57635910,13841551,218478,3.589,6087891,2846323,30.54,11.33,0.33,10.18,mswapper
18:44:38.258535832,92317,2123386,1090405,541614,35472146,8543815,113691,3.141,3619027,1869561,56.80,4.52,0.33,6.54,mswapper
18:44:40.610835789,98721,2226330,992150,492028,29178505,6727331,96189,3.431,2803622,1500849,30.01,13.92,0.30,10.03,mswapper
18:44:42.954110840,85003,1965982,1026016,501962,76558030,15416583,293664,3.931,7470724,3186657,26.99,15.44,0.33,16.77,mswapper
18:44:45.316095757,443100,12217313,2481059,1169601,31241665,7105213,98588,3.306,2982024,1588735,52.30,7.95,0.46,8.85,mswapper
18:44:47.685819179,262748,5257529,4702949,1360170,157100417,28167338,280078,2.569,10902836,5212121,21.65,17.78,0.50,16.92,mswapper
18:44:50.034299418,78793,1946651,985837,477782,31950155,7369427,101538,3.349,3031920,1634705,21.86,15.65,1.50,15.34,mswapper
18:44:52.527050214,2581838,41522457,24871495,12617231,820540390,148457555,3772437,5.835,64654448,32101686,41.97,4.83,0.61,9.29,mswapper
18:44:54.876507197,178420,3740433,10870131,3666971,51366972,10668869,183907,4.030,4563932,2332706,41.14,10.83,,10.17,mswapper
18:44:57.210884638,105729,2311854,1299456,653936,47454893,9225972,160850,4.087,3935640,1988240,33.97,10.38,0.31,13.83,mswapper
18:44:59.550730810,130074,2677600,3379349,1395820,42094523,9357385,153679,3.932,3908511,2038251,31.84,11.25,0.47,9.44,mswapper
18:45:01.884751260,285390,5143628,1256423,617310,43579245,9695328,159518,3.957,4030937,2115589,30.63,12.54,0.97,10.65,mswapper
18:45:04.243886388,109403,2369611,1319825,656667,46332892,8915082,153355,4.059,3777692,1923576,33.38,8.09,0.28,16.10,mswapper
18:45:06.607342004,214879,4792974,4116585,1163096,49169028,9701146,154080,3.766,4091567,2114063,54.90,5.78,0.07,6.90,mswapper
18:45:08.958508419,156374,4032549,1414622,688199,49432936,11712635,170507,3.381,5042892,2528198,40.00,7.18,0.28,10.11,mswapper
18:45:11.341457659,123456,2574714,1440916,736200,294967259,72972310,1498889,4.426,33868784,15589946,3.80,0.63,0.07,0.61,mswapper
18:45:13.942138918,276365,5362111,1353940,653388,38539132,8638848,131576,3.698,3558410,1909296,75.03,2.94,0.34,2.28,mswapper
18:45:16.292639391,98690,2164825,2448088,1089337,44231618,9125449,145080,3.802,3816133,2027130,29.29,10.16,0.33,10.08,mswapper
18:45:18.622984772,101143,2268548,3780269,1328421,102720277,19583904,229058,2.944,7780439,3886197,55.99,6.64,0.07,7.02,mswapper
18:45:20.963600819,110883,2485306,1175620,562015,42966595,9227229,144565,3.776,3828251,2042488,28.98,6.75,0.71,14.56,mswapper
18:45:23.312564053,116679,2879440,1373820,689740,80305319,16261871,314961,4.090,7700957,3347251,33.58,11.14,0.59,10.85,mswapper
