horaEjecucion,tiempo(segundos),dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,per_cpu
08:00:38.042001049,0.25,92838,2381369,2346770,1092955,26915418,6219874,78759,3.097,2542761,1415907,99.47
08:00:42.005409799,0.25,247441,5235698,848496,376376,27594198,6424405,82621,3.151,2622437,1435563,99.67
08:00:43.961717956,0.25,431042,7962919,4567067,1924685,260015379,48315036,555225,2.851,19473134,9094125,99.56
08:00:45.822344656,0.25,212147,4033737,2771510,1291610,41605511,9322846,173458,4.234,4097203,1931921,99.46
08:00:47.676165512,0.25,480734,12398352,2030262,818835,38331696,8699294,134834,3.705,3639243,1908929,99.55
08:00:49.543691136,0.25,109632,2461876,1220842,622127,76350069,15748588,308449,4.074,7570388,3270337,99.54
08:00:51.410434313,0.25,108955,2430644,1346941,685932,39428866,9193772,144490,3.644,3965353,2062857,99.57
08:00:53.284616445,0.25,114118,2397614,1272695,630967,44382767,10244307,151136,3.488,4333423,2210772,99.65
08:00:55.142781949,0.25,122954,2790434,1485977,716599,45996957,9820896,144386,3.454,4179832,2142499,99.69
08:00:57.011332669,0.25,109487,2454483,1355000,671120,149517837,37395111,460910,2.954,15604547,7619752,99.67
08:00:58.872372895,0.25,215187,4615054,1336404,672743,41088241,9393740,149243,3.827,3899738,1997792,99.58
08:01:00.744133944,0.25,107170,2340185,2302979,909998,44853110,8888637,144867,3.868,3745230,1911607,99.63
08:01:02.616607154,0.25,100476,2230182,1417900,712477,1330632436,203789691,4485443,4.835,92772436,40861795,99.67
08:01:04.705145343,0.25,150642,3241327,1432743,690543,65000995,12957729,197765,3.529,5603856,2802189,99.77
08:01:06.565978716,0.25,106970,2477116,1384291,683533,36679370,8616618,124257,3.468,3583446,1978272,99.57
08:01:08.435411812,0.25,261159,5035510,2486918,1024469,36225439,8348750,125572,3.614,3474928,1826889,99.55
08:01:10.309764439,0.25,246708,4704560,1273679,618287,41237431,8652060,134298,3.691,3638438,1867874,99.52
08:01:12.199753541,0.25,114923,2498643,2544357,1174306,37415676,8413235,117103,3.399,3445484,1887927,99.17
08:01:14.117351730,0.25,107852,2450247,2484400,1196242,35679087,7977230,117647,3.563,3301747,1743484,99.56
08:01:16.044841274,0.25,101906,2339422,2612523,1200856,42663309,8708338,132341,3.648,3627944,1916687,99.71
08:01:17.892689776,0.25,170417,4365584,1663433,794449,75049604,15463973,292881,3.967,7382161,3251931,99.66
08:01:19.761730029,0.25,114132,2559038,1330228,657818,74551534,15298070,300250,4.093,7336464,3207544,99.85
08:01:21.640532355,0.25,100488,2344228,1350537,683212,37536588,8471788,121636,3.460,3515681,1868865,99.53
08:01:23.553671139,0.25,6187006,111228888,13980435,5974057,529185701,103260426,1570420,3.327,47201263,20266899,99.61
08:01:25.491480604,0.25,240206,4648729,1436344,693396,45184348,9036132,135458,3.622,3740281,1989088,99.74
08:01:27.371386478,0.25,122914,2923523,4799734,1802352,36273760,8031694,116069,3.492,3323882,1779255,99.57
08:01:29.231338476,0.25,207241,5536429,1473350,700669,41023375,9423092,141120,3.616,3902904,2049770,99.59
08:01:31.098270514,0.25,93358,2288223,2842687,1027403,200648010,35523339,345937,2.486,13913081,6618027,99.63
08:01:32.970967857,0.25,114903,2956933,1316372,651326,40451900,8960136,133364,3.560,3745926,1924051,99.65
08:01:34.831680177,0.25,110530,2527430,1687941,691622,44182491,9975878,148498,3.533,4203327,2215525,99.56
08:01:36.688471730,0.25,254499,5039328,1442722,708583,39446411,8934432,128887,3.494,3688897,1951567,99.58
08:01:38.564920502,0.25,119982,2658535,2570533,1076555,36578843,8290735,121250,3.510,3454726,1832990,99.57
08:01:40.445062636,0.25,102924,2394501,2250881,1098796,40359998,9220751,135412,3.521,3845673,2029798,99.70
08:01:42.318962908,0.25,89725,2105765,2510806,1226766,41673537,9973976,139284,3.309,4209588,2165000,99.70
08:01:44.254233794,0.25,270374,5663601,1858277,855963,47559293,10250464,155174,3.652,4248588,2083744,99.36
08:01:46.110536851,0.25,105906,2483535,1125731,571776,73606269,14470942,293006,4.254,6886995,3013824,99.53
08:01:48.000807889,0.25,100663,2454901,1229661,601728,46088741,9750837,164038,3.953,4149633,2066491,98.21
08:01:49.839767737,0.25,105720,2373485,1330043,645418,38396221,8539616,119306,3.420,3488565,1883860,99.56
08:01:51.705324537,0.25,120661,2891587,3020089,1056848,156422569,27894138,246263,2.283,10785577,5275456,99.57
08:01:53.555219546,0.25,110231,2531136,1571960,688387,41046054,9274322,133713,3.473,3849984,2062797,99.56
08:01:55.421571761,0.25,129800,3380003,1291841,639650,40410217,8994498,135109,3.629,3723431,1948523,99.53
08:01:57.277895353,0.25,94419,2229293,6538817,2101611,36576378,8323715,121697,3.539,3438614,1844191,99.79
08:01:59.242354332,0.25,112120,2601332,1446424,696290,35988131,8040963,117037,3.532,3313647,1791260,99.61
08:02:01.113511915,0.25,106309,2396997,1573489,710723,42195436,9267347,139675,3.639,3838338,2041527,99.65
