horaEjecucion,dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,java,sleep,perf,mosquitto
12:43:24.184933521,1567373,49859341,865522,394106,62539545,12082785,232052,4.016,5777800,2571727,21.47,15.89,0.51,14.72
12:43:26.545210630,64278,1759791,2002652,927478,27427251,6480638,79426,3.020,2629725,1458557,22.10,6.15,0.42,17.44
12:43:28.851692020,69771,1797183,21765237,7503886,862477497,273434978,3246766,2.659,122088061,53014811,11.37,3.19,0.07,3.13
12:43:31.180665855,140971,3103094,7766029,2295960,38998817,8962791,154110,3.987,3865557,1881896,37.60,12.72,0.11,10.00
12:43:33.499917885,119717,2428502,1478956,657153,37803208,8507438,139702,3.822,3655640,1822835,34.69,12.77,0.19,12.18
12:43:35.844763520,102321,2199992,1446485,633277,33343231,7495945,115697,3.677,3146338,1611059,49.80,8.54,0.10,8.86
12:43:38.161932995,315925,8555751,1195759,556324,32908002,7483708,100901,3.290,3067358,1680861,26.51,8.05,0.51,16.73
12:43:40.487599155,77040,1952288,1205260,559270,68481684,14401073,266199,3.869,6880728,3034903,23.26,15.10,0.22,13.54
12:43:42.841134182,80540,2003710,2719261,1227292,31050355,7017271,94220,3.275,2877136,1547826,31.65,6.27,0.33,14.26
12:43:45.169272232,245183,5204243,1121564,529312,30467121,6933049,92595,3.270,2831581,1530508,23.77,15.56,0.27,11.76
12:43:47.500539627,86682,2041099,1116812,503888,34692068,7762463,111138,3.461,3210699,1718277,29.46,14.09,0.28,14.65
12:43:49.855963715,87452,2076921,1206621,570017,32281896,7084621,97437,3.363,2896907,1557791,57.06,7.81,0.24,6.69
12:43:52.164073708,96801,2217215,973419,458662,33632182,7598315,105447,3.408,3093704,1655546,36.07,4.97,0.21,11.29
12:43:54.467710737,85202,2136925,1002210,463320,71172527,17825799,292576,3.450,8479596,3833852,21.63,14.13,1.35,12.26
12:43:56.796668154,82903,2052540,1093289,514120,30406803,7013707,97734,3.391,2882045,1541406,25.50,10.83,0.16,16.25
12:43:59.152219950,87684,2177178,1108227,514906,31341896,7926502,104421,3.311,3153358,1598351,24.93,12.18,0,16.74
12:44:01.575822258,394767,11733972,1099995,522796,36038324,7625364,111609,3.538,3154483,1680762,27.62,13.60,0.14,15.97
12:44:03.919424468,80687,2055459,1149839,559011,31188085,6956959,90929,3.223,2820859,1536510,27.74,13.20,0,12.06
12:44:06.255570974,83003,2053414,1026016,486344,32093778,7418350,97650,3.242,3012095,1658120,26.90,13.14,0.37,17.02
12:44:08.604521730,82788,2017183,1013136,479634,508802119,113803679,2343397,4.459,52553171,23224152,27.48,16.09,0.43,14.09
12:44:10.947149520,732277,16147588,1055461,487278,33757991,7434787,100549,3.297,3049484,1658837,25.80,14.41,0.57,12.06
12:44:13.288816474,177945,4427346,1112738,505224,32550963,7280184,94087,3.167,2970791,1638512,22.02,15.95,0.61,16.16
12:44:15.637690749,74685,1942013,1127430,524550,33129429,7494896,98873,3.219,3071722,1690003,29.74,13.04,0.16,16.63
12:44:17.982430571,82644,2139013,1063307,495361,31929714,7287259,96911,3.267,2966055,1619872,30.80,14.35,0.34,14.06
12:44:20.321961536,83451,2032361,967652,444110,34256739,7830511,107243,3.344,3207123,1749590,57.97,4.08,0.57,5.87
12:44:22.655429669,80259,1942907,1081478,485495,56661295,13221112,200361,3.550,5643430,2715976,27.16,13.67,1.37,11.71
12:44:25.003670474,79727,2107244,1054343,486983,31098295,6939268,91572,3.227,2837729,1527764,22.81,15.42,0.62,17.29
12:44:27.362258719,83916,1974415,1911875,942689,31499012,7124330,94443,3.234,2919980,1599935,23.49,13.46,0.44,16.41
12:44:29.689384222,273421,5290197,1130797,519366,33915256,7612609,103836,3.319,3128472,1696327,29.06,5.37,0.34,13.74
12:44:32.078810803,383150,14898478,1144269,524358,30480904,6944426,92117,3.266,2820570,1551453,56.39,6.01,0.29,4.36
12:44:34.394233900,81176,2026913,1115129,518198,32568753,7353216,98702,3.298,2992453,1651939,49.92,7.84,0.24,5.60
