horaEjecucion,tiempo(segundos),dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,per_cpu
15:40:39.392730769,0.25,1626117,49746663,1192330,587218,30164323,6907085,102282,3.525,2901555,1518596,9.96
15:40:41.722767718,0.25,224997,9154744,981946,482697,71731481,14328810,267766,3.818,7013089,2988344,13.44
15:40:44.037934347,0.25,82414,2022627,13614325,5844646,1523386991,209110845,4630583,4.963,93310874,40100293,0.50
15:40:46.639260756,0.25,480655,10782755,3862178,1556935,166896374,37416943,690255,4.013,17200310,7365566,7.40
15:40:48.984389097,0.25,197854,4279786,1458196,775705,45110663,9757226,161385,3.928,4108266,2091603,11.76
15:40:51.433881868,0.25,206143,4788102,1851347,912706,41580559,9185282,155315,3.970,3912444,1926965,6.67
15:40:53.705469947,0.25,141971,2830457,1704125,893233,79209442,16248116,327668,4.151,7893291,3333230,12.05
15:40:56.018481537,0.25,122768,2561423,9950374,3023878,52693498,11067714,194379,4.079,4765368,2366169,8.08
15:40:58.313030191,0.25,148725,2980995,2875606,1279735,41683602,9180403,151035,3.885,3887881,1963512,11.09
15:41:00.628505800,0.25,358086,7415070,1419626,714377,66005366,14976522,244475,3.638,6720386,3250176,9.96
15:41:02.932792219,0.25,125701,2722280,1797454,884143,41732599,9259332,149150,3.854,3870041,2030705,8.40
15:41:05.249124586,0.25,124360,2659873,1645210,739258,2479439489,249128510,5658320,5.228,108231920,44236620,0.28
15:41:08.497666677,0.25,260185,5493781,3092448,1438837,66177578,14930679,215501,3.487,6180289,3165869,6.86
15:41:10.804580605,0.25,286047,5845546,1560721,765537,43121048,9533813,149179,3.733,3996510,2105625,10.31
15:41:13.080391773,0.25,125194,2623349,1578632,787937,46262990,9638058,152018,3.780,4021645,2128328,11.29
15:41:15.381700126,0.25,137256,3206964,1527795,711800,44691684,10194733,163278,3.829,4264481,2210728,4.86
15:41:17.696962119,0.25,248515,8630647,1575126,757076,39992664,8933949,141213,3.783,3733098,1931873,11.16
15:41:20.005497739,0.25,126311,2778553,1419269,671922,83904466,17760902,341309,4.023,8484610,3737069,10.68
15:41:22.316398698,0.25,105113,2370375,1587469,799622,36969007,8639005,133180,3.725,3575504,1924178,13.37
15:41:24.624597376,0.25,130395,2679492,1506792,685357,38449831,8344803,132245,3.786,3492558,1821814,11.03
15:41:26.903767827,0.25,274614,5088624,1659160,717460,146577362,29788845,391389,3.177,12320025,5867439,0.54
15:41:30.167006563,0.25,5831071,98029355,44854357,13968534,492951386,89120672,1704569,4.155,41020689,16674336,1.96
15:41:32.593285783,0.25,184898,4251148,2436994,1215276,52555135,10851016,183213,4.005,4574672,2329676,9.48
15:41:34.894934194,0.25,280684,5512693,1546864,738751,42078717,9211680,147084,3.851,3818905,2008054,3.68
15:41:37.191705295,0.25,124256,2681955,2414196,1062363,45012441,9755270,152236,3.757,4052515,2145971,9.85
15:41:39.491182210,0.25,135707,3312354,1953579,853676,47430986,9377307,156547,3.958,3955674,2046495,10.45
15:41:41.780962910,0.25,117051,2563203,1783587,813995,40389807,8963884,137124,3.678,3727972,1968953,0.48
15:41:44.062319021,0.25,117658,2508649,1443820,710336,42736733,9382223,149009,3.837,3883930,2047372,6.80
15:41:46.341930052,0.25,607219,16284443,1693841,758586,91757775,23005691,379520,3.474,10923209,4927911,7.37
15:41:48.647257437,0.25,111389,2517684,3198897,1545350,42731262,9460993,157024,3.958,3967426,2067459,0.41
15:41:51.312208297,0.25,320552,6498266,3179439,1478149,97007021,21197639,358393,3.897,9196004,4356294,2.89
15:41:53.632519486,0.25,215904,5282932,2685983,1347227,37411344,8377860,132513,3.808,3479829,1847987,11.04
15:41:55.929089216,0.25,156839,3637041,8792409,2626708,42621860,10149197,157838,3.796,4157476,2264845,5.91
15:41:58.239826839,0.25,108913,2380508,1578214,783287,43565039,9276414,142089,3.709,3830602,2031185,10.67
15:42:00.565904644,0.25,113499,2627371,1381493,672804,80680363,15453572,311607,4.258,7318471,3286447,7.92
15:42:02.833611666,0.25,127388,3243812,2715337,1252707,264027092,45200992,450903,2.570,17543328,8606597,11.10
15:42:05.116553993,0.25,113358,2489697,1543629,776608,38853458,8836033,135844,3.743,3628993,1944357,2.12
15:42:07.418392074,0.25,359431,7589660,1745063,814073,45692641,10988275,158837,3.392,4683288,2412193,10.16
15:42:09.693570110,0.25,152973,3496347,1424654,667613,40017794,8926838,138703,3.718,3731017,1973385,0.37
15:42:12.957165563,0.25,321513,6712099,4120082,1925239,116316161,23731055,322555,3.311,9740909,4799892,9.43
15:42:15.233894249,0.25,137038,2964683,2041207,1026573,41212309,9106339,141376,3.753,3767218,2015469,8.81
15:42:17.563493241,0.25,220934,5240245,2691485,951427,46565795,9915140,165815,3.980,4166703,2159072,9.32
15:42:19.863442344,0.25,141104,3545548,1617153,770409,38850101,8480473,132509,3.774,3511244,1868768,13.16
15:42:22.154412180,0.25,128722,2796836,1450138,684141,38631923,8760143,133321,3.679,3623497,1926713,6.68
15:42:24.442177019,0.25,138509,3060447,1793170,746736,74761479,16364894,208482,3.179,6558275,3295899,3.04
15:42:27.177452210,0.25,102647,2268395,4147279,1785071,41461145,9262142,139695,3.673,3803044,2024532,10.04
15:42:29.456420345,0.25,272821,4927444,1416183,669400,36639201,7884342,131333,3.966,3311315,1695130,9.73
15:42:31.765621513,0.25,4221535,74763061,77600675,25958578,3131826822,284778861,6486420,5.278,122897033,48159008,0.29
15:42:35.064304549,0.25,1299442,30386521,3972327,1819009,62074499,12528683,204703,3.913,5231841,2693853,2.57
15:42:37.393071819,0.25,172627,3805908,2614086,1222945,41921786,9464679,145569,3.686,3949027,2078548,11.19
