horaEjecucion,tiempo(segundos),dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,per_cpu
08:39:37.348571986,0.25,1603896,59418911,12928838,2408015,92461659,19125584,365739,3.852,9494364,3950429,99.67
08:39:39.201942203,0.25,92007,2043864,1043658,525696,78505336,16823809,321618,3.815,8429777,3498082,99.60
08:39:41.084732149,0.25,102919,2312244,1452692,639810,28980605,6640045,94803,3.388,2798252,1459121,99.70
08:39:42.981143513,0.25,4817962,105074282,14296872,4727578,111425778,25690044,440892,3.803,11594761,4977351,99.66
08:39:44.965306210,0.25,322401,5754771,1706733,816459,44680252,9990917,197454,4.345,4544644,2040949,99.40
08:39:46.965569846,0.25,160396,3689563,1503628,771342,38055601,8381350,135730,3.803,3569283,1806731,99.55
08:39:48.858279643,0.25,143905,3217858,1319036,680181,49951415,11486360,176736,3.540,4993166,2491492,99.70
08:39:50.762176582,0.25,117247,2373577,1775969,884094,37564452,8694452,136850,3.728,3670550,1879898,99.55
08:39:52.629641270,0.25,248614,8682177,8119973,2431604,166018405,29465193,342568,2.951,11609565,5467591,99.56
08:39:54.504436829,0.25,116698,2458062,1532099,782692,46624407,9618858,165082,3.958,4170877,2111507,99.64
08:39:56.368475220,0.25,111281,2405999,1501557,758366,47326307,10622241,168908,3.649,4629512,2314514,99.68
08:39:58.242764395,0.25,373324,8266016,1352285,691542,68862419,16783658,260662,3.504,7439121,3104370,99.66
08:40:00.125970067,0.25,304950,6144195,1441830,763050,42587676,8826780,145399,3.865,3762424,1911806,99.63
08:40:02.001269901,0.25,151343,3100023,6458054,2455757,378196087,66688294,1448303,4.838,29936768,14113248,99.50
08:40:03.995124187,0.25,249434,5099660,3061870,1382429,46475374,10215884,163304,3.751,4353149,2204711,99.71
08:40:05.876219099,0.25,125845,2666532,3616292,1564160,45413626,10444813,153399,3.424,4480475,2260769,99.53
08:40:07.740168254,0.25,128933,2735245,2043453,886546,182110685,35450125,387844,2.715,14283928,6944852,99.52
08:40:09.626378814,0.25,129447,2777223,1641071,824782,72218937,14588082,301994,4.225,7147452,3011901,99.53
08:40:11.485022460,0.25,147664,3486655,1356362,686571,158661872,44271893,574420,3.071,18706399,8784423,99.65
08:40:13.357449945,0.25,126147,2660905,1385354,687447,64784486,14992335,215689,3.332,6473384,3186306,99.47
08:40:15.214022879,0.25,130029,2749584,1543447,749016,48396056,9478060,151657,3.790,4001865,2033108,99.55
08:40:17.082047755,0.25,130388,2822882,1812977,849108,40658062,9218312,147952,3.807,3886564,1983369,99.54
08:40:18.964722202,0.25,192579,6005487,1315631,687235,40632125,9161437,147413,3.795,3884021,1971126,99.55
08:40:20.838049066,0.25,110192,2425846,1425131,752466,44976569,10454749,151790,3.400,4464655,2256003,99.68
08:40:22.722792955,0.25,115474,2458253,12123495,5554350,2238170331,275441265,6562157,5.315,123475227,50440519,99.74
08:40:25.567249587,0.25,1167301,29539744,3679104,1989151,41747028,9009475,148947,3.905,3814482,1985280,99.48
08:40:27.428174367,0.25,108306,2348949,1318059,660899,40145126,8896137,129454,3.542,3654902,1936566,99.43
08:40:29.298324946,0.25,114144,2503688,1192112,583373,37761585,8418285,124868,3.573,3494281,1841059,99.65
