22:07:16.937533946,61564,1661063,2134733,866218,33832444,7600479,98353,3.211,3063122,1693920,27.14,18.36,0.34
22:09:08.730012334,67014,1743950,1841833,911081,29203731,6610337,84237,3.154,2670697,1482873,20.25,17.55,0.16
22:09:36.466172103,74884,1858010,943469,427350,51004840,12167109,172038,3.303,5208331,2506716,22.59,21.15,0.19
22:09:40.411266902,70037,1779795,869970,385805,28472778,6580742,82131,3.105,2645234,1492953,11.88,6.05,0.07
22:10:22.415430734,67183,1672331,923948,405632,26876251,6334846,76292,2.977,2562298,1438040,23.36,10.42,0.17,14.82
22:10:37.934255524,71152,1851798,888998,397992,30141057,6627197,80790,3.011,2682835,1491234,18.96,16.61,0.44,18.07
