horaEjecucion,dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,java,sleep,mosquitto,perf,swapper
12:55:10.694297286,1651211,50829868,3258566,1235937,28987112,6539124,92391,3.349,2758661,1453839,30.22,13.62,0.49,10.41,37.87
12:55:13.055995028,304558,6605623,1024519,511416,31743030,7256509,107055,3.515,3045382,1596915,32.67,11.78,0.34,14.94,33.37
12:55:15.381939642,98741,2429920,18987727,7929041,1255876851,348584571,4635695,2.919,158792851,65957507,41.06,7.70,0,7.19,37.53
12:55:17.728386345,156784,3197427,2831597,1275482,40641350,8972764,168122,4.228,3976614,1835943,39.20,11.30,0.27,11.31,32.66
12:55:20.192102508,192426,3790873,1442292,675143,50217226,11635071,212544,4.042,5258769,2345005,46.60,6.54,0.37,5.56,35.65
12:55:22.518234295,113892,2540926,2852972,908592,105575546,23626224,416097,3.683,11296808,4909992,38.91,10.29,0,12.29,32.98
12:55:24.858636969,306682,12182657,2608415,1299766,32995962,7527937,116814,3.687,3168040,1634497,38.72,11.74,0.15,10.19,34.14
12:55:27.182289413,293528,5514455,1380975,712907,39936335,9905252,153049,3.625,4222490,1989012,27.67,12.33,0.14,12.59,40.75
12:55:29.490943544,98634,2187119,1230519,618369,38948932,8433133,135296,3.786,3573338,1846613,36.61,11.96,0.37,13.19,31.63
12:55:31.955454745,109553,2304072,1402278,714720,40001227,8675697,138995,3.804,3654168,1849819,57.83,7.17,0.49,5.62,22.63
12:55:34.290156259,130244,2736498,2116889,810202,203736936,35707268,356801,2.569,13888095,6547261,32.42,0.72,8.27,0.46,17.54
12:55:36.716217415,111761,2360785,1190350,596852,75959869,14468672,304973,4.326,7050015,3006948,55.35,7.20,0.07,4.67,27.89
12:55:39.056418997,114759,2456798,7174398,2590716,37089658,8174727,127857,3.736,3422306,1804741,34.12,10.83,0.29,8.88,40.26
12:55:41.397394627,284505,5837342,1183149,572401,38887510,8491795,131452,3.749,3506493,1847575,32.24,11.79,0.13,10.21,36.34
12:55:43.710115854,109136,2532757,1118661,549714,37789440,8390652,133963,3.822,3505508,1833900,28.74,16.50,0.27,13.63,34.50
12:55:46.051035408,100900,2327609,1157038,583237,36215241,8258920,127327,3.709,3432791,1796410,34.80,2.31,0.39,16.84,41.22
12:55:48.384999062,113350,2410368,1117449,526875,35033798,8178899,120863,3.569,3386740,1810994,29.49,4.94,0.31,13.89,42.81
12:55:50.721411054,93009,2155996,1235371,588880,39983086,8226681,132000,3.827,3449452,1791216,32.68,9.78,0.20,9.89,39.39
12:55:53.215458301,113602,2425236,2252627,1075382,40840407,9654765,135308,3.354,4034525,2128571,35.57,12.56,0,11.89,34.63
12:55:55.585287991,935617,17643103,3542822,1388140,55043657,13303699,189367,3.281,5770934,2869104,53.97,4.42,0,4.16,32.01
12:55:58.103554456,198479,4677131,2208791,879096,36732779,7543281,113263,3.589,3155996,1670991,55.20,6.20,0.19,8.11,27.08
12:56:00.734126987,165683,5472524,1097161,529001,39461908,8379865,127571,3.659,3486265,1842314,31.08,12.02,0.51,15.64,35.66
12:56:03.059914466,90308,2093105,1116839,557302,77787594,14441340,287593,4.086,7037725,3021102,32.63,12.48,0.16,14.51,29.18
12:56:05.395119920,99841,2429331,2609835,1232431,38112024,8465671,122654,3.550,3455339,1897121,27.33,14.70,0.35,13.80,36.43
12:56:07.743633531,242856,4487421,2273280,975971,35806718,9357072,126786,3.288,3856313,1922576,32.91,9.38,0.71,13.53,35.35
12:56:10.088843124,92941,2131040,1230389,607651,384375425,63318994,557630,2.305,24192772,11671764,28.21,11.25,0.98,14.84,37.46
12:56:12.440031146,98667,2231906,1192764,587344,36296211,8303852,122792,3.588,3422176,1869704,54.76,3.39,0.36,7.23,28.55
12:56:14.790907434,609357,10684125,18799072,7941910,39110643,8591136,136553,3.787,3605739,1877212,31.62,5.03,0.26,11.63,41.67
12:56:17.140112204,94388,2256105,1255704,603135,69216118,12821824,262102,4.179,6272114,2676266,27.39,12.24,0.86,12.69,39.54
12:56:19.468470882,86324,1989685,3118250,1319734,39365368,8555259,126722,3.609,3511079,1890991,13.34,4.00,0.05,2.84,57.49
12:56:21.811775633,205704,4084165,1471633,647219,35813906,8043844,112987,3.382,3341277,1759771,28.74,16.57,1.18,14.74,32.99
12:56:25.295688675,106508,2414362,1220492,586475,63906563,13032253,265619,4.207,6313097,2713183,28.84,11.95,0.37,12.86,38.62
12:56:27.613201242,86252,1973397,2144734,1078324,35234121,7869700,116779,3.587,3255395,1756169,24.22,14.75,0.14,14.83,40.01
12:56:29.952139715,269762,5799542,2287730,826697,34123826,7627694,109272,3.498,3123818,1680475,7.90,3.55,0.28,2.83,60.23
12:56:32.250852304,97540,2338561,1190494,578197,34748004,7720635,112379,3.496,3214169,1722974,34.41,11.88,1.37,15.47,30.74
12:56:34.576551568,1318818,23632628,9888829,4231166,46420723,10817572,151590,3.328,4555263,2351432,27.44,11.90,0.43,10.36,40.82
12:56:36.909109489,92408,2108544,2932275,1085093,42950538,10123211,141194,3.338,4230009,2221675,58.65,4.97,0.11,3.98,27.07
12:56:39.211557160,425573,11836378,1133165,528639,36305105,7891359,117163,3.580,3272598,1740401,32.36,12.23,0.18,14.76,34.22
12:56:41.529221912,91664,2099333,1171256,547448,69552296,13878473,280911,4.212,6669693,2930223,24.46,14.86,0.23,16.26,39.22
12:56:43.883028074,102690,2526556,2455429,1152808,33277892,7706070,107216,3.423,3131912,1699397,33.70,11.35,0.49,9.96,38.05
12:56:46.214055717,238197,4359041,1118860,538022,37291570,7679614,115313,3.602,3201063,1695898,19.93,16.46,0.17,16.33,39.84
12:56:48.546942138,98626,2216018,1046045,505206,178617211,49551783,578084,2.754,20989397,9937134,27.72,12.41,0.28,11.92,41.91
12:56:50.895440275,94076,2229151,1266650,635169,71984660,14725191,166608,2.841,5865189,3010294,55.51,6.52,0.60,7.77,25.03
12:56:53.224433851,106147,2424695,1219507,597907,34097083,7648683,108423,3.422,3168698,1712519,35.35,0.59,2.81,0.48,30.17
12:56:55.681291996,92329,2211239,1219328,614457,71742252,15145499,278503,3.832,7268003,3215449,26.13,10.99,0.15,13.07,42.37
12:56:58.024584944,110253,2578126,3344436,1557474,34200186,7929428,118226,3.603,3281331,1757493,73.04,2.41,0.23,2.61,17.23
12:57:00.397942567,238487,4473596,1083842,505989,39304664,8054724,122732,3.670,3344211,1772352,14.60,3.60,0.11,6.71,50.90
12:57:02.731578270,91673,2114806,1217288,602007,32982261,7469676,104291,3.371,3093774,1704613,33.32,14.18,0.46,10.69,35.10
12:57:05.346479427,107845,2386162,1260428,563472,34383251,7713930,112431,3.516,3197995,1718825,28.39,10.81,0.37,14.93,36.44
12:57:07.676372122,92471,2179373,1765139,787369,67449635,13590961,281337,4.324,6505995,2823175,32.53,11.63,0.42,12.25,34.19
12:57:10.006356841,96681,2253638,2452564,1097403,38267181,8083777,118348,3.556,3328180,1768013,29.25,11.60,0.13,14.07,39.09
12:57:12.364599273,244098,4790105,1096570,525593,33412750,7567782,108642,3.479,3122750,1684461,29.55,8.60,0.45,14.21,40.95
12:57:14.714414091,255609,4979573,1368042,649938,37813349,8208465,118454,3.506,3378647,1811816,31.21,12.53,0.44,15.03,33.63
12:57:17.064518730,86760,2105909,8199656,2243245,40960920,8766477,116959,3.272,3574724,1905546,27.10,3.61,0.17,3.51,48.95
12:57:19.379793574,424534,12111437,2193791,869085,51150254,11982376,154334,2.989,5164110,2649749,33.30,3.35,0.71,9.76,43.98
12:57:21.709000215,88713,2162493,1168264,564197,37868185,8656759,127368,3.544,3593405,1887566,32.55,13.01,0.27,11.74,33.60
12:57:24.054362588,101327,2388055,1408833,615844,36623922,9679105,114888,2.969,3869115,2337623,30.39,9.74,0.32,11.07,41.90
12:57:26.381597347,91590,2147571,1571491,809753,31683943,7427621,101323,3.366,3010477,1669159,28.36,13.03,0.25,14.37,35.58
12:57:28.709382391,225338,4267669,1167751,562703,112113336,27461899,357037,3.192,11185234,5607037,28.14,15.80,0.13,12.65,35.89
12:57:31.060383183,95669,2198305,1114632,539577,37075573,8405089,127932,3.664,3491365,1878625,29.55,6.89,0.69,11.01,43.58
12:57:33.398787045,97862,2230081,31474636,13336504,178106631,32084997,582621,4.155,14022817,6754868,54.91,5.78,0.25,4.67,28.68
12:57:35.737605730,103699,2372448,1157405,551613,36384433,7915480,117316,3.573,3283218,1745399,25.95,10.70,1.25,12.87,42.98
12:57:38.074830562,200229,4769069,1181774,568578,69584583,13334041,267764,4.193,6385275,2805499,65.11,4.24,0.52,4.44,22.54
12:57:40.413271696,91153,2236272,2592106,1190883,37573217,7909208,113956,3.487,3268360,1756749,25.08,15.78,0.43,14.99,36.58
12:57:42.747069688,229568,4299711,1190313,575377,32607544,6963548,99937,3.463,2885877,1525017,25.73,15.32,0.14,14.32,40.09
12:57:45.084803137,86531,2090276,1241678,574805,37110247,8166337,119541,3.555,3362153,1799335,28.84,10.92,0.30,13.93,37.50
12:57:47.439885724,87642,2107717,1212950,604519,65259108,13788978,201407,3.386,5948741,2877359,22.56,1.88,0.06,1.72,53.00
12:57:49.766668722,106027,2411553,1312217,607747,34389704,7994864,108668,3.321,3272334,1758046,36.67,4.19,0.32,10.90,38.68
12:57:52.100611008,90530,2144429,1209484,595773,63286200,12327302,253592,4.221,6008406,2600007,16.57,0.61,8.11,0.83,22.54
12:57:54.525070046,97121,2490218,16970746,6260080,64607416,14938664,271459,4.086,6643729,3051344,31.44,7.69,0.45,12.11,40.01
12:57:56.864114548,253408,4967948,1202175,589243,32210392,7283986,102621,3.431,2991071,1637590,46.79,6.02,0.42,7.29,29.92
12:57:59.180197389,268796,7726687,1231480,577602,33179191,7365201,104945,3.426,3063110,1644196,27.01,14.85,1.15,14.50,36.39
12:58:01.493829062,81459,2033883,1246087,603779,39010908,8219129,115602,3.439,3361473,1850703,50.76,4.22,0,8.18,31.90
12:58:03.794416247,103474,2392516,14098186,3489922,36411073,7909015,111992,3.439,3256116,1765069,32.32,13.22,0.18,11.10,36.16
12:58:06.121355054,112533,2728551,1120311,515037,34690365,7797768,115719,3.569,3241931,1736779,28.47,13.12,0.43,15.48,38.38
12:58:08.438438334,103364,2411197,1117371,535748,37110668,8262624,123289,3.618,3407611,1830728,36.34,9.05,0.47,8.06,39.50
12:58:10.790427001,93839,2215414,1189803,569706,37604566,7531534,109986,3.521,3123372,1656596,34.25,4.05,0.25,13.67,36.67
12:58:13.136017062,1917868,33382388,5945362,2614767,87983895,18228554,305741,3.874,7892689,3926217,27.74,11.64,0.49,10.67,41.17
12:58:15.517616375,96942,2254478,1183309,547133,35753856,8451426,120330,3.458,3480106,1892076,30.22,8.03,0.14,13.74,40.19
12:58:17.856951562,95558,2210696,2146439,930133,38518107,8338647,118706,3.482,3409361,1837903,72.34,2.33,0.13,2.29,19.07
12:58:20.223894240,88442,2155754,1230750,574121,36021329,7926006,116553,3.557,3276767,1775307,22.58,13.26,0.25,15.56,39.56
12:58:22.561473254,84567,2078206,1210448,589469,32800528,7250648,102678,3.464,2963834,1605130,24.41,12.19,0.23,11.24,40.88
12:58:24.872685890,85960,2089436,2298902,1066308,34866451,8115604,115703,3.518,3288995,1807341,34.42,11.32,0.13,14.81,33.60
12:58:27.173375061,239258,4394924,1079742,501919,33358320,7681546,110951,3.499,3171131,1714928,27.02,13.55,0.27,15.60,35.46
12:58:29.519690068,96457,2274049,7754816,2101858,41982561,9272879,130439,3.450,3781175,2021198,26.97,5.92,0.23,16.46,40.59
12:58:31.855346982,164206,5916047,1086495,545668,36759902,7706356,113637,3.566,3186720,1711940,20.71,2.47,0,1.66,35.16
