horaEjecucion,dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,java,sleep,mosquitto,perf,swapper
18:32:21.905020324,558520,16008195,5155646,1996043,30722957,6922134,101194,3.444,2938075,1508008,23.19,9.71,0.14,9.77,38.24
18:32:25.494788807,128941,3452605,1062894,500708,57265672,12742123,151138,2.938,5144271,2600488,24.10,11.49,0.52,16.04,35.28
18:32:28.166993582,176654,3835365,4637646,1919919,39137876,9418092,153267,3.677,4167698,1967643,38.65,9.26,0.11,7.55,33.36
18:32:30.516182202,398583,8168941,2444469,902475,45264843,10279349,181447,4.043,4488424,2138582,40.51,11.07,0.11,7.81,32.71
18:32:32.825863917,131896,2621754,1492133,660989,39604543,8673352,165747,4.281,3871561,1793931,39.07,11.24,0.24,12.88,30.43
18:32:35.222247999,168877,3835606,1629776,737279,91254110,20931597,323062,3.440,9390275,3393122,61.59,6.51,0.17,5.32,22.15
18:32:37.563921713,149617,3464980,1062566,550061,47350518,10747183,156395,3.356,4659957,2287547,29.16,13.05,0,11.94,35.92
18:32:39.902209848,110741,2456614,7472654,2393380,79655766,15215009,308926,4.100,7535195,3155331,34.75,12.86,0.32,11.51,29.18
18:32:42.519497312,220110,4946863,1067814,532574,42707380,10058758,152691,3.543,4309800,2187771,25.55,15.66,0,13.90,38.70
18:32:44.846990019,97368,2184708,1536333,689697,40050833,8685095,137613,3.712,3706786,1897660,29.25,10.24,0,20.01,34.85
18:32:47.182103020,2180664,45863417,2302821,941226,40195041,8363560,130596,3.686,3542794,1756085,21.68,11.17,0.11,11.81,43.34
18:32:49.489067774,503898,19909473,1649592,638008,110214741,27449160,347804,2.888,12043914,5481801,61.15,4.59,0.18,5.65,22.91
18:32:51.781271378,102201,2190555,1337757,606363,65727076,15730377,251111,3.603,6968814,3149634,33.10,14.62,0.37,14.01,32.74
18:32:54.125026180,106047,2356127,1076487,545232,76956115,14857420,293298,4.075,7198051,3019836,49.28,10.68,0.11,9.49,28.35
18:32:56.434012454,109173,2423265,9582512,2901012,36397811,8100769,125525,3.674,3416966,1785463,25.13,17.04,0,19.20,33.21
18:32:58.735125950,283000,5588591,1157124,596689,36517918,8112086,120668,3.556,3393380,1779507,26.15,13.82,0.44,13.26,37.47
18:33:01.078950848,106231,2364370,1081350,545252,39078628,8436416,132356,3.728,3550422,1827159,49.52,8.12,0,7.52,31.20
18:33:03.404288172,108740,2482666,1077754,562154,36455712,8524487,131675,3.688,3570583,1837297,26.80,13.62,0.48,15.03,34.77
18:33:05.744080442,101835,2192771,1044351,520575,35122316,7780740,120436,3.717,3239741,1679186,16.55,0.72,5.46,0.73,32.41
18:33:08.102259253,637899,14557459,941806,429687,283449377,58052275,913961,3.439,26579212,11378713,27.69,17.45,0.19,13.60,33.37
18:33:10.463748088,91398,2159625,1121410,541217,34599117,7670098,111598,3.498,3189959,1709821,26.33,15.53,0.61,12.52,35.53
18:33:12.785928655,110773,2727062,1141951,586971,36191282,7997819,115523,3.509,3292038,1793149,23.84,17.65,0,15.96,35.06
18:33:15.164286339,87727,1995648,1093249,507329,30844457,7067562,101361,3.448,2940022,1589489,21.31,19.64,0.39,15.68,36.94
18:33:17.530686678,201477,7803340,1048908,492951,33702140,7748046,110244,3.470,3177124,1752213,24.09,15.78,0.12,14.36,35.87
18:33:19.864778079,84797,2019904,7189414,2264710,37360583,8628671,123127,3.353,3672049,1910730,34.91,8.35,0,9.80,38.01
18:33:22.202737213,86725,2004346,2274869,962570,31468149,7107826,102695,3.487,2945258,1564788,32.52,9.13,0.60,15.27,35.49
18:33:24.531247764,76163,1833431,1207123,581970,52980902,10170449,182469,3.954,4614885,2136184,25.43,15.24,0.20,17.19,37.16
18:33:26.875627336,93395,2106920,17993944,7659928,359995290,63397118,579769,2.371,24457654,11521665,30.86,13.50,0.20,13.12,36.00
18:33:29.198761110,251452,4939284,1019730,491808,36014654,8845277,117823,3.141,3750929,1937754,24.88,16.22,0.27,12.05,37.90
18:33:31.574045722,85150,2144879,1861636,671168,34872870,7640309,111175,3.487,3188651,1713241,21.66,12.58,0.38,13.12,42.73
18:33:33.917707682,82721,1976061,1141680,534308,31107801,7046061,99706,3.448,2891461,1567725,51.62,8.11,0.28,8.32,25.76
18:33:36.273558841,95621,2182533,1053870,494245,32965758,7461406,111009,3.577,3103114,1650216,30.89,10.39,0.43,13.09,38.60
18:33:38.610139325,90855,2153704,1053948,496972,74333316,14807198,285140,3.995,7136796,3097614,40.12,12.42,0.13,10.32,30.69
18:33:40.934663474,86594,2093296,2327311,1101758,33417636,7247537,107509,3.560,3020251,1598117,26.91,17.03,0.24,15.83,33.86
18:33:43.275768890,231116,4374166,1099432,548910,35759233,7273477,104518,3.473,3009783,1613534,25.28,16.97,0.23,14.54,38.38
18:33:45.602614229,96688,2432869,1047772,495755,32629241,7410543,105094,3.453,3043884,1662680,29.14,18.39,0.37,16.00,32.72
18:33:47.971967468,85377,1982010,1063932,505819,31675718,7169305,102459,3.474,2949714,1614078,49.84,7.80,0.17,7.82,28.33
18:33:50.314902079,407808,12148990,1386976,588841,33759817,7759505,109638,3.425,3201074,1751393,26.76,10.18,0.19,18.90,33.91
18:33:52.657848246,80836,1941536,3979742,1204540,201729577,35119612,443531,3.018,14693772,6607478,21.72,16.83,0,13.83,37.84
18:33:54.980051616,73221,1826203,2045731,1040365,35712497,8981050,115188,3.040,3788594,1975057,22.83,14.10,0.53,17.32,35.13
18:33:57.328452342,178695,3541456,1185433,557431,30362281,7233564,98810,3.362,2939101,1632004,28.86,9.26,0.28,13.58,38.36
18:33:59.680989539,90334,2127374,989860,468821,159203552,42930033,497798,2.783,17890006,8560042,22.81,15.30,0.26,14.13,38.85
18:34:02.013300929,80305,1894544,1853826,727315,39690200,9726102,135496,3.321,4080078,2166958,11.32,3.52,0.11,3.46,56.33
18:34:04.338685704,87026,2041424,1062213,499184,32715992,7534563,105122,3.374,3115981,1701760,31.40,8.55,0.64,9.42,43.87
18:34:06.671127550,83990,1943472,1113724,524854,444894134,77103138,1369395,3.954,34633619,14818178,34.10,4.36,1.31,4.38,36.65
18:34:09.037476935,81625,1953426,1094669,520421,36684228,8096479,113112,3.442,3286218,1796962,76.80,3.17,0.18,2.47,15.02
18:34:11.407701002,92221,2166398,1124780,523553,35624980,7890026,114323,3.512,3255170,1736441,38.83,4.44,0.27,8.94,39.51
