horaEjecucion,tiempo(segundos),dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,per_cpu
00:33:45.219707840,0.25,74565,1890671,9198745,2528002,26560593,6362546,81381,3.138,2593316,1435344,2.14
00:33:47.519777165,0.25,88268,2276029,858520,395615,29885885,6952094,89922,3.223,2789738,1577428,6.92
00:33:49.769768084,0.25,78660,1898997,939855,417339,27939571,6231505,86511,3.404,2541637,1382677,12.48
00:33:52.065775561,0.25,65126,1667912,948133,434973,67203178,14179535,266172,3.875,6869331,2976527,10.28
00:33:54.335181451,0.25,76182,1896536,1498535,688777,27982172,6224587,80683,3.174,2542107,1422877,16.73
00:33:56.712302515,0.25,2698540,41651643,25868710,13467003,283276835,48550015,1113156,5.335,20863321,10610172,4.79
00:33:59.003894958,0.25,159182,3353724,1369483,606590,249781595,46065832,520408,2.864,18173207,8665587,6.47
00:34:01.280846084,0.25,192877,5724728,1542431,684371,35922951,8262188,139337,3.978,3502850,1781014,2.50
00:34:03.551044498,0.25,244477,6463204,2106232,722459,35791007,8114781,119748,3.629,3299451,1783273,4.54
00:34:05.849521072,0.25,99043,2233327,1255980,604836,32609685,7125949,104414,3.589,2908881,1580597,2.98
00:34:08.136577132,0.25,85384,2018220,1172079,568079,78490381,17128724,277828,3.543,7841880,3735684,6.91
00:34:10.407444451,0.25,100192,2264721,1057934,509852,37010862,8438458,121869,3.523,3459462,1870871,15.19
00:34:12.695462600,0.25,92318,2112698,2199147,1065446,35065145,7736853,109711,3.491,3142848,1730581,8.83
00:34:15.003190490,0.25,228401,4247146,1778413,801203,35111544,7548946,109308,3.521,3104768,1683765,9.38
00:34:17.313871375,0.25,4624506,87950349,38429716,15627636,857314080,149191760,3456021,5.436,63579386,32628403,0.71
00:34:20.007431538,0.25,2891309,46518945,3340421,1530839,176719588,33350756,363126,2.807,12935955,6332721,5.18
00:34:22.312293650,0.25,138037,3005851,1347905,645039,71385891,14436367,297062,4.337,6849870,3002918,3.50
00:34:24.581095429,0.25,126458,2701278,1367262,675313,47225109,10494385,172996,4.017,4306272,2261400,12.64
00:34:26.863707772,0.25,115208,2497767,3596753,1548189,45815699,9887108,168314,4.073,4132606,2138914,10.36
00:34:29.148215910,0.25,276783,5337471,1502472,735267,38456685,9207630,141478,3.777,3745489,1974131,11.91
00:34:31.490997147,0.25,110732,2504017,1350215,652120,48013359,10239920,170393,3.975,4286398,2235999,10.04
00:34:33.792766359,0.25,121491,2995978,1778837,852710,40555742,8987035,135756,3.636,3733919,1980455,8.09
00:34:36.086482527,0.25,132616,2947772,1371438,632968,37400941,8419282,128267,3.706,3460939,1852491,1.37
00:34:38.383283402,0.25,2049332,36947566,63396845,19505974,1200443158,203429338,4746914,5.225,90858105,41865516,0.51
00:34:41.380013473,0.25,2974508,49138452,2853052,1384068,48131428,9722966,170141,4.172,4077886,2106106,1.22
00:34:43.762096834,0.25,129492,2898164,1341569,661482,48445548,9930081,163891,3.951,4147610,2177227,8.93
00:34:46.114797058,0.25,134224,2760618,1288705,629422,43694176,9576384,153555,3.877,3960291,2121869,10.76
00:34:48.470151725,0.25,126158,2582999,1333970,630934,47347655,10737059,179914,4.075,4415339,2173380,12.68
00:34:50.869687159,0.25,366267,13004132,15210217,3908901,155912736,27895442,331377,3.036,10915476,5300691,
00:34:53.221645452,0.25,118088,2511440,1269569,621994,44837751,9415072,159256,4.035,3946408,2063268,11.15
00:34:55.595185796,0.25,579012,16432533,1547407,755871,44240870,10114716,156508,3.767,4155226,2220919,1.36
00:34:57.995657267,0.25,114371,2347300,1858190,894369,39450044,9023382,141030,3.793,3718157,1976367,6.93
00:35:00.514075301,0.25,2581622,39519546,23525385,12194230,619815306,96204674,2192147,5.393,40645193,21503883,4.46
00:35:03.069734399,0.25,134028,2886667,2558164,1227670,45695305,9974663,164124,3.997,4105968,2166407,2.57
00:35:05.513809357,0.25,860847,22940086,1273789,619777,41581292,9314858,144585,3.797,3807768,2027255,10.02
00:35:07.876557450,0.25,128450,2676253,1516009,761984,42042474,9350510,144778,3.739,3871877,2018579,8.67
00:35:10.243490864,0.25,133836,2847999,1878481,787804,47459403,10126501,162900,3.898,4179241,2244603,3.50
00:35:12.732220795,0.25,169945,3797515,1321119,640242,66757625,13651627,248300,4.082,6082911,2910300,11.57
00:35:15.104019332,0.25,127989,2680054,9611293,2835200,45140154,9621982,159531,3.999,3988828,2087652,9.39
00:35:17.464323554,0.25,134771,2791072,1273739,631997,43856253,10116172,163381,3.920,4168355,2242024,11.11
00:35:19.809347221,0.25,130802,2734001,1361692,652341,76259951,17190036,303441,4.090,7419940,3765599,0.21
00:35:22.497084588,0.25,136963,2794002,1332477,633703,46323007,10282425,169212,3.983,4248117,2243217,13.34
00:35:24.873321045,0.25,103375,2269620,1454146,697016,192678395,56316542,631241,2.759,22877819,11145350,13.89
00:35:27.242065014,0.25,197236,4420755,1735247,858495,44943704,9845466,163241,3.994,4087561,2171100,1.77
00:35:29.608535193,0.25,112114,2451993,1295868,636211,52160526,10135990,166259,3.975,4182366,2205668,11.61
00:35:31.978953269,0.25,109262,2343836,7892132,2315968,42136758,9250764,149507,3.901,3832485,2005371,6.40
00:35:34.352006328,0.25,111213,2474944,1773615,848645,38290862,8657545,136856,3.828,3575013,1903475,6.95
00:35:36.723347030,0.25,119072,2609735,1641277,773905,41348609,8877114,141302,3.861,3659576,1940108,7.35
00:35:39.092931831,0.25,506751,8452355,1700253,801452,74703973,15759864,306034,4.163,7352032,3245992,8.41
00:35:41.441812413,0.25,112550,2431420,20393454,8363493,1434625832,216846267,4719092,4.896,96392067,43633480,0.44
00:35:44.129625824,0.25,130865,2921528,1608539,695466,53337148,11436495,171984,3.690,4661190,2478210,1.60
00:35:46.501312360,0.25,117470,2673509,8355216,3106586,121408722,28280510,477364,3.849,12400818,5744889,7.00
00:35:48.861989215,0.25,132768,2714010,1335919,660011,46191368,9864594,160920,3.925,4099705,2138783,2.36
00:35:51.223533166,0.25,132625,2775418,1268798,615892,76526759,14952559,311914,4.415,7065240,3118835,
00:35:53.681815316,0.25,134122,2764589,2758067,1282076,50317736,10447108,165832,3.859,4297719,2318493,0.46
00:35:56.065866293,0.25,248610,4610697,1463239,719547,50157200,10084130,165956,3.963,4188063,2158644,4.75
00:35:58.454460477,0.25,107088,2368777,1657722,795689,42011296,9257905,147798,3.876,3812988,2055189,11.08
00:36:00.819751024,0.25,122398,2623721,1553666,779253,40663343,9108091,139288,3.743,3721205,2013005,0.57
00:36:03.178948289,0.25,3945357,64835580,23768013,12111114,875897015,153952435,3579606,5.445,65744122,33439713,0.69
00:36:05.825008595,0.25,2642319,45725752,2796853,1358536,52839003,9915823,165066,4.018,4107920,2155511,0.92
00:36:08.211625496,0.25,256033,4769205,15035550,3968980,40215997,9044901,144927,3.884,3731620,1996934,11.72
00:36:10.584027660,0.25,112044,2395301,1506054,755281,41317233,8952290,143039,3.881,3685222,1959806,9.58
00:36:12.956821528,0.25,118508,2449034,1586283,771392,40341983,8579052,139706,3.948,3539097,1876846,3.93
00:36:15.440834460,0.25,584757,16649128,1360451,640769,74484725,15188050,301834,4.236,7124762,3178615,8.23
00:36:17.803674747,0.25,127682,2622156,3182711,1264446,38191499,8779656,134585,3.730,3608475,1967497,8.42
00:36:20.186819801,0.25,273039,4929615,1358463,638411,46962856,10158720,165225,3.931,4203647,2186690,6.09
00:36:22.575923144,0.25,113493,2491992,1504631,745148,54273296,10577532,179041,4.099,4367871,2307621,4.38
00:36:25.126081901,0.25,2593574,40702567,31870603,14250217,749280726,115535352,2572690,5.323,48333706,26485949,1.42
00:36:27.520300329,0.25,111117,2371137,1487079,741605,58780061,12326748,241351,4.297,5617056,2682916,11.47
00:36:29.894256375,0.25,104539,2275829,2244385,1049096,50797616,9308448,158275,4.105,3856030,2040119,6.20
00:36:32.443596525,0.25,242465,4442910,1610031,773918,45234938,9403311,150010,3.873,3872802,2093872,12.60
00:36:34.818359857,0.25,112435,2360887,1651075,822712,207984746,59681207,655056,2.689,24360881,11928848,13.74
00:36:37.191140695,0.25,197457,4479371,1510669,739428,42094502,9134702,145771,3.853,3783292,1976180,0.62
