horaEjecucion,tiempo(segundos),dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,instructions,cache_misses,all_per_cache,cache_references,branches,per_cpu
08:29:33.700030720,0.25,3668364,109015764,51433427,11458511,781625604,226017384,2434777,2.592,93934725,45047530,99.17
08:29:37.986867020,0.25,95586,2211463,1175869,560669,35507680,8077599,127627,3.638,3508119,1745672,99.23
08:29:39.888279477,0.25,104973,2277623,1274582,623977,35737204,7966149,124033,3.563,3481465,1776661,99.56
08:29:41.763920380,0.25,113734,2526683,1244063,607708,30209565,6863339,106368,3.571,2978449,1512064,99.60
08:29:44.058968100,0.25,116106,2406046,1084313,542541,30531604,7108366,108676,3.521,3086712,1567084,99.67
08:29:45.964296406,0.25,108438,2334417,1101554,536561,36390962,7657526,119491,3.585,3333198,1674641,99.48
08:29:47.857712695,0.25,93195,2057152,1170291,596993,30090300,7034857,109162,3.574,3054629,1571825,99.66
08:29:49.732181400,0.25,103476,2232559,1454779,660604,31974703,6818757,104471,3.523,2965489,1497518,99.58
08:29:51.587199434,0.25,120984,2856402,1012399,507273,32851564,7563526,121411,3.696,3285079,1649286,99.72
08:29:53.456787010,0.25,94872,2115969,1071168,564718,36742877,8010032,126338,3.632,3478714,1765715,99.69
08:29:55.312183728,0.25,350126,8524823,1133207,565410,32369678,7435157,115554,3.575,3232638,1644914,99.65
08:29:57.175853419,0.25,620302,11321348,1043424,523828,31453876,7301181,110483,3.506,3151516,1594976,99.59
08:29:59.054129335,0.25,5763829,105901769,1104027,544215,34841871,8146253,122644,3.455,3549470,1809941,99.55
08:30:00.905123784,0.25,96763,2151502,3649255,1518360,33606783,7671216,121289,3.650,3322575,1706152,99.47
08:30:02.774578216,0.25,104055,2312608,3375332,1328419,32498250,7561069,111530,3.366,3313225,1659635,99.54
08:30:04.637464932,0.25,109937,2324888,1509269,649575,142505860,30847731,576347,3.506,16439215,6186924,99.67
08:30:06.653489562,0.25,118072,3130829,2363623,1107824,79417803,16847448,324721,3.844,8447619,3541052,99.56
08:30:08.506182535,0.25,97184,2196178,1365852,601483,102676860,25035156,429657,3.452,12446631,5325889,99.62
