horaEjecucion,dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,java,sleep,mosquitto,perf,swapper
17:58:39.776640695,2097327,65221472,43077157,4398322,551701634,212763360,1640904,1.774,92514668,46280106,96.26,0.24,0.03,0.20,mswapper
17:58:45.609247906,5242762,201270429,1563073,692506,39780498,9104048,137836,3.461,3982045,1997887,28.61,11.29,0.50,13.00,mswapper
17:58:48.048412472,102307,2304903,1285648,608241,52898989,10248436,191924,3.953,4855097,2139914,29.27,12.53,0.74,10.07,mswapper
17:58:50.416450620,100136,2199939,2023663,892323,31875285,7045585,105538,3.543,2978700,1546998,28.88,13.41,0.24,10.57,mswapper
17:58:52.783238743,1266493,29280558,916208,463067,33725743,7535600,114593,3.533,3243847,1657964,30.26,13.75,0.37,13.41,mswapper
17:58:55.141659992,76874,1777365,1060807,540572,36978633,9511728,124206,3.107,3997518,2095838,21.39,6.04,0.24,5.10,mswapper
17:58:57.456544548,98934,2206740,1068796,542083,36494615,9218124,117712,2.951,3988680,2008393,63.05,4.38,0.32,4.91,mswapper
17:58:59.792524836,107535,2698695,1005662,490414,43802462,11061438,146566,3.060,4789418,2423165,34.22,9.55,0.44,9.07,mswapper
17:59:02.154368341,85804,2003519,1119109,569124,308590116,75140210,1077398,3.079,34993566,15088466,34.43,11.77,0.40,11.12,mswapper
17:59:04.517264673,108365,2909329,4865322,1961247,29793828,6902061,97049,3.351,2896397,1530298,32.05,13.53,0.72,11.93,mswapper
17:59:06.845815497,299983,6511270,902866,459359,32240544,7423673,111116,3.553,3127088,1629077,27.73,10.07,1.03,17.53,mswapper
17:59:09.182243927,83105,1881497,1197351,582752,36801695,8258227,131018,3.722,3520562,1842850,29.17,11.67,1.12,12.34,mswapper
17:59:11.530381080,91959,2073281,1167404,603875,38940368,10538704,138201,2.950,4685149,2294305,78.48,1.79,0.20,1.77,mswapper
17:59:13.905982218,96670,2136265,1111276,547865,37759689,9124984,131680,3.343,3938581,2008421,29.45,11.88,0.44,14.96,mswapper
17:59:16.235918225,82873,1927014,6399410,1738701,411759066,72038725,785416,2.693,29161601,13205767,29.75,9.09,0.45,14.47,mswapper
17:59:18.574519359,86966,1863161,2766708,1215464,39007950,10623937,125146,2.733,4578406,2425507,29.08,14.32,0.86,14.82,mswapper
17:59:20.915807536,197733,4238700,943317,467108,38223536,8720725,126662,3.399,3726090,1925502,38.59,14.45,0.24,13.97,mswapper
17:59:23.263672065,82532,1958680,1007336,498320,37474364,8525060,128264,3.490,3675258,1898060,30.26,14.28,0.81,14.69,mswapper
17:59:25.604271525,83598,1954358,1447242,653367,29593067,6496841,94920,3.480,2727757,1440391,28.62,12.16,0.47,15.70,mswapper
17:59:27.935180759,104854,2369089,922601,447056,28063737,6508633,95134,3.505,2714112,1433965,28.69,14.66,0.51,10.59,mswapper
