horaEjecucion,dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,java,sleep,perf,mosquitto
13:35:05.901765434,1647326,50284422,955416,489611,34393902,7971851,115530,3.378,3420081,1746013,34.14,16.34,0.61,15.08
13:35:08.240540645,79671,1901885,1286671,609432,114569002,25049747,438253,3.533,12405087,5253848,34.10,8.75,0.68,14.96
13:35:10.565210901,91483,2024611,19877186,8351421,1491248153,309197657,5242742,3.810,137615773,63589479,35.11,5.03,0.05,7.01
13:35:13.306757308,174081,3163381,2528023,1131960,50014355,11691163,221303,4.200,5269150,2361523,59.57,4.59,0,4.17
13:35:15.657960999,140189,2885084,1985420,930408,38260093,8451989,138975,3.873,3588496,1819926,62.19,2.28,0.05,6.45
13:35:18.014782499,123151,2577296,1473365,787771,39017457,8737084,146940,3.973,3698194,1859356,37.30,5.93,0.29,9.25
13:35:20.326342625,129878,3150269,1525020,803928,102992375,20908806,395267,3.984,9920437,4228726,37.72,4.54,0.19,10.42
13:35:22.662701428,133503,3034199,8162811,2857988,42999710,9367014,158058,3.959,3992359,2025034,34.05,11.79,0.31,11.47
13:35:24.988268261,299152,5660400,1315681,659308,44577686,9746983,175552,4.194,4185899,2059954,32.54,11.62,0.29,8.28
13:35:27.341396274,194149,4718244,1442857,713249,55252057,11673402,193427,3.806,5081847,2523588,38.33,9.83,0.26,11.99
13:35:29.700989872,280249,8562841,3114003,1137862,39730282,8850983,151640,4.017,3774744,1889998,10.17,1.76,1.57,1.73
13:35:32.358660707,167604,3722932,3529208,1562958,184096924,47995002,599438,2.930,20459275,9571754,34.33,10.55,0.51,9.95
13:35:34.664614125,233535,4984015,1343439,697287,42916843,9249458,149693,3.832,3906234,2011867,27.39,12.80,0.19,13.43
13:35:36.993124521,153750,3549467,2474517,1168238,40411825,9191211,150478,3.892,3866213,2004710,30.66,6.28,0.15,6.11
13:35:39.492575982,107251,2315676,2318948,969030,179005093,30765315,361770,2.960,12221005,5706321,36.83,12.50,0.20,11.24
13:35:41.813934279,106301,2245900,1545222,732120,42073745,8791636,147822,3.950,3742365,1914482,72.04,3.34,0.03,3.61
13:35:44.140368117,126565,2521210,2178115,1004365,44943950,9251024,152862,3.902,3917623,1973143,28.03,8.33,0.55,9.19
13:35:46.470935633,115688,2446385,1223361,598838,40637726,8743550,145484,3.911,3720128,1920442,26.72,13.62,0.21,10.48
13:35:48.835078603,105783,2353831,1220951,600145,37150982,7919131,120826,3.669,3292963,1737414,11.72,4.93,0.07,4.70
13:35:51.158454814,675441,11697516,70074734,26037641,2528684126,276960792,6640974,5.232,126933352,47761609,48.05,0.60,2.69,0.53
13:35:53.685554748,126591,2750713,1329892,636697,39547141,8758243,140404,3.825,3670613,1910895,38.37,5.06,0.16,10.79
13:35:56.058719765,116268,2547322,1451984,715892,45023121,9077676,141134,3.738,3775497,1993130,51.36,5.92,0.19,5.10
13:35:58.402783647,119136,2552822,1280805,617177,43149175,9865590,152937,3.656,4183724,2153969,30.29,7.85,0.29,8.68
13:36:00.760537597,101331,2329398,1711163,753311,76944868,14451713,300569,4.280,7022145,3017262,28.87,8.83,0.33,8.93
13:36:03.082481867,489792,13636056,3055205,1296447,43675426,8769473,135050,3.684,3665634,1923454,34.67,12.36,0.89,10.39
13:36:05.443004664,166452,3981453,7311803,2004917,48713257,9856528,149105,3.647,4088142,2100454,24.89,14.90,0.21,13.05
13:36:07.965113573,110597,2431128,1642335,674697,54174017,12140676,180446,3.459,5215957,2618667,28.56,6.80,0.62,15.63
13:36:10.322670574,113142,2432036,1338082,681528,41365967,8763851,138126,3.794,3640867,1936056,8.21,0.33,2.77,0.36
13:36:13.078670178,477281,13085793,1505428,661752,75295738,15499643,308743,4.141,7455468,3221738,50.72,5.25,0,4.81
13:36:15.597636485,225338,4347288,1759076,711487,217841179,39336637,428032,2.744,15596190,7408802,31.71,12.14,0.17,13.20
13:36:17.900591217,96925,2256531,1323470,628120,38084200,8562445,128862,3.641,3539519,1893083,30.45,8.51,0.44,10.19
13:36:20.198266996,105789,2356683,1602652,694899,40150218,8732862,135648,3.735,3631978,1925853,28.52,11.96,0.34,9.06
13:36:22.543617464,116701,2549299,1146681,570689,71576392,16958007,228175,3.320,6872638,3512686,53.98,6.64,0.17,5.39
13:36:24.855564296,121265,2647226,1189835,558504,49537128,12498474,160432,2.983,5378786,2751700,21.90,3.40,0.19,9.76
13:36:27.205119661,117277,2753953,1252654,603055,69991268,14266341,290826,4.251,6840882,2977296,38.22,8.33,0.43,9.74
13:36:29.531878059,97887,2237064,2571513,1255845,34870234,7893774,114322,3.514,3253782,1744098,34.29,11.36,0.30,8.62
13:36:31.876034684,4642645,81371830,63792508,26290659,95758254,19831612,329105,3.993,8241975,3887437,23.47,2.69,0.10,6.18
13:36:34.316597870,98267,2228656,2520758,1124909,37844887,8312753,125026,3.635,3439560,1848404,37.10,12.44,0.37,11.78
13:36:36.658930825,292997,10235843,1688641,745391,130077512,23128117,259104,2.885,8981877,4453921,51.90,6.31,0.13,5.50
13:36:38.989354410,120019,2858261,2784868,932157,36054819,8249268,127320,3.730,3413319,1808323,32.70,7.35,0.39,13.42
13:36:41.314910057,90432,2094827,1373156,688146,69098991,14141839,281505,4.158,6770943,2969786,31.94,11.32,0.45,10.19
13:36:43.646033180,100320,2251221,2577110,1208143,40296693,8431246,132704,3.772,3518137,1841855,42.69,1.51,0.17,10.42
13:36:45.971661139,251035,4630846,1417284,613899,69833301,15922026,210483,3.216,6544156,3384106,39.84,9.92,0.41,9.97
13:36:48.302733027,116164,2641029,1273497,617260,40776369,9276420,143654,3.729,3852297,2057903,38.45,11.23,0.14,8.84
13:36:50.639577356,115957,2613414,1492674,665700,44931098,10467470,150656,3.405,4425039,2321833,9.47,0.42,3.52,0.30
13:36:53.435465269,450053,14142376,19529710,7468268,88775038,17981497,343020,3.982,8614831,3685499,32.21,12.03,0.23,9.61
13:36:55.761912448,102764,2237774,2648025,1156316,39672394,9123996,141141,3.700,3814550,2000317,35.86,9.51,0.15,11.87
13:36:58.082006603,196893,4256585,1214590,568275,39151799,8672288,132893,3.722,3570565,1899844,41.25,8.92,0,10.68
13:37:00.410448821,103595,2290743,1201938,581178,40115806,8725075,137672,3.819,3604531,1919818,31.55,13.57,1.18,12.47
13:37:02.740055044,127720,3134887,6681660,2094818,35866491,8562585,125225,3.554,3523706,1941060,32.59,10.61,0.22,10.15
13:37:05.082897735,126793,2940418,1130084,534591,33495028,7784501,113373,3.539,3203955,1732060,36.04,8.39,0.50,9.06
13:37:07.455042024,101958,2305624,1177142,554741,40388775,8644677,137163,3.795,3614145,1928346,29.41,9.50,0.47,13.85
13:37:09.791406655,110254,2490305,1233695,587088,39181384,8397968,129865,3.706,3503846,1839546,42.37,6.05,0.13,8.79
13:37:12.167583673,4458466,79589935,65924925,25819376,271029516,47060428,758851,3.797,19985230,9305330,28.50,7.37,0.29,7.14
13:37:14.608958749,191606,4474042,1163265,569434,40151505,8632175,135411,3.766,3595930,1910215,26.16,14.16,0,15.02
13:37:16.934438232,103455,2396588,1242478,580098,38035419,8622855,132717,3.725,3563001,1899076,35.62,14.24,0.22,9.93
13:37:19.271719888,110805,2502014,1234029,595215,37363835,8457492,128220,3.657,3506475,1881793,34.44,12.40,0.23,11.12
