horaEjecucion,dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,java,sleep,perf,mosquitto
12:56:52.645548518,1608981,50248671,990419,483648,29748629,7263217,94155,3.036,3101497,1630210,27.33,12.38,0.28,16.50
12:56:54.972863985,89145,1962412,1085634,518809,33857227,7804019,108376,3.328,3256817,1736666,34.05,11.10,0.30,9.28
12:56:57.314092043,81298,1995518,14043072,6256945,1287618874,303598893,4646168,3.187,145796297,57904636,38.25,12.89,0.32,11.05
12:56:59.647477332,172872,3941854,1959010,891944,85872942,15259453,338404,4.415,7665562,3083553,38.38,10.06,0.14,7.84
12:57:01.941563311,178038,3435537,4199006,1668834,52362468,12772127,226525,3.855,5875794,2630574,65.03,6.48,0.06,5.80
12:57:04.303807173,542696,9397335,1249540,646088,36392597,8369070,138184,3.885,3557107,1795789,30.18,12.61,0.14,12.75
12:57:06.633013209,96737,2146074,1365521,666805,49441285,11055663,178261,3.682,4841920,2373801,33.00,7.77,1.25,15.01
12:57:08.969052037,123756,2980145,1329679,686420,40139219,8075305,127384,3.706,3436938,1725888,55.93,6.27,0.09,4.37
12:57:11.304875051,118001,2637204,1233185,620881,395404288,68059207,691087,2.640,26181172,12432693,32.46,12.62,0.09,10.80
12:57:13.626103677,106471,2500218,1293595,648691,78951416,16197450,313687,4.035,7774683,3293261,28.15,13.48,0.38,14.80
12:57:15.961526167,100261,2302488,2432061,1063428,41920768,8045089,129098,3.786,3410267,1741480,30.46,13.74,0.61,14.97
12:57:18.336591066,241789,4583718,1276026,657105,53486311,10159566,167175,3.834,4360025,2223276,40.81,7.23,0.20,9.79
12:57:20.625725126,97359,2172433,1210021,605633,35863901,7999218,124497,3.689,3374650,1756024,29.33,10.70,0.12,14.05
12:57:22.970948899,94205,2213377,1316784,655385,33392963,7382512,109897,3.568,3079798,1619973,29.34,14.17,0.11,14.46
12:57:25.292660485,95156,2105355,1301609,630634,34103106,7716454,108664,3.443,3155961,1687928,62.12,6.28,0.14,6.51
12:57:27.664689898,432513,16150222,1433482,697876,37165003,8530192,129433,3.638,3557755,1908397,28.24,13.47,0.38,13.93
12:57:29.989344153,111135,2792137,1129995,557773,81601943,17469673,328784,3.875,8485402,3696504,33.13,12.48,0,14.02
12:57:32.324354179,100540,2268786,2699599,1131703,36230987,8022468,119958,3.599,3332864,1768898,23.42,15.51,0.50,14.75
12:57:34.688768006,251649,4675709,1103834,516254,43266563,9867233,139278,3.366,4137849,2167933,29.87,15.19,0.14,14.82
12:57:37.009947655,101078,2352123,1390386,612549,349422729,62872537,1051797,3.925,26794665,12699497,33.43,1.57,1.23,1.51
12:57:39.447390082,323802,7575262,2843642,1145390,34351778,7655712,109303,3.457,3162124,1680968,52.40,8.19,0.34,6.71
12:57:41.807831439,96173,2145770,1295321,618480,33732155,7332580,110635,3.632,3046425,1607581,30.36,13.13,0.29,13.57
12:57:44.143768464,89722,2133182,1046441,514412,69005125,12781138,272728,4.364,6248858,2674256,34.11,13.14,0.48,9.39
12:57:46.478993001,87019,2029441,2546888,1223079,33562819,7517141,106548,3.418,3117448,1683465,36.33,12.21,0,10.19
12:57:48.958442394,95416,2230639,1135706,522411,36385154,8312002,131212,3.764,3485937,1833048,23.77,15.52,0.27,15.36
