horaEjecucion,tiempo(segundos),dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,per_cpu
11:58:23.951728792,0.25,1677357,49710481,1076590,517984,99858275,19789474,186982,2.413,7748066,3978879,14.81
11:58:26.270167340,0.25,90564,2115730,1006343,500284,31875079,7180726,105890,3.487,3036961,1593327,13.63
11:58:28.589596871,0.25,86421,2044911,7692678,3643351,1603240821,409721916,5607134,3.006,186551052,80540354,3.20
11:58:30.906220742,0.25,166544,3277628,3215331,1235762,41342846,9770912,177676,4.150,4281490,2005751,8.04
11:58:33.183807766,0.25,164378,3060220,1758702,825323,42055642,9493018,188100,4.422,4253651,1952556,5.25
11:58:35.501541455,0.25,123449,2454009,1220246,640153,73177395,14801951,308734,4.272,7227511,3028630,11.44
11:58:37.811191177,0.25,111790,2469747,9119950,3035981,35359296,8235930,129204,3.710,3482738,1828614,12.58
11:58:40.127656708,0.25,371944,7781024,1469524,736094,34789023,7706679,121003,3.708,3263304,1677739,7.73
11:58:42.448815905,0.25,114380,2768012,1316129,691413,43164194,9889700,149478,3.531,4233659,2153295,6.58
11:58:44.753905963,0.25,102656,2285405,1555987,753228,41564856,8449345,137077,3.803,3604874,1855586,5.62
11:58:47.042106735,0.25,119916,2560344,1405617,711504,67475153,17193564,283547,3.522,8050799,3615042,10.42
11:58:49.358371971,0.25,786532,14340852,2559633,1249291,73464332,15831970,258611,3.704,6981317,3242132,8.48
11:58:51.669139562,0.25,97965,2230602,1397321,722973,74813545,15261445,292592,3.954,7400425,3169366,12.89
11:58:53.979689816,0.25,323621,14562569,2721981,1268979,36719991,7888835,122860,3.704,3316577,1702859,12.70
11:58:56.308642231,0.25,242449,4448941,1804456,922684,41828000,9873238,147005,3.611,4070573,1987411,12.08
11:58:58.614445612,0.25,207251,4751874,1143121,598080,41036921,9023169,141117,3.696,3817914,1933065,14.35
11:59:00.910774785,0.25,107719,2404607,1306748,683890,53157586,12282970,207531,3.747,5538927,2583236,10.51
11:59:03.205924804,0.25,106054,2428286,1279788,650349,34455058,8117091,114630,3.423,3349194,1802613,12.74
11:59:05.528144635,0.25,105527,2382362,1566489,681987,40235059,8487488,122254,3.495,3497806,1900110,17.25
11:59:07.824077435,0.25,159835,3562250,7000981,2230480,81697795,16156837,308116,3.966,7769701,3411372,0.58
11:59:10.213799038,0.25,1427736,34713660,3710023,1833284,52800462,10830583,168501,3.644,4623606,2306714,7.18
11:59:12.533064302,0.25,242996,4586495,1163265,560961,40511284,8880366,125325,3.355,3735269,1939686,14.71
11:59:14.888050400,0.25,93913,2167086,1153975,562047,38409595,8798178,126889,3.469,3657712,1956980,8.98
11:59:17.192114185,0.25,99931,2480806,1395021,710826,34818341,7927029,113796,3.441,3306893,1751161,5.24
11:59:19.543806746,0.25,121086,2954080,1307026,613725,58262514,11852471,175609,3.489,5033145,2486051,8.22
