horaEjecucion,tiempo(segundos),dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,instructions,cache_misses,all_per_cache,cache_references,branches,per_cpu
02:21:01.901867303,0.25,1649397,50056858,951896,479079,35077727,8107510,122150,3.437,3554117,1776901,99.75
02:21:03.755540245,0.25,102180,2261001,955922,489588,32995951,7305593,111324,3.543,3142347,1589988,99.68
02:21:05.635481468,0.25,677987,15407292,939626,483462,35562568,8407733,124674,3.409,3657147,1876987,99.53
02:21:07.498638710,0.25,3087781,75725700,1660315,674754,95999403,19255353,336685,3.919,8591404,4123673,99.47
02:21:09.397769579,0.25,362378,7362651,1255770,566705,35023491,7743949,108765,3.278,3318497,1685763,99.49
02:21:12.937528408,0.25,99861,2257122,3418518,1513842,33398257,7704783,121562,3.675,3307771,1705602,99.70
02:21:14.782478756,0.25,105263,2349370,1117104,540348,94952836,20676577,399846,3.832,10433226,4309865,99.80
02:21:16.652113502,0.25,108634,2376438,1050601,543189,145413163,31693777,597154,3.708,16103563,6402281,99.82
02:21:18.520777054,0.25,120090,2515539,960659,487482,32348116,7202405,114519,3.687,3105730,1578478,99.51
02:21:20.408820921,0.25,110369,2463437,1071993,550561,29115466,6533821,96000,3.441,2789654,1448462,99.67
02:21:22.293017588,0.25,4801224,86961983,5096569,2275322,33127285,7321731,107652,3.444,3126203,1612314,99.51
02:21:24.210193829,0.25,96022,2096726,1187881,613568,37143470,9265975,137061,3.296,4158458,2002984,99.56
02:21:26.107908631,0.25,95279,2116572,1129405,598372,34352497,7978886,117277,3.445,3404372,1762313,99.61
02:21:27.958007070,0.25,100296,2432137,1213219,565214,35124696,7886360,119641,3.564,3356855,1707703,99.57
02:21:29.823495451,0.25,99751,2225395,1032635,519902,43044521,10522926,152168,3.250,4681715,2308326,99.70
02:21:31.687138610,0.25,289252,5759927,1035369,530565,36719956,9260966,131200,3.241,4048466,2028228,99.55
02:21:33.569720738,0.25,285407,5881575,958708,484852,31048331,6991070,103009,3.463,2974760,1541292,99.57
02:21:35.420234907,0.25,106844,2330656,10286940,3205151,31474290,6577871,96856,3.453,2805285,1461712,99.51
02:21:37.287224176,0.25,4303141,75934120,21624455,7999003,202844129,35886341,349542,2.499,13987978,6562970,99.51
02:21:39.191639659,0.25,488751,10677969,8475087,3443971,154477287,30616405,527026,3.717,14178491,6024752,99.32
02:21:41.081073885,0.25,478335,11036626,6918088,2929791,179289516,36406877,671469,3.856,17413151,7213266,99.58
02:21:42.969086193,0.25,97693,2066468,1208479,581681,80872202,16540419,314794,3.882,8109287,3465327,99.77
02:21:44.868494192,0.25,101624,2261906,1073334,538708,33417473,7609506,117335,3.627,3235437,1657088,99.67
02:21:46.768516838,0.25,102215,2207579,1009018,492356,70089406,15389422,273475,3.789,7218295,3128276,99.48
02:21:48.608976581,0.25,122836,2981623,1037883,524708,28790225,6730221,94245,3.336,2825021,1496598,99.70
02:21:50.475633812,0.25,99109,2251099,1077541,544194,36935075,9278026,121806,3.059,3982321,2036734,99.61
02:21:52.371234783,0.25,4498427,78288878,9183859,3862122,42545050,8902725,128697,3.444,3736451,1927763,99.56
02:21:54.277688388,0.25,99121,2517236,1069341,542787,32254863,7351460,103885,3.391,3063488,1584664,99.56
02:21:56.128260247,0.25,76152,1872716,1032919,508562,35232203,7726030,109613,3.391,3232319,1685177,99.11
02:21:57.982870359,0.25,257481,5253094,13693902,3472853,37098964,8729297,124466,3.365,3698891,1913717,99.68
02:21:59.856655447,0.25,296940,6215845,929064,458628,33215736,7720029,108260,3.383,3200366,1672618,99.64
02:22:01.734888510,0.25,85413,2035598,2042942,1011220,32474000,7432558,101688,3.307,3075120,1631736,99.68
02:22:03.570935755,0.25,167766,6511237,2362395,1071335,35201696,7374750,98692,3.227,3058769,1640550,99.65
02:22:05.435834446,0.25,87459,2072814,2593871,1118255,69978505,12498071,219261,3.677,5963513,2657190,99.65
02:22:07.295574311,0.25,1901145,33440724,38008190,17870034,121365955,21788006,427164,4.137,10324972,4511369,99.64
02:22:09.211597523,0.25,81085,1977995,1044800,506270,45684611,12507638,145634,2.663,5469018,2788218,99.75
02:22:11.072012746,0.25,84273,2031074,1058988,500449,34694944,8437813,112312,3.150,3565869,1875463,99.16
02:22:12.942073897,0.25,90642,2110288,1102532,488631,330106172,56136075,498633,2.307,21614087,10482024,99.58
02:22:14.812206678,0.25,82181,1941834,1109165,520407,35727159,8125930,115381,3.446,3348313,1775315,99.64
02:22:16.692068807,0.25,83760,2039025,1108515,549306,57895549,12890331,231098,3.862,5984658,2630165,99.55
02:22:18.547555799,0.25,83618,1961384,6471391,1743134,38180890,9232983,123017,3.103,3964101,1999502,99.52
02:22:20.413226071,0.25,84758,2049555,1073188,510468,35654631,7947897,114332,3.421,3342147,1767937,99.64
02:22:22.277690973,0.25,755840,13441952,51563856,23453237,128715638,25143686,429422,3.931,10924941,5151726,99.49
02:22:24.183337916,0.25,242951,4962465,2010533,783190,44482851,11378646,110700,2.495,4435985,2646574,99.13
02:22:26.305305383,0.25,599315,12980096,5641040,2453009,135824851,28724402,465373,3.633,12811046,5788277,99.09
02:22:28.164157157,0.25,230541,4330725,1910752,733830,35461305,8214428,110026,3.198,3440025,1816251,97.53
02:22:30.029421508,0.25,86706,2030130,1986808,981215,32313460,7632774,104296,3.242,3216911,1683397,98.04
02:22:31.892533294,0.25,84619,1966147,2689013,1210561,35358144,9161533,114177,2.937,3887196,2025723,99.55
02:22:33.750985352,0.25,78096,1892473,10073593,2709574,98315337,18748054,310086,3.576,8671322,3800350,99.48
02:22:35.618002472,0.25,315358,7457232,1124764,549065,61886252,12748496,252534,4.051,6233346,2672761,99.68
02:22:37.498624728,0.25,2199523,39407493,59522876,20523683,88125261,17251201,283993,3.859,7359593,3549317,99.66
02:22:39.382225037,0.25,215138,8451193,919953,432459,29453943,7025416,95116,3.264,2913841,1549944,99.64
02:22:41.274706084,0.25,82453,1939855,1121815,546813,33266770,7435332,99225,3.231,3070821,1637249,99.67
