horaEjecucion,dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,java,sleep,mosquitto,perf,swapper
18:57:35.957804804,1608512,49583931,1100380,544340,36097599,8810616,126996,3.296,3853343,1926694,28.77,10.90,0.28,16.13,33.59
18:57:38.294280074,104972,2556865,1080428,550510,29092755,6774186,97384,3.412,2853887,1503723,34.57,10.43,1.00,8.17,36.66
18:57:44.138407546,236622,5183912,1924969,866726,57088689,13698302,242181,3.932,6159389,2761816,72.10,3.64,0.06,4.48,16.58
18:57:46.481662390,146147,2898081,1299648,644962,194825214,35547548,374461,2.641,14176113,6759774,34.97,13.12,0.27,12.88,31.43
18:57:48.812773223,124321,2565034,1385204,710473,95474657,18301496,352500,3.925,8979765,3778889,57.09,8.12,0.09,8.95,21.13
18:57:51.166933349,116414,2514463,3226604,1584664,52187446,10550050,163210,3.565,4577883,2242088,38.21,10.46,0.13,8.51,36.21
18:57:53.486742240,163600,3723281,1292364,640200,44971829,9362932,157470,3.940,3996485,2011279,31.93,7.95,0,12.49,39.05
18:57:55.822503236,120521,2482090,1324724,680173,41783056,9357315,163171,4.026,4052818,2017622,36.37,11.90,0.41,9.10,36.95
18:57:58.144106436,226025,5912919,1277516,666719,43042473,9439876,154592,3.846,4019399,2025277,35.23,10.27,0.11,10.57,37.99
18:58:00.480742413,359299,13588263,1348607,672321,1236501986,226475220,4738819,4.597,103081503,45664542,33.80,4.28,0.13,6.10,33.29
18:58:02.890318341,105578,2300240,1384055,716016,37920536,8438441,136623,3.761,3632148,1844985,36.26,11.67,0.12,12.29,34.94
18:58:05.223496260,104488,2328586,1343455,721246,35655341,8544804,123188,3.472,3547739,1855648,33.83,11.19,0,14.88,33.97
18:58:07.553930237,112196,2440554,3134647,1569692,39233680,9043021,140903,3.637,3873958,1957477,30.92,13.67,0.14,14.03,36.12
18:58:09.887149398,255836,4814959,2515719,1155021,56226615,15016143,220802,3.293,6704941,3263916,30.56,9.75,0.61,10.55,42.88
18:58:12.215311612,105270,2276037,1401484,708824,35594047,7891030,120612,3.645,3308759,1752710,29.35,14.92,0.12,14.95,34.68
18:58:14.539194074,95313,2145891,1293722,643261,35218348,7631683,116460,3.678,3166422,1686715,21.51,2.51,0.17,2.02,51.86
18:58:16.887875812,96412,2140487,1354412,656601,34965453,7773432,120935,3.711,3259213,1708274,28.78,14.42,0.23,13.09,37.57
18:58:19.221594350,100327,2242683,1259115,644718,75677508,14689706,298233,4.157,7174583,3047384,27.52,12.05,0.14,13.65,38.18
18:58:21.607201573,2416828,49404554,11108230,3902925,634051431,108588533,1627280,3.378,48178688,20866923,37.81,4.61,1.35,3.56,39.78
18:58:23.996156253,264915,5305778,1410386,710636,38727175,8076501,125617,3.744,3355268,1767059,26.81,13.21,0.23,15.63,37.31
18:58:26.382397200,235651,9110689,1393393,698514,37315124,8168985,122491,3.630,3374453,1794439,34.24,10.50,1.07,11.09,33.58
18:58:28.694425016,113550,2405985,1339238,657233,32624746,7530927,109275,3.523,3102133,1691428,60.24,7.07,0.13,5.27,21.65
18:58:31.035748280,110991,2678789,1290336,618287,188946072,47365681,566758,2.836,19982464,9425913,29.37,12.71,0.73,11.79,38.54
18:58:33.400390180,110317,2414475,1140603,550852,68820380,14234346,289459,4.243,6822164,2995769,38.66,5.43,0.20,10.17,37.47
18:58:35.754775018,127141,3108697,2594201,1191573,342602405,60371405,537847,2.325,23128393,11254788,35.46,9.80,0.31,10.22,37.25
18:58:38.076639817,260195,4791766,1218198,565320,39197016,8925708,141636,3.806,3721435,1981086,36.07,6.11,0.56,13.24,36.85
18:58:40.426578852,112307,2601804,1123194,540085,252619536,45581746,966582,4.761,20302424,9852814,15.41,3.07,0.20,2.89,42.71
18:58:43.267162826,131431,3102896,1173547,542126,39388524,8872402,133506,3.646,3661221,1973131,33.52,12.57,0.19,14.05,34.12
18:58:45.604006351,104232,2322635,1180116,570480,78075193,15357359,284004,3.954,7181967,3068467,29.25,11.83,0.36,13.61,36.59
18:58:47.948188111,107979,2322886,2622087,1166564,42046037,9675297,140215,3.467,4044444,2151588,34.68,12.20,0.33,10.24,36.87
18:58:50.298349137,343119,6545344,1262023,607935,34381960,7594425,121656,3.832,3175014,1627137,76.13,3.13,0.13,2.52,14.39
18:58:52.642568807,105554,2314461,1407301,610228,43004137,8648036,135657,3.771,3597238,1892812,24.18,10.90,1.66,17.95,33.81
18:58:54.974618884,101423,2259603,1158704,548534,40910250,8630695,132888,3.704,3587298,1889655,56.02,6.05,0.47,6.33,26.13
18:58:57.301332877,119176,2793312,1183398,570876,36130494,7943270,126290,3.796,3326725,1735518,26.66,14.43,0.91,12.96,38.91
18:58:59.651729480,111077,2409165,1156062,537594,70956955,14569168,293444,4.228,6941231,3021619,37.34,8.53,0.18,9.21,37.04
18:59:02.101309281,284767,5657501,2555001,1051255,41129222,8784226,135946,3.741,3634070,1941234,30.55,13.12,0.26,16.33,35.06
18:59:04.449959226,256180,5046299,1437313,664516,41337254,8783420,136925,3.765,3636836,1935872,24.39,16.78,0.22,15.64,36.52
18:59:06.773695882,96692,2257338,12019629,3087437,408349440,66748977,600617,2.354,25510013,12165040,29.71,11.92,1.15,10.88,40.59
18:59:09.094951648,111231,2445549,1175575,569522,40166227,8692621,131793,3.678,3583431,1919877,55.97,6.57,0.27,6.41,24.98
18:59:11.447677945,95306,2163233,5106328,1644624,41760899,8499153,130952,3.729,3512035,1861551,31.99,10.01,0.31,11.86,36.96
18:59:13.794836860,87952,2042748,1328093,644726,63049728,13214370,269886,4.264,6329668,2772704,23.94,14.03,0.43,14.49,39.33
18:59:16.126375549,110300,2792284,2388435,1123730,47792680,11224230,153581,3.235,4747314,2454715,27.33,5.00,0.09,7.99,40.99
18:59:18.442047629,251154,4681368,1183363,567393,37396758,8172438,126617,3.747,3378843,1791906,33.86,12.39,0.21,10.14,35.26
18:59:20.774101998,119727,2648478,1161191,549981,1777016010,274832666,5968218,4.660,128065234,52175785,51.46,1.87,4.72,1.25,25.49
18:59:23.193662328,111493,2528312,1141476,532108,41977000,10131482,135699,3.148,4311001,2193860,53.31,7.05,0.19,6.83,27.62
18:59:25.545512236,110105,2399707,1053078,512822,40944577,9177212,141749,3.708,3822968,2002714,32.38,12.26,0.62,11.40,35.40
18:59:27.902655594,96748,2204976,2162372,737065,67378744,13809860,280661,4.231,6634062,2890867,27.03,13.19,0.31,12.78,37.68
18:59:30.258306557,182970,4205529,2293973,1133739,36530934,8089413,121520,3.642,3336725,1783226,69.72,3.55,0.34,4.35,18.44
18:59:32.587805186,235903,4389818,8569001,2297741,150764782,26355646,274732,2.673,10276747,5032750,31.20,4.74,0.47,12.79,43.80
18:59:35.190881582,119120,2805440,1259654,591705,37997836,8619917,132121,3.667,3602946,1930539,35.07,9.73,0.34,9.02,39.63
18:59:37.532356077,102380,2403670,1278015,613458,40000002,8714916,130598,3.651,3576693,1879355,28.22,7.95,0.36,8.87,43.63
18:59:39.884117170,96104,2161675,2916758,1162270,68613209,14345577,285958,4.226,6766617,2995742,30.68,13.30,0.55,13.94,34.34
18:59:42.515498926,123691,2913338,1435657,627746,48304478,11877685,156612,3.117,5024918,2602535,34.95,6.28,0.80,10.88,41.52
18:59:44.867072255,223595,4061241,2018580,742659,35141335,8147639,124417,3.696,3366212,1814216,29.22,12.85,0.33,13.50,34.19
18:59:47.209499565,103704,2341303,1180923,565498,37896736,8428651,126143,3.623,3481983,1842735,11.11,4.11,0.08,3.20,56.36
18:59:49.539860870,99335,2268832,1138743,541897,84098582,19721414,280474,3.208,8742421,4131353,56.60,7.32,0.28,6.73,24.07
18:59:51.885056779,120378,2609410,1220814,568445,35747944,8216861,125608,3.721,3376062,1806589,32.70,11.03,0.16,10.26,40.33
18:59:54.206909462,101672,2233068,1104689,521845,68848142,13781509,281410,4.252,6618750,2888389,32.90,9.24,0.17,13.42,39.03
18:59:56.559738947,99788,2259074,2075252,1021027,52529760,11316857,151740,3.152,4813796,2471800,32.49,13.53,0.18,12.75,33.45
18:59:58.918365943,264545,4917708,1169544,562007,41047713,8383163,128552,3.710,3465185,1863228,57.67,6.21,0,5.12,25.93
19:00:01.259557895,108387,2456198,57132564,22958035,73276662,14331590,228150,3.780,6035827,3042137,26.92,13.83,0.13,11.05,40.25
19:00:03.625020062,119027,3148075,1358621,640601,110700940,20713410,216342,2.669,8104272,3963912,49.20,8.72,0.41,7.38,27.24
19:00:06.021097102,98640,2248690,1181310,565107,39996768,8448431,130807,3.729,3508109,1839500,24.48,14.78,0,9.75,44.83
19:00:08.377981435,92481,2174781,1199786,580060,70907744,13394740,274187,4.263,6431034,2796890,24.56,13.80,0.73,11.09,45.54
19:00:10.718017498,94038,2194755,2360761,1096522,36204603,7967824,122751,3.757,3267313,1728354,32.56,8.01,0.76,8.97,44.75
19:00:13.261730741,106443,2594274,1122265,532042,37386890,8312644,128459,3.705,3467460,1843384,7.45,2.87,0.08,2.72,62.32
19:00:15.590265193,97318,2235499,1225710,579666,41541825,8479030,127647,3.644,3502879,1868859,24.21,9.14,1.24,16.29,40.27
19:00:17.946090682,87731,2057030,1392078,682609,34482629,7776911,111591,3.515,3174812,1705435,32.02,11.20,0.34,11.94,35.72
19:00:20.300939673,133150,3209037,1222173,590654,66938202,13483026,259306,4.033,6429842,2928280,24.92,0.37,6.12,0.35,24.61
