horaEjecucion,tiempo(segundos),dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,per_cpu
22:19:45.775542300,0.25,1756263,52192721,1495963,684668,42331083,9981252,143591,3.410,4210935,2176100,16.28
22:19:48.073921357,0.25,68609,1665643,894792,428310,26909026,6353101,83165,3.198,2600687,1422584,16.03
22:19:50.366007861,0.25,75604,1904083,946671,448276,57897100,11288430,227309,4.074,5579305,2370936,13.73
22:19:52.665957785,0.25,294275,10789982,2492353,1029397,28956212,6767495,86661,3.170,2734030,1513464,17.37
22:19:54.944754630,0.25,212843,3953387,907096,401676,32131461,6967962,91336,3.219,2836975,1565722,19.66
22:19:57.254882979,0.25,6667465,173562557,24812469,12767951,882706520,153546100,3969221,5.933,66901984,33368326,7.15
22:19:59.585847650,0.25,213357,3918385,2101212,954291,95097413,22954637,382312,3.642,10496369,3731062,4.61
22:20:01.879316893,0.25,113224,2449542,3165131,1179651,43937944,9114531,147128,3.840,3831601,1997555,1.80
22:20:04.528505879,0.25,120593,2927334,1399591,663327,44550622,8811059,146036,3.966,3682616,1875355,8.30
22:20:06.829776622,0.25,121738,2644049,2393202,1208750,35405354,7883520,121496,3.703,3281133,1701454,12.37
22:20:09.089017798,0.25,268159,5200537,1735952,740050,37966449,8676461,137885,3.804,3624287,1898943,7.26
22:20:11.380259202,0.25,107451,2427600,1418775,694238,178845643,50800322,634478,2.979,21297622,9738938,11.53
22:20:13.923365041,0.25,102807,2281384,1429098,684045,43131725,8727973,139491,3.828,3643988,1903860,7.99
22:20:16.211261789,0.25,117729,2414784,1473438,725555,55436352,15985660,224722,3.199,7024329,3461779,0.70
22:20:18.789992058,0.25,2748740,46531840,2202735,1093854,44086476,9924245,150206,3.682,4079120,2235050,4.63
22:20:21.078546779,0.25,97905,2233924,1355881,652067,34204044,7524799,112712,3.605,3126588,1632254,13.82
22:20:23.362517735,0.25,630391,20313529,1384984,681974,38506013,8521424,122458,3.476,3522851,1916830,15.35
22:20:25.639654836,0.25,93296,2156394,1119579,556258,55697805,15757803,216126,3.173,6812122,3421516,14.73
22:20:27.936350731,0.25,102677,2379557,1437158,699427,35102368,8190011,119920,3.577,3352249,1829719,5.95
22:20:30.231088668,0.25,116721,2971431,1224399,589111,41641740,8492468,132443,3.752,3530173,1869097,9.27
22:20:32.532961840,0.25,115866,2696397,1202850,556796,45821901,10225479,178582,3.950,4521181,2220958,6.82
22:20:35.253599023,0.25,105778,2383724,1306591,632344,43371421,8811967,134620,3.674,3663682,1960381,5.95
22:20:37.561885917,0.25,4611573,80374892,22648578,12099959,1478493746,225863699,4941631,4.863,101613113,44789214,0.84
22:20:40.024676661,0.25,93254,2313307,1483932,692302,36328430,8204715,115583,3.473,3328295,1795786,1.63
22:20:42.378816578,0.25,104258,2306261,1368168,664533,37855632,8160113,125283,3.674,3410281,1830622,6.96
22:20:44.701838870,0.25,97774,2227596,1254011,610379,66982599,14012400,277341,4.160,6667134,2896709,8.55
22:20:47.050816260,0.25,93352,2185376,2941483,1288450,40741789,10004704,136945,3.183,4302604,2226694,11.20
22:20:49.362011215,0.25,111038,2556711,1160716,566106,39009398,9043838,134794,3.629,3714854,1998461,11.19
22:20:51.677525597,0.25,108121,2530047,7454083,2201934,37279081,8411645,122332,3.546,3449461,1870114,4.73
22:20:53.969438556,0.25,94586,2195124,1622978,734079,43043522,9460258,134584,3.396,3963271,2100237,5.32
22:20:56.284168963,0.25,103317,2316444,1248210,600154,38130170,8466436,133640,3.794,3522672,1833521,0.53
22:20:58.825890272,0.25,2047215,31972894,1288919,611139,320846462,54427324,665121,3.016,22052503,10144257,10.68
22:21:01.159413998,0.25,119860,2900903,1732865,850009,40960090,8930527,134330,3.655,3675733,1941552,11.27
22:21:03.482988969,0.25,197227,4338414,1313891,627880,36532675,8432074,120690,3.530,3418513,1879031,5.88
22:21:05.797053027,0.25,223774,4212388,1367009,647302,42092583,8576945,135533,3.776,3589026,1895597,12.27
22:21:08.089482706,0.25,106817,2412784,1269020,596410,39110994,8715667,138124,3.806,3629549,1860719,4.48
22:21:10.404265530,0.25,98900,2321638,1473706,698087,125407200,22264668,252838,2.843,8893143,4239267,5.35
22:21:12.960416357,0.25,106448,2314829,1381192,661155,70234913,13596807,279311,4.280,6526506,2846175,6.79
22:21:15.275808861,0.25,97766,2337074,1363657,665139,41810535,8834052,136277,3.733,3650708,1922577,12.30
22:21:17.587837876,0.25,3697393,66903489,24233625,12345632,797236913,146014559,3625564,5.759,62959524,31491963,0.48
22:21:20.113787140,0.25,365786,13536292,1244780,602966,39246327,8778345,135524,3.727,3636237,1918496,11.19
22:21:22.433242314,0.25,102370,2452008,1476801,695780,36757423,8427618,129143,3.705,3485503,1750199,5.44
22:21:24.762754912,0.25,105416,2345256,1356312,632519,38079863,8390483,118711,3.457,3433814,1861524,7.18
22:21:27.110762531,0.25,92235,2194544,1699484,731167,72187692,13433932,269997,4.178,6463095,2834576,8.79
22:21:29.459955384,0.25,91541,2139668,2299989,1162692,311333755,53412398,529156,2.546,20785963,9810587,11.34
22:21:31.757886139,0.25,107761,2433033,7383730,2162846,39323511,9021769,140282,3.755,3736220,1968988,12.81
22:21:34.087133773,0.25,118819,2553974,1356556,658478,37202629,8243860,123014,3.616,3401924,1832739,11.94
22:21:36.391518416,0.25,91779,2175231,1369770,657863,36588067,7797429,116499,3.589,3245572,1717509,0.61
22:21:38.996114697,0.25,3248774,56617763,40082042,16645477,88109717,19453665,344484,3.953,8715440,4166260,5.74
22:21:41.317948880,0.25,133099,2791036,1447184,740805,182481492,49641413,662740,3.119,21250893,9806348,12.93
22:21:43.648507917,0.25,180423,4908437,2430062,1206427,39367744,9519891,136950,3.530,3880048,2112608,3.12
22:21:45.983840640,0.25,232416,4376315,1418726,673020,33881907,7611290,111354,3.536,3148812,1704737,6.69
22:21:48.299918909,0.25,103834,2328679,1231527,586255,40522538,8795335,141512,3.844,3681209,1898038,13.32
22:21:50.641177467,0.25,482301,17996903,3657470,1234076,45850475,10365292,146433,3.406,4299231,2248704,6.39
22:21:52.931668937,0.25,98589,2221990,1264682,606036,66073108,13893014,213444,3.539,6030894,2900151,8.53
22:21:55.252191218,0.25,93461,2287592,1382208,667975,42416421,9185691,130932,3.491,3750687,2006752,5.08
22:21:57.567835644,0.25,108331,2396500,42090073,16725400,853552460,149770281,3685304,5.612,65665220,32182100,0.48
22:22:00.143635391,0.25,2790703,46421010,1605708,739049,37488761,8318571,121299,3.564,3403818,1829439,8.99
22:22:02.541928379,0.25,112969,2508408,1185743,555392,41792318,8943203,138972,3.750,3705558,1962069,13.49
22:22:04.863378429,0.25,103011,2347332,1417070,692783,35431852,7899066,119778,3.677,3257354,1755535,5.29
