horaEjecucion,tiempo(segundos),dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,per_cpu
17:09:24.270965799,0.25,89832,2078457,981332,470306,33172185,7414859,107124,3.446,3108620,1652665,14.00
17:09:29.751059401,0.25,4408458,92603706,92632916,28911810,448845140,91096931,1491448,3.651,40852884,18011604,1.49
17:09:32.053358914,0.25,181492,3361546,2286166,1031036,41999311,9318873,183683,4.394,4180609,1868083,9.65
17:09:34.327439686,0.25,133151,2682109,3710677,1591158,36369804,8107111,129617,3.804,3407661,1746294,10.31
17:09:36.612168392,0.25,563231,9537672,1297961,634834,47052460,10578050,169279,3.786,4470721,2145850,10.11
17:09:38.885000069,0.25,122311,3071926,1379420,684114,44591883,9902121,147913,3.704,3993192,2163094,10.83
17:09:41.154338166,0.25,106052,2317842,2528993,1171479,37724890,8346099,130324,3.716,3507395,1832112,14.33
17:09:43.410181264,0.25,105968,2307981,1415801,720426,38537489,8682577,135505,3.770,3594712,1900008,2.11
17:09:45.681443540,0.25,136790,2882469,1315202,659235,172330357,31064590,337156,2.738,12315030,5940431,9.10
17:09:48.817728329,0.25,256901,4882131,1769604,823306,58895237,14229200,240766,3.955,6087700,3157705,0.37
17:09:52.206940984,0.25,122465,2822533,1351682,672400,74681412,14291569,285984,4.173,6853922,3004824,11.76
17:09:54.648349221,0.25,107033,2388649,1578215,791189,39472671,9751220,135771,3.312,4099965,2130821,9.69
17:09:56.912272141,0.25,260483,5168505,1321832,644391,36363994,8116912,126215,3.755,3361068,1784505,13.26
17:09:59.192702775,0.25,114134,2500663,1274960,628510,40691984,9164161,140559,3.670,3829739,2057180,9.53
17:10:01.465966331,0.25,184998,4163468,1375231,693611,48288583,9326228,148095,3.815,3882266,2046084,7.82
17:10:03.764542895,0.25,125308,2914444,1258018,593320,35514509,7937818,121251,3.678,3296453,1738161,9.94
17:10:06.031254096,0.25,120652,2551637,1229585,574258,69808302,16471068,210191,3.032,6933547,3511083,6.66
17:10:08.330150368,0.25,96497,2173901,1403701,698765,71789256,14004321,284507,4.212,6754782,2904772,8.89
17:10:10.982189607,0.25,5703467,94824680,71979685,26638121,925552552,143150715,2573255,4.038,63727507,28201149,0.76
17:10:13.512239927,0.25,104806,2383358,1525510,727001,38023898,8239702,127969,3.734,3427153,1778721,10.59
17:10:15.961140780,0.25,111879,2425694,1380315,657190,37478781,8313066,121334,3.553,3415197,1822565,10.11
17:10:18.239782227,0.25,117885,2644346,1249178,599906,39839640,8918922,138824,3.757,3695286,1942435,7.08
17:10:20.506517397,0.25,312503,8089610,1260266,591881,76572758,15486080,295873,4.095,7225134,3170266,10.28
17:10:22.781233246,0.25,195590,7376255,2900943,1302499,37066282,8230919,122697,3.601,3407461,1818420,9.59
17:10:25.061091344,0.25,201238,3913097,1241873,613473,38731889,8459446,130226,3.700,3519606,1870260,9.22
17:10:27.337366485,0.25,165269,3431879,1154000,571063,42890150,9648690,149938,3.768,3979244,2147074,13.13
17:10:29.602838426,0.25,95240,2113753,1802453,824625,1359462252,176646492,3715349,4.785,77644498,33717633,0.49
17:10:32.625911588,0.25,321255,12361537,1737219,720078,70175864,13984417,288397,4.275,6746350,2917275,8.67
17:10:34.910109102,0.25,98724,2218099,2445668,1212932,35256453,7960153,118419,3.610,3280551,1765202,10.54
17:10:37.193817886,0.25,116818,2536839,1664796,725007,44708044,10490781,151056,3.427,4407898,2284404,12.18
17:10:39.506352253,0.25,239586,4579289,1281904,625280,37845816,7989853,125570,3.787,3315852,1738035,7.91
17:10:41.793800069,0.25,108952,2389003,1324771,641010,39610320,8633678,139637,3.879,3599402,1888166,10.03
17:10:44.116514600,0.25,120024,2608452,1183320,576230,35139517,7856200,115758,3.558,3253195,1747466,6.69
17:10:46.430429832,0.25,98194,2246461,2792518,992590,61872319,16299843,213747,2.978,7176938,3586224,11.07
17:10:48.699081589,0.25,94565,2183980,1308998,651570,66027849,13182357,269300,4.229,6368387,2768705,9.04
17:10:50.961235707,0.25,4266669,74800817,72374233,25097279,2746179530,273479281,6368086,5.359,118835981,47121471,3.50
17:10:53.737041013,0.25,116046,2586991,1208921,600731,43849182,9760576,153184,3.769,4063856,2169201,12.01
17:10:56.028103003,0.25,92827,2070088,1391863,679099,36214431,8119904,118068,3.527,3347155,1816997,12.59
17:10:58.321109845,0.25,113795,2474476,1228471,613754,38892991,8669282,135176,3.765,3590284,1893915,7.94
17:11:00.622050947,0.25,99003,2195076,1389412,658265,36154262,8120977,120552,3.597,3351249,1817223,12.69
17:11:02.895789053,0.25,105229,2397615,6270729,1789181,257780242,43082442,503949,2.858,17632813,8046160,9.52
17:11:05.153563246,0.25,109115,2417300,1342402,631593,39035082,9321514,142693,3.711,3845319,2083546,11.11
17:11:07.420140813,0.25,111631,2427002,2216068,1092484,41961357,9458850,145245,3.736,3887218,2058515,12.12
17:11:09.696503868,0.25,247697,4816485,1382865,664185,155849741,44179337,509626,2.770,18400732,8783761,8.17
17:11:12.520303478,0.25,5809113,97423778,81663338,31079215,65537284,14434479,203850,3.482,5853660,2792323,1.27
17:11:15.048914440,0.25,98515,2290266,1338597,653246,74365119,14489959,290395,4.194,6924365,3019340,10.95
17:11:17.313700760,0.25,108192,2354908,1806067,814344,37157947,8200678,120368,3.575,3366779,1803398,7.58
17:11:19.597914891,0.25,106099,2393594,1929692,1001213,188844677,49174102,573406,2.753,20830694,9912005,11.65
17:11:21.868836407,0.25,250704,4849733,1387299,674457,38287838,8348829,122812,3.572,3438219,1847722,13.55
17:11:24.173599048,0.25,99761,2311375,1198298,578842,40116918,8842203,143108,3.850,3717170,1968114,7.47
17:11:26.452178977,0.25,96026,2179310,1492113,717313,47376599,11784050,157203,3.161,4973237,2581159,4.47
17:11:28.750229093,0.25,112384,2494798,5587115,1590415,40837241,9007169,138388,3.725,3714952,1968304,7.79
17:11:31.046028463,0.25,94887,2222893,4169923,1889705,2057508935,232039193,5278870,5.170,102114010,41873213,0.42
17:11:34.001289031,0.25,261240,5207813,1650156,716387,35753510,7865658,118625,3.642,3257091,1729902,14.95
17:11:36.309696019,0.25,113891,2562766,1195090,572478,39094687,8649475,130014,3.645,3566867,1911573,11.18
17:11:38.598099836,0.25,89387,2041420,1424303,705975,255136230,44538633,410766,2.389,17195796,8435147,10.21
17:11:40.848026116,0.25,92905,2076060,1417802,662484,61917844,13791214,210891,3.537,5962209,2850129,8.90
17:11:43.149728242,0.25,119875,2585700,1251190,589672,40423829,8957327,139037,3.743,3714367,1961417,10.56
17:11:45.450046902,0.25,96191,2219069,1295688,621170,86851505,17300478,307639,3.806,8082534,3630148,13.35
17:11:47.899544906,0.25,96735,2321969,2598454,1202100,37052210,8024834,119518,3.638,3285418,1756902,12.00
17:11:50.230001437,0.25,246895,4628422,1664050,746583,42716473,8698840,135488,3.755,3607861,1922051,6.12
17:11:52.865161995,0.25,5376932,90423181,68880617,26329086,557910737,69725176,1559344,5.182,30091922,13825281,10.09
17:11:55.355019788,0.25,97620,2283417,1453634,682971,40730550,8482970,123974,3.583,3460003,1864906,14.25
17:11:57.635327758,0.25,113849,2523672,1178639,577321,72687937,14376183,287626,4.233,6795283,3024026,8.39
17:11:59.933129849,0.25,92829,2187408,6732244,2216730,41911668,9391384,143546,3.761,3817056,1893152,13.39
