horaEjecucion,tiempo(segundos),dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,instructions,cache_misses,all_per_cache,cache_references,branches,per_cpu
22:16:56.008704453,0.25,215471,4673486,894421,410033,27476007,6179569,79434,3.126,2541124,1398808,99.64
22:16:59.621986089,0.25,83473,2085411,1258326,550546,26414034,6036319,77357,3.099,2496308,1375576,99.55
22:17:01.505209987,0.25,140083,3634786,1490302,739230,36196398,8557416,114035,3.069,3716048,1851109,99.56
22:17:03.385753171,0.25,89569,2036971,1053483,514515,28517624,6034962,83645,3.317,2521728,1330477,99.77
22:17:05.266279142,0.25,73375,1788503,1122500,514875,263485149,54329247,748986,3.326,22520396,10753596,99.62
22:17:07.146757607,0.25,79131,1925621,957757,465140,47108870,9812500,153665,3.545,4334661,2163889,99.56
22:17:09.029164376,0.25,251647,5129576,963049,450859,32621199,7158417,100162,3.372,2970468,1605926,99.63
22:17:10.900159703,0.25,86894,2102276,11735417,4423202,27931740,6524567,83960,3.141,2673356,1459151,99.73
22:17:12.809778016,0.25,115855,2670188,4192111,1729649,31988301,7018900,92147,3.159,2917373,1558934,99.56
22:17:14.688749372,0.25,90852,2123952,2190773,1030239,28564366,6603030,87691,3.209,2732693,1476828,99.55
22:17:16.575628594,0.25,240622,5530087,1184286,577437,27862176,6451124,85170,3.188,2671540,1441747,99.71
22:17:18.439917111,0.25,75054,1854140,1007061,478535,66420178,13317644,261586,4.001,6537340,2802510,99.67
22:17:20.312488963,0.25,85156,2138534,1236130,606485,162117467,33710924,663092,4.348,15250084,7278657,99.51
22:17:22.392378701,0.25,74964,1934871,1059208,512817,62288932,12407450,253875,4.160,6102859,2566737,99.65
22:17:24.287390239,0.25,85283,2238692,1048294,497042,37534967,9117391,118787,3.057,3885599,2034404,99.54
22:17:26.161125237,0.25,1203575,22434696,4926957,2163285,75630769,14406237,229515,3.610,6358569,3004643,99.65
22:17:28.030762771,0.25,225584,5236138,2128214,856130,31119385,7334134,99721,3.299,3022809,1627071,99.54
22:17:29.908862229,0.25,80299,1935681,1077369,516750,32383240,7106684,95816,3.241,2956050,1581587,99.55
22:17:31.780939079,0.25,96180,2236096,973505,475487,34284239,8152670,104226,3.086,3377145,1811358,99.56
22:17:33.633637115,0.25,78263,1841171,1103895,520367,32007478,7167371,97568,3.291,2964424,1570459,99.17
22:17:35.494995831,0.25,81340,2024894,1002240,491835,356900450,73013388,1510833,4.359,34663819,15084055,99.55
22:17:37.355652397,0.25,223308,4227474,3253237,1261523,29665832,6736820,91827,3.270,2807958,1517373,99.70
22:17:39.226107428,0.25,120331,2685117,996856,482933,29821555,7034245,91904,3.169,2899844,1570381,99.57
22:17:41.102374677,0.25,1044958,18589539,5353782,2338322,53708122,10939990,168845,3.548,4759543,2321349,99.59
22:17:42.977647849,0.25,220948,5213948,3948070,1782520,35845373,7798372,100588,3.156,3187586,1744749,97.10
22:17:44.832368379,0.25,79975,1985637,1021915,482009,80937224,18249667,310084,3.502,8855205,3942580,99.59
22:17:46.712125931,0.25,83031,2022100,1228984,591333,64597931,13514688,264765,4.061,6519035,2802357,99.71
22:17:48.584672172,0.25,78731,1966429,1056433,478513,35850346,8837812,112714,2.980,3782500,1931670,99.67
22:17:50.456078664,0.25,82715,2002272,1361058,597513,293882045,61097330,1270736,4.443,28600110,12722471,99.51
22:17:52.295758627,0.25,80679,2011232,1000542,469456,30428123,7545855,92502,2.955,3130519,1693604,99.74
22:17:54.195726121,0.25,75244,1874776,1110163,520494,30765942,7069559,88064,3.047,2890343,1607353,99.65
22:17:56.082500784,0.25,77789,2027861,6328296,2837858,73986076,15720654,240105,3.458,6944199,3163897,99.46
22:17:57.924936903,0.25,211547,5355306,1926556,908285,34481934,8120425,105000,3.080,3409492,1804086,99.56
22:17:59.763198722,0.25,78854,1907743,1595825,648132,28019260,6293966,81839,3.141,2605663,1438748,99.56
22:18:01.778452976,0.25,88420,2160064,1090287,514219,27241860,6424684,83246,3.140,2651478,1463188,99.64
22:18:03.687607482,0.25,224857,4193638,1102093,481668,25278800,5633996,72821,3.131,2325777,1248016,99.56
22:18:05.550928731,0.25,229734,4483583,998846,456025,342088850,76486591,1524725,4.327,35234044,14947678,99.54
22:18:07.449998207,0.25,76556,1872002,3217016,1562971,28726109,6814251,93487,3.302,2831462,1546805,99.55
22:18:09.318708822,0.25,71366,1861835,2253547,1105086,29034242,6849027,87058,3.099,2809039,1551907,99.64
22:18:11.217617076,0.25,1000626,17952088,4617634,2147018,60433994,13296820,196132,3.388,5788235,2789526,99.28
22:18:13.069224028,0.25,423752,18802391,2152214,995684,68495259,13198731,256768,4.027,6375763,2777157,99.65
22:18:14.972559327,0.25,74426,1905939,935549,423053,64787213,13456062,259109,4.005,6470204,2866773,99.21
22:18:16.839413368,0.25,91510,2224930,1078064,508573,28016492,6533585,84009,3.157,2660878,1466731,99.56
22:18:18.707550444,0.25,82012,2004289,1051848,481268,28189077,6304208,78073,3.048,2561697,1419130,99.47
22:18:20.573256941,0.25,79953,1983010,1001800,463000,323832082,70024941,1407972,4.345,32407644,14351399,99.42
22:18:22.459878205,0.25,69396,1799688,1198760,547711,28555678,6681943,83639,3.070,2724356,1507106,99.39
22:18:24.326718229,0.25,69560,1845722,1100857,543776,27857580,6519747,81621,3.063,2664786,1468191,99.64
22:18:26.189606168,0.25,94330,2209412,7120152,3105070,63978768,13639213,211160,3.530,5981783,2829563,99.27
22:18:28.040265891,0.25,172835,4028416,1580117,696291,185815280,32849833,293798,2.341,12550935,6122226,99.52
22:18:29.920170681,0.25,239708,4894925,1024664,468000,29438734,6614426,87608,3.218,2722514,1513319,99.63
22:18:31.775682504,0.25,104277,2456860,1072592,510796,30613413,6943194,87230,3.062,2848685,1551580,99.56
22:18:33.649470222,0.25,93779,2513090,1982583,997804,28913549,7229666,87021,2.885,3016798,1625757,99.59
22:18:35.504209597,0.25,69887,1818168,1265046,632909,31446494,7126582,91780,3.117,2944611,1575974,99.75
22:18:37.389251572,0.25,65987,1689674,1930684,916586,68468286,14498705,267354,3.810,7017098,3067194,99.66
22:18:39.244944843,0.25,68761,1799705,968241,455711,69433957,13259331,255239,3.946,6467729,2750784,99.63
22:18:41.096452231,0.25,72118,1871241,14071984,6095262,70347332,14989577,225058,3.484,6459469,3100603,99.63
22:18:42.965223857,0.25,168222,3901373,2592220,1086910,40037669,10292438,142107,3.169,4484097,2261507,99.14
22:18:44.961816432,0.25,70949,1825198,955024,435681,32540512,7709383,98385,3.155,3118388,1713027,99.56
22:18:46.838722926,0.25,80659,2055565,1053825,513110,29770505,6781821,86989,3.137,2773298,1492337,99.65
22:18:48.711967386,0.25,73267,1894200,925509,448233,28210287,6614706,76086,2.854,2665585,1495613,99.58
22:18:50.582857770,0.25,74198,2062886,857686,410996,55589438,13208352,226737,3.967,5716135,2948430,99.53
22:18:52.447707880,0.25,74321,2134979,1182737,516637,28858760,6658382,91800,3.304,2778051,1509057,99.54
