horaEjecucion,dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,java,sleep,mosquitto,perf,swapper
18:26:22.406401625,1620509,51420036,1691230,785043,45581013,10512771,147636,3.307,4464384,2306924,54.79,7.34,0.13,7.61,mswapper
18:26:24.791783420,67023,1698588,880191,410077,30263234,6989411,87890,3.105,2830429,1576281,63.52,4.50,,8.38,mswapper
18:26:27.134639271,164570,4076907,861140,392636,57869595,12075691,243881,4.140,5891124,2525726,5.10,2.72,0.25,3.69,mswapper
18:26:29.477311919,88747,2665796,2134572,975157,27290159,6494450,79350,3.047,2604137,1471841,23.85,17.72,0.47,16.46,mswapper
18:26:31.820337290,200488,3822684,924984,428583,30248666,6790371,86816,3.162,2745189,1505149,20.14,15.23,0.40,21.89,mswapper
18:26:34.170438911,69265,1827618,928321,426683,31090910,7122257,91180,3.125,2918189,1610186,17.74,17.56,0.93,18.53,mswapper
18:26:36.786913287,76959,1898511,1911006,792358,28010058,6252570,78450,3.104,2527214,1408614,21.00,15.41,0.37,14.58,mswapper
18:26:39.135118350,72645,1875898,866032,389623,60744566,11837319,233081,4.061,5738973,2478192,14.55,15.97,,20.25,mswapper
18:26:41.466582980,65503,1761995,1885120,911571,28128663,6522149,80195,3.074,2608912,1481790,22.72,15.93,0.39,15.36,mswapper
18:26:43.812084185,156898,3248479,940559,421268,27627015,6324456,78335,3.061,2559483,1417866,22.96,15.14,0.43,11.43,mswapper
18:26:46.171071246,72565,1908638,868113,405451,27601540,6382926,81088,3.138,2583855,1440587,17.05,17.33,0.59,14.64,mswapper
18:26:48.504908031,66285,1751691,1010122,457533,28552528,6709917,83062,3.110,2671123,1519461,20.76,13.12,0.95,14.66,mswapper
18:26:50.841640624,70397,1870026,969426,443504,26377342,6229268,77960,3.116,2502092,1389748,22.12,14.93,1.66,12.32,mswapper
18:26:53.179641333,76527,1997062,884295,403975,210930660,38232157,406038,2.650,15320450,7285559,20.35,15.83,,9.41,mswapper
