horaEjecucion,dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,java,sleep,perf,mosquitto
13:47:22.354713858,5460594,179368361,103679101,28368275,3193610676,499798176,10321377,4.013,257205498,85062639,89.27,0.46,0.02,0.29
13:47:25.232349538,96408,2146859,2960194,1287536,31769344,7348065,106298,3.408,3119221,1641371,31.04,13.58,0.76,15.70
13:47:27.553908285,824206,15593472,51434347,18836688,2480433837,519539259,8583252,3.535,242834227,94985833,34.07,8.56,0.09,6.91
13:47:29.967829652,220312,4013531,2127615,967966,49917656,11815500,217889,4.029,5407401,2435279,30.83,7.65,0.26,4.48
13:47:32.301579154,123003,2558402,1584987,854010,39676337,8785870,150247,3.855,3896988,1896667,39.55,3.11,0.05,4.40
13:47:36.665145332,133828,2830759,1571249,771560,48130858,9586001,162447,3.943,4119930,2048600,34.06,8.70,0,10.45
13:47:38.990888698,147858,3424042,1294985,677641,48164997,10436761,182388,4.053,4500503,2206088,27.30,14.54,0.22,13.71
13:47:41.328114224,128800,2709119,1401992,728793,231875708,62580756,843083,2.987,28228758,12617389,35.07,5.70,0,14.33
13:47:43.685161907,365747,9727334,1317136,678375,40026433,8823227,150977,3.981,3792748,1926275,31.06,11.31,0.72,10.79
13:47:46.024546687,245070,5157487,1577978,807736,48331471,9673480,165700,4.000,4142088,2079382,32.08,12.24,0.15,10.05
13:47:48.535730039,5241379,89272169,69762019,27291689,75902969,15676792,264572,3.971,6662018,3202967,49.03,5.15,0,5.08
13:47:51.023461569,129436,2732341,1441647,662306,44000372,9291202,155489,3.949,3937727,2010867,29.67,10.13,0,9.90
13:47:53.342963861,118936,2539175,2424494,1080402,73978528,15102510,308001,4.204,7326790,3124853,36.50,10.32,0.32,8.16
13:47:55.670608134,131296,2759669,3881441,1618991,53787541,12905262,176883,3.247,5448308,2810828,33.28,8.79,0.18,12.53
13:47:58.157604987,222643,4739193,1225339,624244,50084338,9947540,167462,3.954,4234812,2123526,30.78,11.12,0.34,11.25
13:48:00.509174734,109610,2418932,1472091,756330,49033710,12483135,189478,3.414,5550148,2706581,28.13,13.57,1.19,11.91
13:48:02.845296395,119713,2801419,1314819,630922,76113468,15785735,257449,3.698,6962232,3220202,65.15,4.64,0.14,4.75
13:48:05.180044381,134797,2998653,1349098,653355,43570985,9377969,155945,3.906,3992763,2032033,30.85,13.74,0.47,12.53
13:48:07.506952837,130693,2951149,8896017,2503601,810629215,115906203,2545309,4.842,52562932,23078813,15.56,0.33,4.71,0.32
13:48:10.579445675,150811,3234385,1307412,659888,42084460,9527795,152004,3.774,4027868,2065733,65.25,5.03,0.05,3.49
13:48:12.904188256,125183,2698759,1188707,608158,74694271,16645207,267320,3.637,7350918,3429649,55.31,7.58,0.17,7.27
13:48:15.244138357,118910,2563239,1333330,643520,55773234,14738805,209914,3.201,6557197,3200780,30.77,6.62,0.68,14.37
13:48:17.568195858,97850,2232241,1320271,659633,73055301,14253287,289018,4.168,6934572,2955288,35.48,12.25,0.21,11.88
13:48:19.883463719,99169,2217696,2288446,1135244,36181077,8408024,125347,3.629,3453763,1857334,31.32,12.68,0.24,13.65
13:48:22.208401604,551878,9836574,9594017,2586934,41656676,8786062,136762,3.753,3644288,1928152,51.26,7.27,0.14,6.04
13:48:24.554102839,100487,2276986,1582026,743048,39303406,8469444,136280,3.859,3531055,1850961,32.52,12.08,0.43,10.68
13:48:26.874335819,130652,2983985,6145564,1755372,39514374,8949887,139951,3.767,3714968,1947530,25.24,11.97,1.16,17.58
13:48:29.759624167,235319,5151455,1293245,622118,99593789,19457029,358478,3.884,9228936,4000232,19.98,11.17,0,10.24
