horaEjecucion,tiempo(segundos),dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,per_cpu
22:22:45.494308659,0.25,85461,1908011,2701787,1144351,33605860,7802919,107094,3.286,3258830,1706386,99.47
22:22:48.896884598,0.25,93369,2097632,1216295,631123,31564251,7261783,104065,3.361,3096047,1615703,99.21
22:22:50.756165005,0.25,3072904,95240961,1836568,828963,82027029,16281402,360694,4.555,7919043,3124155,99.48
22:22:52.611472310,0.25,153383,3061449,1590048,761956,170836832,45801072,582828,2.980,19558936,9034760,99.60
22:22:54.485821268,0.25,156844,3042540,1428733,683642,45510606,10154190,179565,3.991,4499260,2032525,99.54
22:22:56.348144419,0.25,136853,2629679,1340796,670897,41647070,10334822,156677,3.417,4585368,2227317,99.63
22:22:58.187663277,0.25,152500,3443316,1820318,853929,50691746,12047020,193664,3.629,5335997,2553373,99.68
22:23:00.068331897,0.25,109843,2433570,1255950,661381,41005853,9979235,139210,3.243,4292174,2161843,99.55
22:23:01.941171191,0.25,114213,2410028,2840231,948285,38411334,8286498,133146,3.784,3519058,1778655,99.60
22:23:03.806340289,0.25,118066,2638356,1160758,593215,58898741,14164100,229085,3.665,6251367,2985769,99.56
22:23:05.659904713,0.25,289390,5809434,1127151,586245,37613702,8003530,126466,3.735,3386076,1770022,99.64
22:23:07.535936754,0.25,344978,7602770,1289266,648917,34433206,7634635,113431,3.524,3218834,1669755,99.68
22:23:09.394872147,0.25,105264,2335012,2057663,947819,36549509,8078217,122320,3.602,3395890,1771359,99.20
22:23:11.299156581,0.25,133314,2873634,2793219,1345627,37206433,8376737,129064,3.652,3534181,1830362,99.57
22:23:13.181993253,0.25,324027,9029721,1379020,737466,42228721,9059364,132803,3.527,3765618,1990552,99.64
22:23:15.070552698,0.25,112079,2425472,1165212,601583,79928792,17868742,328032,3.790,8654157,3713186,99.60
22:23:16.947974772,0.25,108576,2430491,1261259,616337,72227879,14092634,286699,4.148,6911048,2873665,99.58
22:23:18.918179950,0.25,100698,2248371,1195146,599303,38865401,8919048,138868,3.674,3779284,1921263,99.64
22:23:20.782731941,0.25,103242,2405425,1104036,544668,39023663,8305512,123981,3.563,3480164,1804774,99.29
22:23:22.658020333,0.25,104473,2374411,1140364,575685,151208546,42389955,503644,2.822,17849574,8382410,99.55
22:23:24.530236476,0.25,212926,5084089,1680997,688749,33375228,7684390,108284,3.431,3156137,1712175,99.60
22:23:26.426333153,0.25,97829,2271942,1274602,640065,32781525,6774841,98687,3.490,2827345,1480096,99.54
22:23:28.272021687,0.25,93761,2170201,1115201,572906,93520490,18714582,202898,2.759,7353706,3529907,99.66
22:23:30.144676668,0.25,86758,2094632,8609340,3878255,484004455,104340291,1762867,3.730,47257971,20286912,99.65
22:23:31.992387831,0.25,655641,13744220,5335865,1724474,44303311,10304265,142887,3.316,4308638,2282308,99.66
22:23:33.867389201,0.25,288251,5757279,1285209,633944,57832283,13455330,207723,3.544,5861147,2743073,99.63
22:23:35.742906708,0.25,96856,2227503,1190957,579021,34059363,7772250,106339,3.318,3205193,1732563,98.88
22:23:37.642274624,0.25,105549,2809232,2215066,1100466,33933151,7508555,104721,3.370,3107099,1669748,99.56
22:23:39.526057632,0.25,80047,1969354,2406083,1182852,31852524,7303592,97401,3.251,2996254,1622913,99.74
22:23:41.403362301,0.25,85491,2083182,1173799,585705,81959747,12961893,263457,4.190,6287422,2734032,99.65
22:23:43.273401902,0.25,414864,11652016,1105690,534319,63836803,12862177,260921,4.150,6286499,2718065,99.49
22:23:45.257300184,0.25,83564,2065468,1110140,539412,62702899,13469429,264337,4.163,6350076,2742728,99.56
22:23:47.144654150,0.25,104843,2603700,1038528,508418,35326712,8012251,115244,3.467,3324139,1758317,99.59
22:23:49.166532884,0.25,90632,2169114,7422005,2058709,154345096,27737893,270143,2.464,10962678,5284883,99.70
22:23:51.040538996,0.25,110483,2497044,1423422,599712,32289668,7325948,101934,3.395,3002347,1637638,99.57
22:23:52.930388437,0.25,96040,2206457,6477129,2032740,31374461,7151716,95532,3.244,2944480,1588565,99.53
22:23:54.807633877,0.25,98264,2292446,1114225,541515,32486148,7561738,106603,3.404,3131749,1670625,99.77
22:23:56.675043097,0.25,83372,2011768,1354627,661371,34447079,7266933,97059,3.243,2993043,1625533,99.55
22:23:58.549146404,0.25,89270,2108382,1226694,597524,31753937,7325313,103809,3.433,3023905,1621609,99.48
22:24:00.379412346,0.25,77185,1939815,1130747,540734,43565925,9438333,132568,3.337,3972802,2109973,99.14
22:24:02.224178454,0.25,249071,4978009,1188903,574673,34142795,7790079,109665,3.408,3217919,1747599,99.42
22:24:04.099915372,0.25,187476,3905310,969141,472934,36331040,7955070,109556,3.378,3243053,1766707,99.58
22:24:05.980301907,0.25,90267,2196746,2476402,1153559,41342576,10806499,128831,2.794,4610182,2382756,99.54
22:24:07.837233695,0.25,91310,2147700,2319418,1126099,35363998,7398342,104372,3.415,3056533,1614576,99.78
22:24:09.718795627,0.25,128651,3616579,1216453,605831,61563614,12115522,243440,4.110,5922869,2543051,99.54
22:24:11.618446407,0.25,82458,2007085,1177679,569567,67101221,13243277,262653,4.140,6343921,2757952,99.60
22:24:13.488030721,0.25,82736,1997492,1025536,506711,34745168,7859843,110644,3.408,3246795,1743871,99.67
22:24:15.356015028,0.25,86305,2059569,1211890,584982,41176591,10370296,138066,3.086,4473817,2301779,99.66
22:24:17.233589666,0.25,82851,1955255,1235865,579226,36293636,7860713,107449,3.335,3221532,1728463,99.63
22:24:19.111656144,0.25,108258,2823245,1007201,507245,35492283,8333982,112097,3.316,3380321,1854207,99.67
22:24:20.968811813,0.25,89273,2350428,1091877,549506,33733756,7423674,102269,3.336,3065434,1680666,99.65
22:24:22.831448788,0.25,87808,2107520,3456587,1166483,31812719,7282450,96380,3.199,3012351,1638436,99.57
