horaEjecucion,dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,java,sleep,perf,mosquitto
14:40:13.067128587,1606278,60599193,10838015,1935093,92235598,20436923,226356,2.776,8152728,4002275,29.07,17.06,0.54,17.99
14:40:15.370556191,104909,2462204,945910,477273,31819613,7189143,103645,3.416,3034105,1633056,28.78,15.07,0.36,14.64
14:40:17.734009762,95601,2317292,1023471,513381,1106704074,165702273,3643299,4.917,74098118,33681838,67.76,0.30,3.16,0.19
14:40:20.283436905,433086,8305579,2264706,1009010,330991709,77286047,1180179,3.270,36088735,15375415,44.40,9.23,0.35,8.59
14:40:22.617671313,131199,3099720,3735023,1567306,42588538,10220408,156136,3.551,4397247,2205493,36.86,8.43,0.30,9.48
14:40:24.917248265,125124,2628818,1594052,757675,43373527,8969500,159171,4.118,3865009,1896825,35.00,9.79,0.54,9.69
14:40:27.250583600,138376,2838694,1463869,728175,44056880,9614469,174360,4.167,4184535,2068305,34.60,11.28,0,13.13
14:40:29.587704174,125880,2595290,1279695,673445,45151675,9586122,165436,4.062,4073114,2065725,73.87,2.66,0.06,3.19
14:40:31.945908514,143080,2770971,2323739,1032609,52540857,11930842,190675,3.663,5205664,2550544,62.60,3.70,0.18,5.74
14:40:34.258348653,146706,2918603,1404948,652918,47851531,10392396,183597,3.992,4599457,2192084,30.52,8.80,0.19,15.03
14:40:36.622347969,127019,2579764,4111778,1388158,354764624,59207515,749282,3.090,24248841,10894889,46.03,8.57,0.09,7.35
14:40:38.959906161,4780854,87495694,72704571,24779189,2806321041,276945101,6558651,5.424,120913497,47126281,61.45,3.05,0.20,3.27
14:40:41.881974548,112966,2429326,1626548,805362,40097629,8503967,134384,3.684,3647421,1859185,60.79,5.27,0.35,4.99
14:40:44.233945993,126183,2600301,1368793,694709,37305733,8196426,130816,3.756,3482411,1789841,35.09,12.67,0.19,8.38
14:40:46.547198492,111021,2440944,1213514,623630,80779259,16541720,337995,4.326,7812702,3379958,31.45,12.06,0.13,13.19
