horaEjecucion,dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,java,sleep,mosquitto,perf,swapper
18:44:52.372753536,1871764,56589322,1082745,561366,27877061,6495250,98707,3.589,2750177,1440921,28.18,7.67,0.14,19.54,34.23
18:44:54.725018171,502735,13614638,927840,472003,30702733,6994539,103244,3.480,2967016,1548972,39.35,5.60,0.18,12.87,35.54
18:44:57.033795900,78540,1868842,11041413,5055606,944636829,258020771,3203789,2.832,113110462,50670806,59.05,4.70,0.05,3.85,26.33
18:44:59.404511507,185866,3904627,2021849,915538,49110739,11367912,220763,4.251,5192801,2316435,43.60,9.92,0.43,7.85,32.37
18:45:01.869052480,150140,2897932,2714642,955316,38723090,9040171,159889,4.048,3949882,1914765,66.06,6.73,0.08,5.11,18.54
18:45:04.197443985,117750,2401897,8223332,2756005,40092803,9533651,141303,3.428,4121452,2073839,35.51,10.69,0.46,9.88,37.50
18:45:06.518208189,290295,5888870,2851082,1243233,52828207,13309008,188991,3.202,5902427,2905328,33.85,12.82,0.33,13.58,30.49
18:45:08.840315646,141784,3360800,1417273,717497,37856161,8356491,134828,3.805,3543880,1815601,32.54,13.64,0.23,14.54,33.52
18:45:11.175733528,223434,7422156,4929270,1512711,40341953,9542533,145603,3.695,3940397,1906188,65.94,4.75,0.22,5.04,18.47
18:45:13.547029380,119610,2437510,1342084,658274,43716315,9415739,157868,3.943,4004237,2010776,38.25,11.77,0.76,12.43,31.17
18:45:15.885556576,116451,2421458,1256862,637990,83083166,16358219,332096,4.194,7918284,3374723,33.70,10.95,0.17,9.78,39.41
18:45:18.243419744,130543,2670253,2564464,1231677,36846734,8064873,130795,3.826,3419025,1751439,42.47,5.13,0,12.57,34.61
18:45:20.572367590,276940,5403099,1100267,568570,46055128,10113711,158634,3.626,4375139,2191506,28.51,13.90,0,13.88,33.66
18:45:26.270095004,107993,2374993,3541840,1478391,44371769,9198698,149579,3.856,3878808,1987721,32.82,12.58,0,10.61,36.93
18:45:28.592882395,294883,6016238,1180578,577492,37594352,8385631,131838,3.757,3508704,1835728,24.99,12.31,0.28,14.83,39.46
18:45:31.193361507,113497,2498839,1274722,585336,236312541,41948601,410502,2.470,16621972,7658203,27.58,15.07,0.12,10.64,39.33
18:45:33.541844249,103106,2248882,1438651,627296,40312808,8260963,124844,3.649,3421520,1802332,54.59,6.05,0.14,6.53,26.76
18:45:35.885893717,91731,1961672,1235460,587966,36749371,8075065,122124,3.639,3355840,1795656,34.47,9.11,0.34,8.96,37.64
18:45:38.312965173,353507,8098792,13941885,5114014,35742395,8099492,120229,3.503,3432632,1794078,43.41,8.94,0.31,7.24,34.25
18:45:40.677016966,114453,2504603,1158322,555550,38211233,8175035,113906,3.270,3483191,1789179,30.81,13.26,1.08,13.92,32.82
18:45:43.016149875,95919,2246469,1193326,584952,38807459,9383701,134222,3.351,4005701,2061895,28.02,12.25,0.39,10.95,42.89
18:45:45.354985307,96277,2155990,1152616,577569,36585461,8224007,120679,3.569,3381283,1826848,41.01,10.05,0.24,9.83,33.03
18:45:47.723405897,104224,2277534,1062456,515186,31799511,7374434,106304,3.506,3031661,1639358,27.44,12.08,0.52,8.73,44.39
18:45:50.088014448,89805,2126754,1138474,536425,48009300,10977672,151249,3.237,4672843,2399636,24.91,16.32,0.67,15.99,37.42
18:45:52.429529194,92702,2130842,1903316,827040,32342960,7301357,108337,3.602,3007672,1601364,34.41,8.66,0.33,8.47,41.13
18:45:54.808135536,114783,2550301,1065589,523213,34380450,7305005,111366,3.678,3027522,1605106,26.74,11.33,0.78,15.77,37.85
18:45:57.160822167,92875,2095130,27060245,9936700,178146130,33247483,593634,4.065,14602297,6860382,25.39,7.97,0.23,13.95,43.07
18:45:59.548227372,99909,2240911,1180993,566868,36459887,8198234,122363,3.617,3382906,1817656,32.86,13.52,0.21,14.55,32.71
18:46:01.913444235,95625,2117350,1208149,576077,34904927,7772856,114835,3.588,3200700,1707846,30.26,11.10,0.77,9.91,37.24
18:46:04.293390921,101679,2345149,7555331,2317177,68868909,14211034,286584,4.171,6871202,2964303,30.26,15.12,0.50,15.06,34.28
18:46:06.651537866,102658,2159670,2122669,1041834,38163222,7903622,120180,3.651,3292139,1741210,27.19,10.40,0.20,13.80,42.71
