horaejecucion,e_core,e_ram,cpu,mem_used
21:32:52.805431334,0.06,0.30,0,2577136
21:32:54.161968556,0.07,0.30,0,2576248
21:32:55.500396217,0.04,0.29,0,2576232
21:32:56.850594345,0.10,0.30,1,2575884
21:32:58.180038654,0.08,0.30,0,2576068
21:32:59.529646321,0.04,0.29,0,2575476
21:33:00.875073811,0.05,0.29,1,2575880
21:33:02.222464153,0.04,0.30,1,2576120
21:33:03.573675885,0.05,0.29,1,2574784
21:33:04.914704115,0.05,0.29,1,2573896
21:33:06.267630362,0.06,0.30,0,2573804
21:33:07.622961954,0.04,0.29,0,2573436
21:33:08.977327901,0.05,0.30,0,2574732
21:33:10.315581128,0.06,0.30,13,2572692
21:33:11.645616771,1.49,0.35,6,2555280
21:33:12.993690213,0.20,0.34,1,2555240
21:33:14.347052652,0.39,0.35,1,2554360
21:33:15.687776563,0.18,0.32,3,2554220
21:33:17.042725137,0.08,0.30,0,2554456
21:33:18.385755789,0.08,0.29,0,2554484
21:33:19.726945882,0.06,0.29,0,2554144
21:33:21.072599494,0.15,0.29,0,2554312
21:33:22.423919264,0.28,0.29,0,2554184
21:33:23.774635383,0.07,0.29,1,2553856
21:33:25.119540539,0.16,0.30,0,2553260
21:33:26.463849987,0.09,0.29,2,2553504
21:33:27.815699282,0.11,0.29,0,2553764
21:33:29.167561319,0.06,0.29,1,2552952
21:33:30.510413015,0.19,0.29,2,2552532
21:33:31.839548994,0.58,0.32,2,2552444
21:33:33.192995527,0.23,0.34,2,2552176
21:33:34.540231863,0.25,0.34,1,2552064
21:33:35.891819570,0.17,0.32,3,2551876
21:33:37.223750237,0.75,0.30,0,2551064
21:33:38.570262270,0.13,0.29,1,2550584
21:33:39.908244044,0.11,0.30,0,2550600
21:33:41.259806034,0.10,0.29,0,2550304
21:33:42.602351440,0.14,0.30,0,2551816
21:33:43.950302663,0.10,0.30,1,2551196
21:33:45.298542353,0.09,0.30,0,2551672
21:33:46.648447184,0.08,0.29,0,2551584
21:33:48.001929732,0.09,0.29,1,2551748
21:33:49.349030804,0.13,0.30,0,2551676
21:33:50.700766179,0.24,0.29,4,2507316
21:33:52.032882828,1.48,0.32,4,2494348
21:33:53.369414564,0.95,0.34,4,2492504
21:33:54.696644194,0.70,0.31,9,2491684
21:33:56.012634583,1.28,0.32,0,2490600
21:33:57.325985694,0.65,0.31,1,2488196
21:33:58.646471734,0.33,0.30,0,2486188
21:33:59.975585958,0.18,0.30,0,2486064
21:34:01.315352668,0.11,0.29,0,2486156
21:34:02.662062183,0.15,0.30,0,2484056
21:34:04.022027442,0.22,0.29,2,2482528
21:34:05.382014169,0.14,0.29,0,2481684
21:34:06.727372560,0.09,0.29,0,2480636
21:34:08.078985087,0.11,0.29,0,2478788
21:34:09.431264826,0.12,0.29,0,2478764
21:34:10.782473605,0.41,0.29,8,2470152
21:34:12.104725537,1.73,0.35,2,2467016
21:34:13.451851543,0.24,0.34,1,2466400
21:34:14.788848986,0.28,0.32,2,2464116
21:34:16.123995969,5.22,0.41,17,2465572
21:34:17.460030600,0.15,0.31,0,2465060
21:34:18.809723104,0.08,0.30,1,2464276
21:34:20.159374973,0.07,0.29,0,2463376
21:34:21.510262451,0.13,0.30,1,2463472
21:34:22.871172467,0.10,0.29,0,2463360
21:34:24.223126088,0.62,0.31,0,2458260
21:34:25.562855374,0.15,0.29,0,2458100
21:34:26.905520969,0.09,0.29,0,2457600
21:34:28.254822547,0.17,0.29,0,2457912
21:34:29.606826957,0.12,0.29,0,2457740
21:34:30.949842142,0.31,0.30,7,2454280
21:34:32.285875989,0.40,0.32,1,2450024
21:34:33.631415740,0.26,0.30,1,2447320
21:34:34.981912087,0.17,0.34,3,2446764
21:34:36.335767284,0.15,0.31,1,2445796
21:34:37.688609511,0.13,0.30,0,2445520
21:34:39.035103324,0.19,0.29,2,2444908
21:34:40.385597029,0.10,0.29,0,2445388
21:34:41.738404376,0.09,0.29,0,2445112
21:34:43.070544561,0.12,0.29,0,2444776
21:34:44.429418679,0.12,0.30,0,2442720
21:34:45.778132844,0.09,0.29,2,2442024
21:34:47.133779740,0.08,0.29,0,2442248
21:34:48.470180754,0.11,0.29,0,2442224
21:34:49.817828302,0.08,0.29,0,2442156
21:34:51.170618447,0.81,0.30,1,2436132
21:34:52.489110422,1.77,0.32,2,2428268
21:34:53.817123534,0.60,0.31,1,2420324
21:34:55.147774695,0.66,0.31,2,2415064
21:34:56.482599001,0.63,0.30,0,2408172
21:34:57.807723206,0.89,0.31,0,2404732
21:34:59.134463023,0.19,0.30,0,2403084
21:35:00.460944434,0.11,0.29,0,2402708
21:35:01.808388869,0.12,0.29,0,2401836
21:35:03.156511229,0.10,0.29,0,2401856
21:35:04.508616326,0.14,0.29,0,2399276
21:35:05.861334623,0.12,0.29,0,2399128
21:35:07.212902659,0.08,0.30,1,2398788
21:35:08.551602275,0.09,0.29,0,2398864
21:35:09.902008312,0.11,0.29,0,2397916
21:35:11.243579322,0.32,0.30,3,2394908
21:35:12.583373625,0.27,0.32,2,2392968
21:35:13.943216547,0.17,0.33,2,2389772
21:35:15.284561347,0.18,0.32,3,2388292
21:35:16.639523993,0.16,0.35,1,2387944
21:35:17.991418706,0.10,0.31,0,2387220
21:35:19.338869972,0.11,0.29,0,2386868
21:35:20.694672704,0.09,0.29,0,2386912
21:35:22.051313898,0.07,0.29,0,2386244
21:35:23.391632323,0.12,0.29,0,2385196
21:35:24.737322278,0.13,0.29,0,2381724
21:35:26.085600522,0.12,0.29,0,2381616
21:35:27.434405311,0.12,0.29,0,2382820
21:35:28.781393711,0.10,0.29,0,2383928
21:35:30.131721045,0.08,0.29,0,2384152
21:35:31.486133997,0.31,0.30,3,2379708
21:35:32.828594930,0.15,0.30,3,2377448
21:35:34.154589850,0.17,0.33,2,2374096
21:35:35.509238695,0.16,0.33,1,2372524
21:35:36.856020276,0.38,0.32,2,2370768
21:35:38.194497617,0.13,0.31,0,2370324
21:35:39.550398347,0.08,0.29,1,2370304
21:35:40.903924860,0.18,0.29,0,2370232
21:35:42.242874919,0.14,0.29,1,2369884
21:35:43.589576846,0.09,0.29,0,2367588
21:35:44.928965039,0.09,0.29,0,2367188
21:35:46.281379444,0.10,0.29,0,2366296
21:35:47.636339842,0.15,0.29,0,2366732
21:35:48.985367549,0.14,0.29,0,2366660
21:35:50.326515392,0.12,0.29,0,2366256
21:35:51.667878448,1.00,0.31,4,2357812
21:35:52.985034116,0.56,0.30,3,2350532
21:35:54.310370740,1.41,0.32,0,2341776
21:35:55.647829269,0.83,0.32,2,2336360
21:35:56.966462451,0.64,0.30,1,2330488
21:35:58.287428422,0.42,0.31,0,2326136
21:35:59.614045268,0.22,0.30,0,2324528
21:36:00.947715089,0.08,0.29,0,2323836
21:36:02.294141456,0.06,0.29,0,2323648
21:36:03.643721596,0.08,0.29,0,2322464
21:36:04.985211989,0.09,0.29,0,2321640
21:36:06.339490453,0.07,0.29,0,2320896
21:36:07.681585580,0.11,0.29,0,2320420
21:36:09.034093632,0.17,0.30,0,2320868
