hora,cpu
16:40:15.364313834,6.7
16:40:16.528034696,0.6
16:40:17.582790349,3.6
16:40:18.657710073,1.2
16:40:19.710285061,2.7
16:40:20.788392532,2.1
16:40:21.868313693,15.9
16:40:23.021644141,53.6
16:40:24.112810355,31.8
16:40:25.188521643,2.7
16:40:26.249428106,3.9
16:40:27.333039931,3.9
16:40:28.416343581,3.6
16:40:29.474968755,2.7
16:40:30.558210688,1.8
16:40:31.635941086,2.4
16:40:32.744568369,1.2
16:40:33.801565533,3
16:40:34.878790935,2.1
16:40:35.959011167,5.8
16:40:37.031002273,3.3
16:40:38.101835156,4.8
16:40:39.204094557,2.1
16:40:40.308944884,1.8
16:40:41.389775273,2.1
16:40:42.492763579,47.4
16:40:43.596390217,42.3
16:40:44.682705843,3.3
16:40:45.738126877,2.1
16:40:46.792368750,1.2
16:40:47.877126782,2.4
16:40:48.959972219,1.2
16:40:50.017416840,3.6
16:40:51.094861211,1.8
16:40:52.191821010,3
16:40:53.248517408,1.5
16:40:54.340628430,2.7
16:40:55.418940299,2.4
16:40:56.482884268,2.1
16:40:57.563749825,2.1
16:40:58.661377386,3
16:40:59.716373691,2.1
16:41:00.797239302,2.4
16:41:01.875347426,35.5
16:41:02.962328739,66.3
16:41:04.168491831,43.7
16:41:05.236443495,30.4
16:41:06.550928681,18.7
16:41:07.595134990,7.1
16:41:08.677644296,2.1
16:41:09.765791336,3
16:41:10.854975924,4.2
16:41:11.927478040,2.4
16:41:13.012958115,2.4
16:41:14.093543058,3.3
16:41:15.161213688,1.8
16:41:16.244001695,3.3
16:41:17.326855640,3
16:41:18.389941502,3.6
16:41:19.476800273,2.1
16:41:20.559833500,1.8
16:41:21.621952161,22.9
16:41:22.725087056,38.7
16:41:23.820936589,28.7
16:41:24.894031144,3
16:41:25.952370139,4.2
16:41:27.034363836,3.3
16:41:28.121049395,2.4
16:41:29.179134621,1.8
16:41:30.261843922,3.6
16:41:31.369037299,2.1
16:41:32.456150487,2.4
16:41:33.519614325,2.1
16:41:34.600357196,4.5
16:41:35.707450337,3.3
16:41:36.794626519,3
16:41:37.855952574,1.2
16:41:38.942015777,3.9
16:41:40.047690664,2.4
16:41:41.141457280,3
16:41:42.200942686,52.1
16:41:43.291015439,34.4
16:41:44.341155586,3.3
16:41:45.397607749,3.3
16:41:46.454409124,2.7
16:41:47.536220198,2.1
16:41:48.619986730,2.4
16:41:49.706142367,3.6
16:41:50.774714170,3
16:41:51.863450885,4.2
16:41:52.945375571,1.5
16:41:54.007926947,1.8
16:41:55.096563591,3.3
16:41:56.204155044,3.6
16:41:57.288016317,2.7
16:41:58.371698054,2.4
16:41:59.441625169,2.4
16:42:00.527489911,2.7
16:42:01.614192979,51.5
16:42:02.693491624,59
16:42:03.918907804,14.8
16:42:05.028584880,9.2
16:42:06.085237082,8.2
16:42:07.177213443,3
16:42:08.234226830,2.4
16:42:09.315527309,3
16:42:10.396998303,2.4
16:42:11.479430748,2.7
16:42:12.590497309,2.4
16:42:13.672199169,2.7
16:42:14.752782432,2.4
16:42:16.071603908,3.6
16:42:17.152148095,3.3
16:42:18.217825059,1.8
16:42:19.313198169,2.4
16:42:20.393934368,1.8
16:42:21.454766635,46.8
16:42:22.547469782,46.8
16:42:23.654096339,5.1
16:42:24.725292582,2.4
16:42:25.789264248,4.2
16:42:26.871969054,2.1
16:42:27.959751555,2.1
16:42:29.029545433,1.5
16:42:30.111623712,2.4
16:42:31.218339913,3
16:42:32.308139730,2.1
16:42:33.412284622,4.2
16:42:34.473126402,2.4
16:42:35.554558924,6
16:42:36.640183099,1.8
16:42:37.704228242,3
16:42:38.809028468,2.1
16:42:39.890065186,1.5
16:42:40.946643398,34.9
16:42:42.050513919,41.5
16:42:43.177449708,4.2
16:42:44.264782850,2.1
16:42:45.359782692,3
16:42:46.443629213,2.4
16:42:47.508910397,3.6
16:42:48.592960553,2.7
16:42:49.673208731,3
16:42:50.731968555,2.4
16:42:51.818719887,1.8
16:42:52.901173982,1.8
16:42:54.006645010,3.3
16:42:55.119487476,2.1
16:42:56.182024401,2.7
16:42:57.268465341,1.8
16:42:58.357697520,2.4
16:42:59.416650893,3.3
16:43:00.491456837,22.5
16:43:01.563213927,50.8
16:43:02.750237522,31.9
16:43:03.872207739,12.9
16:43:04.935124411,3.9
16:43:06.025059623,4
16:43:07.079561559,1.8
16:43:08.164584216,2.1
16:43:09.248245204,1.8
16:43:10.329275201,1.5
16:43:11.401524636,2.7
16:43:12.485156493,1.5
16:43:13.573829741,2.7
16:43:14.638135945,1.5
16:43:15.723951896,3.6
16:43:16.810680028,2.1
16:43:17.870725183,3.3
16:43:18.977985973,2.1
16:43:20.062746696,2.7
16:43:21.154664327,52
