hora,cpu
17:32:46.170502450,4.8
17:32:47.326974182,0.9
17:32:48.423743318,1.5
17:32:49.479559273,0.6
17:32:50.552262674,1.5
17:32:51.605165626,0.9
17:32:52.677913193,9.2
17:32:53.789335519,58.2
17:32:54.890067651,47
17:32:55.958760713,50.2
17:32:57.052451170,17.6
17:32:58.128763142,2.4
17:32:59.203337625,1.2
17:33:00.266324628,1.8
17:33:01.344202059,2.1
17:33:02.395062003,2.7
17:33:03.469236852,2.4
17:33:04.563078142,2.7
17:33:05.620219452,3
17:33:06.705339285,2.1
17:33:07.777965291,1.5
17:33:08.843366133,1.8
17:33:09.915252246,1.8
17:33:11.009712959,1.8
17:33:12.082277610,2.1
17:33:13.154675283,11
17:33:14.242552912,49.8
17:33:15.308681457,50.4
17:33:16.363380855,40.9
17:33:17.429269350,17.1
17:33:18.597945640,2.4
17:33:19.650231095,1.8
17:33:20.725469479,3.3
17:33:21.817549945,1.8
17:33:22.878877479,1.5
17:33:23.956700118,2.1
17:33:25.052952329,4
17:33:26.111366964,1.5
17:33:27.196120393,1.8
17:33:28.288644658,1.8
17:33:29.341893648,2.1
17:33:30.419028322,2.4
17:33:31.516602035,2.1
17:33:32.610635614,3.9
17:33:33.703997530,3.7
17:33:34.769718422,74.3
17:33:35.884639682,56.5
17:33:36.972840797,59.8
17:33:38.090667509,60.8
17:33:39.266465889,14.8
17:33:40.317716974,18.9
17:33:41.394705347,3
17:33:42.453092273,5.4
17:33:43.533855830,2.1
17:33:44.614976208,4.8
17:33:45.699265160,3.6
17:33:46.764178139,1.8
17:33:47.840363965,1.2
17:33:48.923772974,2.1
17:33:49.987398982,2.1
17:33:51.070344400,3
17:33:52.121108249,1.2
17:33:53.200675407,2.7
17:33:54.281545526,2.1
17:33:55.350631708,54.2
17:33:56.476299828,51.7
17:33:57.576803053,50
17:33:58.642014259,17.6
17:33:59.754371108,1.5
17:34:00.833271968,2.7
17:34:01.902793616,1.8
17:34:02.979977247,3.3
17:34:04.079356625,1.5
17:34:05.141414100,4.6
17:34:06.218683252,2.1
17:34:07.317130812,1.8
17:34:08.381439680,1.2
17:34:09.458254251,1.8
17:34:10.556247074,2.4
17:34:11.617406326,2.1
17:34:12.704596874,2.7
17:34:13.785442252,1.8
17:34:14.844682141,2.7
17:34:15.927220061,49.1
17:34:17.025036324,51.4
17:34:18.090023312,51.4
17:34:19.162505305,15.2
17:34:20.245381869,2.1
17:34:21.347090138,2.4
17:34:22.407544029,1.8
17:34:23.486991083,2.7
17:34:24.586026296,3
17:34:25.686306136,3.3
17:34:26.747396325,2.7
17:34:27.828441807,1.8
17:34:28.907673966,3.3
17:34:29.974934325,1.8
17:34:31.052389204,2.4
17:34:32.109516709,1.2
17:34:33.189722977,3.9
17:34:34.295045077,1.2
17:34:35.372785631,25.9
17:34:36.469800752,53.2
17:34:37.610431902,59.2
17:34:38.763743181,47.3
17:34:39.871051415,30.8
17:34:40.943176899,19.5
17:34:42.000705496,2.7
17:34:43.078724537,3.7
17:34:44.163990721,4.2
17:34:45.220150889,9.5
17:34:46.328939686,1.5
17:34:47.412256923,2.4
17:34:48.495305621,1.8
17:34:49.555998468,1.8
17:34:50.632550071,2.4
17:34:51.724562045,2.7
17:34:52.782737304,1.8
17:34:53.862122795,1.8
17:34:54.944643475,2.1
17:34:56.007990525,1.8
17:34:57.097774544,51.7
17:34:58.204549395,48.6
17:34:59.309559205,50.7
17:35:00.411623096,14.3
17:35:01.496593708,2.4
17:35:02.566142333,2.4
17:35:03.645392043,2.1
17:35:04.724239412,1.5
17:35:05.789231920,3
17:35:06.868142258,2.1
17:35:07.977295010,2.1
17:35:09.030799048,2.1
17:35:10.113533372,1.8
17:35:11.203795930,3
17:35:12.257182416,2.4
17:35:13.341108399,3
17:35:14.423309966,2.1
17:35:15.483534535,3.6
17:35:16.561809407,14.5
17:35:17.632976720,41.4
17:35:18.704998089,47.6
17:35:19.768807688,50
17:35:20.848021877,15.2
17:35:21.957618481,2.7
17:35:23.031977023,1.5
17:35:24.116390920,1.8
17:35:25.172260463,4.5
17:35:26.252918914,1.5
17:35:27.334457828,3.3
17:35:28.438667695,1.5
17:35:29.508357621,2.7
17:35:30.587408634,1.8
17:35:31.643531092,1.8
17:35:32.720882220,2.1
17:35:33.823030328,2.4
17:35:34.878492530,2.4
17:35:35.959583218,2.4
17:35:37.038609335,10.1
17:35:38.099719992,59.1
17:35:39.201616174,55.3
17:35:40.290139993,53.8
17:35:41.385848766,39.2
17:35:42.430474525,18.6
17:35:43.496001664,6.3
17:35:44.561372711,3.9
17:35:45.648270758,9.7
17:35:46.752582498,6.7
17:35:47.839389243,3.3
17:35:48.942078702,1.2
17:35:50.022670590,2.4
17:35:51.090263810,1.2
17:35:52.168838159,3
17:35:53.248915728,2.1
17:35:54.321400063,1.8
17:35:55.400676022,2.1
17:35:56.481069266,1.5
17:35:57.545642400,5.1
17:35:58.643384025,49.4
17:35:59.717901993,50.3
17:36:00.804964570,51.4
17:36:01.903377128,11.2
17:36:02.983368239,1.5
17:36:04.064386478,2.4
17:36:05.145903309,3.7
17:36:06.212985802,3
17:36:07.320264763,1.5
17:36:08.400298373,1.8
17:36:09.478846003,1.2
17:36:10.549007957,1.5
17:36:11.625845077,1.2
17:36:12.683509869,2.1
17:36:13.765742736,2.7
17:36:14.843500787,2.1
17:36:15.900570739,3.9
17:36:16.983984068,1.8
17:36:18.034133386,10.5
17:36:19.139725482,49.2
17:36:20.200196662,50.5
17:36:21.267041813,46
17:36:22.359914145,16.2
17:36:23.480080369,1.5
17:36:24.559883408,3
17:36:25.638139789,3
17:36:26.702802402,1.8
17:36:27.784583397,2.1
17:36:28.838800033,1.5
17:36:29.919259578,2.7
17:36:30.999061366,1.5
17:36:32.106689543,2.4
17:36:33.168456861,2.4
17:36:34.272496050,2.4
17:36:35.352105027,3
17:36:36.405914843,1.8
17:36:37.484106225,2.1
17:36:38.560859542,6.3
17:36:39.640252948,46.9
17:36:40.731036855,57.7
17:36:41.819059634,53.4
17:36:42.993523695,30.6
17:36:44.120087847,16.6
17:36:45.182063861,6.1
17:36:46.255517772,4.2
17:36:47.338166001,3.3
17:36:48.425426545,4.2
17:36:49.490026918,2.7
17:36:50.582218785,3.3
17:36:51.686936927,2.1
17:36:52.768025166,2.1
17:36:53.830586802,1.8
17:36:54.910446402,2.7
17:36:56.009282550,1.5
17:36:57.072542723,2.4
17:36:58.158454733,1.8
17:36:59.237974700,13.1
17:37:00.291983212,43.9
17:37:01.439722231,43.8
17:37:02.502796051,53.5
17:37:03.558746478,12.3
17:37:04.631704559,2.7
17:37:05.709008810,4
17:37:06.781370332,2.4
17:37:07.860085721,1.2
17:37:08.940556202,3.3
17:37:10.044109821,2.1
17:37:11.125360506,1.5
