hora,cpu
18:10:42.484826012,3.3
18:10:43.653210087,2.1
18:10:44.729580872,0.9
18:10:45.789104681,5.5
18:10:46.864478514,1.5
18:10:47.959262275,2.1
18:10:49.017293964,8.7
18:10:50.069754225,61.2
18:10:51.180259548,14.5
18:10:52.252808788,49.3
18:10:53.364537008,52.9
18:10:54.427564435,47.2
18:10:55.841641815,36.9
18:10:56.897599046,2.1
18:10:57.946682086,2.4
18:10:58.997825849,2.1
18:11:00.072329390,3.6
18:11:01.172130888,1.2
18:11:02.225977021,2.7
18:11:03.302105845,2.4
18:11:04.401797259,2.7
18:11:05.506792005,4.3
18:11:06.562214661,3.3
18:11:07.665728654,1.8
18:11:08.740574401,1.5
18:11:09.798860625,46.6
18:11:10.903744119,50
18:11:11.987341935,46
18:11:13.129251312,44.7
18:11:14.221170320,46.9
18:11:15.328245388,16.6
18:11:16.429023558,2.7
18:11:17.508265582,2.7
18:11:18.606532996,4.2
18:11:19.709050824,1.8
18:11:20.775056645,1.8
18:11:21.849152680,2.4
18:11:22.945326142,2.4
18:11:24.009981461,3
18:11:25.086743199,2.7
18:11:26.135234301,4.2
18:11:27.210508307,1.2
18:11:28.288275068,11.4
18:11:29.382452213,60.8
18:11:30.503960126,75.2
18:11:31.604854189,64.5
18:11:32.749920613,56.7
18:11:33.973242580,52.4
18:11:35.195169375,65.2
18:11:36.356264956,23.4
18:11:37.439125963,6.1
18:11:38.519932528,5.7
18:11:39.603341641,4.2
18:11:40.689275175,3
18:11:41.753242567,2.1
18:11:42.843395359,4.5
18:11:43.928386257,3
18:11:45.027589095,2.1
18:11:46.093682128,2.1
18:11:47.171222515,1.2
18:11:48.256616185,2.4
18:11:49.324898464,2.4
18:11:50.413775141,50.5
18:11:51.546028337,52.5
18:11:52.635419318,27.1
18:11:53.768523120,49.2
18:11:54.898060915,47.8
18:11:55.997141256,36.1
18:11:57.021789021,2.8
18:11:58.075053385,1.8
18:11:59.177631358,1.8
18:12:00.260136894,2.4
18:12:01.327137344,1.8
18:12:02.431919353,3.6
18:12:03.509447457,3.6
18:12:04.564094006,2.7
18:12:05.643164385,3
18:12:06.728885545,2.7
18:12:07.787945667,1.8
18:12:08.873398578,2.7
18:12:09.952762461,46.2
18:12:11.000709674,47
18:12:12.097820908,47.3
18:12:13.237672297,44.9
18:12:14.403772776,47.3
18:12:15.512073475,12.7
18:12:16.623922085,2.4
18:12:17.702117097,1.8
