hora,cpu
15:49:22.162246014,11.2
15:49:22.938970287,7.8
15:49:23.711778886,1
15:49:24.452302397,1
15:49:25.223546556,1.9
15:49:25.971443835,3.8
15:49:26.746557353,1.5
15:49:27.495964432,3.3
15:49:28.269266252,2
15:49:29.016420739,16.7
15:49:29.798684665,69
15:49:30.569554849,7.3
15:49:31.361656553,2
15:49:32.106900263,2
15:49:32.856067576,5.5
15:49:33.631128114,1.9
15:49:34.387500992,5.6
15:49:35.179163752,2.4
15:49:35.913397928,3.4
15:49:36.664980895,2.8
15:49:37.435144744,1.5
15:49:38.184726875,5.6
15:49:38.960738626,2.4
15:49:39.707579756,4.2
15:49:40.478717513,1.5
15:49:41.230080968,5.5
15:49:42.002763704,2.9
15:49:42.752842625,3.7
15:49:43.527347185,1
15:49:44.275675338,7.3
15:49:45.058313362,2.8
15:49:45.860611555,1.9
15:49:46.611903655,3.2
15:49:47.411163450,1
15:49:48.150558978,4.8
15:49:48.897952637,50.2
15:49:49.700597662,2.9
15:49:50.460850703,3.8
15:49:51.231973491,1
15:49:51.973080930,4.2
15:49:52.778854932,1
15:49:53.515152152,2.4
15:49:54.265129022,6.8
15:49:55.040847567,1.5
15:49:55.788707711,3.8
15:49:56.576024502,2
15:49:57.319097935,4.6
15:49:58.119602982,2.9
15:49:58.854755270,2.4
15:49:59.604266635,3.8
15:50:00.376462948,2
15:50:01.126365328,3.8
15:50:01.898592307,3.4
15:50:02.650490386,3.7
15:50:03.435583174,6.9
15:50:04.242223326,4.8
15:50:04.986615162,4.6
15:50:05.786498936,1.5
15:50:06.526937681,2
15:50:07.275068183,3.7
15:50:08.051382472,43.7
15:50:08.914936219,59.5
15:50:09.724277263,25.3
15:50:10.471523137,10.9
15:50:11.234263534,15.4
15:50:11.978592108,3
15:50:12.743615725,5.1
15:50:13.525796344,2
15:50:14.277040918,6
15:50:15.076220448,5.1
15:50:15.883416896,2
15:50:16.630270056,3.8
15:50:17.380848820,4.2
15:50:18.160595949,2.4
15:50:18.910155350,4.2
15:50:19.695007217,2
15:50:20.440893851,5.2
15:50:21.240243507,3.8
15:50:21.983076576,1.5
15:50:22.742251927,4.7
15:50:23.522544232,1.5
15:50:24.266776312,3.3
15:50:25.070793169,1
15:50:25.830089543,5.1
15:50:26.610474647,3.4
15:50:27.361660168,34.1
15:50:28.157721374,27.3
15:50:28.937355035,4.2
15:50:29.695476316,3.8
15:50:30.506923238,3.8
15:50:31.245569000,1
15:50:31.998952313,5.1
15:50:32.773057698,3.4
15:50:33.526081522,1.9
15:50:34.269211100,2.8
15:50:35.023763006,2.9
15:50:35.774099044,3.7
15:50:36.573754578,2.5
15:50:37.315811677,2.4
15:50:38.072188310,4.2
15:50:38.847937185,2.9
15:50:39.597122005,2.8
15:50:40.373427620,2
15:50:41.123004178,5.9
15:50:41.901954841,1.5
15:50:42.652707039,4.3
15:50:43.450006997,2.8
15:50:44.204280010,1
15:50:44.955991449,7.3
15:50:45.738126253,3.2
15:50:46.545993172,8.9
15:50:47.376714166,47.5
15:50:48.193935898,4.6
15:50:48.967149546,2
15:50:49.717455131,2.3
15:50:50.516001327,2.4
15:50:51.327061089,5.6
15:50:52.131350261,2.4
15:50:52.866778498,5.6
15:50:53.617594854,3.2
15:50:54.404192639,1.5
15:50:55.153892408,2.8
15:50:55.934233456,4.6
15:50:56.742637482,2.5
15:50:57.493382004,2.4
15:50:58.295811841,2.4
15:50:59.037447104,3.4
15:50:59.790321677,3.8
15:51:00.566464070,2.9
15:51:01.321885034,5.6
15:51:02.112498894,2.9
15:51:02.849298204,2
15:51:03.600895689,3.3
15:51:04.371993328,1
15:51:05.122876665,6.5
15:51:05.892017307,2.4
15:51:06.643141644,59.9
15:51:07.429732469,13.5
15:51:08.219557535,8.1
15:51:08.984190124,10.9
15:51:09.756669665,1.5
15:51:10.505576346,4.2
15:51:11.282574440,1.5
15:51:12.031473160,3.3
15:51:12.820574673,2.4
15:51:13.558720032,2.4
15:51:14.304551249,3.3
15:51:15.074565328,2.4
15:51:15.823819693,5.1
15:51:16.592769888,2.4
15:51:17.342532589,4.7
15:51:18.114275520,3.7
15:51:18.911167295,5.1
15:51:19.708500372,3.7
15:51:20.507003700,2
15:51:21.243439483,6.5
15:51:22.044211439,4.3
15:51:22.800467899,4.2
15:51:23.575144107,1.9
15:51:24.324257474,4.7
15:51:25.098132916,2.9
15:51:25.846062813,43.3
15:51:26.621915324,21.9
15:51:27.378515965,3.3
15:51:28.127039874,2.9
15:51:28.877689387,4.7
15:51:29.646783650,1.5
15:51:30.397682802,2.4
15:51:31.169772246,3.3
15:51:31.919563602,4.2
15:51:32.713331617,1
15:51:33.450500773,2.9
15:51:34.198521896,5.4
15:51:34.967926642,2.4
15:51:35.716244537,4.6
15:51:36.489397894,2.4
15:51:37.237374808,6.6
15:51:38.010075517,0.5
15:51:38.756916978,2.8
15:51:39.526461528,2.4
15:51:40.275636822,3.7
15:51:41.045144553,3.3
15:51:41.795485933,4.2
15:51:42.568616337,1.5
15:51:43.314988805,9
15:51:44.055080144,3.3
15:51:44.806792088,1.5
15:51:45.553106593,50.7
15:51:46.340952680,4.5
15:51:47.089142896,3.8
15:51:47.862031336,1.5
15:51:48.597753566,4.2
15:51:49.400434655,2.9
15:51:50.138103272,1.5
15:51:50.887972227,4.2
15:51:51.656771448,2
15:51:52.404707563,3.8
15:51:53.175113540,11
15:51:53.972389539,3.7
15:51:54.712585897,1.5
15:51:55.458602246,4.7
15:51:56.228927395,1
15:51:56.976730810,5.4
15:51:57.756858148,1.9
15:51:58.502652629,3.7
15:51:59.298678807,3.4
15:52:00.034751311,3.8
15:52:00.783019311,3.7
15:52:01.558175510,3
15:52:02.305392324,4.7
15:52:03.077424288,3
15:52:03.825534115,4.2
15:52:04.597336240,34.3
15:52:05.410274067,40.2
15:52:06.256623773,5.3
15:52:07.010870568,4.8
15:52:07.768969668,6.4
15:52:08.539490926,1.9
15:52:09.288931735,6.4
