hora,cpu
18:41:41.339468344,32.4
18:41:42.468342175,27.8
18:41:43.506398321,27.1
18:41:44.532145592,26.9
18:41:45.553219385,29.7
18:41:46.574873854,16.8
18:41:47.591862553,33.3
18:41:48.611790515,83.4
18:41:49.729358383,95.7
18:41:51.038648677,92.7
18:41:52.276818788,87.1
18:41:53.521892787,86.6
18:41:54.762016016,49.6
18:41:55.853968011,53.4
18:41:56.905370318,47
18:41:58.033535344,50.8
18:41:59.156363456,4.2
18:42:00.266641392,1.5
18:42:01.333095899,1.5
18:42:02.420624153,3
18:42:03.492970258,2.4
18:42:04.558398672,4.8
18:42:05.634534038,1.2
18:42:06.711384975,4.2
18:42:07.775500527,6.5
18:42:08.819957223,2.4
18:42:09.868762346,18.9
18:42:10.979248820,46.7
18:42:12.104483954,40.3
18:42:13.189747628,51.7
18:42:14.289009546,43.6
18:42:15.913510065,48.4
18:42:17.030279230,47.2
18:42:18.147556987,10.6
18:42:19.224899585,2.7
18:42:20.297933080,1.5
18:42:21.370188504,2.7
18:42:22.448176882,2.4
18:42:23.503389068,2.1
18:42:24.584824363,1.2
18:42:25.660332329,1.8
18:42:26.724242513,2.1
18:42:27.806410305,4.3
18:42:28.872243556,0.9
18:42:29.933267861,70.7
18:42:31.017737730,69.1
18:42:32.173497051,61.2
18:42:33.345261435,56.5
18:42:34.479609717,51.4
18:42:35.561044332,63.9
18:42:36.738615627,57.3
18:42:37.903470392,60.6
18:42:39.051721397,33.1
18:42:40.712963426,9
18:42:41.810342114,5.5
18:42:42.873919534,6.1
18:42:43.955303262,8.7
18:42:45.041190520,8.5
18:42:46.146428717,7.2
18:42:47.207261039,5.4
18:42:48.298450626,5.1
18:42:49.381121485,2.5
18:42:50.441945785,42.8
18:42:51.529141424,32.2
18:42:52.646135006,51.9
18:42:53.772958458,42.1
18:42:54.908214233,44.4
18:42:56.005142657,56
18:42:57.058239945,47.1
18:42:58.163437983,30.7
18:42:59.233296112,5.4
18:43:00.309183548,1.5
18:43:01.394786063,5.4
18:43:02.473328492,2.4
18:43:03.532667533,3
18:43:04.619943793,1.8
18:43:05.706533492,3.9
18:43:06.767818985,3.6
18:43:07.849300572,3.9
18:43:08.928292373,2.4
18:43:09.992199109,21.4
18:43:11.086066027,44.9
18:43:12.235345928,47.2
18:43:13.372438932,43
18:43:14.546770642,44
18:43:15.685712600,46.9
18:43:16.818605406,40.6
18:43:17.926061142,15.1
18:43:19.020227277,2.4
18:43:20.078879389,2.7
18:43:21.162864351,3.3
18:43:22.262836095,2.1
18:43:23.343966377,2.4
18:43:24.411415444,1.8
18:43:25.490460679,1.5
18:43:26.572907571,1.8
18:43:27.643043766,5.5
18:43:28.723416184,0.9
18:43:29.774960656,59.9
18:43:30.938630775,50.3
18:43:32.050601809,57.5
18:43:33.162731956,56.2
18:43:34.329358942,47.8
18:43:35.483662626,49.8
18:43:36.637940372,59
18:43:37.761597312,42.3
18:43:38.829303250,12.2
18:43:39.915693932,4.9
18:43:40.969862717,4.8
18:43:42.054120539,6.9
18:43:43.141993507,5.9
18:43:44.249440748,5.1
18:43:45.331381804,6
18:43:46.397366182,1.8
18:43:47.479242655,0.9
18:43:48.563088393,2.1
18:43:49.629675582,6.4
18:43:50.790996953,51
18:43:51.891005252,47.8
18:43:52.971580217,46
18:43:54.076289650,48.4
18:43:55.226253809,47
18:43:56.355416668,26.5
18:43:57.460433860,46
18:43:58.529547290,10.2
18:43:59.603450239,2.1
18:44:00.686835455,2.1
18:44:01.744628862,1.5
18:44:02.825985802,1.8
18:44:03.906851075,1.5
18:44:04.977270022,1.2
18:44:06.062320805,2.7
18:44:07.145500656,1.5
18:44:08.202024429,3.7
18:44:09.283367305,2.1
18:44:10.367011112,50.3
18:44:11.456231623,47.4
18:44:12.586542444,44.1
18:44:13.692291193,45.1
18:44:14.812274801,43.6
18:44:15.973722572,49.2
18:44:17.145688805,44.5
18:44:18.261297944,5.8
18:44:19.335475732,3
18:44:20.399428286,2.7
18:44:21.479418194,3
18:44:22.559494976,3.9
18:44:23.661177171,2.4
18:44:24.725656546,2.7
18:44:25.809366287,1.2
18:44:26.864152561,1.8
18:44:27.944411426,2.4
18:44:29.034535472,14
18:44:30.119601563,52.7
18:44:31.179811781,57.9
18:44:32.245584068,48.1
18:44:33.352133123,55.5
18:44:34.461125609,60.9
18:44:35.538959530,55.1
18:44:36.666111032,60.8
18:44:37.802245895,52.1
18:44:38.908956042,15.1
18:44:40.067968814,7.4
18:44:41.147920542,6.9
18:44:42.232392361,4
18:44:43.288916700,3.6
18:44:44.381570217,5.8
18:44:45.487152397,4.2
18:44:46.572308537,6.9
18:44:47.674364112,7.8
18:44:48.710301785,2.7
18:44:49.762014417,21.5
18:44:50.851834137,48.2
18:44:51.995301010,43.8
18:44:53.175826744,45.5
18:44:54.326600420,48.4
18:44:55.486295531,43.3
18:44:56.636419104,45.3
18:44:57.756960201,7.8
18:44:58.849260539,2.7
18:44:59.913624803,2.4
18:45:01.015875322,3.3
18:45:02.105394260,1.5
18:45:03.185311816,2.1
18:45:04.251404356,1.8
18:45:05.332296649,1.5
18:45:06.411410405,1.5
18:45:07.471891709,2.1
18:45:08.551135516,9.3
18:45:09.640771327,41.9
18:45:10.711478802,51.7
18:45:11.792078959,51
18:45:12.849776728,49.7
18:45:13.947324184,51.4
18:45:15.043732581,43.4
18:45:16.130589439,36.6
18:45:17.230428243,3
18:45:18.336520781,3.3
18:45:19.418726089,2.4
18:45:20.476062555,2.1
18:45:21.554962090,1.8
18:45:22.634654435,2.7
18:45:23.707701641,1.5
18:45:24.787262631,2.1
18:45:25.840224733,1.5
18:45:26.923345662,3
18:45:28.007584192,14.1
18:45:29.076561512,54.5
18:45:30.160669313,49.1
18:45:31.309650903,53.8
18:45:32.397964422,48
18:45:33.519246500,46.3
18:45:34.686793875,55.8
18:45:35.836022182,52.3
18:45:36.932320471,30
18:45:38.001081852,16.1
18:45:39.024343352,4.7
18:45:40.098006282,1.5
18:45:41.160538825,4.8
18:45:42.247923855,3.3
18:45:43.334043679,7.8
18:45:44.436716013,1.8
18:45:45.521125477,3.6
18:45:46.597104442,3
18:45:47.687451130,4
18:45:48.736599800,18.8
18:45:49.797255940,38
18:45:50.891962408,50.5
18:45:51.966383720,48
18:45:53.075890617,51.5
18:45:54.155331811,46.1
18:45:55.249423697,44.5
18:45:56.353734878,30.8
18:45:57.425617133,3.6
18:45:58.497938918,2.1
18:45:59.581111300,2.4
18:46:00.666862425,1.8
18:46:01.723266074,1.5
18:46:02.804444970,1.2
18:46:03.884393818,1.8
18:46:04.949859683,1.5
18:46:06.032645085,2.1
18:46:07.110614510,3.3
18:46:08.179283908,22.3
18:46:09.305897476,44.4
18:46:10.465201637,46.4
18:46:11.612957493,47.2
18:46:12.769851816,41.5
18:46:13.880154228,43.4
18:46:14.985697278,42.9
18:46:16.122810766,14.4
18:46:17.190897299,2.4
18:46:18.248037662,3.3
18:46:19.329319108,3
18:46:20.389008631,1.2
18:46:21.471369761,3
18:46:22.574591827,1.8
18:46:23.651926511,2.4
18:46:24.717381800,1.2
18:46:25.797710122,2.7
18:46:26.852920333,1.8
18:46:27.933257561,55.1
18:46:29.051201097,51.5
18:46:30.123564596,45.8
18:46:31.203334533,47.8
18:46:32.393012985,56.7
18:46:33.490908448,58.6
18:46:34.572208225,52
18:46:35.710506863,47.3
18:46:36.899839169,12.5
18:46:37.996752550,11.3
18:46:39.042670596,3.1
18:46:40.097663201,5.1
18:46:41.166673217,3
18:46:42.255908389,3.6
18:46:43.339144617,4.8
18:46:44.426408023,3.3
18:46:45.499924745,3.6
18:46:46.576567345,3.6
18:46:47.628730009,22.3
18:46:48.738611375,48
18:46:49.885629363,48.3
18:46:51.025093464,38.3
18:46:52.091345673,54
18:46:53.191252430,49.5
18:46:54.295756257,50.3
18:46:55.378637589,24.4
18:46:56.471927800,2.1
18:46:57.556821522,2.4
18:46:58.647004449,1.5
18:46:59.708893179,2.1
18:47:00.788591967,1.8
18:47:01.890232676,2.7
18:47:02.971186564,1.8
18:47:04.032198837,2.4
18:47:05.114182097,1.2
18:47:06.192733907,2.4
18:47:07.262361522,33.8
18:47:08.331167056,51.5
18:47:09.464428462,40.3
18:47:10.566893074,43
18:47:11.702716556,45.2
18:47:12.846095592,41.8
18:47:13.982087875,35.1
18:47:15.100295154,17.8
18:47:16.267404439,3
18:47:17.333484926,1.5
18:47:18.412817462,3.6
18:47:19.496395039,1.5
18:47:20.566241297,2.1
18:47:21.644856803,1.8
18:47:22.727732297,2.1
18:47:23.793942054,2.7
18:47:24.874744169,2.1
18:47:25.925927871,3.9
18:47:27.010366851,57.2
18:47:28.100316493,56.8
18:47:29.228485878,56.5
18:47:30.348698253,56.6
18:47:31.495855192,55.3
18:47:32.648097639,42.9
18:47:33.811816149,48
18:47:34.936680959,43.2
18:47:36.016338335,13.4
18:47:37.080978511,8.2
18:47:38.180006565,7
18:47:39.237696603,3
18:47:40.315446067,4.5
18:47:41.398718381,4.8
18:47:42.485188863,5.4
18:47:43.551530024,3.4
18:47:44.633572236,2.4
18:47:45.713987682,2.1
18:47:46.777907494,2.4
18:47:47.856483517,51
18:47:48.928625234,53.7
18:47:50.033814156,41.1
18:47:51.125238583,45.7
18:47:52.289593287,31.2
18:47:53.431883777,51.3
18:47:54.622287996,40.1
18:47:55.739502250,13.5
18:47:56.819321914,1.5
18:47:57.877531427,3.3
18:47:58.956770729,2.4
18:48:00.039495906,1.8
18:48:01.103720455,2.1
18:48:02.206881308,2.7
18:48:03.289702057,1.8
18:48:04.371097081,1.8
18:48:05.436832772,0.9
18:48:06.520607633,3.3
18:48:07.571742424,49.9
18:48:08.662178361,45.6
18:48:09.782467813,49.9
18:48:10.883383515,44.4
18:48:11.986637959,47.3
18:48:13.114362496,52.8
18:48:14.238508761,37.4
18:48:15.334289527,2.4
18:48:16.403922705,3.3
18:48:17.482838984,1.5
18:48:18.547830404,2.4
18:48:19.632820677,2.1
18:48:20.710889875,2.1
18:48:21.781803986,1.2
18:48:22.860329693,2.1
18:48:23.942085807,1.5
18:48:25.047617901,1.8
18:48:26.123002313,22.4
18:48:27.207531961,49.2
18:48:28.335118059,53.3
18:48:29.501371659,31.7
18:48:30.557294351,56.5
18:48:31.666809089,59.4
18:48:32.782393655,52.3
18:48:33.868721787,55.2
18:48:35.030943991,45.9
18:48:36.147394596,26.1
18:48:37.184427701,7.1
18:48:38.236743995,6.9
18:48:39.325382225,3.3
18:48:40.416640188,5.1
18:48:41.468704347,5.1
18:48:42.559330019,3.1
18:48:43.645409713,1.5
18:48:44.697356268,3.3
18:48:45.779028995,1.5
18:48:46.857859229,2.4
18:48:47.932750567,33.2
18:48:49.014718604,42.9
18:48:50.179909861,47.8
18:48:51.361553573,45.4
18:48:52.558119642,38
18:48:53.697631747,47.5
18:48:54.824863988,47.3
18:48:55.919399388,15.1
18:48:56.993720153,3.3
18:48:58.044972073,3
18:48:59.115617952,3.6
18:49:00.198856298,2.1
18:49:01.304030783,2.1
18:49:02.383666013,1.8
18:49:03.452202418,2.1
18:49:04.537332060,1.8
18:49:05.616880311,1.8
18:49:06.683974480,2.1
18:49:07.768255166,53.1
18:49:08.854470065,51.5
18:49:09.923265427,50.9
18:49:11.054369895,51.1
18:49:12.146596028,47.8
18:49:13.238541641,48.7
18:49:14.362654826,34.3
18:49:15.468109569,3
18:49:16.540681014,1.8
18:49:17.627837368,4.2
18:49:18.701576883,2.1
18:49:19.778674565,2.4
18:49:20.861199681,2.4
18:49:21.920105797,2.1
18:49:23.004370231,2.1
18:49:24.083030618,1.8
18:49:25.141618348,1.8
18:49:26.223142529,19.7
18:49:27.299758806,60
18:49:28.411884416,61.2
18:49:29.536941450,55.2
18:49:30.692001634,55.1
18:49:31.809040564,50.6
18:49:32.971835988,52
18:49:34.155381409,50.5
18:49:35.290858624,24.2
18:49:36.437167580,4.5
18:49:37.524037475,6.3
18:49:38.610976848,3.9
18:49:39.672018529,3.1
18:49:40.754620778,2.4
18:49:41.840645518,5.4
18:49:42.898550436,1.2
18:49:43.979592376,0.9
18:49:45.060026454,2.7
18:49:46.172570863,13.9
18:49:47.274066603,42.9
18:49:48.340407436,52.2
18:49:49.418646414,46.5
18:49:50.519056167,44.5
18:49:51.662069818,48.7
18:49:52.805373520,39.8
18:49:53.898633552,46.2
18:49:54.992586395,3.6
18:49:56.076178119,2.7
18:49:57.154624961,2.4
18:49:58.255540910,4.8
18:49:59.335247071,1.8
18:50:00.406135911,1.2
18:50:01.483643015,2.4
18:50:02.541384442,1.8
18:50:03.624900072,2.1
18:50:04.706196019,2.4
18:50:05.769850764,5.1
18:50:06.899525750,50.8
18:50:07.989131572,56.9
18:50:09.070875904,50.4
18:50:10.151344562,49.9
18:50:11.269114215,45.4
18:50:12.372237031,46
18:50:13.473651987,37.3
18:50:14.566917851,1.8
18:50:15.639417987,2.1
18:50:16.722861272,2.1
18:50:17.827938770,5.4
18:50:18.934257672,0.9
18:50:19.993628416,2.1
18:50:21.074884726,1.8
18:50:22.178080094,1.5
18:50:23.264677901,1.2
18:50:24.325574109,2.1
18:50:25.404913550,24.8
18:50:26.538983054,55.2
18:50:27.667029032,53.9
18:50:28.795371989,58.3
18:50:29.897126682,53.8
18:50:30.995213208,53.4
18:50:32.098996073,45.8
18:50:33.221601857,39
18:50:34.371910432,3.6
18:50:35.462830414,1.2
18:50:36.567966243,1.8
18:50:37.633083533,5.1
18:50:38.714858747,1.2
18:50:39.767078154,3
18:50:40.867793942,1.5
18:50:41.949520406,1.5
18:50:43.031049423,1.2
18:50:44.092364847,1.2
18:50:45.173471728,18.6
18:50:46.268608782,30.5
18:50:47.433826378,41.8
18:50:48.525653805,47.2
18:50:49.620352890,48.8
18:50:50.679981286,43.3
18:50:51.788537001,45.1
18:50:52.881213175,41
18:50:53.978278503,16.4
18:50:55.112091234,1.2
18:50:56.180525492,3
18:50:57.260580188,1.2
18:50:58.361366392,4.5
18:50:59.419360625,0.9
18:51:00.504299058,1.5
18:51:01.582725998,1.5
18:51:02.643121214,0.9
18:51:03.723316899,1.8
18:51:04.805107318,0.9
18:51:05.874051887,8.2
18:51:06.987543733,37.8
18:51:08.074292785,52.2
18:51:09.130745876,46.2
18:51:10.194160042,49.6
18:51:11.251861411,45.8
18:51:12.336296302,48.7
18:51:13.427219926,43.3
18:51:14.516280118,9
18:51:15.595374242,0.9
18:51:16.654188107,2.1
18:51:17.737568677,4.2
18:51:18.825958141,1.2
18:51:19.883989456,1.5
18:51:20.968636117,1.2
18:51:22.057090372,3
18:51:23.117774596,1.8
18:51:24.197015958,1.8
18:51:25.278474606,1.8
18:51:26.383206162,36.4
18:51:27.458432691,43.6
18:51:28.604159762,48.4
18:51:29.801003417,46.4
18:51:30.903886643,35.3
18:51:32.033675475,43.1
18:51:33.150507102,40.4
18:51:34.278327033,32.4
18:51:35.357030219,1.8
18:51:36.411467062,2.7
18:51:37.495215495,0.9
18:51:38.553239152,3
18:51:39.636588419,1.5
18:51:40.736268788,1.5
18:51:41.792989636,0.9
18:51:42.873210161,1.8
18:51:43.951833971,0.9
18:51:45.014663500,0.9
18:51:46.093484705,2.4
18:51:47.175870172,2.4
18:51:48.245329735,2.7
18:51:49.321668655,1.8
18:51:50.421042410,2.7
18:51:51.521539183,0.9
18:51:52.584046629,1.5
18:51:53.660450965,1.2
18:51:54.760486228,2.7
18:51:55.860083471,0.9
18:51:56.925718200,1.2
18:51:58.009828193,3.9
18:51:59.109455592,1.2
18:52:00.189531376,1.8
18:52:01.259567499,0.9
18:52:02.342959473,2.4
18:52:03.399896151,2.1
18:52:04.476954183,2.1
18:52:05.559195690,1.8
18:52:06.616412159,1.8
18:52:07.694205240,3.6
18:52:08.770226660,2.4
18:52:09.840658406,0.9
18:52:10.922031842,1.8
18:52:12.002865020,0.9
18:52:13.070345211,1.5
18:52:14.147256367,0.9
18:52:15.232969166,1.2
18:52:16.302237530,1.5
18:52:17.385002264,1.2
18:52:18.435415105,2.1
18:52:19.515032347,1.8
18:52:20.592709386,2.7
18:52:21.657060366,1.5
18:52:22.740077495,2.1
18:52:23.791025542,1.5
18:52:24.872323509,1.2
18:52:25.954216578,2.4
18:52:27.016107304,2.7
18:52:28.112466689,2.1
18:52:29.190261070,3
18:52:30.300290314,1.8
18:52:31.363719942,3.9
18:52:32.442197551,2.1
18:52:33.539501620,0.6
18:52:34.624346295,1.8
18:52:35.693219502,1.8
18:52:36.775978662,3
18:52:37.875896005,3.7
18:52:38.933645023,1.2
18:52:40.014006845,1.8
18:52:41.112437994,1.5
18:52:42.167400300,1.2
18:52:43.250235396,2.1
18:52:44.329455502,1.8
18:52:45.392555598,1.5
18:52:46.470109198,2.4
18:52:47.552272161,1.2
18:52:48.620492296,0.9
18:52:49.701192605,1.2
18:52:50.787994670,1.8
18:52:51.856696522,1.2
18:52:52.934986057,1.8
18:52:54.032514291,1.2
18:52:55.134257878,1.5
18:52:56.211192208,1.5
18:52:57.293607200,1.5
18:52:58.349381117,2.4
18:52:59.430107884,2.1
18:53:00.508929188,1.2
18:53:01.577666300,1.8
18:53:02.655773595,0.9
18:53:03.759751446,0.9
18:53:04.822585761,1.8
18:53:05.902995445,1.5
18:53:06.956782909,2.1
18:53:08.036425616,2.7
18:53:09.118536962,1.5
18:53:10.183542833,2.1
18:53:11.264648922,2.4
18:53:12.361852363,1.5
18:53:13.445057717,1.8
18:53:14.511280251,1.5
18:53:15.596960546,1.5
18:53:16.648230620,1.5
18:53:17.727034683,3.9
18:53:18.810703785,1.5
18:53:19.869432797,1.2
18:53:20.949008264,2.4
18:53:22.046480870,1.2
18:53:23.108077843,2.1
18:53:24.186397220,1.2
18:53:25.284148992,1.5
18:53:26.340596239,3.9
18:53:27.424606485,7.7
18:53:28.477365096,4.9
18:53:29.555957179,7.9
18:53:30.652772079,3.9
18:53:31.738743413,3.9
18:53:32.823747771,2.7
18:53:33.924972711,1.2
18:53:35.000072304,1.8
18:53:36.079644384,1.8
18:53:37.141267866,1.8
18:53:38.298966510,6.1
18:53:39.399429576,2.4
18:53:40.464647476,1.2
18:53:41.541741854,2.1
18:53:42.597962486,1.2
18:53:43.679355186,1.5
18:53:44.758918151,1.8
18:53:45.828525153,2.1
18:53:46.913364667,1.8
18:53:48.022931511,2.7
18:53:49.078043551,1.5
18:53:50.163437594,1.5
18:53:51.244606909,0.9
18:53:52.303557689,0.9
18:53:53.381019253,1.8
18:53:54.465071633,0.6
18:53:55.564002515,1.8
18:53:56.635508209,1.5
18:53:57.716593878,4.2
18:53:58.798387618,1.2
18:53:59.865402491,2.1
18:54:00.943079470,1.2
18:54:01.999847287,1.8
18:54:03.079027179,0.9
18:54:04.163563619,2.1
18:54:05.226577877,0.9
18:54:06.309023750,1.5
18:54:07.390336970,1.2
18:54:08.455691169,1.5
18:54:09.537610220,2.4
18:54:10.618537243,2.4
18:54:11.721007281,2.4
18:54:12.788198455,1.2
18:54:13.868013657,2.1
18:54:14.948084223,1.2
18:54:16.017175548,3.3
18:54:17.097963403,1.5
18:54:18.177953657,3
18:54:19.244984935,1.2
18:54:20.323519984,2.4
18:54:21.424290234,1.2
18:54:22.489073653,1.8
18:54:23.568023284,1.2
18:54:24.648186141,1.5
