hora,e_core,e_ram,cpu,mem_used
05:13:58.189783818,0.04,0.29,0,2663836
05:13:59.548116491,0.04,0.29,0,2663844
05:14:00.891145128,0.05,0.29,0,2663856
05:14:02.250002134,0.04,0.29,0,2664656
05:14:03.600806744,0.04,0.29,0,2664348
05:14:04.941627928,0.05,0.29,0,2653844
05:14:06.292425680,0.06,0.30,0,2652804
05:14:07.638954157,0.05,0.29,0,2652932
05:14:08.996264810,0.05,0.29,0,2653820
05:14:10.347541037,0.04,0.29,0,2653764
05:14:11.702725730,0.08,0.30,0,2654276
05:14:13.043334565,0.09,0.30,0,2653824
05:14:14.388562508,0.04,0.29,1,2653880
05:14:15.735632992,0.06,0.30,0,2653836
05:14:17.092071297,0.04,0.29,0,2653936
05:14:18.442840972,0.04,0.29,0,2653864
05:14:19.788103648,0.06,0.30,0,2653944
05:14:21.134419803,0.05,0.29,0,2653028
05:14:22.483630938,0.05,0.29,0,2653316
05:14:23.841621669,0.07,0.30,0,2653060
05:14:25.192045500,0.05,0.29,0,2653068
05:14:26.538703916,0.04,0.29,0,2653276
05:14:27.891364313,0.06,0.30,0,2652696
05:14:29.247940908,0.04,0.29,1,2652968
05:14:30.601536400,0.04,0.29,0,2652704
05:14:31.950609165,0.07,0.30,0,2653300
05:14:33.297042073,0.05,0.29,0,2652400
05:14:34.649066492,0.19,0.30,0,2652400
05:14:35.990557961,0.11,0.30,0,2652604
05:14:37.340387972,0.05,0.29,0,2652896
05:14:38.695481452,0.17,0.30,0,2652176
05:14:40.044362730,0.08,0.30,0,2652468
05:14:41.393555462,1.10,0.35,6,2650016
05:14:42.730040359,0.18,0.34,1,2649868
05:14:44.075295932,0.38,0.34,4,2647264
05:14:45.409181494,0.16,0.32,3,2646032
05:14:46.756027686,0.19,0.32,2,2646180
05:14:48.098482542,0.16,0.33,1,2646200
05:14:49.443810568,0.16,0.33,2,2645676
05:14:50.791906194,0.12,0.33,1,2645308
05:14:52.136014493,0.14,0.32,2,2645720
05:14:53.477013903,0.14,0.29,1,2645540
05:14:54.828860430,2.15,0.37,1,2644664
05:14:56.183468521,0.08,0.29,0,2644596
05:14:57.538298559,0.07,0.29,0,2644920
05:14:58.898225282,0.11,0.29,0,2645160
05:15:00.244918756,0.11,0.29,0,2643588
05:15:01.600478582,0.24,0.29,1,2643612
05:15:02.954922775,0.10,0.30,0,2643580
05:15:04.301622797,0.20,0.35,7,2642220
05:15:05.635138657,0.17,0.34,2,2641596
05:15:06.985222474,0.17,0.34,0,2641604
05:15:08.335955659,0.23,0.34,0,2640972
05:15:09.684635064,0.11,0.34,1,2641068
