hora,e_core,e_ram,cpu,mem_used
02:37:58.116256888,0.04,0.29,0,2740036
02:37:59.478839625,0.07,0.30,2,2740548
02:38:00.817191069,0.05,0.30,0,2740168
02:38:02.165917397,0.05,0.30,0,2740052
02:38:03.527626580,0.04,0.30,0,2741268
02:38:04.872264273,0.12,0.30,0,2741292
02:38:06.230751184,0.05,0.29,0,2741700
02:38:07.570507182,0.06,0.30,0,2741120
02:38:08.908231109,0.04,0.29,0,2741376
02:38:10.264404698,0.04,0.29,0,2741232
02:38:11.619868095,0.04,0.29,0,2741200
02:38:12.965204371,0.07,0.30,0,2741540
02:38:14.306067759,0.03,0.29,1,2740868
02:38:15.653362781,0.05,0.29,0,2740936
02:38:16.999967607,0.04,0.30,0,2741596
02:38:18.353209724,0.04,0.29,0,2740368
02:38:19.701614921,0.05,0.29,1,2739688
02:38:21.052212308,0.04,0.30,0,2740440
02:38:22.403618709,0.03,0.29,1,2740940
02:38:23.754795038,0.05,0.29,0,2740252
02:38:25.105337702,0.44,0.31,1,2733396
02:38:26.444067177,0.04,0.29,0,2732760
02:38:27.795733086,0.03,0.29,0,2733032
02:38:29.140042335,0.05,0.29,0,2732624
02:38:30.488766732,0.04,0.29,0,2732696
02:38:31.838666282,0.06,0.30,0,2732696
02:38:33.180324316,0.10,0.30,0,2732636
02:38:34.533307168,0.04,0.29,0,2732836
02:38:35.873757106,0.06,0.30,1,2732860
02:38:37.216619039,0.04,0.29,0,2732976
02:38:38.567211734,0.05,0.29,0,2732324
02:38:39.917984681,0.10,0.30,1,2732184
02:38:41.260855906,0.18,0.31,4,2730956
02:38:42.603416360,0.07,0.30,3,2730724
02:38:43.950864133,0.18,0.30,0,2728664
02:38:45.306851778,0.05,0.29,0,2727368
02:38:46.659299815,0.05,0.29,0,2727176
02:38:48.007820455,0.17,0.30,0,2726968
02:38:49.365352030,0.08,0.29,0,2726988
02:38:50.716291357,0.06,0.29,0,2727292
02:38:52.067766489,0.08,0.30,0,2727180
02:38:53.416051040,0.07,0.29,1,2726684
02:38:54.758784878,0.87,0.31,0,2726680
02:38:56.099943858,0.06,0.30,0,2726444
02:38:57.453428789,0.10,0.29,0,2725640
02:38:58.795521593,0.06,0.29,0,2725020
02:39:00.140423376,0.17,0.30,0,2725172
02:39:01.493203372,0.25,0.31,3,2725008
02:39:02.837300700,0.07,0.29,4,2721212
02:39:04.176279602,0.14,0.31,2,2720400
02:39:05.526360697,0.05,0.30,0,2719952
02:39:06.880532575,0.06,0.29,0,2720456
02:39:08.226423051,1.05,0.31,0,2720612
02:39:09.578066286,0.40,0.29,0,2719940
02:39:10.927692684,0.08,0.29,1,2720388
02:39:12.279694631,0.12,0.29,0,2720396
02:39:13.632335540,0.06,0.29,0,2719792
02:39:14.978122750,0.10,0.29,0,2719776
02:39:16.329651600,0.06,0.29,0,2719644
02:39:17.678540845,0.08,0.29,1,2719188
02:39:19.031763779,0.08,0.29,0,2719412
02:39:20.372657324,0.11,0.29,0,2719160
02:39:21.715709330,0.65,0.35,3,2682320
02:39:23.047470599,0.46,0.32,0,2661408
02:39:24.367420163,0.10,0.30,1,2654376
02:39:25.698920174,0.07,0.29,0,2654044
02:39:27.051258644,0.06,0.29,0,2653784
02:39:28.401615024,0.08,0.29,0,2653732
02:39:29.753820936,0.06,0.29,1,2654276
02:39:31.106380943,0.06,0.29,0,2653688
02:39:32.453100043,0.07,0.29,0,2653984
02:39:33.808280738,0.05,0.29,1,2653420
02:39:35.161378687,0.23,0.29,0,2652864
02:39:36.500994222,0.06,0.29,0,2652784
02:39:37.855802489,0.07,0.29,0,2652652
02:39:39.209323982,0.09,0.29,0,2652660
02:39:40.560024393,0.07,0.29,0,2652428
02:39:41.913735199,0.21,0.34,3,2652440
02:39:43.258209845,4.25,0.43,0,2638548
02:39:44.596193054,0.08,0.29,1,2637424
02:39:45.944471501,0.05,0.29,0,2637360
02:39:47.285635259,0.06,0.30,0,2650672
02:39:48.642400411,0.08,0.29,0,2650144
02:39:49.997024225,0.06,0.29,0,2650508
02:39:51.352703249,0.06,0.29,0,2649776
02:39:52.707970178,0.07,0.29,0,2649756
02:39:54.048666543,0.06,0.29,0,2649484
02:39:55.406802461,0.20,0.30,0,2649336
02:39:56.759031908,0.04,0.29,0,2649164
02:39:58.113030339,0.11,0.29,0,2649248
02:39:59.459727513,0.07,0.29,0,2649372
02:40:00.816960341,0.07,0.29,0,2649396
02:40:02.172362650,0.11,0.30,3,2649160
02:40:03.513159889,0.10,0.29,0,2648740
02:40:04.850870702,0.20,0.29,0,2648160
02:40:06.199148160,0.11,0.30,1,2648020
02:40:07.558382866,0.12,0.29,0,2648272
02:40:08.909564994,0.10,0.29,0,2648272
02:40:10.263675193,0.12,0.30,0,2647704
02:40:11.611579533,0.08,0.29,0,2647536
02:40:12.959825454,0.08,0.30,0,2647432
02:40:14.307565793,0.08,0.30,1,2646224
02:40:15.659598217,0.08,0.29,0,2646068
02:40:17.003988313,0.08,0.29,0,2645572
02:40:18.357683289,0.08,0.30,0,2645740
02:40:19.707444550,0.12,0.29,1,2645836
02:40:21.059444221,0.06,0.29,0,2645248
02:40:22.407802564,0.08,0.30,5,2644004
02:40:23.743207281,0.42,0.30,0,2621180
02:40:25.074860446,0.09,0.29,0,2620228
02:40:26.426496423,0.06,0.30,0,2620132
02:40:27.783517992,0.14,0.29,1,2619592
02:40:29.132020379,0.10,0.29,0,2619384
02:40:30.465612857,0.10,0.30,0,2619316
02:40:31.819840719,0.09,0.29,1,2619972
02:40:33.163945864,0.09,0.29,0,2619916
02:40:34.506009856,0.10,0.29,0,2619236
02:40:35.851169650,0.08,0.29,0,2619540
02:40:37.199545590,0.06,0.29,0,2619292
02:40:38.551481406,0.12,0.29,0,2618996
02:40:39.903721993,0.08,0.29,0,2618136
02:40:41.248212796,0.07,0.29,0,2617988
02:40:42.597281849,0.10,0.29,0,2617468
02:40:43.950489999,0.11,0.32,1,2619796
02:40:45.298135339,0.06,0.30,0,2618420
02:40:46.654214908,0.06,0.29,0,2619356
02:40:48.010848443,0.35,0.29,0,2618488
02:40:49.361833493,0.07,0.29,0,2618404
02:40:50.715416094,0.07,0.29,0,2618648
02:40:52.067604173,0.11,0.29,0,2618568
02:40:53.411332807,0.10,0.29,1,2618156
02:40:54.749634754,0.11,0.29,0,2618312
02:40:56.100147380,0.11,0.29,0,2618484
02:40:57.437915557,0.07,0.29,0,2617840
02:40:58.787597052,0.08,0.29,0,2618360
02:41:00.138392332,0.09,0.29,0,2618392
02:41:01.493333412,0.07,0.29,0,2618464
02:41:02.840847673,0.06,0.29,0,2618276
02:41:04.191156762,0.24,0.32,0,2617008
02:41:05.539690562,0.05,0.29,0,2617068
02:41:06.887902332,0.10,0.29,0,2616968
02:41:08.238613696,0.13,0.29,0,2617304
02:41:09.588016629,0.07,0.29,0,2617032
02:41:10.940007169,0.07,0.29,0,2616884
02:41:12.292386397,0.08,0.29,0,2617172
02:41:13.647078839,0.12,0.29,0,2616612
02:41:14.996005691,0.08,0.29,1,2614984
02:41:16.340271847,0.09,0.29,1,2615532
02:41:17.686768090,0.07,0.29,0,2615272
02:41:19.033400548,0.10,0.29,0,2615112
02:41:20.383544170,0.12,0.30,0,2614988
02:41:21.735708830,0.06,0.29,0,2615152
02:41:23.085114878,0.20,0.30,1,2614536
02:41:24.436125455,0.68,0.33,1,2612560
02:41:25.765565340,0.18,0.30,0,2612200
02:41:27.110476911,0.06,0.29,1,2611968
02:41:28.450682779,0.08,0.30,0,2611536
02:41:29.808131379,0.05,0.29,0,2611796
02:41:31.159119518,0.05,0.29,0,2611700
02:41:32.512018261,0.07,0.30,0,2611532
02:41:33.867601126,0.07,0.29,0,2611472
02:41:35.214861793,0.05,0.29,0,2609240
02:41:36.558746484,0.13,0.30,0,2609792
02:41:37.915271824,0.09,0.29,1,2609544
02:41:39.263578399,0.08,0.29,0,2609340
02:41:40.614283805,0.10,0.30,0,2609300
02:41:41.967946040,0.06,0.29,2,2609208
02:41:43.327556979,0.06,0.29,0,2609284
02:41:44.675188697,0.20,0.31,0,2605316
02:41:46.025343341,0.09,0.30,0,2604672
02:41:47.377721510,0.05,0.29,0,2604232
02:41:48.730012067,0.09,0.29,0,2605848
02:41:50.082553446,0.09,0.29,1,2606388
02:41:51.435494184,0.07,0.29,0,2606480
02:41:52.785722882,0.07,0.29,0,2606216
02:41:54.136136208,0.06,0.29,1,2603716
02:41:55.477494160,0.08,0.29,0,2602896
02:41:56.828365412,0.07,0.29,0,2602892
02:41:58.181869483,0.10,0.29,1,2602684
02:41:59.535443603,0.06,0.29,0,2602928
02:42:00.877915803,0.11,0.29,0,2602900
02:42:02.239679089,0.05,0.29,1,2602636
02:42:03.586142269,0.06,0.30,0,2602196
02:42:04.941819195,0.10,0.30,1,2599576
02:42:06.288089654,0.08,0.29,0,2599220
02:42:07.640428896,0.05,0.29,0,2599536
02:42:08.996947620,0.07,0.29,0,2598484
02:42:10.354468283,0.08,0.29,0,2597260
02:42:11.691395869,0.08,0.29,0,2596376
02:42:13.034684723,0.08,0.30,0,2595660
02:42:14.396169936,0.05,0.29,2,2594748
02:42:15.743706614,0.07,0.29,0,2594332
02:42:17.098542211,0.05,0.29,0,2594368
02:42:18.462031036,0.11,0.29,0,2594252
02:42:19.814086895,0.05,0.29,0,2593608
02:42:21.167283227,0.07,0.29,0,2595048
02:42:22.517041427,0.06,0.30,0,2595748
02:42:23.867575120,0.05,0.29,2,2595212
02:42:25.216196198,0.05,0.30,3,2591356
02:42:26.550455682,0.21,0.30,2,2590636
02:42:27.891890545,0.08,0.29,0,2589712
02:42:29.236012946,0.05,0.29,0,2589656
02:42:30.589243543,0.08,0.30,0,2589532
02:42:31.931636442,0.06,0.29,0,2588932
02:42:33.273525815,0.09,0.29,0,2589876
02:42:34.631707618,0.12,0.30,0,2587144
02:42:35.979330801,0.07,0.29,1,2587060
02:42:37.315287945,0.06,0.29,0,2587376
