hora,e_core,e_ram,cpu,mem_used
04:34:58.174976753,0.06,0.30,0,2683308
04:34:59.527965250,0.05,0.30,1,2682588
04:35:00.875951967,0.05,0.30,0,2682556
04:35:02.227660165,0.05,0.29,0,2682476
04:35:03.572238909,0.04,0.30,0,2682760
04:35:04.924880459,1.61,0.33,0,2673016
04:35:06.275200849,0.05,0.29,0,2673016
04:35:07.627469980,0.06,0.30,0,2673044
04:35:08.973898610,0.04,0.30,0,2673524
04:35:10.322073033,0.05,0.29,0,2673308
04:35:11.674337778,0.04,0.29,0,2673632
04:35:13.019623861,0.06,0.30,0,2673204
04:35:14.365968523,0.05,0.29,1,2672256
04:35:15.714641000,0.05,0.30,0,2671968
04:35:17.064046210,0.04,0.30,0,2672764
04:35:18.416658166,0.05,0.29,0,2672920
04:35:19.770819989,0.05,0.29,0,2672844
04:35:21.123721894,0.04,0.30,0,2670268
04:35:22.466770780,0.04,0.29,0,2669864
04:35:23.816256947,0.04,0.30,0,2669876
04:35:25.163464342,0.04,0.29,0,2669828
04:35:26.514271607,0.03,0.29,0,2670056
04:35:27.859912489,0.07,0.30,0,2669932
04:35:29.202384347,0.04,0.29,0,2670584
04:35:30.553470851,0.05,0.29,0,2670564
04:35:31.904080955,0.06,0.30,0,2670040
04:35:33.247390570,0.06,0.30,0,2670352
04:35:34.607030019,0.04,0.30,0,2669028
04:35:35.955334466,0.06,0.30,0,2668956
04:35:37.302348713,0.04,0.29,0,2669072
04:35:38.651678524,0.06,0.30,0,2669608
04:35:40.004990834,0.07,0.30,0,2669252
04:35:41.349033508,1.13,0.36,3,2667724
04:35:42.692177313,0.20,0.33,3,2666472
04:35:44.033653556,0.18,0.32,1,2663224
04:35:45.378062631,0.21,0.30,3,2663404
04:35:46.724072981,0.23,0.32,2,2663192
04:35:48.075017798,0.34,0.33,1,2662792
04:35:49.418145479,0.13,0.33,2,2662768
04:35:50.762444609,0.08,0.29,1,2662492
04:35:52.105189791,0.11,0.30,0,2663304
04:35:53.457823377,0.15,0.29,0,2662480
04:35:54.804454567,0.24,0.29,0,2662736
04:35:56.152417047,0.10,0.30,2,2661668
04:35:57.498174809,0.10,0.29,0,2662468
04:35:58.852930166,0.11,0.29,0,2661952
