hora,e_core,e_ram,cpu,mem_used
03:16:58.136727738,0.04,0.29,1,2710152
03:16:59.492252639,0.05,0.29,0,2709816
03:17:00.847365287,0.04,0.30,0,2709516
03:17:02.188651652,0.06,0.30,1,2709720
03:17:03.541711937,0.06,0.30,0,2709748
03:17:04.891365340,0.17,0.30,0,2709028
03:17:06.230868941,0.04,0.29,0,2709364
03:17:07.584558665,0.03,0.30,0,2709440
03:17:08.935296657,0.04,0.30,0,2709376
03:17:10.286189538,0.04,0.30,0,2708956
03:17:11.635515296,0.05,0.29,0,2708360
03:17:12.982123558,0.08,0.30,0,2708724
03:17:14.327880851,0.04,0.29,2,2708644
03:17:15.673366856,0.05,0.30,0,2708288
03:17:17.027418995,0.04,0.29,0,2708388
03:17:18.371972358,0.05,0.30,0,2708768
03:17:19.725071565,0.04,0.30,0,2708028
03:17:21.071479089,0.04,0.29,0,2708060
03:17:22.416612303,0.04,0.30,1,2708472
03:17:23.765788324,0.07,0.30,0,2708140
03:17:25.123071516,0.05,0.30,1,2708512
03:17:26.467217842,0.03,0.30,1,2708100
03:17:27.820525203,0.07,0.30,1,2708580
03:17:29.176132935,0.04,0.29,0,2708240
03:17:30.520742031,0.03,0.29,0,2708584
03:17:31.870756328,0.06,0.30,0,2708256
03:17:33.218999869,0.04,0.29,0,2708428
03:17:34.564001232,0.04,0.29,0,2707776
03:17:35.907847089,0.06,0.30,0,2707816
03:17:37.263793302,0.04,0.30,0,2707956
03:17:38.614995724,0.20,0.30,0,2707520
03:17:39.960763015,0.06,0.30,3,2696732
03:17:41.301367568,0.46,0.35,4,2694412
03:17:42.647249171,0.15,0.32,1,2693524
03:17:43.990294446,0.30,0.33,0,2690816
03:17:45.340882581,0.08,0.29,1,2690972
03:17:46.688071498,0.11,0.29,0,2690676
03:17:48.042874856,0.28,0.32,0,2690948
03:17:49.380118840,0.08,0.29,2,2690388
03:17:50.731470359,0.09,0.29,0,2690312
03:17:52.081403978,0.09,0.30,1,2690108
03:17:53.422946504,0.10,0.29,1,2690252
03:17:54.771643102,0.18,0.30,0,2690024
03:17:56.114480122,0.10,0.30,0,2690220
03:17:57.453796446,0.09,0.29,0,2690204
03:17:58.811731551,0.08,0.29,1,2689336
03:18:00.153338863,0.17,0.30,0,2685668
03:18:01.499600039,0.54,0.34,6,2684728
03:18:02.841983204,0.31,0.32,1,2685444
03:18:04.187492162,0.23,0.30,7,2685860
03:18:05.529658141,0.09,0.30,2,2685552
03:18:06.873650784,0.10,0.29,0,2685140
03:18:08.219471696,0.12,0.29,1,2685496
03:18:09.567386611,0.09,0.29,4,2685248
03:18:10.900213163,0.06,0.30,0,2685580
03:18:12.248441550,0.09,0.29,0,2684964
03:18:13.611524581,0.11,0.29,1,2685312
03:18:14.955413543,0.15,0.30,0,2684032
03:18:16.298676283,0.10,0.29,0,2683516
03:18:17.655733849,0.10,0.29,1,2683836
03:18:19.006775689,0.08,0.29,0,2683832
03:18:20.353854120,0.06,0.29,2,2680912
03:18:21.699165812,0.48,0.35,3,2629072
03:18:23.030093363,0.91,0.33,0,2599644
03:18:24.355547551,0.78,0.32,2,2594536
03:18:25.684489324,0.26,0.30,1,2593500
03:18:27.030007053,0.10,0.29,0,2592984
03:18:28.378949202,0.09,0.29,0,2593248
03:18:29.729599556,0.12,0.29,1,2592960
03:18:31.064217075,0.06,0.29,0,2592532
03:18:32.408036426,0.11,0.29,1,2592384
03:18:33.763695419,0.09,0.29,1,2592464
03:18:35.107376693,0.11,0.29,0,2591252
03:18:36.450623802,0.11,0.29,0,2591300
03:18:37.812924297,0.12,0.29,1,2591184
03:18:39.166236116,0.08,0.29,0,2590892
03:18:40.523854987,0.10,0.30,3,2589924
03:18:41.867674538,0.19,0.31,5,2589828
03:18:43.217920617,0.13,0.32,0,2588712
03:18:44.565713878,0.08,0.29,0,2585408
03:18:45.910412209,0.13,0.29,1,2584396
03:18:47.246697992,0.11,0.29,0,2583324
03:18:48.595488690,0.11,0.29,1,2584100
03:18:49.945178904,0.11,0.29,0,2585148
03:18:51.287850402,0.07,0.29,0,2583600
03:18:52.635564471,0.08,0.29,0,2583448
03:18:53.990835513,0.12,0.29,0,2581688
03:18:55.342358207,0.14,0.29,0,2581288
03:18:56.693555041,0.11,0.29,0,2580924
03:18:58.042955471,0.08,0.29,0,2581040
03:18:59.395527348,0.09,0.29,0,2580556
03:19:00.742936990,0.20,0.36,2,2579484
03:19:02.094377070,0.21,0.34,1,2578628
03:19:03.433145035,0.10,0.29,1,2577400
03:19:04.783530678,0.38,0.30,0,2575240
03:19:06.125937071,0.14,0.30,0,2574668
03:19:07.479869863,0.08,0.29,0,2575032
03:19:08.825144140,0.10,0.29,0,2574836
03:19:10.177072868,0.18,0.29,0,2574660
03:19:11.523946684,0.07,0.29,0,2574124
03:19:12.881252698,0.09,0.30,0,2574520
03:19:14.232245092,0.16,0.29,1,2572348
03:19:15.579880655,0.09,0.29,1,2572100
03:19:16.934528471,0.10,0.29,0,2572348
03:19:18.283725031,0.10,0.30,0,2572208
03:19:19.636112642,0.07,0.29,2,2571236
03:19:20.972696285,1.35,0.36,2,2545848
03:19:22.301442908,0.92,0.33,2,2544940
03:19:23.629360269,0.16,0.30,0,2545020
03:19:24.969785338,0.37,0.30,0,2544728
03:19:26.320545076,0.15,0.29,0,2544932
03:19:27.665875016,0.06,0.29,0,2545176
03:19:29.018781054,0.09,0.30,0,2544780
03:19:30.369432902,0.23,0.30,0,2545024
03:19:31.719199530,0.19,0.29,0,2544708
03:19:33.055995852,0.19,0.30,0,2544784
03:19:34.412058409,0.11,0.30,4,2544404
03:19:35.767135241,0.10,0.29,0,2544532
03:19:37.123977151,0.07,0.29,0,2545048
03:19:38.470362201,0.12,0.29,1,2544536
03:19:39.831260596,0.16,0.29,3,2544708
03:19:41.175842507,0.15,0.30,2,2544280
03:19:42.517414646,0.37,0.32,1,2544056
03:19:43.867439235,0.08,0.30,0,2544036
03:19:45.219319955,0.09,0.29,0,2543168
03:19:46.574146675,0.11,0.29,0,2542096
03:19:47.937670926,0.09,0.29,1,2541340
03:19:49.279662980,0.08,0.29,0,2543780
03:19:50.639171935,0.07,0.29,0,2543856
03:19:51.993277832,0.18,0.29,0,2543036
03:19:53.354695178,0.05,0.30,0,2542608
03:19:54.707422803,0.10,0.30,0,2542400
03:19:56.059720226,0.11,0.29,0,2542168
03:19:57.406623231,0.10,0.29,0,2541484
03:19:58.766084433,0.09,0.29,0,2540600
03:20:00.122197075,0.29,0.35,1,2542180
03:20:01.460499105,0.41,0.32,1,2541408
03:20:02.808343347,0.10,0.30,4,2541424
03:20:04.153873487,0.12,0.29,0,2539712
03:20:05.491992646,0.09,0.29,0,2539240
03:20:06.844445453,0.07,0.29,0,2539496
03:20:08.195721402,0.09,0.29,0,2539844
03:20:09.548022490,0.12,0.29,0,2539560
03:20:10.895341477,0.09,0.29,0,2538100
03:20:12.246455312,0.13,0.29,0,2537704
03:20:13.589837004,0.09,0.29,0,2537084
03:20:14.937031450,0.17,0.29,1,2537084
03:20:16.296625106,0.20,0.30,0,2536360
03:20:17.648322859,0.10,0.29,0,2536212
03:20:19.001627088,0.08,0.29,0,2536744
03:20:20.344371982,0.15,0.30,5,2536024
03:20:21.672609875,1.07,0.32,5,2531256
03:20:22.989495247,0.53,0.31,2,2528176
03:20:24.311118177,0.17,0.30,0,2525588
03:20:25.662606046,0.07,0.30,0,2525328
03:20:27.011221454,0.10,0.29,1,2525404
03:20:28.362368038,0.08,0.30,0,2525348
03:20:29.715757164,0.08,0.29,0,2525160
03:20:31.057908529,0.15,0.29,0,2525296
03:20:32.410884006,0.12,0.30,0,2524668
03:20:33.767602363,0.07,0.29,0,2524732
03:20:35.117460394,0.15,0.29,0,2522180
03:20:36.473344361,0.08,0.30,0,2522444
03:20:37.817600570,0.09,0.29,1,2522128
03:20:39.170155497,0.06,0.29,0,2521960
03:20:40.519811842,0.20,0.34,5,2520992
03:20:41.864167975,0.15,0.31,4,2520188
03:20:43.205492516,2.12,0.33,1,2507224
03:20:44.552997252,0.10,0.29,0,2504808
03:20:45.906470888,0.09,0.29,1,2504356
03:20:47.258875082,0.08,0.29,0,2504676
03:20:48.606426539,0.09,0.29,0,2504256
03:20:49.961197063,0.09,0.29,1,2504272
03:20:51.315508312,0.09,0.29,0,2504844
03:20:52.659848145,0.10,0.29,0,2504032
03:20:54.011301237,0.11,0.29,0,2501472
03:20:55.360951036,0.09,0.29,0,2500660
03:20:56.720593328,0.09,0.29,0,2499908
03:20:58.067467931,0.13,0.29,0,2513036
03:20:59.415445525,0.08,0.29,0,2512300
03:21:00.771325237,0.23,0.32,1,2512320
03:21:02.115136362,0.18,0.33,2,2511028
03:21:03.463675977,0.11,0.30,1,2510560
03:21:04.818825211,0.09,0.30,0,2507244
03:21:06.163538958,0.07,0.29,1,2506860
03:21:07.519376287,0.09,0.29,0,2506952
03:21:08.871310997,0.13,0.29,0,2507160
03:21:10.216892968,0.09,0.29,0,2507004
03:21:11.567339382,0.09,0.29,0,2507240
03:21:12.923674202,0.14,0.29,0,2507108
03:21:14.273679609,0.10,0.29,2,2504196
03:21:15.615165581,0.08,0.29,0,2504108
03:21:16.971650672,0.14,0.29,0,2503828
03:21:18.310606327,0.09,0.29,0,2503224
03:21:19.658556777,0.08,0.29,2,2503432
03:21:21.001331099,0.80,0.33,1,2500804
03:21:22.321784333,0.41,0.31,3,2496072
03:21:23.657919129,0.75,0.32,1,2494620
03:21:24.978500840,0.58,0.30,0,2491624
03:21:26.313670771,0.09,0.29,0,2490236
03:21:27.669763543,0.09,0.30,0,2489712
03:21:29.011980174,0.09,0.29,0,2489336
03:21:30.357498329,0.08,0.29,0,2490932
03:21:31.713055743,0.13,0.29,1,2490912
03:21:33.050518478,0.12,0.29,0,2490640
03:21:34.398130611,0.07,0.29,1,2487640
03:21:35.763184908,0.10,0.29,0,2487852
03:21:37.115241565,0.07,0.29,0,2487308
03:21:38.463272975,0.10,0.29,1,2487812
03:21:39.814965353,0.08,0.29,1,2487028
03:21:41.175899083,0.16,0.32,4,2485872
03:21:42.522388464,0.24,0.32,3,2485336
03:21:43.865280771,0.10,0.31,1,2484132
03:21:45.209808387,0.10,0.29,0,2480916
03:21:46.557510353,0.10,0.29,0,2480732
03:21:47.906384768,0.08,0.29,0,2480384
03:21:49.256797402,0.08,0.29,0,2480500
