hora,e_core,e_ram,cpu,mem_used
03:03:58.130174636,0.07,0.29,0,2725384
03:03:59.483974700,0.05,0.30,1,2725176
03:04:00.819917605,0.04,0.29,0,2725316
03:04:02.168456294,0.04,0.29,0,2725460
03:04:03.513795052,0.04,0.29,0,2724992
03:04:04.870377745,0.09,0.30,1,2724096
03:04:06.210094115,0.04,0.29,0,2724164
03:04:07.557066813,0.06,0.30,0,2724176
03:04:08.911553984,0.04,0.29,0,2724108
03:04:10.256167909,0.03,0.29,1,2723372
03:04:11.605661255,0.04,0.29,0,2723844
03:04:12.956001335,0.05,0.30,0,2723720
03:04:14.303741875,0.05,0.29,5,2719948
03:04:15.655409370,0.05,0.30,0,2718908
03:04:16.995985926,0.07,0.30,0,2718020
03:04:18.346025667,0.05,0.29,0,2718456
03:04:19.700481368,0.06,0.29,0,2719600
03:04:21.056078662,0.05,0.29,0,2719892
03:04:22.399631887,0.08,0.29,0,2717980
03:04:23.748365306,0.09,0.30,1,2718012
03:04:25.093888132,0.05,0.29,0,2717908
03:04:26.439777855,0.04,0.29,1,2718164
03:04:27.790278470,0.06,0.30,0,2717716
03:04:29.141943539,0.04,0.29,0,2717864
03:04:30.494233969,0.04,0.29,0,2717624
03:04:31.846634595,0.08,0.30,0,2718128
03:04:33.191750943,0.06,0.30,0,2718208
03:04:34.541820398,0.04,0.29,0,2717508
03:04:35.877760926,0.07,0.30,0,2717824
03:04:37.235630998,0.05,0.29,0,2717716
03:04:38.584133762,0.04,0.29,1,2717024
03:04:39.936079284,0.14,0.30,0,2716264
03:04:41.279955515,0.94,0.34,3,2714044
03:04:42.620611414,0.09,0.31,1,2713064
03:04:43.959276987,0.15,0.32,0,2712024
03:04:45.301943176,0.11,0.29,0,2711844
03:04:46.647529348,0.10,0.29,1,2712188
03:04:48.001676541,0.22,0.30,1,2712028
03:04:49.355635264,0.10,0.29,1,2711920
03:04:50.706312966,0.08,0.29,1,2712376
03:04:52.051735594,0.10,0.30,1,2711944
03:04:53.395105296,0.08,0.29,1,2711476
03:04:54.749548299,0.12,0.30,0,2712104
03:04:56.090265972,0.11,0.30,1,2711620
03:04:57.439846189,0.08,0.29,0,2711576
03:04:58.794102662,0.09,0.29,0,2711540
03:05:00.137798743,0.11,0.30,0,2710412
03:05:01.493297945,0.40,0.35,4,2709104
03:05:02.835393971,0.17,0.30,0,2708100
03:05:04.184155543,0.15,0.31,1,2707552
03:05:05.534636570,0.17,0.29,1,2709452
03:05:06.881153158,0.13,0.29,0,2708732
03:05:08.232455123,0.09,0.29,0,2708380
03:05:09.585002252,0.27,0.29,1,2708548
03:05:10.925815493,0.13,0.29,1,2708968
03:05:12.269162656,0.10,0.29,1,2708728
03:05:13.635908028,0.16,0.29,1,2708584
03:05:14.974065563,1.28,0.32,0,2698240
03:05:16.315273966,0.10,0.29,0,2697792
03:05:17.671817342,0.11,0.29,1,2702888
03:05:19.024102054,0.08,0.29,0,2702696
03:05:20.375590820,0.10,0.29,0,2702816
03:05:21.721249616,1.25,0.39,2,2658232
03:05:23.056444040,0.52,0.33,2,2643508
03:05:24.376938768,0.21,0.30,2,2642264
03:05:25.712188452,0.09,0.29,0,2641572
03:05:27.067768544,0.08,0.30,0,2641548
03:05:28.419932339,0.10,0.29,0,2641424
03:05:29.764517070,0.16,0.29,1,2641524
03:05:31.113365619,0.08,0.29,0,2641376
03:05:32.461606326,0.08,0.29,1,2641032
03:05:33.815314953,0.11,0.29,0,2641300
03:05:35.161126837,0.08,0.29,0,2640876
03:05:36.508716948,0.08,0.29,0,2639756
03:05:37.868118889,0.38,0.29,0,2640152
03:05:39.215816331,0.10,0.29,0,2639984
03:05:40.567944144,0.10,0.29,0,2639984
03:05:41.913412968,0.39,0.31,4,2639680
03:05:43.255119130,0.13,0.31,0,2638844
03:05:44.608267600,0.12,0.30,1,2636812
03:05:45.963171525,0.09,0.29,0,2636372
03:05:47.310532483,0.07,0.29,0,2636580
03:05:48.662829048,0.07,0.29,1,2636888
03:05:50.013651364,0.18,0.29,0,2636888
03:05:51.356091078,0.07,0.29,0,2636964
03:05:52.703342867,0.11,0.29,3,2614960
03:05:54.051654469,0.07,0.30,0,2614140
03:05:55.403772299,0.11,0.29,0,2613132
03:05:56.742728509,0.11,0.29,0,2613208
03:05:58.107443433,0.10,0.30,0,2613528
03:05:59.457982621,0.12,0.29,0,2613148
03:06:00.818910096,0.08,0.29,0,2612968
03:06:02.167251069,0.18,0.33,3,2612148
03:06:03.519655054,0.17,0.33,2,2613524
03:06:04.875543754,0.17,0.30,0,2613248
03:06:06.229432015,0.09,0.30,0,2612664
03:06:07.591639853,0.07,0.29,0,2612780
03:06:08.942068520,0.07,0.29,0,2612660
03:06:10.295370972,0.10,0.30,0,2612792
03:06:11.653517083,0.12,0.29,1,2612708
03:06:13.002029022,0.10,0.29,0,2612872
03:06:14.358644500,0.12,0.29,0,2612556
03:06:15.704416663,0.09,0.29,0,2612620
03:06:17.056122930,0.10,0.29,0,2612524
03:06:18.410092209,0.12,0.29,1,2612764
03:06:19.757818627,0.08,0.29,0,2612400
03:06:21.107419641,0.08,0.29,0,2612492
03:06:22.462640303,0.14,0.30,4,2611880
03:06:23.796361719,0.66,0.33,1,2611484
03:06:25.125106025,0.13,0.30,0,2611564
03:06:26.465702428,0.17,0.29,0,2611304
03:06:27.819827118,0.09,0.29,0,2611352
03:06:29.168152432,0.11,0.29,0,2611204
03:06:30.519973689,0.12,0.29,0,2611140
03:06:31.878095652,0.10,0.29,0,2611752
03:06:33.219192130,0.09,0.30,0,2610860
03:06:34.574681278,0.14,0.29,0,2608832
03:06:35.921094639,0.08,0.29,0,2609264
03:06:37.274503450,0.09,0.29,0,2609680
03:06:38.620002994,0.08,0.29,0,2608108
03:06:39.971008775,0.11,0.29,0,2607664
03:06:41.315711723,0.11,0.29,0,2607920
03:06:42.665120656,0.12,0.29,4,2608644
03:06:44.017996248,0.19,0.32,2,2606256
03:06:45.368660352,0.07,0.30,0,2605712
03:06:46.726841179,0.07,0.29,0,2605192
03:06:48.079492989,0.10,0.29,0,2605860
03:06:49.425649981,0.18,0.29,0,2605480
03:06:50.777271131,0.09,0.29,0,2605768
03:06:52.135086741,0.10,0.29,1,2605564
03:06:53.482136573,0.08,0.29,0,2605416
03:06:54.834176530,0.15,0.30,0,2603544
03:06:56.195291816,0.12,0.29,0,2603192
03:06:57.548299029,0.10,0.29,0,2603104
03:06:58.897636333,0.08,0.29,0,2603464
03:07:00.246576523,0.08,0.30,0,2603392
03:07:01.592169297,0.12,0.29,0,2603516
03:07:02.936107641,0.08,0.30,4,2602596
03:07:04.276075766,0.32,0.33,3,2599176
03:07:05.619982331,0.07,0.29,0,2599196
03:07:06.970549622,0.08,0.29,0,2598988
03:07:08.326273214,0.09,0.30,1,2598900
03:07:09.669002360,0.08,0.29,0,2598760
03:07:11.024135332,0.12,0.29,0,2598724
03:07:12.379962802,0.15,0.30,0,2598708
03:07:13.723997023,0.07,0.29,1,2598352
03:07:15.062639268,0.09,0.29,0,2595772
03:07:16.410681994,0.20,0.30,0,2595680
03:07:17.759282525,0.10,0.29,1,2595548
03:07:19.096337835,0.14,0.29,0,2595300
03:07:20.447368378,0.10,0.30,0,2595448
03:07:21.801985561,0.07,0.29,1,2595796
03:07:23.151590752,0.08,0.30,1,2595560
03:07:24.495313956,0.46,0.33,2,2587580
03:07:25.820902437,0.14,0.30,0,2587104
03:07:27.160335546,0.34,0.31,0,2586112
03:07:28.514495986,0.12,0.30,0,2586172
03:07:29.866034992,0.09,0.29,1,2585544
03:07:31.215607705,0.11,0.29,0,2585824
03:07:32.575677553,0.14,0.29,0,2585584
03:07:33.928286629,0.07,0.29,0,2584080
03:07:35.283436486,0.08,0.29,0,2582584
03:07:36.639290880,0.15,0.29,0,2582180
03:07:37.987572273,0.07,0.29,0,2581832
03:07:39.335792120,0.10,0.29,0,2582048
03:07:40.688016239,0.07,0.29,0,2581768
03:07:42.042130222,0.09,0.29,0,2582340
03:07:43.382876729,0.14,0.29,0,2581660
03:07:44.735621651,0.24,0.34,1,2577868
03:07:46.084246671,0.14,0.30,1,2576356
03:07:47.431603470,0.10,0.32,0,2576640
03:07:48.788045363,0.08,0.29,0,2576724
03:07:50.143959579,0.09,0.29,0,2576292
03:07:51.490867112,0.09,0.30,0,2576392
03:07:52.845715927,0.13,0.29,0,2576228
