hora,e_core,e_ram,cpu,mem_used
03:29:58.139990265,0.04,0.29,0,2718972
03:29:59.498393001,0.05,0.30,1,2718508
03:30:00.847101927,0.06,0.30,0,2718688
03:30:02.203592526,0.04,0.30,0,2718344
03:30:03.548816751,0.05,0.30,0,2718124
03:30:04.905608087,0.17,0.30,0,2718664
03:30:06.263396115,0.04,0.29,0,2718368
03:30:07.615202238,0.09,0.30,0,2718104
03:30:08.959681424,0.05,0.30,0,2718312
03:30:10.307431783,0.04,0.29,0,2718124
03:30:11.650756280,0.04,0.30,0,2718156
03:30:12.995196510,0.14,0.30,0,2718152
03:30:14.336419186,0.04,0.29,2,2717988
03:30:15.687063517,0.04,0.30,0,2717784
03:30:17.037665171,0.04,0.30,0,2718224
03:30:18.387902192,0.04,0.30,0,2717792
03:30:19.732381195,0.04,0.30,0,2717720
03:30:21.084061718,0.05,0.30,0,2718288
03:30:22.438551205,0.06,0.29,1,2717468
03:30:23.783354141,0.05,0.29,0,2718012
03:30:25.137563597,0.04,0.30,0,2717840
03:30:26.483614628,0.04,0.29,0,2718072
03:30:27.824418945,0.07,0.30,0,2717368
03:30:29.173203364,0.04,0.29,0,2717656
03:30:30.522199184,0.04,0.30,0,2717832
03:30:31.873397554,0.08,0.30,0,2718220
03:30:33.225174716,0.05,0.29,0,2717492
03:30:34.579380444,0.04,0.29,1,2717284
03:30:35.925335681,0.05,0.30,0,2717772
03:30:37.277212084,0.04,0.30,0,2717600
03:30:38.634822286,0.04,0.30,0,2717924
03:30:39.988879075,0.07,0.30,0,2717600
03:30:41.340344264,0.37,0.35,3,2715724
03:30:42.671552815,0.25,0.33,4,2713988
03:30:44.021352083,0.27,0.32,1,2711576
03:30:45.365181540,0.07,0.29,0,2710672
03:30:46.719606724,0.10,0.29,0,2710444
03:30:48.073939136,0.21,0.31,0,2709948
03:30:49.424085502,0.10,0.29,1,2709828
03:30:50.774593486,0.07,0.29,0,2711780
03:30:52.125187416,0.16,0.30,1,2711376
03:30:53.471712588,0.06,0.29,1,2710996
03:30:54.819954951,0.20,0.30,0,2711408
03:30:56.169948301,0.11,0.30,1,2711316
03:30:57.520084645,0.06,0.30,1,2711428
03:30:58.869501746,0.08,0.29,0,2711428
03:31:00.216921905,0.15,0.30,0,2709776
03:31:01.570085710,0.08,0.29,4,2708880
03:31:02.901549106,0.14,0.33,4,2709112
03:31:04.245455682,0.22,0.30,7,2706884
03:31:05.585633043,0.13,0.30,1,2706688
03:31:06.931586993,0.09,0.29,0,2706796
03:31:08.285918017,0.56,0.29,0,2706460
03:31:09.628227388,0.10,0.29,1,2705884
03:31:10.975137858,0.10,0.29,0,2705868
03:31:12.324648477,0.13,0.29,0,2706128
03:31:13.670325994,0.08,0.29,1,2705996
03:31:15.018066800,0.07,0.29,0,2705244
03:31:16.374910182,0.10,0.29,0,2705072
03:31:17.723231455,0.09,0.29,1,2704352
03:31:19.074168113,0.11,0.29,0,2704268
03:31:20.418933699,0.12,0.29,0,2703700
03:31:21.771526404,0.10,0.30,10,2686088
03:31:23.107372868,0.73,0.33,4,2634244
03:31:24.445659009,1.36,0.33,5,2621656
03:31:25.768952550,0.64,0.31,2,2618776
03:31:27.106576988,0.13,0.30,0,2594736
03:31:28.454745364,0.11,0.29,0,2594252
03:31:29.806578698,0.15,0.29,0,2592280
