hora,e_core,e_ram,cpu,mem_used
04:21:58.166187230,0.04,0.29,0,2688232
04:21:59.532213906,0.04,0.29,0,2688144
04:22:00.878309321,0.06,0.29,0,2688576
04:22:02.235558503,0.05,0.29,0,2688188
04:22:03.586737442,0.05,0.29,0,2688344
04:22:04.928223620,0.05,0.29,0,2687088
04:22:06.280492040,0.05,0.29,0,2686868
04:22:07.632786315,0.09,0.30,0,2687160
04:22:08.985084979,0.04,0.29,0,2686488
04:22:10.333702411,0.04,0.29,0,2686248
04:22:11.687149837,0.08,0.30,0,2686712
04:22:13.031972069,0.04,0.30,0,2686024
04:22:14.374655191,0.04,0.29,0,2685196
04:22:15.726485168,0.07,0.30,0,2684956
04:22:17.072212428,0.05,0.29,0,2685180
04:22:18.430477778,0.05,0.29,0,2685592
04:22:19.779539192,0.08,0.30,0,2685396
04:22:21.127064594,0.03,0.29,0,2685268
04:22:22.480324869,0.04,0.29,0,2684440
04:22:23.833498370,0.07,0.30,0,2684700
04:22:25.184115576,0.04,0.29,0,2672092
04:22:26.530598319,0.05,0.29,0,2672308
04:22:27.885275347,0.07,0.30,0,2672324
04:22:29.243731305,0.04,0.29,0,2671904
04:22:30.589297292,0.05,0.29,0,2671812
04:22:31.943766226,0.07,0.30,0,2672236
04:22:33.295606141,0.04,0.29,1,2671764
04:22:34.643632010,0.08,0.30,0,2671980
04:22:35.995059870,0.06,0.30,0,2672100
04:22:37.346356816,0.04,0.29,1,2671844
04:22:38.694233276,0.05,0.29,0,2672068
04:22:40.043638603,0.07,0.30,0,2671680
04:22:41.385621997,0.41,0.34,2,2670092
04:22:42.730942501,0.29,0.33,3,2669368
04:22:44.086021920,0.25,0.31,6,2666576
04:22:45.431250251,0.31,0.34,4,2665500
04:22:46.768897073,0.20,0.33,3,2665860
04:22:48.111696028,0.19,0.33,1,2665180
04:22:49.463855633,0.10,0.29,1,2665900
04:22:50.819045310,0.07,0.29,0,2665404
04:22:52.175718100,0.11,0.29,0,2665340
04:22:53.519574535,0.08,0.29,0,2665288
04:22:54.879055283,0.12,0.29,0,2665224
04:22:56.229103484,0.10,0.29,1,2665288
04:22:57.584967011,0.08,0.29,0,2664948
04:22:58.938514446,0.07,0.29,0,2665304
04:23:00.287522096,0.10,0.29,0,2664044
04:23:01.635536741,0.09,0.29,1,2663784
04:23:02.983492591,0.30,0.34,2,2663788
04:23:04.326993419,0.20,0.35,3,2663088
04:23:05.668794038,0.13,0.33,2,2662728
