hora,e_core,e_ram,cpu,mem_used
03:55:58.153421009,0.04,0.30,0,2704328
03:55:59.516051438,0.05,0.29,0,2704420
03:56:00.862714738,0.03,0.30,0,2704336
03:56:02.207711369,0.05,0.30,0,2704312
03:56:03.557797345,0.04,0.30,0,2704280
03:56:04.910504245,0.09,0.30,0,2703168
03:56:06.261974845,0.05,0.29,0,2702804
03:56:07.612126462,0.05,0.30,0,2702556
03:56:08.956962098,0.04,0.30,0,2703100
03:56:10.306229376,0.05,0.30,0,2702732
03:56:11.651992994,0.04,0.30,0,2702704
03:56:13.008198446,0.10,0.30,0,2703280
03:56:14.355767676,0.03,0.30,1,2701912
03:56:15.714170078,0.07,0.31,0,2701588
03:56:17.050299756,0.03,0.30,0,2701572
03:56:18.394988830,0.04,0.29,0,2701748
03:56:19.751956128,0.06,0.30,0,2701464
03:56:21.099621917,0.04,0.29,0,2701844
03:56:22.448046056,0.04,0.29,0,2701316
03:56:23.803847364,0.08,0.30,0,2701552
03:56:25.150374474,0.05,0.29,0,2700632
03:56:26.501958104,0.04,0.29,0,2700904
03:56:27.850477396,0.07,0.30,0,2701252
03:56:29.202109629,0.04,0.30,0,2701556
03:56:30.554406050,0.04,0.29,0,2701028
03:56:31.911024709,0.06,0.30,0,2701092
03:56:33.252165209,0.04,0.29,1,2701176
03:56:34.599889567,0.04,0.30,0,2699308
03:56:35.939435590,0.06,0.30,1,2699688
03:56:37.279784683,0.04,0.29,1,2705568
03:56:38.619300530,0.04,0.30,0,2705392
03:56:39.967583415,0.09,0.30,1,2705292
03:56:41.314923264,1.64,0.36,5,2687656
03:56:42.655095151,0.19,0.35,2,2686316
03:56:43.989920883,0.22,0.31,3,2683400
03:56:45.335653166,0.29,0.33,2,2683228
03:56:46.676265885,0.12,0.32,0,2682596
03:56:48.018644541,0.28,0.30,0,2682612
03:56:49.360099942,0.10,0.29,1,2682960
03:56:50.713862476,0.10,0.29,0,2683048
03:56:52.059329809,0.17,0.30,0,2682992
03:56:53.403478384,0.16,0.29,1,2682932
03:56:54.751233357,0.17,0.30,0,2682632
03:56:56.096617121,0.15,0.30,0,2682504
03:56:57.448016128,0.08,0.29,0,2682656
03:56:58.798026721,0.16,0.29,0,2682652
03:57:00.149249190,0.18,0.30,0,2681720
03:57:01.504071113,0.07,0.29,1,2680856
03:57:02.845273448,0.13,0.30,3,2680396
03:57:04.186001187,0.31,0.32,6,2680216
03:57:05.521450987,0.20,0.32,3,2680240
03:57:06.867818881,0.19,0.35,0,2680004
03:57:08.212588828,0.24,0.32,0,2680016
03:57:09.557021656,0.11,0.29,0,2679276
03:57:10.890469246,0.50,0.29,0,2679852
03:57:12.253801115,0.14,0.29,0,2680040
03:57:13.596382193,0.13,0.30,0,2679600
03:57:14.945924393,0.06,0.29,0,2680292
03:57:16.295002319,0.17,0.29,0,2679984
03:57:17.650417770,0.09,0.29,1,2680004
03:57:18.995358087,0.10,0.29,0,2679776
03:57:20.346683657,0.12,0.29,0,2679924
03:57:21.698750690,0.09,0.29,0,2679520
03:57:23.050595257,0.08,0.30,1,2679496
03:57:24.399594435,1.82,0.40,3,2627036
03:57:25.725354108,0.85,0.34,3,2598336
03:57:27.052727023,0.67,0.33,3,2596388
03:57:28.372471247,0.61,0.31,3,2596568
03:57:29.704150285,0.26,0.31,1,2596560
03:57:31.035328777,0.26,0.32,0,2595588
03:57:32.373118430,0.15,0.29,0,2595480
03:57:33.731805471,0.10,0.29,0,2595412
03:57:35.077367994,0.09,0.29,0,2595100
03:57:36.427514353,0.13,0.29,0,2594796
03:57:37.781689504,0.08,0.29,0,2594580
03:57:39.132264247,0.10,0.29,0,2594108
03:57:40.484095098,0.12,0.29,0,2594660
03:57:41.838311343,0.07,0.29,0,2594576
03:57:43.191585485,0.10,0.29,0,2594888
03:57:44.540983415,0.10,0.29,0,2593832
03:57:45.892282922,0.16,0.35,0,2592916
03:57:47.243545335,0.15,0.34,1,2592776
03:57:48.590818522,0.13,0.32,3,2592672
03:57:49.943051556,0.18,0.32,4,2590852
03:57:51.278345175,0.09,0.29,0,2592524
03:57:52.630911964,0.10,0.29,0,2592324
03:57:53.970411315,0.10,0.29,0,2591620
03:57:55.317781339,0.08,0.29,0,2591744
03:57:56.669312219,0.12,0.29,0,2591496
03:57:58.017701176,0.13,0.29,0,2591960
03:57:59.361183645,0.09,0.29,0,2591804
03:58:00.712051448,0.14,0.29,1,2591592
03:58:02.062365837,0.15,0.29,0,2592124
03:58:03.397685277,0.10,0.29,0,2591284
03:58:04.755650328,0.18,0.30,0,2589468
03:58:06.109565520,0.08,0.30,2,2589756
03:58:07.456876986,0.13,0.33,3,2587584
03:58:08.803971453,1.07,0.33,3,2585920
03:58:10.151627497,0.18,0.32,1,2586416
03:58:11.504127187,0.10,0.29,0,2586252
03:58:12.858512065,0.13,0.30,0,2586056
03:58:14.216078925,0.09,0.30,1,2585340
03:58:15.565090171,0.08,0.29,0,2584764
03:58:16.915960722,0.09,0.29,0,2584268
03:58:18.264043245,0.07,0.30,0,2584472
03:58:19.611965080,0.08,0.29,0,2584604
03:58:20.957278174,0.24,0.29,0,2584332
03:58:22.303361131,0.08,0.30,0,2584076
03:58:23.655918917,0.07,0.29,0,2583868
03:58:25.003856461,0.13,0.29,0,2582456
03:58:26.357802875,0.08,0.30,0,2582080
03:58:27.701371336,0.46,0.33,1,2579612
03:58:29.018617742,0.56,0.32,0,2576460
03:58:30.346075044,2.64,0.37,0,2569772
03:58:31.673244191,5.68,0.41,4,2559992
03:58:32.998045937,0.43,0.32,0,2558624
03:58:34.338203215,0.29,0.31,4,2556348
03:58:35.676356838,0.11,0.29,0,2556152
03:58:37.018556649,0.20,0.29,0,2561648
03:58:38.380802252,0.09,0.30,0,2561292
03:58:39.731627811,0.09,0.29,0,2561052
03:58:41.085543713,0.24,0.29,1,2561600
03:58:42.429691544,0.15,0.30,1,2560788
03:58:43.782726010,0.10,0.29,1,2560804
03:58:45.137911511,0.13,0.29,0,2558968
03:58:46.481067186,0.25,0.29,0,2558768
03:58:47.835297135,0.06,0.29,2,2558412
03:58:49.183376224,0.19,0.34,3,2557760
03:58:50.535892838,0.14,0.32,0,2556348
03:58:51.871445193,0.16,0.32,3,2555168
