horaejecucion,e_core,e_ram,cpu,mem_used
00:47:26.013697907,1.39,0.28,0,3284968
00:47:27.368829681,0.03,0.28,0,3284820
00:47:28.712469564,0.02,0.28,0,3284564
00:47:30.053267534,0.02,0.28,0,3284600
00:47:31.397722364,0.08,0.31,1,3284764
00:47:32.739970717,0.09,0.32,0,3284652
00:47:34.081887904,0.11,0.32,0,3284688
00:47:35.424412497,0.14,0.32,0,3284384
00:47:36.769363039,0.11,0.32,0,3284596
00:47:38.110655094,0.02,0.28,0,3285968
00:47:39.454111103,0.04,0.28,0,3285528
00:47:40.790601957,0.02,0.28,0,3284424
00:47:42.131807836,0.03,0.28,0,3284224
00:47:43.489300154,0.02,0.28,0,3284596
00:47:44.826698164,0.02,0.28,0,3284424
00:47:46.164962318,0.02,0.28,0,3284740
00:47:47.508167063,0.02,0.28,0,3284292
00:47:48.843041095,0.10,0.32,0,3284412
00:47:50.184696238,0.09,0.32,0,3284580
00:47:51.523723887,0.12,0.32,0,3283924
00:47:52.866060648,0.10,0.32,0,3284544
00:47:54.210571717,0.09,0.31,0,3284148
00:47:55.560514622,0.14,0.32,0,3284064
00:47:56.898877535,0.03,0.28,0,3285812
00:47:58.243403170,0.02,0.28,0,3285316
00:47:59.592055382,0.03,0.28,0,3284532
00:48:00.933803983,0.04,0.28,0,3284068
00:48:02.273546759,0.01,0.28,0,3284372
00:48:03.613357869,0.02,0.28,0,3284232
00:48:04.953714867,0.02,0.28,0,3284116
00:48:06.292881534,0.02,0.28,0,3284364
00:48:07.636653948,0.10,0.31,0,3283924
00:48:08.981077994,0.11,0.31,1,3284468
00:48:10.322006723,0.08,0.32,1,3284224
00:48:11.669825407,0.09,0.32,1,3284076
00:48:13.006029968,0.09,0.32,0,3283964
00:48:14.357853043,0.07,0.32,0,3283888
00:48:15.702401832,0.11,0.31,1,3283892
00:48:17.042533930,0.06,0.30,0,3285404
00:48:18.378844408,0.04,0.29,0,3284884
00:48:19.726397971,0.02,0.28,0,3284108
00:48:21.070129058,0.02,0.28,0,3284644
00:48:22.412715325,0.02,0.28,0,3284272
00:48:23.766796010,0.02,0.28,0,3284008
00:48:25.105912403,0.03,0.28,0,3284148
00:48:26.446489881,0.03,0.28,0,3284232
00:48:27.796296518,0.13,0.32,0,3284244
00:48:29.131390754,0.12,0.32,0,3283536
00:48:30.479390813,0.09,0.31,0,3283712
00:48:31.826102678,0.08,0.30,0,3283848
00:48:33.167560938,0.04,0.29,1,3284020
00:48:34.507039982,0.07,0.31,0,3283688
00:48:35.859177847,0.02,0.28,0,3285696
00:48:37.200782194,0.01,0.28,0,3285424
00:48:38.540522515,0.02,0.28,0,3284224
00:48:39.884885214,0.03,0.28,0,3284068
00:48:41.224988396,0.02,0.28,0,3283728
00:48:42.564750848,0.02,0.28,0,3284060
00:48:43.904444734,0.03,0.28,0,3283440
00:48:45.244375914,0.02,0.28,0,3283712
00:48:46.582471798,0.09,0.31,0,3283664
00:48:47.929508267,0.08,0.30,0,3283284
00:48:49.274269736,0.07,0.31,1,3283556
00:48:50.613712966,0.10,0.33,0,3283696
00:48:51.971084085,0.12,0.32,0,3283580
00:48:53.308199110,0.06,0.30,0,3283744
00:48:54.653817143,0.02,0.28,0,3283052
00:48:55.990287749,0.03,0.28,0,3283580
00:48:57.336982900,0.03,0.28,0,3284804
00:48:58.682191617,0.03,0.28,0,3284296
00:49:00.019608752,0.03,0.28,0,3283992
00:49:01.364793276,0.02,0.28,0,3282928
00:49:02.706962356,0.02,0.28,0,3283376
00:49:04.057099704,0.11,0.32,0,3283524
00:49:05.405247287,0.11,0.32,0,3283764
00:49:06.755557255,0.12,0.32,0,3283772
00:49:08.100695268,0.09,0.31,1,3283424
00:49:09.437538004,0.07,0.31,2,3283080
00:49:10.777799083,0.07,0.30,0,3283244
00:49:12.123988917,0.11,0.32,1,3282944
00:49:13.467377622,0.05,0.30,0,3283252
00:49:14.810606968,0.03,0.28,0,3283664
00:49:16.151404227,0.02,0.28,0,3283612
00:49:17.489118798,0.03,0.28,0,3283284
00:49:18.824122309,0.03,0.28,0,3285292
00:49:20.172993451,0.03,0.28,0,3283704
00:49:21.511904334,0.02,0.28,0,3283920
00:49:22.844513855,0.03,0.28,0,3283316
00:49:24.187924474,0.12,0.33,0,3283192
00:49:25.533214541,0.10,0.31,0,3283120
00:49:26.865163298,0.06,0.30,0,3283432
00:49:28.208598925,0.09,0.31,1,3283500
00:49:29.556484187,0.11,0.33,0,3282708
00:49:30.892566702,0.08,0.31,0,3282968
00:49:32.240818485,0.02,0.28,0,3282944
00:49:33.582078270,0.03,0.28,0,3282944
00:49:34.930194371,0.02,0.28,0,3282688
00:49:36.280907714,0.02,0.28,0,3283108
00:49:37.621782072,0.03,0.28,0,3283448
00:49:38.955953348,0.03,0.28,0,3283240
00:49:40.297063648,0.02,0.28,0,3284868
00:49:41.637224514,0.09,0.32,0,3283712
00:49:42.974950296,0.04,0.29,0,3283400
