horaEjecucion,cpu,mem_used
10:27:07.737951382,12.1,829536
10:27:09.360206210,1.4,829248
10:27:10.850716784,1,829364
10:27:12.311211837,1.3,829512
10:27:13.817110979,1,829512
10:27:15.349577211,1,829396
10:27:16.814731110,2,826768
10:27:18.281851256,1,824520
10:27:19.789984873,1.4,824340
10:27:21.346921115,1,824440
10:27:22.903202827,1.3,824380
10:27:24.439767385,8.9,815736
10:27:25.915023142,16.9,815268
10:27:27.399191279,14.5,814020
10:27:28.867038559,17.9,815000
10:27:30.379858001,17.3,813292
10:27:31.930026755,18.8,814456
10:27:33.465624700,8.6,817244
10:27:34.947533362,2.7,818864
10:27:36.461908531,1,819052
10:27:38.018886283,1,819108
10:27:39.557930941,1,819152
10:27:41.040215332,2.4,819708
10:27:42.548022543,1,819836
10:27:44.086184286,1,819960
10:27:45.555827501,1,814008
10:27:47.030447477,16.4,813808
10:27:48.537029951,17.9,814552
10:27:49.988873873,14,813472
10:27:51.564153834,19.1,814136
10:27:53.061869239,17.5,812368
10:27:54.526807930,7.1,816432
10:27:56.019070794,5.1,818220
10:27:57.528861804,2.5,818680
10:27:59.024448047,1,818464
10:28:00.533520881,1,818676
10:28:02.069664919,1.7,818856
10:28:03.624468925,1,818848
10:28:05.127748071,0.7,819052
10:28:06.636723718,15.2,812660
10:28:08.172460101,19.6,811736
10:28:09.633794371,15.2,812080
10:28:11.173291163,17.6,813168
10:28:12.623415401,19.3,811228
10:28:14.075452343,22.2,812928
10:28:15.622378602,5.8,816544
10:28:17.095405352,3.1,817432
10:28:18.608288805,3.4,817884
10:28:20.147012318,3.8,818000
10:28:21.651704066,2.4,818016
10:28:23.112821930,2.7,817896
10:28:24.623868824,3.1,817980
10:28:26.178933454,3.4,817848
10:28:27.745712804,21,811044
10:28:29.271299569,14.6,811432
10:28:30.777175742,17.3,812516
10:28:32.256583575,20.7,810892
10:28:33.738845778,23.3,811940
10:28:35.230474059,14.8,813956
10:28:36.728224777,3.4,815640
10:28:38.286222163,3.5,816804
10:28:39.782887362,1,817000
10:28:41.295200399,1,816976
10:28:42.789672217,2.4,817136
10:28:44.250216384,1,817264
10:28:45.697485418,1,817392
10:28:47.205308828,2.8,811632
10:28:48.715031452,20.8,811328
10:28:50.205347600,17.7,811972
10:28:51.657585011,16.5,810088
10:28:53.161257438,19.7,811248
10:28:54.680963848,13.1,811208
10:28:56.215270232,8.9,814608
10:28:57.683168033,1.4,815488
10:28:59.190564152,2.1,816508
10:29:00.717126383,1,816608
10:29:02.273779917,1.4,816600
10:29:03.810767912,1.4,816584
10:29:05.317044137,1.3,816632
10:29:06.824474994,1.3,816640
10:29:08.326667111,34.2,809800
10:29:09.792014448,20.6,809988
10:29:11.288165585,18.4,808916
10:29:12.811533135,21.6,809680
10:29:14.258245451,18.7,810464
10:29:15.730804181,16.5,810956
10:29:17.218145698,13.6,813804
10:29:18.706341277,3.1,815284
10:29:20.231485073,2.4,815668
10:29:21.695225537,3,815688
10:29:23.152513929,2.7,815588
10:29:24.615899341,2.7,815820
10:29:26.139242776,2.7,815668
10:29:27.658750020,3.8,815668
10:29:29.164223850,19.9,808864
10:29:30.627005513,23.9,810248
10:29:32.090729154,15.1,808576
10:29:33.620132891,14.5,809224
10:29:35.062394069,21.9,808360
10:29:36.551544594,16.5,809576
10:29:38.070102412,9.4,813284
10:29:39.585368413,3.1,814184
10:29:41.148313186,2.7,814284
10:29:42.701084487,1,814604
10:29:44.255346150,1.3,814680
10:29:45.768482051,1.3,814692
10:29:47.277877801,1,814784
10:29:48.796362859,1,814632
10:29:50.331408305,18.6,807868
10:29:51.815906546,17.3,808144
10:29:53.373680911,15.4,808940
10:29:54.922811177,20.7,807608
10:29:56.387126119,17.6,808520
10:29:57.883914496,10.9,811872
10:29:59.380268654,3.4,812832
10:30:00.899648710,1.7,813820
10:30:02.408441441,1,813772
10:30:03.873088934,1,814060
10:30:05.323127599,1,814020
10:30:06.837813548,1.7,813944
10:30:08.394352916,1,813944
10:30:09.920175461,3.5,807896
10:30:11.458485121,20.2,808444
10:30:12.998175871,19.2,809060
10:30:14.456019054,15.6,807360
10:30:15.986034196,18.7,807776
10:30:17.450361273,14.7,808064
10:30:19.002836481,12,811816
10:30:20.488209513,2.7,812764
10:30:22.018561477,6.2,813540
10:30:23.498397851,3.1,813352
10:30:25.010216826,3.1,813648
10:30:26.530592089,3.5,813424
10:30:27.997956245,3.4,813788
10:30:29.455926927,2.7,813788
10:30:30.921918429,15.3,807144
10:30:32.378970623,19.7,807840
10:30:33.935160553,18.4,806496
10:30:35.383789189,22.1,806856
10:30:36.849667317,16.4,807592
10:30:38.389021544,14.5,807136
10:30:39.910976817,8.2,810932
10:30:41.379645397,4.1,812228
10:30:42.893811092,1.3,812364
10:30:44.456494546,2.4,812732
10:30:45.972131928,1,812684
10:30:47.484164170,1.3,812484
10:30:49.047704040,1,812916
10:30:50.581061180,0.7,812752
10:30:52.086447694,27.6,807516
10:30:53.530937697,16.5,806176
10:30:55.041522161,24.2,806284
10:30:56.562130852,16.3,807220
10:30:58.052102529,16.4,805852
10:30:59.557975335,14.7,808396
10:31:01.042879578,2,810388
10:31:02.555251257,3.1,811476
10:31:04.094114644,1.3,811680
10:31:05.652412877,1,811732
10:31:07.192732663,1.4,811636
10:31:08.758833229,1,812200
10:31:10.320903805,1.3,812332
10:31:11.820598769,1,811096
10:31:13.325266857,21.9,805468
10:31:14.837660479,17.6,806536
10:31:16.353553569,16.9,805156
10:31:17.889184400,24.5,806332
10:31:19.365180965,17.6,805748
10:31:20.906331268,11.9,809012
10:31:22.450347311,3.4,811264
10:31:24.000990841,3.1,811288
10:31:25.571631676,2.8,811420
10:31:27.143427305,2.4,811200
10:31:28.645878938,4.1,811552
10:31:30.156570552,2.8,811352
10:31:31.727971807,1.7,811560
10:31:33.257784542,27.2,806424
10:31:34.749695403,19.1,804668
10:31:36.286240834,16.4,805712
10:31:37.802386988,16,804508
10:31:39.276341828,16.4,804960
10:31:40.819714462,17.3,807432
10:31:42.316029962,4.2,808840
10:31:43.808835336,2.8,809600
10:31:45.324282756,2.8,810740
10:31:46.890284065,1,810432
10:31:48.452619245,1,810580
10:31:49.931890566,1,810508
10:31:51.444759297,1,810720
10:31:53.002703969,1.4,804760
10:31:54.543790318,18.6,804820
10:31:56.076125383,22.7,805832
10:31:57.542379213,17.8,804696
10:31:59.093081960,14.7,805936
10:32:00.635170761,23.3,804804
10:32:02.142130940,6.6,808420
10:32:03.675870348,2.4,809412
10:32:05.209659816,1.3,809980
10:32:06.769201405,1.4,810208
10:32:08.240048084,1.3,810448
10:32:09.703278595,1,810264
10:32:11.168672197,1.4,810308
10:32:12.619711894,1,810256
10:32:14.083919129,23.3,804032
10:32:15.534294389,16.9,804556
10:32:17.086974129,16,803964
10:32:18.580273246,22.5,804084
10:32:20.056781245,18.7,805460
10:32:21.636365698,18,805728
10:32:23.213141048,10,808784
10:32:24.683844959,2.8,809440
10:32:26.149723665,3.1,809624
10:32:27.625376708,2.8,809504
10:32:29.091516648,2.7,809648
10:32:30.602739839,3.4,809620
10:32:32.168519554,2.4,809584
10:32:33.662434766,2,809824
10:32:35.132786711,26.6,804100
10:32:36.607560286,24.1,805612
10:32:38.087763136,16.7,803704
10:32:39.636896881,16.5,804420
10:32:41.127808317,28.5,803068
10:32:42.640202866,15,805768
10:32:44.166658369,8.2,808472
10:32:45.635070616,1,809140
10:32:47.149957295,1,809268
10:32:48.670862142,1,809308
10:32:50.170222105,1,809356
10:32:51.633574579,1,809184
10:32:53.150133170,1,809304
10:32:54.629070753,1,809308
10:32:56.145552474,24.6,803624
10:32:57.698495052,15.5,803184
10:32:59.162721972,28.7,804164
10:33:00.649523820,13.8,802580
10:33:02.185659608,29,803404
10:33:03.690035272,12.2,806144
10:33:05.225011832,2,807012
10:33:06.749763429,2.7,807956
10:33:08.234880284,1,808104
10:33:09.697120552,0.6,808188
10:33:11.213505430,1,808472
10:33:12.707836312,1,808432
10:33:14.220653546,1,808548
10:33:15.774802533,6.8,802508
10:33:17.335209754,20.1,803076
10:33:18.927625739,20.2,803260
10:33:20.382698772,18.9,802476
10:33:21.875488248,16.2,803220
10:33:23.390604760,22.2,802476
10:33:24.904585565,8.2,806132
10:33:26.377828916,3.8,807100
10:33:27.898030827,3.1,807488
10:33:29.363087512,2.4,807768
10:33:30.827019953,2,807876
10:33:32.293994936,2.8,807644
10:33:33.813546698,1.7,807776
10:33:35.346728213,2.4,807700
10:33:36.886322065,19,802468
10:33:38.355273658,16.2,802572
10:33:39.908481409,17.5,801084
10:33:41.500533246,15.7,802292
10:33:43.003118693,19.4,800804
10:33:44.525251500,17.4,802596
10:33:46.033699496,5.1,805360
10:33:47.571392496,1.7,805748
10:33:49.129624696,3.4,806584
10:33:50.644517239,1,806700
10:33:52.159285918,2.8,806712
10:33:53.669245347,1,807084
10:33:55.185345490,1,806992
10:33:56.679352298,1.4,807268
10:33:58.179873376,16.4,799992
10:33:59.672609662,19.4,800716
10:34:01.151352402,14.4,801704
10:34:02.697572826,21.8,800112
10:34:04.183351087,23.1,801516
10:34:05.672282688,6.7,804232
10:34:07.189320841,2.4,805516
10:34:08.700466231,1,805944
10:34:10.199238973,1.3,806312
10:34:11.711470046,1.4,806516
10:34:13.266518445,1.7,806292
10:34:14.775023354,1,806244
10:34:16.288077848,1,806304
10:34:17.806495299,13.7,800068
10:34:19.366773021,17,799896
10:34:20.914272161,19.7,798952
10:34:22.400010521,17.4,800004
10:34:23.841070454,19.8,800496
10:34:25.346466930,16.3,799652
10:34:26.883472252,5.8,804040
10:34:28.395283533,5.7,804596
10:34:29.969263210,3.4,805476
10:34:31.502672973,2.7,805788
10:34:33.016478374,2.4,805528
10:34:34.533522173,3,805516
10:34:36.072531374,1.7,805368
10:34:37.612630105,2.4,805476
10:34:39.093544360,29.9,800948
10:34:40.562764203,15.4,799196
10:34:42.080483125,21,799848
10:34:43.534573790,16.8,798872
10:34:45.091284988,18.1,799196
10:34:46.600471867,15.1,801772
10:34:48.060318139,4.5,803920
10:34:49.541652001,2,804380
10:34:51.051617684,2,805040
10:34:52.611932911,1,805008
10:34:54.100483340,1,804956
10:34:55.557438107,1,804660
10:34:57.074545183,1.3,804700
