horaEjecucion,cpu,mem_used
13:32:24.417417787,6,792012
13:32:25.962923042,1.4,792104
13:32:27.470143660,1.4,792128
13:32:28.985991789,1,792128
13:32:30.483455332,1,792148
13:32:31.997075355,1,792080
13:32:33.554085675,3.4,788560
13:32:35.040667464,1,787028
13:32:36.493179176,1,786988
13:32:38.008793632,1,787276
13:32:39.551656126,1,786980
13:32:41.044807583,7.2,780436
13:32:42.522504230,14.1,780016
13:32:44.072688364,6.3,783060
13:32:45.538308415,2,784572
13:32:47.057942248,1,784836
13:32:48.549409515,1.7,785008
13:32:50.021161681,1,785292
13:32:51.534748579,1,785456
13:32:53.078867403,1,785316
13:32:54.563828730,1,785288
13:32:56.019454693,1,785456
13:32:57.533933060,1.4,785512
13:32:59.093022759,1.3,785224
13:33:00.604975209,1.3,785284
13:33:02.132897528,25.4,779108
13:33:03.650194124,11,782256
13:33:05.123099394,6.2,784612
13:33:06.575544618,1.3,784992
13:33:08.035508035,1,785044
13:33:09.499271332,1,784932
13:33:11.014252334,1,785072
13:33:12.540597864,1,785104
13:33:14.095174969,0.6,785264
13:33:15.591144623,1,785064
13:33:17.100011922,1,785024
13:33:18.635810595,1.3,784668
13:33:20.158809598,1.3,783608
13:33:21.696433425,25.8,779304
13:33:23.202781689,6,782892
13:33:24.731733745,3.4,784704
13:33:26.240515233,3.4,784992
13:33:27.749927346,1.7,784840
13:33:29.276960101,2.4,785048
13:33:30.806274774,3.1,784688
13:33:32.361640202,1.3,784700
13:33:33.884204813,1.3,784700
13:33:35.380533627,1,784916
13:33:36.896227917,1.4,784660
13:33:38.452463823,1.4,784824
13:33:39.959944465,13.9,778620
13:33:41.432706279,15.2,779716
13:33:42.953138318,6.7,783336
13:33:44.483185156,1,784600
13:33:45.978031345,1,784428
13:33:47.491662389,1.4,784516
13:33:48.997760089,1.4,784484
13:33:50.512861758,1,784716
13:33:52.001706793,1,784684
13:33:53.518617938,1,784524
13:33:55.059869117,1.4,784724
13:33:56.550654310,1,784740
13:33:58.008851079,1,784608
13:33:59.520027684,21.7,779720
13:34:01.042340953,19.8,780400
13:34:02.524593130,1.7,783744
13:34:04.021033674,1,784216
13:34:05.536845372,1,784256
13:34:07.094807274,0.6,784324
13:34:08.623710735,1.3,784216
13:34:10.129101455,1,784248
13:34:11.640784647,1,784448
13:34:13.197690266,1.4,784248
13:34:14.713163236,1,784256
13:34:16.226277836,1,784272
13:34:17.699314259,1,784320
13:34:19.165579209,19.6,777928
13:34:20.749720644,11.3,781532
13:34:22.238515381,6.9,783944
13:34:23.767153668,2,784264
13:34:25.235780077,2.8,784512
13:34:26.699872815,4.1,784388
13:34:28.155844294,2,784188
13:34:29.676132012,1.3,784264
13:34:31.230586642,1,784232
13:34:32.759622238,1,784356
13:34:34.315725251,1.4,784420
13:34:35.855057833,1.7,784264
13:34:37.363532762,6.1,777768
13:34:38.843232163,16.9,778512
13:34:40.377110980,10.5,782436
13:34:41.863350823,2.4,783492
13:34:43.333115596,0.6,783644
13:34:44.784841037,1,783884
13:34:46.247762622,1,783544
13:34:47.759955523,1,783176
13:34:49.241307697,1,783824
13:34:50.693455439,0.6,783592
13:34:52.157472447,1,783708
13:34:53.669836504,1,783512
13:34:55.180762238,1,783700
13:34:56.691555685,10.6,777064
13:34:58.200435342,18.7,778468
13:34:59.694625441,6.6,782580
13:35:01.180983134,1.3,783416
13:35:02.692852524,0.7,783376
13:35:04.167784396,1,783556
13:35:05.617447648,1,783564
13:35:07.127722628,1,783588
13:35:08.689147718,1,783540
13:35:10.216112619,1,783760
13:35:11.720714460,1,783856
13:35:13.230772422,1,783700
13:35:14.784960841,0.7,783880
13:35:16.344330280,21.9,778564
13:35:17.840561080,14.9,780056
13:35:19.328938538,6.2,782764
13:35:20.811434309,2,783212
13:35:22.327889392,3.1,783324
13:35:23.838484298,5.2,783528
13:35:25.356043704,1,783892
13:35:26.833328888,0.6,783872
13:35:28.342429487,1.3,783872
13:35:29.846635010,1,783848
13:35:31.358714194,1,783676
13:35:32.896052057,1,783896
13:35:34.435883503,1,783864
13:35:35.923218028,19.1,777380
13:35:37.424743110,9.4,780976
13:35:38.924789451,4.9,783068
13:35:40.394568656,1,783256
13:35:41.905675104,1,783356
13:35:43.442106637,1,783464
13:35:44.968231296,1.3,783120
13:35:46.474429392,1,783348
13:35:47.986511419,1,783332
13:35:49.546141076,1,783444
13:35:51.025824312,1,783464
13:35:52.535184955,1,783628
13:35:54.076854762,9.2,777272
13:35:55.579729089,15.6,777908
13:35:57.050167329,7,781500
13:35:58.519871097,2.8,783284
13:36:00.043133820,1.3,783724
13:36:01.599180288,1,783732
13:36:03.099456307,1.4,783452
13:36:04.610438213,1.3,783212
13:36:06.172398045,1,783516
13:36:07.656512226,1.4,783360
13:36:09.168777779,1.4,783276
13:36:10.729766843,1,783432
13:36:12.267534827,1,783732
13:36:13.761023138,19.1,777308
13:36:15.195922524,22.2,778592
13:36:16.647877400,11.2,782320
13:36:18.163610192,2.1,783376
13:36:19.624023625,3.4,783196
13:36:21.076908399,3.1,783336
13:36:22.592539897,1.7,783196
13:36:24.059343930,1,783484
13:36:25.524686411,1,783328
13:36:27.035642835,1.3,783084
13:36:28.537025455,1,783196
13:36:30.051579157,1,783304
13:36:31.545022290,1,783540
13:36:33.057259290,28.2,777864
13:36:34.603768832,15.4,779384
13:36:36.146154647,5.5,782184
13:36:37.602140058,1,782884
13:36:39.113140200,1.4,783040
13:36:40.676270347,1,782992
13:36:42.230791112,1.3,782948
13:36:43.763921100,0.7,783060
13:36:45.325354024,1,782864
13:36:46.862045614,1.3,782940
13:36:48.425351190,1,782988
13:36:49.966875574,1,783096
13:36:51.523522438,1,782296
13:36:53.030416893,18.7,776040
13:36:54.541082842,6.7,780460
13:36:56.036905430,3.1,782452
13:36:57.553833853,1,782468
13:36:59.088080267,1,782208
13:37:00.651740236,1,782492
13:37:02.136026327,1,782560
13:37:03.590440432,1,782120
13:37:05.103800603,1.4,782420
13:37:06.599500395,1,782344
13:37:08.112199950,1.3,782336
13:37:09.670983760,1.4,782592
13:37:11.228643880,16.5,776872
13:37:12.709395317,23,777516
13:37:14.268633819,3.5,780776
13:37:15.769363652,2.4,781992
13:37:17.242838309,2.1,782332
13:37:18.755388505,1.7,781976
13:37:20.305560864,2.4,781984
13:37:21.784813676,1,782100
13:37:23.300654124,1,782108
13:37:24.780897092,1,782180
13:37:26.292898761,1,781976
13:37:27.822434825,1.4,782076
13:37:29.382364546,1,782148
13:37:30.919484224,19.5,777504
13:37:32.389308295,15.4,778760
13:37:33.936882979,4,781196
13:37:35.478431288,1,781460
13:37:37.001205733,1,781736
13:37:38.474554015,1,781964
13:37:39.986949348,1,781716
13:37:41.542364994,1.4,781988
13:37:43.047587398,1,781808
13:37:44.562774963,1.4,781584
13:37:46.122701376,1,781716
