horaEjecucion,cpu,mem_used
13:44:49.446661924,6.9,790368
13:44:50.985796100,1.4,790396
13:44:52.457836575,1,790624
13:44:53.907644237,1,790320
13:44:55.430560313,1,790624
13:44:56.985142911,1,790544
13:44:58.463918776,1,787476
13:44:59.917701995,0.4,785572
13:45:01.406338233,1,785772
13:45:02.875728414,1.3,785648
13:45:04.386412937,1,785376
13:45:05.914832901,6.4,778772
13:45:07.452214283,14,778324
13:45:08.927238661,24.4,779272
13:45:10.373061350,6.6,781156
13:45:11.857162354,1.4,782100
13:45:13.322131520,1,782436
13:45:14.829918563,1,783348
13:45:16.341606995,1.4,783324
13:45:17.841998293,1,783440
13:45:19.351685174,1.3,783480
13:45:20.849434089,1,783356
13:45:22.360298206,3.4,783588
13:45:23.920524181,1,783680
13:45:25.452021643,1.3,778064
13:45:26.968917922,15.6,778008
13:45:28.503242404,25,778768
13:45:29.970171570,5.9,781420
13:45:31.500865966,1.7,782988
13:45:33.013459820,1.3,783084
13:45:34.522023174,1,783344
13:45:35.973031947,0.7,783652
13:45:37.438401281,1.3,783592
13:45:38.954007157,1,783576
13:45:40.479049396,1,783652
13:45:42.018492404,1,783792
13:45:43.557096250,1,783792
13:45:45.082873020,1.4,778036
13:45:46.620405883,17.2,777728
13:45:48.194296237,25.3,778316
13:45:49.712384503,9.2,781688
13:45:51.211573221,3.8,782804
13:45:52.739906858,5.5,783092
13:45:54.287791866,1,783008
13:45:55.825298119,1.3,782852
13:45:57.304152819,1.7,783148
13:45:58.768605346,2.4,783092
13:46:00.234756824,1,783108
13:46:01.748891886,1,783356
13:46:03.226876957,1,783256
13:46:04.693541768,0.7,777296
13:46:06.202665449,24.7,776380
13:46:07.722079240,20.3,777872
13:46:09.248039043,7.2,780984
13:46:10.726316513,3.5,782520
13:46:12.187446302,1,782772
13:46:13.698650237,1,783084
13:46:15.177995048,1,783216
13:46:16.630259932,1,782892
13:46:18.143521673,1.3,782884
13:46:19.700399101,1,782764
13:46:21.235473870,1.3,782900
13:46:22.737711705,1,782680
13:46:24.248681898,1,782604
13:46:25.767032942,17.5,776444
13:46:27.329134726,16.3,777196
13:46:28.820255324,9.6,780400
13:46:30.287761290,1,781288
13:46:31.747920781,1,781324
13:46:33.232082923,1,782256
13:46:34.744479989,0.7,782140
13:46:36.265266914,1.4,782304
13:46:37.762708477,1,782460
13:46:39.277278244,1.3,782188
13:46:40.838841964,1,782396
13:46:42.365620427,1.4,782436
13:46:43.867716972,1,782380
13:46:45.400238535,21.8,778448
13:46:46.869850490,14.9,775428
13:46:48.414740176,15,779684
13:46:49.912029558,1.7,781144
13:46:51.435835591,2,781216
13:46:52.924150849,2.8,781388
13:46:54.443543570,2.4,781480
13:46:55.979125333,1,781636
13:46:57.486059936,2.7,781760
13:46:58.996951084,1.7,781472
13:47:00.560560638,1,781536
13:47:02.093436375,1,781456
13:47:03.600590407,19.3,776124
13:47:05.057872113,15.8,776284
13:47:06.515572830,16.3,777096
13:47:08.058552846,3.9,780336
13:47:09.592390145,1,781580
13:47:11.153820808,1,781584
13:47:12.649220887,1,781612
13:47:14.162216668,1,781788
13:47:15.702387066,0.7,781772
13:47:17.230541581,1,781508
13:47:18.791300741,1.3,781384
13:47:20.349875276,1,781440
13:47:21.894211543,1.3,781556
13:47:23.428536971,23.8,775988
13:47:24.918846194,22,776296
13:47:26.394222412,17.4,777100
13:47:27.898990476,3.4,780272
13:47:29.380530052,1,781020
13:47:30.900506018,1,781068
13:47:32.435786133,1,780756
13:47:33.943894810,1,781016
13:47:35.456478311,1.4,781084
13:47:36.955809477,1,780984
13:47:38.466211895,1.4,781028
13:47:40.029040431,1,781036
13:47:41.508395283,1,780968
13:47:42.962635563,11.5,774456
13:47:44.428923236,19.5,775664
13:47:45.984042017,28.5,776256
13:47:47.514606067,7.7,779512
13:47:48.994256338,2.7,780448
13:47:50.461560989,3.8,780736
13:47:51.979581035,2.4,780720
13:47:53.522509511,3.4,780880
13:47:55.093468016,3.7,780644
