horaEjecucion,cpu,mem_used
12:38:09.727307422,7.2,793456
12:38:11.273613097,1.3,793524
12:38:12.832843128,1,793752
12:38:14.331553256,1,793624
12:38:15.799093174,1,793516
12:38:17.311195940,1.3,793712
12:38:18.818772828,2.4,790376
12:38:20.292595136,0.6,788612
12:38:21.809681595,1,788672
12:38:23.287598742,1,788564
12:38:24.739374473,1,788548
12:38:26.208091428,1.7,783284
12:38:27.719520348,12.6,784596
12:38:29.229796147,1.3,785908
12:38:30.709817514,2.1,786484
12:38:32.231362881,1.4,786676
12:38:33.742194463,1,786976
12:38:35.216727718,1,786964
12:38:36.731944920,1.4,786960
12:38:38.246721916,1,787004
12:38:39.716031745,1.3,787012
12:38:41.231636190,1.4,787176
12:38:42.745060535,1,787300
12:38:44.259985712,1.3,787324
12:38:45.827194611,1,782268
12:38:47.340272710,9.5,785492
12:38:48.935443494,1.4,786140
12:38:50.424519081,1.3,786844
12:38:51.879401701,1,787044
12:38:53.393976782,1,786976
12:38:54.880479042,1,787108
12:38:56.350257736,1,786928
12:38:57.869738229,1.3,786900
12:38:59.382931649,1,786864
12:39:00.849606862,1,787232
12:39:02.372802768,1,786992
12:39:03.897823517,1,786892
12:39:05.459516605,3.4,782324
12:39:07.001280820,11.4,785588
12:39:08.499210833,2.9,786312
12:39:10.025642469,3,786600
12:39:11.555721705,3.4,786656
12:39:13.093309003,1,786676
12:39:14.617814812,1.3,786600
12:39:16.121921383,1,786880
12:39:17.636675491,1,786616
12:39:19.202790561,1,786740
12:39:20.679507543,1,786764
12:39:22.198742532,1,786752
12:39:23.690604283,1,786912
12:39:25.213433540,5.8,782216
12:39:26.758863908,10.7,785440
12:39:28.255438260,1.4,786148
12:39:29.724630206,1,786276
12:39:31.193516582,1,786424
12:39:32.714061628,1,786504
12:39:34.197322723,1.4,786192
12:39:35.712048874,1,786292
12:39:37.198743038,1,786472
12:39:38.650521007,1,786604
12:39:40.119544628,1,786380
12:39:41.647392585,1,786052
12:39:43.152349121,0.7,786192
12:39:44.620157226,1,786208
12:39:46.128457716,10.2,784176
