2019-02-22 14:57:05.220711,2019-02-22 14:57:24.622312,2019-02-22 14:57:25.881462
2019-02-22 14:57:05.229117,2019-02-22 14:57:24.632030,2019-02-22 14:57:26.112054
2019-02-22 14:57:05.225370,2019-02-22 14:57:24.626645,2019-02-22 14:57:26.112922
2019-02-22 14:57:05.231481,2019-02-22 14:57:24.634243,2019-02-22 14:57:26.113531
2019-02-22 14:57:05.254831,2019-02-22 14:57:24.671517,2019-02-22 14:57:26.114195
2019-02-22 14:57:05.220437,2019-02-22 14:57:24.622044,2019-02-22 14:57:26.114825
2019-02-22 14:57:05.261931,2019-02-22 14:57:24.694809,2019-02-22 14:57:26.115381
2019-02-22 14:57:05.317521,2019-02-22 14:57:24.752870,2019-02-22 14:57:26.115931
2019-02-22 14:57:05.286817,2019-02-22 14:57:24.710554,2019-02-22 14:57:26.171134
2019-02-22 14:57:05.310190,2019-02-22 14:57:24.738947,2019-02-22 14:57:26.241127
2019-02-22 14:57:05.225051,2019-02-22 14:57:24.626365,2019-02-22 14:57:26.242222
2019-02-22 14:57:05.242862,2019-02-22 14:57:24.641977,2019-02-22 14:57:26.243141
2019-02-22 14:57:05.319557,2019-02-22 14:57:24.754578,2019-02-22 14:57:26.245408
2019-02-22 14:57:05.310067,2019-02-22 14:57:24.738678,2019-02-22 14:57:26.247065
2019-02-22 14:57:05.337076,2019-02-22 14:57:24.762422,2019-02-22 14:57:26.248733
2019-02-22 14:57:05.288709,2019-02-22 14:57:24.712208,2019-02-22 14:57:26.252153
2019-02-22 14:57:05.309571,2019-02-22 14:57:24.737811,2019-02-22 14:57:26.264267
2019-02-22 14:57:05.319848,2019-02-22 14:57:24.754875,2019-02-22 14:57:26.265936
2019-02-22 14:57:05.254545,2019-02-22 14:57:24.671210,2019-02-22 14:57:26.359467
2019-02-22 14:57:05.308276,2019-02-22 14:57:24.735209,2019-02-22 14:57:26.360304
2019-02-22 14:57:05.316327,2019-02-22 14:57:24.751622,2019-02-22 14:57:26.360897
2019-02-22 14:57:05.320274,2019-02-22 14:57:24.761028,2019-02-22 14:57:26.361480
2019-02-22 14:57:05.310380,2019-02-22 14:57:24.739091,2019-02-22 14:57:26.362338
