horaEjecucion,cpu,mem_used
03:21:22.547041753,24.8,246436
03:21:24.086354254,4,246124
03:21:25.610881651,5,246016
03:21:27.100931600,5,244736
03:21:28.621588040,63.5,222992
03:21:30.293407478,54.1,222228
03:21:31.936692053,55.6,222484
03:21:33.531855681,48.3,218036
03:21:35.283528767,56.2,220704
03:21:36.885214089,41.9,215956
03:21:38.583436000,33.9,214524
03:21:40.233491988,3.4,220072
03:21:41.724321820,5.4,220072
03:21:43.209186616,4.4,220180
03:21:44.695286980,4.8,220072
03:21:46.161411981,52.5,210360
03:21:47.683975609,55.5,210216
03:21:49.254433150,55.9,208280
03:21:50.828766715,41.8,204004
03:21:52.568169640,47.4,204620
03:21:54.200292086,47.2,203888
03:21:55.759078012,34.1,199676
03:21:57.416549114,44.1,203700
03:21:58.981956395,4,204076
03:22:00.475293704,5.1,203636
03:22:01.965809432,5.4,203704
03:22:03.449811093,4.4,203548
03:22:04.920349690,66.9,188848
03:22:06.662954766,73.6,148452
03:22:08.568069419,58.4,140532
03:22:10.523973392,69.1,141916
03:22:12.286575996,70.2,138396
03:22:14.684562058,75.1,137176
03:22:16.763226385,62.1,134420
03:22:18.562908119,50.2,137832
03:22:20.220652960,22,139676
03:22:21.816890882,10.7,140332
03:22:23.391662573,7.5,140084
03:22:24.923119503,8.7,139952
03:22:26.479622081,33,131680
03:22:28.102242654,38.7,130448
03:22:29.733622309,56.2,133980
03:22:31.299721019,50.2,134640
03:22:32.844926386,37.3,129940
03:22:34.516946174,44.9,129072
03:22:36.156156840,53.9,130952
03:22:37.738275841,49,132784
03:22:39.368252310,3.1,135040
03:22:40.876307785,5.1,135452
03:22:42.366399775,3.4,135328
03:22:43.909667310,3.3,135420
03:22:45.408577208,49.1,127856
03:22:46.938258342,63.2,126444
03:22:48.507797675,53.7,132308
03:22:50.117246148,47.1,129740
03:22:51.719512695,32.4,126008
03:22:53.358185672,34.5,125188
03:22:54.973783824,27.4,125000
03:22:56.619307419,42.5,122316
03:22:58.232576826,6.1,130152
03:22:59.790683109,4.4,130160
03:23:01.319829635,5.4,130176
03:23:02.858947205,6,130472
03:23:04.343172651,3.8,125624
03:23:05.881191081,53,121028
03:23:07.659837087,24.3,125924
03:23:09.328080296,46.9,121584
03:23:10.964285373,59.5,117180
03:23:12.807496063,58.5,113656
03:23:14.835237068,61.7,114564
03:23:16.517872842,69.1,107068
03:23:18.205157687,51.7,109616
03:23:19.791613864,16.4,107992
03:23:21.377343655,3.8,108420
03:23:22.878813415,6.5,107776
03:23:24.424280694,5.1,107908
03:23:25.935895698,30.6,99844
03:23:27.532263478,55.9,97260
03:23:29.116435101,55.4,99992
03:23:30.710622514,41,94680
03:23:32.429172490,50.2,95648
03:23:34.073525091,46.8,93588
03:23:35.646648489,51.4,89640
03:23:37.315375894,49.8,93828
03:23:38.863903652,2.1,94612
03:23:40.353923813,3.5,94612
03:23:41.836841412,4.8,94308
03:23:43.367734336,4.5,94364
03:23:44.950390341,55.2,91528
03:23:46.504509177,55,83504
03:23:48.114617388,44.7,81296
03:23:49.702054570,54.7,83872
03:23:51.217636424,53.8,80692
03:23:52.805818617,43.1,79400
03:23:54.406360561,53.5,83192
03:23:55.925624855,48.6,82928
03:23:57.474463770,2,81668
03:23:58.962958495,4.1,81420
03:24:00.501821143,5.6,81296
03:24:01.994230777,6,80924
03:24:03.532669435,49.5,72224
03:24:05.239464627,27,68808
03:24:06.841599398,48.3,68904
03:24:08.652363392,54.7,59760
03:24:10.383870779,57,53344
03:24:12.157984744,59.1,51060
03:24:13.887212828,59.8,49544
03:24:15.528135524,57,41536
03:24:17.368463126,57.7,37996
03:24:19.023641549,11,38520
03:24:20.488199191,7.9,38784
03:24:21.980093078,10.1,38716
03:24:23.522751656,6.1,38264
03:24:25.093092207,53.3,35120
03:24:26.652421046,55.6,35104
03:24:28.265093531,47.9,30884
03:24:29.990754034,63.2,36712
03:24:31.603690348,47.4,32296
03:24:33.272926134,54,32304
03:24:34.873675677,54.3,34136
03:24:36.465075800,13.5,37136
03:24:38.025150604,2,37296
03:24:39.521080358,3.1,37384
03:24:41.008015329,2.4,37260
03:24:42.491294464,22.6,29716
03:24:44.094951706,46.9,29048
03:24:45.649644445,57.2,30456
03:24:47.200149944,41.6,41268
03:24:48.814285579,42.3,34344
03:24:50.510376262,49.8,34896
