horaEjecucion,cpu,mem_used
23:11:44.652955755,25.3,348404
23:11:46.354573275,1.4,347736
23:11:47.832609518,2.4,344784
23:11:49.311513377,2.9,344580
23:11:50.840990515,4.1,344608
23:11:52.325157195,40.2,327140
23:11:54.009108258,48.6,323548
23:11:55.676693167,44.1,321468
23:11:57.294932897,64.5,318068
23:11:58.852430621,47.6,321784
23:12:00.418290617,2.4,324028
23:12:01.921663354,2.4,323736
23:12:03.405652390,3.5,323824
23:12:04.866806540,1.7,323924
23:12:06.392042353,3.4,323800
23:12:07.887604403,2.4,321700
23:12:09.368162213,3.8,321344
23:12:10.899451378,1.3,321344
23:12:12.383604513,2.4,321096
23:12:13.911589400,3.1,315820
23:12:15.485135669,36.1,312576
23:12:17.062231626,39.2,307100
23:12:18.769150010,45.7,305296
23:12:20.353014409,41.9,305536
23:12:21.972832264,35.6,310588
23:12:23.534211740,3.8,310828
23:12:25.063303035,1.3,310564
23:12:26.528018421,1,310588
23:12:28.008251097,3.2,307852
23:12:29.534910779,3.7,306868
23:12:31.024968754,3,306744
23:12:32.560164991,3.7,306828
23:12:34.051242782,3.5,306992
23:12:35.597245877,2.1,307024
23:12:37.078261185,54.4,289024
23:12:38.871779994,40.9,254112
23:12:40.750818258,61.6,243688
23:12:42.581912523,78.5,244108
23:12:44.868031330,64.3,239632
23:12:46.788996050,58.7,240072
23:12:48.396361926,47.8,240976
23:12:50.031359421,5.5,241196
23:12:51.533366176,6.5,241568
23:12:53.021672946,5.5,241616
23:12:54.512006649,8.2,241576
23:12:56.050561000,2.7,241452
23:12:57.601423284,3.1,240428
23:12:59.102409168,2.7,240264
23:13:00.721921877,2.4,240428
23:13:02.290863867,16,233280
23:13:03.855906355,32.5,231352
23:13:05.522512042,51.1,234124
23:13:07.101709448,50.2,233712
23:13:08.659513099,37.1,229748
23:13:10.296903685,23.9,236012
23:13:11.800462683,3.4,236632
23:13:13.310111409,1,236624
23:13:14.792502910,1.7,236788
23:13:16.266551905,2.4,236632
23:13:17.754665125,2.8,235048
23:13:19.244928505,2.4,234724
23:13:20.712378028,3.1,235012
23:13:22.196379059,3.1,234880
23:13:23.647824656,1.7,234784
23:13:25.138785629,12.7,227608
23:13:26.684973273,37.7,225588
23:13:28.316140232,34.4,224008
23:13:29.908099232,55.9,230104
23:13:31.465049683,43.2,224252
23:13:33.172929299,22.3,231448
23:13:34.707478664,2.5,232076
23:13:36.191550890,2.7,232384
23:13:37.688054122,3.6,230672
23:13:39.176689893,3,230516
23:13:40.678995519,4.5,230440
23:13:42.228663734,2.7,230428
23:13:43.751521074,2.7,230672
23:13:45.220845191,2.7,230424
23:13:46.705782488,3.1,230476
23:13:48.202913081,58.4,220160
23:13:49.939749961,66.4,219316
23:13:51.888299646,49.3,218432
23:13:54.081009986,55.3,218908
23:13:55.916148208,52.7,212104
23:13:57.567357294,43,215364
23:13:59.070334761,13.3,216856
23:14:00.594936689,5.2,217060
23:14:02.094947104,3.9,217308
23:14:03.565492014,7.2,217016
23:14:05.065733280,7.6,217060
23:14:06.554798609,5.3,216624
23:14:08.018974352,2.4,215200
23:14:09.509627610,2.7,215156
23:14:10.991880231,4.1,215076
23:14:12.528956461,51.7,210416
23:14:14.105553022,49.4,212316
23:14:15.737513661,34.6,206712
23:14:17.509115463,56.2,203624
23:14:19.119383704,52,206688
23:14:20.721717193,2.7,209492
23:14:22.207029715,2.4,209628
23:14:23.689862619,2,209520
23:14:25.172996625,4.4,209380
23:14:26.645057399,1,209224
23:14:28.130815839,1,207520
23:14:29.664317500,1.7,207520
23:14:31.217697848,2.7,207116
23:14:32.780974315,1.3,207280
23:14:34.287395789,7.1,200208
23:14:35.846050780,40.7,198084
23:14:37.485557677,57.7,198696
23:14:39.026755303,48.3,199908
23:14:40.610151275,40.8,193672
23:14:42.308621427,30.6,199788
23:14:43.857060409,1,200088
23:14:45.420507418,2,200400
23:14:46.909542150,3.5,197904
23:14:48.399192044,2.8,197412
23:14:49.877989745,3.1,197392
23:14:51.362191184,3.1,197212
23:14:52.896961254,1.3,197232
23:14:54.385430559,1.4,197120
23:14:55.920544811,2.4,197044
23:14:57.421483098,61.1,185916
23:14:59.040232488,57.3,184024
23:15:00.742720498,49.7,175764
23:15:02.460772006,50.5,172120
23:15:04.170587510,58.7,168764
23:15:05.851722239,27.5,169420
23:15:07.413000418,6.2,167552
23:15:08.935288585,3.6,167476
23:15:10.428519987,2.5,167092
23:15:11.974435274,4.9,167028
23:15:13.494909200,3.9,167152
23:15:14.992354880,5.2,166764
23:15:16.478743366,4.8,166908
23:15:18.032257876,1.7,164536
23:15:19.515518940,9.4,157508
23:15:21.117506266,34.3,155000
23:15:22.758056906,42.3,152524
23:15:24.356650719,50,159252
23:15:25.935691014,42.7,151492
23:15:27.579461511,33.9,155376
23:15:29.081092972,2.8,155584
23:15:30.597941628,2.4,155756
23:15:32.081799362,4.1,155260
23:15:33.548589870,1,155376
23:15:35.034395318,1.7,155228
23:15:36.568584203,2.1,155260
23:15:38.061830994,4.4,152532
23:15:39.598853633,2.4,152508
23:15:41.122416220,1.7,152408
23:15:42.604646507,52,144772
23:15:44.114604674,54.4,143684
23:15:45.668719209,48,145136
23:15:47.255759994,39.7,137288
23:15:48.933036420,31.1,136100
23:15:50.508989289,16.7,142880
23:15:52.020391652,2.1,143004
23:15:53.509355504,1.4,143244
23:15:55.043587126,3.1,143360
23:15:56.590122829,2.8,143120
23:15:58.088164793,3.8,140648
23:15:59.573532276,3.4,140172
23:16:01.107668507,1.4,140028
23:16:02.595290525,2.4,139904
23:16:04.132036709,2.4,140152
23:16:05.618057130,62.2,129408
23:16:07.390672438,49.7,122172
23:16:09.237249177,57.9,118836
23:16:10.921921356,60,117856
23:16:12.631424033,56.4,106052
23:16:14.333952470,23.9,110712
23:16:15.938465196,5.9,111076
23:16:17.506719246,9.1,108068
23:16:18.972790253,3.2,107800
23:16:20.548547312,2.7,107676
23:16:22.068837423,2.7,107552
23:16:23.550703603,2.7,107304
23:16:25.082882957,2,107632
23:16:26.572613446,4.4,107056
23:16:28.080487318,1,86100
23:16:29.598691840,49.1,77560
23:16:31.232299636,37.8,76832
23:16:32.865793689,22.1,77420
23:16:34.433271297,39.6,77548
23:16:36.011135439,50.7,83164
23:16:37.551022419,6.5,82568
23:16:39.097869121,3.4,82616
23:16:40.619969815,3.1,82484
23:16:42.103690847,1,82608
23:16:43.587026105,1.4,82320
23:16:45.059838744,3.1,82228
23:16:46.542111046,2.8,82556
23:16:48.079358228,1.4,80872
23:16:49.574727373,1.7,80576
23:16:51.039530788,2.4,78924
23:16:52.546409385,45.1,71984
23:16:54.190106819,41.1,71700
23:16:55.760969388,54.5,76744
23:16:57.295085414,51.7,69540
23:16:58.957195201,30,75760
23:17:00.515364494,3.7,74352
23:17:02.004276773,1.7,74652
23:17:03.488352562,2.1,74696
23:17:04.955162525,4.1,74572
23:17:06.440258373,1.7,74780
23:17:07.923978187,1,72836
23:17:09.392007847,3.5,72704
23:17:10.880431041,3.1,72584
23:17:12.418379343,3.4,72944
23:17:13.903984743,29.1,63780
23:17:15.557147169,59.2,64812
23:17:17.532496396,49.7,61192
23:17:19.324952145,65.3,63228
23:17:21.103216956,58.5,59868
23:17:22.884252702,15.8,66844
23:17:24.425927748,4.9,68032
23:17:25.921435965,6.9,68300
23:17:27.412955084,9.6,66472
23:17:28.882478130,3.1,66596
23:17:30.375033140,3.5,66348
23:17:31.863189938,3.9,66364
23:17:33.350998982,2.4,66736
23:17:34.882158779,1.7,66488
23:17:36.377518485,2.4,66528
23:17:37.839343455,51.6,58412
23:17:39.406275966,49.8,59580
23:17:41.021649373,45.2,56076
23:17:42.730442442,53.2,60120
23:17:44.300158136,36.5,60548
23:17:45.914085832,2.7,63988
23:17:47.411036657,5.7,62460
23:17:48.875686283,1.7,62660
23:17:50.387305091,1.7,62320
23:17:51.919704411,3.7,62336
23:17:53.455516642,1.8,62212
23:17:54.935941964,2.4,62232
23:17:56.398798543,2.4,62188
23:17:57.881752459,3.7,60996
23:17:59.366695539,16.6,52440
23:18:00.923240017,51.5,52980
23:18:02.500806362,48.5,57476
23:18:04.042660894,35.9,52336
23:18:05.669286992,44.6,51416
23:18:07.275566438,36.8,57268
23:18:08.722996793,1.7,57656
23:18:10.219942050,2.1,57448
23:18:11.704680631,3.8,57584
23:18:13.186322661,2.4,57696
23:18:14.658687485,1.3,57564
23:18:16.195634510,2.8,57540
23:18:17.760158590,5.1,56052
23:18:19.292277305,2.8,55928
23:18:20.777235854,2.4,55836
23:18:22.244319721,58.4,47024
23:18:23.893213195,54.8,49744
23:18:25.588289606,57.9,48168
23:18:27.197449876,64.2,46992
23:18:28.876667021,54.3,42748
23:18:30.598232791,27.5,49736
23:18:32.141270930,5.2,50860
23:18:33.687588906,4.1,50948
23:18:35.199375636,6.2,50948
23:18:36.685813383,7.1,50576
23:18:38.163491785,6.9,49088
23:18:39.651756356,4.8,48932
23:18:41.136433129,1.7,48840
23:18:42.675417033,3.4,49136
23:18:44.197133753,3.1,49088
23:18:45.703856250,46.9,43780
23:18:47.387269470,31,39416
23:18:49.091941588,57.5,40988
23:18:51.067063055,61.4,44124
23:18:52.879703087,33.3,43616
23:18:54.468974418,31.9,45696
23:18:56.089543054,2.4,46024
23:18:57.582333692,3.6,44520
23:18:59.049990917,1,44520
23:19:00.547912430,2.8,44256
23:19:02.028674987,1,44164
23:19:03.511153635,2.8,44184
23:19:05.048779831,2.4,44536
23:19:06.554440083,3.4,44248
23:19:08.096276896,1.3,42800
23:19:09.578638734,29.8,34616
23:19:11.164806724,53.5,39524
23:19:12.708717343,41.1,35268
23:19:14.296734605,41.7,33864
23:19:15.955558483,47.2,34540
23:19:17.544322885,36.1,39240
23:19:19.023587718,2.1,39760
23:19:20.511103624,3.8,39712
23:19:21.994650585,1,39652
23:19:23.477724895,1.3,39852
23:19:24.944357745,2.7,39788
23:19:26.429935282,2,39744
23:19:27.917515784,2.7,38436
23:19:29.389623575,2.8,38132
23:19:30.872507742,5.9,38116
23:19:32.357495864,52,41352
23:19:34.135714843,53.8,39576
23:19:35.900882042,47.7,39796
23:19:37.612100549,71.6,36432
23:19:39.575120663,73,36120
23:19:41.732995887,59.5,40276
23:19:43.381935786,6.7,42676
23:19:44.907298030,6.7,43744
23:19:46.395038720,5.5,43688
23:19:47.881695926,3.8,42132
23:19:49.430501182,3.2,41784
23:19:50.928547786,2.9,42040
23:19:52.415118959,2.7,41784
23:19:53.883468937,1.7,41784
23:19:55.367581735,4.1,41816
23:19:56.902386211,2.8,35780
23:19:58.440812554,27.5,32040
23:20:00.104884784,41.9,40960
23:20:01.707327820,50.7,40644
23:20:03.256086745,51,40348
23:20:04.801786880,50.6,46856
23:20:06.327540824,2.4,47696
23:20:07.800119145,1.4,46464
23:20:09.281532963,1.4,45844
23:20:10.814368978,2.7,46224
23:20:12.337730283,2.4,46108
23:20:13.817892393,1.7,45952
23:20:15.281530542,5.1,46292
23:20:16.763859942,3.7,45984
23:20:18.267066731,1.4,44372
23:20:19.730104472,2.1,40772
23:20:21.244610920,38.4,36280
23:20:22.878619160,32.8,35648
23:20:24.459609380,53,41344
23:20:26.003168355,40.2,38660
23:20:27.576053759,42.4,36808
23:20:29.187376449,4.1,41016
23:20:30.676856786,1.7,41524
23:20:32.207567630,2.7,41624
23:20:33.727452415,3.7,41260
23:20:35.210037361,1.7,41152
23:20:36.699940881,2,41136
23:20:38.175901319,1.7,39532
23:20:39.661423086,3.1,39252
23:20:41.188678901,2.4,39392
23:20:42.679193053,24.9,32364
23:20:44.293334404,54.7,35436
23:20:46.011403011,53.6,36948
23:20:47.607340982,63.9,37880
23:20:49.281760240,54.3,32860
23:20:51.053575523,44.9,36960
23:20:52.650796414,3.1,38964
23:20:54.220998061,3.4,39776
23:20:55.724682401,6.6,39916
23:20:57.212568871,8.5,37900
23:20:58.645823885,4.8,37580
23:21:00.150060989,7,37808
23:21:01.636112470,3.5,37248
23:21:03.193693488,2.1,37448
23:21:04.690132392,3.4,37700
23:21:06.173827010,57.6,37816
23:21:07.740355769,40.2,34272
23:21:09.397323022,42.3,32960
23:21:10.976419301,50.8,33812
23:21:12.554679387,54.6,33984
23:21:14.088025436,2.1,39076
23:21:15.571886315,2.7,39140
23:21:17.054510898,5.8,37580
23:21:18.518878763,1.7,37192
23:21:20.000777882,4.8,37248
23:21:21.484538925,2.8,37108
23:21:22.954770528,2.8,37124
23:21:24.435254032,3.1,36984
23:21:25.969416968,2.4,37000
23:21:27.463644602,4.9,34712
23:21:28.995812182,47.2,42724
23:21:30.532153086,50.3,36636
23:21:32.104985868,37.9,35104
23:21:33.731883654,39.4,34712
23:21:35.303812952,54.3,39672
23:21:36.865984154,2.1,40284
23:21:38.379109768,5.5,40268
23:21:39.863824891,2,39872
23:21:41.347748038,1,40052
23:21:42.820392105,2,40240
23:21:44.301359118,2.1,40032
23:21:45.831969430,2.4,39820
23:21:47.325951566,6.3,38376
23:21:48.808108216,3.1,38476
23:21:50.280012084,3.1,35256
23:21:51.846664852,61,38708
23:21:53.941259208,63.6,38056
23:21:55.553312582,59.5,40580
23:21:57.229883849,49.8,36244
23:21:58.881249772,56.6,35108
23:22:00.668251826,25,38332
23:22:02.118438215,5.6,36504
23:22:03.660968824,4.1,36388
23:22:05.166823028,3.2,36112
23:22:06.654729367,1.8,36264
23:22:08.123295970,2.8,35140
23:22:09.605004309,2.4,34768
23:22:11.087177960,2.4,34308
23:22:12.559042527,2.8,34528
23:22:14.048447358,30,35056
23:22:15.611444745,46.6,35536
23:22:17.104920506,58,34696
23:22:18.646107957,46.8,43036
23:22:20.178775485,37.9,37580
23:22:21.801321461,41.6,37464
23:22:23.394191949,3.5,42828
23:22:24.869323237,4.4,42896
23:22:26.356343451,1,43260
23:22:27.838952793,3.1,41540
23:22:29.306450825,2.4,41572
23:22:30.792820159,3.8,41316
23:22:32.281391364,1.3,41284
23:22:33.825072364,2.7,41448
23:22:35.317862778,2.7,41548
23:22:36.852908232,42.6,32652
23:22:38.426304465,48.4,34084
23:22:39.971236196,52.1,37516
23:22:41.512213356,43.6,39512
23:22:43.098420964,35.5,33276
23:22:44.747350795,41.4,31388
23:22:46.299146679,1.7,44556
23:22:47.804601079,2.7,43308
23:22:49.265778103,4.1,42984
23:22:50.751942247,2.4,43224
23:22:52.240415708,3,43176
23:22:53.717531494,2.4,42796
23:22:55.202532519,4.4,42984
23:22:56.682820955,2.8,42836
23:22:58.155343788,1.3,41448
23:22:59.637017482,36.1,34164
23:23:01.213268832,65.8,46592
23:23:02.812059703,54.8,43320
23:23:04.553498201,42.8,42716
23:23:06.219343264,65.6,46056
23:23:07.883563958,34.4,43936
23:23:09.618333624,7.1,47268
23:23:11.166882038,6.4,47404
23:23:12.672797966,5.5,47332
23:23:14.156243386,4.9,47636
23:23:15.651401222,3.2,47620
23:23:17.194530384,6.5,46140
23:23:18.688977807,2.8,45792
23:23:20.221918563,1.4,45420
23:23:21.710825066,3.1,45668
23:23:23.246579878,11.3,75056
