horaEjecucion,cpu,mem_used
01:29:52.315226033,58.6,771664
01:29:54.102112649,42.7,736416
01:29:55.539643100,34.1,709912
01:29:56.974006559,28.7,672436
01:29:58.506981460,51.6,640072
01:29:59.984304804,64.2,594784
01:30:01.571858913,65.4,471680
01:30:03.259955179,88.6,464380
01:30:05.079476704,82.7,491016
01:30:06.854500065,79.1,469908
01:30:08.659531343,61.7,460712
01:30:10.291532303,62,453220
01:30:11.963652076,38.3,453456
01:30:13.440729958,28.9,445784
01:30:14.876008495,12.4,440032
01:30:16.309509664,33.9,434164
01:30:17.761139479,97.5,421264
01:30:19.320847170,81.7,355104
01:30:20.811713941,1,342664
01:30:22.336790255,2.4,342640
01:30:23.889033936,26.8,333316
01:30:25.546463755,42.2,331500
01:30:27.061388114,55.9,321976
01:30:28.656473111,59,320116
01:30:30.224983779,47.1,316864
01:30:31.878607696,48.5,315816
01:30:33.541249670,54.6,318508
01:30:35.113761382,2.8,320720
01:30:36.680099153,5.6,319280
01:30:38.162661288,2,318832
01:30:39.692659620,3.1,318744
01:30:41.190936011,3.5,318460
01:30:42.723156430,3.5,318148
01:30:44.239484712,1.7,317840
01:30:45.717294394,3.4,318212
01:30:47.240439044,64.1,295356
01:30:48.981497159,70.3,258304
01:30:50.733436701,68,255748
01:30:52.458226139,57.3,254480
01:30:54.302553163,54.9,251428
01:30:56.096577217,51.3,253844
01:30:57.799500750,58,253772
01:30:59.428275898,13.2,254884
01:31:01.177653157,5.2,254796
01:31:02.684576296,8.1,254884
01:31:04.184053679,7.6,255256
01:31:05.668848704,7.7,254936
01:31:07.135664889,9,253412
01:31:08.631069267,3.4,253788
01:31:10.116957647,2.4,253644
01:31:11.696236821,44.5,245532
01:31:13.365449947,50,245032
01:31:14.967984876,52.7,247284
01:31:16.601830426,50.7,241380
01:31:18.326217164,55,244200
01:31:19.920311319,51.2,247024
01:31:21.437403409,3.5,248656
01:31:22.955914297,3.4,248036
01:31:24.439592588,2.4,248352
01:31:25.923884373,1.4,248324
01:31:27.430944041,1.4,247384
01:31:28.966574352,4.4,247416
01:31:30.474651531,4.1,247168
01:31:31.941679238,2.4,247344
01:31:33.450269351,55.8,242772
01:31:35.150529455,45.2,246708
01:31:36.739942317,51.2,238504
01:31:38.421956357,46.8,239404
01:31:40.030987090,52.6,240656
01:31:41.666161461,51,243712
01:31:43.242663128,7.4,244940
01:31:44.771109237,2.7,245124
01:31:46.246244311,6.7,244388
01:31:47.742882176,3.8,243984
01:31:49.225600120,3.8,244072
01:31:50.696423490,2.8,243924
01:31:52.186297797,2.4,243768
01:31:53.671204450,2.8,243804
01:31:55.205046675,61.4,237556
01:31:56.939812476,62.9,233380
01:31:58.671365195,46,230124
01:32:00.691795888,62.9,229968
01:32:03.072402019,60.2,230624
01:32:04.790857031,64.3,227860
01:32:06.589806985,64.5,219004
01:32:08.254531497,26.9,221040
01:32:09.815534991,5.9,220924
01:32:11.328369118,5.5,220684
01:32:12.818912353,4.5,220784
01:32:14.364437260,4.1,220536
01:32:15.862005818,7.2,220784
01:32:17.350551391,6.2,219080
01:32:18.824702461,2.7,219132
01:32:20.306626963,41.6,210364
01:32:21.844420474,54.3,213456
01:32:23.414197313,37.9,211052
01:32:25.058403160,45.8,207116
01:32:26.734992700,57.5,205260
01:32:28.325145334,45.8,203492
01:32:29.918123995,25.3,208456
01:32:31.502977008,1,208336
01:32:33.000460204,2.1,208632
01:32:34.534916010,3.1,208508
01:32:36.032818179,3.8,207300
01:32:37.568822897,1.7,206756
01:32:39.087548917,1.7,206632
01:32:40.573256738,3.5,206152
01:32:42.057012397,10.6,199704
01:32:43.592653353,44.7,197356
01:32:45.294656551,52.2,202380
01:32:46.824558408,53.2,192884
01:32:48.490215009,42,191040
01:32:50.109282328,56,194172
01:32:51.685953194,36.1,195312
01:32:53.271585763,1.3,196220
01:32:54.766968950,1.7,196196
01:32:56.229624244,5.9,193724
01:32:57.726273739,3.5,193188
01:32:59.388380805,2.8,193180
01:33:00.945604234,3.4,192980
01:33:02.534034129,1.4,192776
01:33:04.032165470,8.7,187016
01:33:05.692617226,41.3,180644
01:33:07.419933169,53,172724
01:33:09.102629133,37.8,175720
01:33:10.668615828,61.8,168256
01:33:12.324631516,37.3,160396
01:33:14.006989076,53.2,157976
01:33:15.688343427,59.5,157116
01:33:17.321857043,5.2,154976
01:33:18.801672006,8.5,154668
01:33:20.292044857,8,154480
01:33:21.781135853,4.3,154412
01:33:23.270970184,2.4,154200
01:33:24.749296546,3.8,154132
01:33:26.232893705,5.8,151668
01:33:27.721779943,53.1,143556
01:33:29.234707291,55.6,145900
01:33:30.829639069,44,141620
01:33:32.447187699,47.7,139228
01:33:34.083065457,52.3,141068
01:33:35.684554292,44.3,136260
01:33:37.338630043,6.6,140912
01:33:38.869559638,3.4,141416
01:33:40.354847692,2,141168
01:33:41.856642179,2.4,140880
01:33:43.390267088,2.4,140920
01:33:44.938698654,2,141044
01:33:46.437938291,4.9,137696
01:33:47.920566094,1.4,137820
01:33:49.456013521,40.9,129608
01:33:51.091642368,34.8,127656
01:33:52.699295675,47,127880
01:33:54.265128242,54.6,128560
01:33:55.824996074,42.1,131600
01:33:57.348509526,46.7,121512
01:33:59.003876277,46.7,124372
01:34:00.541030728,2.4,126400
