horaEjecucion,cpu,mem_used
21:49:33.669470359,31.2,307384
21:49:35.144964199,4,307464
21:49:36.640186228,11.2,306144
21:49:38.113714194,4.7,305912
21:49:39.580113965,1,305772
21:49:41.059267584,25.5,292380
21:49:42.631794094,46.1,291692
21:49:44.116519458,6.8,292436
21:49:45.610753476,3.5,292496
21:49:47.136875417,2.1,290576
21:49:48.619163503,4.8,290320
21:49:50.102191692,3.7,290188
21:49:51.632927363,3.4,290240
21:49:53.192437900,3.4,289932
21:49:54.700318212,4.5,289552
21:49:56.227763381,7.3,288560
21:49:57.728587844,3.4,288188
21:49:59.217328927,2.7,288180
21:50:00.694785273,5.4,288180
21:50:02.160403029,49.4,279228
21:50:03.694061975,37.4,285568
21:50:05.133687512,3.7,285700
21:50:06.659317540,5.2,283344
21:50:08.158981597,4.1,283088
21:50:09.637132944,3.7,282768
21:50:11.163461512,4,282972
21:50:12.649689125,4.8,282856
21:50:14.125275695,4.4,282360
21:50:15.653898214,1,282468
21:50:17.140885929,2,279988
21:50:18.671142608,5.4,279668
21:50:20.220033887,1.7,279624
21:50:21.722963926,4.1,279420
21:50:23.198784667,63.1,264928
21:50:24.879838606,52.1,233652
21:50:26.485357590,20.4,228008
21:50:28.267600012,4.3,226680
21:50:29.797479928,4.1,226624
21:50:31.281538082,7.4,226296
21:50:32.819053953,7.7,226560
21:50:34.339433708,2.7,226196
21:50:35.821391457,2.7,226244
21:50:37.281770507,6.5,225552
21:50:38.772354936,6.8,225412
21:50:40.257018925,4.1,225412
21:50:41.789756959,2.4,225124
21:50:43.284611891,4.1,225132
21:50:44.747831869,48.9,216424
21:50:46.274648788,36,222652
21:50:47.791100860,2.7,222788
21:50:49.283451848,4.1,223632
21:50:50.775921691,6.1,223664
21:50:52.259377984,5.7,223376
21:50:53.720827089,5.4,223260
21:50:55.256779125,4.1,223192
21:50:56.750080582,6.8,221740
21:50:58.233856303,5.4,221712
21:50:59.765006854,4,221820
21:51:01.271909290,7.1,221580
21:51:02.754544863,4.5,221656
21:51:04.288726964,2.4,221580
21:51:05.789813024,56,214888
21:51:07.365761389,12.9,218916
21:51:08.897742253,2.7,219188
21:51:10.436699856,4,219272
21:51:11.945168957,5.1,219180
21:51:13.408651968,6.1,218892
21:51:14.896116274,3.8,218820
21:51:16.427459541,4.4,217292
21:51:17.917703470,4.4,217180
21:51:19.452500003,3.1,217304
21:51:20.940322227,3.1,217172
21:51:22.477258022,2.4,217512
21:51:23.972273234,7.2,217032
21:51:25.510518035,4.4,214136
21:51:27.080268627,57.4,207944
21:51:28.917201661,21.8,213412
21:51:30.416000088,1.7,213508
21:51:31.931499322,5.5,213472
21:51:33.395317914,4.7,213332
21:51:34.884538679,4.2,213168
21:51:36.366590521,8.5,212668
21:51:37.833567173,4.5,212232
21:51:39.317875203,3.1,212124
21:51:40.808750130,6.7,212144
21:51:42.278352969,4.8,212372
21:51:43.768749567,5.5,212144
21:51:45.256877894,2.8,212100
21:51:46.725374230,18.3,202452
21:51:48.277767570,43.3,209012
21:51:49.866782561,3.4,209780
21:51:51.370760661,5.1,209936
21:51:52.860036746,5.5,209656
21:51:54.343701244,5.7,209484
21:51:55.886225467,3.4,208340
21:51:57.412546277,4.1,207772
21:51:58.897851811,5.8,207736
21:52:00.381021939,4.4,207736
21:52:01.914941621,3.4,207688
21:52:03.426051984,3.8,207580
21:52:04.962623114,2.8,207496
21:52:06.459251098,6.5,205848
21:52:07.925646517,43.5,196844
21:52:09.502952301,29.7,204792
21:52:11.001658090,1.4,205208
21:52:12.511004872,4.8,205004
21:52:13.977475813,5.2,205052
21:52:15.462189118,4.8,204856
21:52:16.946259353,4.1,203012
21:52:18.487036823,4.4,203360
21:52:20.014619200,5.5,203448
21:52:21.496513197,4.1,203760
21:52:23.039846126,2.7,203372
21:52:24.589648505,4,202912
21:52:26.090273510,7.8,201496
21:52:27.587483480,4.4,201280
21:52:29.067886133,69.2,192664
21:52:30.720283191,26.7,197564
21:52:32.295688369,9.7,197724
21:52:33.807834835,4.2,197764
21:52:35.280273309,2.4,197904
21:52:36.763447359,6.7,195896
21:52:38.301986567,2.8,195712
21:52:39.805604689,3.1,195452
21:52:41.336041540,1.7,195520
21:52:42.904656860,2,195604
21:52:44.409727737,4.5,195628
21:52:45.876891866,2.7,193644
21:52:47.357485619,4.1,192644
21:52:48.854414037,3.1,191408
21:52:50.375884840,53.3,191100
21:52:51.933968077,5.1,191612
21:52:53.456129139,4.4,191876
21:52:54.949895855,4.1,191588
21:52:56.435455735,6,189396
21:52:57.899238947,3.4,189008
21:52:59.468825206,3.4,189476
21:53:00.975366031,4.4,189396
21:53:02.443750733,5.1,189180
21:53:03.980226108,3.4,189148
21:53:05.542243342,3.4,189056
21:53:07.042505762,5.3,186568
21:53:08.578589786,4.4,186452
21:53:10.083728069,7,184140
21:53:11.632811200,43.7,180148
21:53:13.257475697,3.4,184428
21:53:14.757984577,4.5,184296
21:53:16.239171881,7.8,182180
21:53:17.730289608,4.4,181940
21:53:19.206710841,4.7,181824
21:53:20.690282094,4.1,181792
21:53:22.229464130,2.1,182000
21:53:23.753667225,3.7,181692
21:53:25.250985447,4.1,181696
21:53:26.738205956,6,179300
21:53:28.224198398,1,179216
21:53:29.790553955,1.7,178968
21:53:31.310954780,20.7,171304
21:53:32.974700613,49.3,175492
21:53:34.555488241,18.7,174844
21:53:36.126087271,8.3,172496
21:53:37.594508340,4.4,171984
21:53:39.087031797,2.4,172060
21:53:40.571193419,5.1,171876
21:53:42.055419729,4.1,171652
21:53:43.592893708,4.1,171676
21:53:45.092873903,6.1,171248
21:53:46.629619605,5.2,169228
21:53:48.123386342,3.1,168900
21:53:49.587840871,3.1,168700
21:53:51.071741300,4.5,168036
21:53:52.595445086,6.6,168092
21:53:54.091129836,56.6,165496
21:53:55.698553285,11,166176
21:53:57.241045370,5.5,163828
21:53:58.722958520,4.2,163616
21:54:00.178718614,2.1,163588
21:54:01.665306118,3.1,163564
21:54:03.149539831,3.5,163340
21:54:04.615766597,2.4,162920
21:54:06.098788546,5.5,160720
21:54:07.585142407,3.8,159868
21:54:09.053494112,4.8,159920
21:54:10.535194246,3.4,159868
21:54:12.073270263,3.7,159860
21:54:13.593543396,4.5,159496
21:54:15.115600583,53.8,151616
21:54:16.750330162,11.8,154892
21:54:18.229885829,3.1,154892
21:54:19.713005959,3.7,154844
21:54:21.195001668,5.1,154512
21:54:22.730553014,1.7,154512
21:54:24.231762071,4.1,153900
21:54:25.766633213,3.1,153940
21:54:27.266194936,4.5,151172
21:54:28.726567050,3.8,150976
21:54:30.209665152,5.4,150924
21:54:31.694424706,4.1,150784
21:54:33.231708807,4.1,150676
21:54:34.819234759,3.4,150660
21:54:36.330143255,59.9,139568
21:54:37.978046323,38.6,140920
21:54:39.492211263,4.1,141264
21:54:41.058531951,4.4,140624
21:54:42.569174200,2.1,140852
21:54:44.044164792,3.8,140800
21:54:45.524971921,3.4,140308
21:54:47.076659606,3,137784
21:54:48.566165601,3.8,137340
21:54:50.053768064,4.4,137504
21:54:51.523421184,4.8,137440
21:54:53.008089338,2.8,137052
21:54:54.495871229,3.1,136332
21:54:56.032111541,4.4,133752
21:54:57.635622999,52.6,127096
21:54:59.251508619,4.4,131536
21:55:00.796661703,1.7,131468
21:55:02.285605518,4.7,131256
21:55:03.769881803,6.1,130856
21:55:05.303580463,6.4,130772
21:55:06.841088220,3.4,128480
21:55:08.327125852,3.1,128084
21:55:09.794955809,4.8,128060
21:55:11.278167309,4.8,127820
21:55:12.825075754,3.1,127572
21:55:14.338847530,4.1,127448
21:55:15.823319963,4.1,127200
21:55:17.335252634,6.8,118424
21:55:18.866171467,37.1,119220
21:55:20.514515329,2.1,121956
21:55:22.080106555,4.8,122080
21:55:23.606501452,6.1,121808
21:55:25.091468678,2.4,121700
21:55:26.629206805,4.4,119072
21:55:28.119290882,3.1,118584
21:55:29.584577211,3.8,118484
21:55:31.068231267,5.1,118280
21:55:32.550397935,3.8,118360
21:55:34.089984858,3.5,117832
21:55:35.607117718,3.8,117800
21:55:37.066929178,2.4,115128
21:55:38.551448650,26.7,105528
21:55:40.175347006,59.6,106320
21:55:41.819871466,6.7,107376
21:55:43.300858142,6.2,107220
21:55:44.793561743,5.1,106748
21:55:46.277860437,8.7,104516
21:55:47.709176563,8,103824
21:55:49.213772507,3.1,103960
21:55:50.748611071,2.4,103836
21:55:52.249882708,4.1,103812
21:55:53.714124933,5.5,103368
21:55:55.203580272,2.7,103200
21:55:56.684924242,6.2,100696
21:55:58.230469321,3.7,100488
21:55:59.726512391,40.5,91180
21:56:01.283077003,35.5,97924
21:56:02.810720084,2.7,98048
21:56:04.312147557,5.8,97800
21:56:05.797505052,4,97916
21:56:07.282717289,3.8,95024
21:56:08.752395431,2.4,94636
21:56:10.236369132,3.1,94760
21:56:11.717998678,3,94660
21:56:13.188659889,2.7,94164
21:56:14.676576178,4.8,93704
21:56:16.165332879,7.5,91180
21:56:17.630510211,3.7,90676
21:56:19.117786347,3.1,90752
21:56:20.600980159,43.4,81652
21:56:22.203843209,31.4,89032
21:56:23.702138931,3.1,89064
21:56:25.195756498,4.7,89196
21:56:26.733545944,3.4,86204
21:56:28.301997957,3.4,85652
21:56:29.793867252,3.8,85668
21:56:31.254946846,2.1,85360
21:56:32.786207990,4.5,85228
21:56:34.372507787,3.5,84888
21:56:35.891250761,3.1,82904
21:56:37.375035564,3.5,82236
21:56:38.908026442,3.4,82292
21:56:40.399435221,5.9,81920
21:56:41.879837072,65.7,69896
21:56:43.562461218,40.1,72936
21:56:45.097037975,3.8,73288
21:56:46.679349304,8.1,70420
21:56:48.208124110,4.1,70288
21:56:49.695036506,5.1,70016
21:56:51.225749169,2.1,70188
21:56:52.721220536,3.7,70040
21:56:54.186588554,4.1,69320
21:56:55.668771702,3.8,69428
21:56:57.147974760,3.4,66648
21:56:58.619663218,3.8,66220
21:57:00.101558400,4.1,66160
21:57:01.639681292,2.4,65792
21:57:03.147335418,31.5,57200
21:57:04.728658006,40.9,63880
21:57:06.244947093,5.4,61464
21:57:07.748952279,1.7,61144
21:57:09.215735450,4.8,60968
21:57:10.698284590,3.1,60932
21:57:12.233400206,2.4,61092
21:57:13.725448105,4.7,60532
21:57:15.186120837,3.4,60216
21:57:16.675131198,6.6,57940
21:57:18.137881942,3.4,57760
21:57:19.703441950,2.7,57332
21:57:21.291186440,4.1,57272
