horaEjecucion,cpu,mem_used
22:02:13.700114409,24.4,319516
22:02:15.414373376,4.5,319352
22:02:16.992560779,2.4,319080
22:02:18.490409696,1.7,319112
22:02:20.013585424,1,316692
22:02:21.509661277,46.1,302804
22:02:23.047558188,53,300056
22:02:24.670307524,43.2,301812
22:02:26.250932833,3,302532
22:02:27.745567548,5.1,302508
22:02:29.205685389,3.6,300060
22:02:30.646714829,3.5,299688
22:02:32.129094131,2.8,299688
22:02:33.603893520,3.8,299564
22:02:35.132328133,1.7,299440
22:02:36.618726740,1.1,299440
22:02:38.144995165,3.1,299316
22:02:39.671160726,7.6,296332
22:02:41.150593116,0.7,296276
22:02:42.683826353,3.4,289108
22:02:44.287896246,50.9,285156
22:02:45.932336891,56,288736
22:02:47.473135250,4.1,291900
22:02:48.948041203,2.4,290536
22:02:50.435174288,1.3,290044
22:02:51.960803135,1.8,289732
22:02:53.535095456,2.7,289392
22:02:55.084854192,1.7,289588
22:02:56.589218397,2.4,289464
22:02:58.111409968,3.7,289092
22:02:59.611286381,7.8,286744
22:03:01.096250780,2.1,286488
22:03:02.625130967,2,286132
22:03:04.155381929,1.4,281636
22:03:05.758369485,65,261332
22:03:07.504615448,63,228844
22:03:09.286428228,66.4,226692
22:03:11.084590516,13.3,227304
22:03:12.553803686,6.3,227104
22:03:14.126897266,2.8,226608
22:03:15.633076256,2.4,226856
22:03:17.118682580,2.4,227060
22:03:18.602251102,2.8,226700
22:03:20.142588999,2.4,225864
22:03:21.644211188,1.3,225864
22:03:23.108681360,1.1,225820
22:03:24.590193224,3.1,225504
22:03:26.073023469,3.1,225700
22:03:27.543199240,44.5,217436
22:03:29.160132829,54.2,216920
22:03:30.703860191,58.8,216240
22:03:32.328534579,3.5,221768
22:03:33.833917221,3.1,221916
22:03:35.306213035,3.1,222040
22:03:36.794509193,1,221992
22:03:38.335044279,2.4,221884
22:03:39.826703234,3.9,220644
22:03:41.309336554,2.1,220648
22:03:42.872127372,1.7,220304
22:03:44.360698113,4.1,220180
22:03:45.896601919,2,220256
22:03:47.386498383,2.1,220164
22:03:48.876453806,1.4,220296
22:03:50.374937106,50.9,212068
22:03:52.089780459,39.6,210020
22:03:53.772706353,10.5,217672
22:03:55.312830193,2,217672
22:03:56.873061076,3.4,217840
22:03:58.375011497,3.4,217920
22:03:59.913058003,1,216336
22:04:01.410683913,2.8,215988
22:04:02.945581631,2.4,216096
22:04:04.437266475,4.4,215812
22:04:05.900820718,2.8,216044
22:04:07.391957075,1.7,215936
22:04:08.874834823,2.2,215912
22:04:10.409508846,5.1,214940
22:04:11.952307467,69.8,205744
22:04:13.655243272,51.4,205264
22:04:15.387125508,52.6,210204
22:04:16.997493404,10.7,211096
22:04:18.568192262,4.8,211148
22:04:20.085701521,5.9,209004
22:04:21.634082201,2.7,208756
22:04:23.138011521,3.5,208436
22:04:24.621514061,3.4,208864
22:04:26.156408500,1.4,208880
22:04:27.645647212,4.5,208040
22:04:29.110110880,4.8,207220
22:04:30.599353133,3.8,206644
22:04:32.083337911,1.7,206360
22:04:33.618584277,55.6,199976
22:04:35.182350982,51.8,200212
22:04:36.768238002,33,204180
22:04:38.346581307,2.4,204460
22:04:39.882404702,4.5,202732
22:04:41.376823235,3.1,202608
22:04:42.913279961,1.7,202676
22:04:44.426393409,2.4,202856
22:04:45.909568400,2.4,202836
22:04:47.377455909,4.1,202608
22:04:48.865896292,3.4,202396
22:04:50.349569615,3.7,200328
22:04:51.822364602,2,200376
22:04:53.309147233,4.1,200228
22:04:54.842898504,32.1,191724
22:04:56.478942537,49.3,195684
22:04:58.097616232,54.4,195672
22:04:59.671743517,5,196944
22:05:01.136261511,2,196764
22:05:02.647831895,2.7,196608
22:05:04.124259210,1,196376
22:05:05.607339880,1.7,196436
22:05:07.097457967,2,196132
22:05:08.636313382,1.4,196276
22:05:10.136994650,1.7,193896
22:05:11.625147537,2.8,193608
22:05:13.095552537,1.7,193648
22:05:14.578327845,1.4,193812
22:05:16.064006421,4.5,193772
22:05:17.532162212,60,185864
22:05:19.620428556,55.6,178756
22:05:21.824762287,15.8,184408
22:05:23.371374231,6.6,184672
22:05:24.863743871,5.9,184104
22:05:26.360499585,5.8,184176
22:05:27.848731484,3.4,183912
22:05:29.325984995,5.6,181804
22:05:30.810276808,1.7,181616
22:05:32.295863824,1.3,181260
22:05:33.838143914,3.7,181244
22:05:35.331635945,3.8,180996
22:05:36.798840649,2.7,180904
22:05:38.286029950,4.2,180804
22:05:39.784212117,59,171740
22:05:41.435267804,37,175536
22:05:43.073701362,35.1,174856
22:05:44.634191995,2.7,175212
22:05:46.161494967,3,175384
22:05:47.644882515,2.7,174972
22:05:49.131555725,1.4,172656
22:05:50.610420950,2.7,172212
22:05:52.163467242,2.4,172152
22:05:53.672555350,3.7,172380
22:05:55.210351712,1.3,172036
22:05:56.706105246,1,171804
22:05:58.247255135,1.3,171848
22:05:59.744677047,6.2,168812
22:06:01.231231925,11.2,164192
22:06:02.767164442,34.8,160728
22:06:04.477803298,38.8,157616
22:06:06.040493141,3.8,165560
22:06:07.527558538,3.7,165980
22:06:09.031287505,2.4,163328
22:06:10.523036371,1,162988
22:06:11.998012345,2.1,162680
22:06:13.479697038,3.1,162600
22:06:14.963996355,2.1,162536
22:06:16.436644839,3.1,162476
22:06:17.973998862,2.4,162288
22:06:19.469613648,4,159492
22:06:20.925069139,1,159576
22:06:22.438406032,2,159500
22:06:23.914215232,63.8,150684
22:06:25.635625238,56.2,148872
22:06:27.286390931,56.1,146620
22:06:28.907196813,6.6,146972
22:06:30.420069178,4.2,144724
22:06:31.914723553,8.5,144540
22:06:33.391906497,3.1,144540
22:06:34.876952687,2,144244
22:06:36.366122973,2.4,144168
22:06:37.834574395,2.4,144092
22:06:39.327460237,5.5,140648
22:06:40.815102197,3,141012
22:06:42.353595591,1.7,140944
22:06:43.851891149,1.7,140508
22:06:45.398579194,29.6,132256
22:06:47.035486358,53,136268
22:06:48.624470148,40.4,136328
22:06:50.241112405,3.1,134712
22:06:51.728806084,1,134756
22:06:53.211770254,1,134556
22:06:54.685690975,3.1,134524
22:06:56.171824349,3.5,134432
22:06:57.653829357,3.5,134184
22:06:59.124289990,2.4,131952
22:07:00.624070386,2.7,131208
22:07:02.107706116,2.4,130836
