horaEjecucion,tiempo(segundos),dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,per_cpu
13:06:59.810379639,0.25,1601465,59900172,32924368,3859856,27813177,11930678,114409,2.100,5448757,1453102,2.93
13:07:02.309193868,0.25,109885,5485620,5124161,492147,25707289,11090632,92089,1.801,5112271,1360590,7.83
13:07:04.629669642,0.25,78368,4947006,5019982,487894,392151468,125067759,2572266,4.125,62362780,12578471,0.37
13:07:07.532931447,0.25,622696,19997561,9951498,1280170,42579509,17074992,201801,2.531,7974384,2064518,4.53
13:07:09.912673242,0.25,228764,8235933,5739820,656786,32139801,13247820,135665,2.202,6160047,1591719,7.06
13:07:12.366512059,0.25,148507,6041182,6039544,745542,29353021,12202614,114068,2.024,5636150,1482496,6.80
13:07:14.783923299,0.25,138432,6788251,7132043,793123,74860622,24736006,364503,3.170,11497791,3002237,7.62
13:07:17.135241982,0.25,122635,6079261,9548796,1377388,32690121,13483494,131087,2.090,6273052,1637805,5.74
13:07:19.560754821,0.25,289247,8451794,8777419,1152863,28538202,11854265,119942,2.173,5519707,1437143,6.76
13:07:21.947639209,0.25,153243,7003285,5837737,684496,34493735,13863942,147012,2.280,6447184,1673047,5.86
13:07:24.871382235,0.25,126312,6168489,6137020,744682,56167320,20449117,318011,3.318,9583146,2471209,8.15
13:07:27.656678261,0.25,3436132,84848905,48082088,9126596,146236198,46284671,625559,2.768,22598231,5549481,1.90
13:07:30.188297717,0.25,146201,6751149,6371397,736116,32471095,12878919,131004,2.181,6007615,1554098,3.43
13:07:32.514458846,0.25,190637,7538730,5766947,647251,30507620,12716514,121048,2.039,5936274,1537879,6.45
13:07:34.922432846,0.25,147827,6760964,5782249,663135,63784540,20159359,306269,3.242,9448174,2436376,6.86
13:07:37.295923380,0.25,117366,5681036,8782761,1256106,31795481,12835255,132431,2.207,5999933,1552409,7.20
13:07:39.758211181,0.25,226386,8239421,5989650,702350,33845541,13523884,140702,2.284,6160506,1622902,6.59
13:07:42.107867460,0.25,114746,5788887,6121147,738958,29355851,12805914,124268,2.094,5934699,1552985,6.68
13:07:44.633778761,0.25,134052,6253153,5584668,585234,28857757,12228010,105288,1.874,5619670,1476126,6.68
13:07:47.044367354,0.25,119649,5919054,6122170,713219,52542566,17192186,266558,3.263,8168033,2057273,0.36
13:07:50.304949318,0.25,457718,13976744,13260477,2019587,29410635,11929025,101346,1.845,5491793,1456374,2.91
13:07:52.847867521,0.25,355815,11331985,9127417,1412700,45757442,17331489,235432,2.878,8181053,2072730,2.60
13:07:55.421508804,0.25,133137,5942319,7681211,1100889,30022795,12939519,116408,1.952,5965012,1575657,6.29
13:07:57.782505138,0.25,346527,11011972,5540413,602708,36482906,15172064,152385,2.197,6934859,1834954,2.39
13:08:00.122495662,0.25,99473,5520509,7201630,827445,30343915,12616404,127092,2.145,5926207,1516454,7.10
13:08:02.501359233,0.25,134672,6735493,6237075,731302,27302176,11744066,99092,1.787,5544259,1413532,4.58
13:08:04.854630450,0.25,128963,5968700,5469965,559941,31237277,12897955,124322,2.076,5987331,1550737,8.26
13:08:07.279363795,0.25,122316,5931289,5531505,581794,55557053,18042588,279149,3.261,8560491,2177304,7.29
13:08:09.655990975,0.25,2378401,58297286,98312542,18255988,711336998,184706894,3591604,3.926,91471046,19579935,2.07
