horaEjecucion,dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,java,sleep,perf,mosquitto
13:22:46.682925614,2110374,86733095,5670875,581961,31410378,12938420,108081,1.818,5945378,1576507,23.91,6.54,0,4.67
13:22:48.988231678,95399,5816235,28935160,4517307,28249846,11989538,94835,1.682,5638568,1463812,28.86,8.23,0.33,4.27
13:22:51.322563228,389662,13248270,6329853,603393,395069886,121724339,2481412,4.094,60606680,11499820,22.33,0.51,7.64,0.35
13:22:54.038738265,318266,11468882,8228552,1109241,41989168,16476786,172267,2.246,7669687,2001706,71.04,2.51,0.08,1.70
13:22:56.348545557,200684,8569338,6879968,847675,33188858,13435958,124172,1.958,6340654,1627522,27.58,7.60,1.44,4.28
13:22:58.581325664,140900,6874350,7253032,933993,179928234,70409045,877528,2.844,30856914,8594361,33.55,5.49,0,4.61
13:23:00.799842871,141820,6737374,7004831,865794,92114177,27914621,395569,3.020,13099175,3431888,38.23,6.06,0,3.45
13:23:03.028851069,142030,6749567,10741502,1501782,34428562,13713055,120096,1.887,6365198,1669470,34.01,6.40,0.88,3.27
13:23:05.358974096,372809,11940198,6706870,799925,35788232,13779766,126288,1.966,6423594,1678739,34.46,7.23,0,4.52
13:23:07.673696520,130428,6653719,7179875,861775,39123964,14803255,151306,2.203,6868533,1802930,30.38,5.59,0.43,4.62
13:23:09.971342358,224512,8989149,7004947,842155,34852720,14064990,135182,2.053,6585109,1712705,29.18,6.07,0.73,3.59
13:23:13.372507295,502971,16219079,7006440,816599,34929525,13955109,120263,1.861,6462672,1697591,29.96,6.75,0,2.81
13:23:15.607380255,125277,6680624,7701368,858351,35470286,14123883,123002,1.882,6535261,1709786,37.17,4.69,0.66,3.60
13:23:17.885697122,122175,6389076,6420877,741068,35572643,13945841,125750,1.929,6517580,1706189,75.75,2.18,0.16,1.49
13:23:20.176885907,115492,6190154,6969353,776601,34231311,13460050,118042,1.881,6275183,1629025,65.75,3.18,0,1.55
13:23:22.689408268,123643,6451466,6230845,688796,34613419,13691064,119190,1.887,6316386,1662057,38.13,5.09,0,3.89
13:23:25.017372189,157692,8012604,6349345,735790,58242611,17937216,266707,3.120,8547441,2163106,38.52,6.04,0.83,3.43
13:23:27.259445010,131136,6477763,12778689,1930580,34433623,13669944,119478,1.882,6349068,1659018,28.49,6.56,0,4.55
13:23:29.502270795,339351,10571837,6406236,738479,33149991,13174330,112093,1.817,6169367,1595483,28.66,6.53,0,4.41
13:23:31.882580298,131183,6614599,20977247,3888388,879836437,201402701,3854681,3.902,98789333,21887274,57.88,2.42,0.16,1.70
13:23:34.715026233,124630,6325797,13620363,1903005,93481666,27715742,397245,3.030,13109503,3358046,58.52,2.98,0,1.54
13:23:37.468909938,116857,6151225,6041992,653104,32806652,12967830,107571,1.782,6036184,1579514,32.05,6.03,0.18,3.11
13:23:39.888276598,111218,6252460,5972879,638361,33760427,13681164,114149,1.810,6307614,1668961,25.05,7.45,0,3.74
13:23:42.161098749,118505,6475518,6747822,797609,33265700,13317981,128484,2.053,6257787,1615048,25.50,6.49,0,4.76
13:23:44.395643740,131142,6644747,6297680,698941,32721123,13413272,105687,1.711,6176045,1645864,62.82,3.78,0.32,2.22
13:23:46.621672365,133354,6818634,6417103,691559,37647658,15009871,123905,1.798,6891691,1835061,62.74,3.40,0.38,1.90
13:23:48.837471923,136531,6613838,19639256,2344267,33000356,13361680,112822,1.832,6159196,1626817,47.46,4.62,0.10,3.59
13:23:51.070876554,104804,6245107,6427891,704939,61041276,18703297,278458,3.147,8849012,2248459,27.16,6.91,0.44,4.09
13:23:53.610967166,2957238,76446529,7617474,925058,36169963,14476156,126411,1.908,6623699,1754393,23.34,6.49,0.25,4.79
13:23:55.993862436,125690,6509532,6741429,762839,31146555,13060730,112447,1.856,6059170,1586584,25.39,5.90,0.86,4.62
13:23:58.202600829,119432,6345418,6389135,711570,38334982,14895971,128176,1.872,6846978,1816272,29.76,7.08,0.59,3.82
13:24:00.461119975,115767,6227352,6211091,698259,33446469,13317294,109673,1.783,6152174,1628190,58.31,3.58,0.44,1.98
13:24:02.954099405,134955,6535474,6038085,688577,33170859,13459141,110545,1.783,6198725,1642241,26.94,6.61,1.00,3.48
13:24:05.291868379,116109,6332660,6275869,695213,55276977,19319328,296759,3.225,9201649,2320199,23.95,6.87,0,4.06
13:24:07.511932915,139068,7321797,9227908,1262214,33100754,13422988,110340,1.768,6239809,1635617,26.52,7.53,0.61,3.29
13:24:09.781925234,107004,6124440,8593686,1087240,36282282,14201639,128662,1.966,6544618,1719535,28.33,6.54,0.82,4.68
13:24:12.029632399,290351,9367360,6859253,763274,33466938,13415897,106738,1.717,6215808,1631791,10.89,0.47,11.37,0.27
13:24:14.659757942,123961,6901623,6324407,695807,35434229,14079691,121027,1.880,6439225,1711335,51.53,4.12,0.82,2.91
13:24:16.965024883,129946,6564854,6474639,762782,34122664,15053626,130539,1.897,6881099,1840753,30.76,6.55,0,4.69
13:24:19.686848477,104258,6190780,11448528,1647569,35120878,14502160,131942,1.983,6654470,1753230,28.96,5.92,0.70,3.69
13:24:21.957476156,276371,8870833,6659196,748978,35913250,13904898,118306,1.819,6503576,1692867,31.59,5.94,0.25,3.71
13:24:24.270747121,124993,6626349,6591704,748623,42881262,16377648,147484,1.954,7547174,2004826,28.83,6.94,0.76,3.75
13:24:26.468052598,121506,6677786,6452147,754369,36858333,15062154,123785,1.768,7000704,1844125,26.51,6.82,0.40,4.54
13:24:28.800141389,113211,6528259,20571230,2666235,33402752,13925522,123904,1.895,6537519,1682565,65.84,2.37,0,2.15
13:24:31.054142845,129037,6764108,6632725,743523,34161903,13663196,110159,1.723,6394440,1663965,23.42,7.61,2.18,3.16
13:24:33.337314890,1793355,46659298,103328638,18634607,845924662,185661300,3595701,3.968,90624675,20265342,33.51,5.23,0.23,3.37
13:24:35.981210626,278142,10752094,6303380,701040,50265882,18449651,214530,2.481,8648551,2232819,62.76,1.79,6.30,1.13
13:24:38.382845333,109324,6035388,6702680,711530,101549995,47400470,471454,2.369,19898949,5697105,23.73,7.15,0.45,4.45
13:24:40.734691684,158537,8113542,7094119,819093,32663353,13333277,105040,1.706,6157962,1622764,28.85,5.37,0.29,4.84
13:24:43.036635358,107995,6089730,6151760,649928,32392294,13455781,118137,1.875,6300311,1631943,54.38,3.79,0,2.69
13:24:45.338370646,112868,6313476,6138990,646405,39360019,15760440,130594,1.830,7137607,1944274,25.39,7.53,0,3.86
13:24:47.557480184,116901,6689919,6317581,692020,58678654,17818662,267248,3.160,8456480,2140855,25.64,5.64,0,3.74
13:24:49.766328938,122251,6602298,9149910,1082795,33132718,13770694,110588,1.742,6350125,1676083,23.37,6.37,0.67,5.64
13:24:51.997800396,121057,6701018,8960863,1265054,32128986,13290699,100178,1.615,6202201,1617019,31.06,6.05,0,3.98
13:24:54.579675124,124842,6954419,6493587,725507,31530701,13867903,125366,1.976,6345702,1680299,28.25,6.96,0,3.59
13:24:56.932040378,120774,6624389,6570395,740347,36781794,14433796,126859,1.875,6764346,1740136,27.29,6.57,0.43,3.85
13:24:59.236744453,418356,18653575,6490223,708378,35043290,14139124,119666,1.823,6562635,1718398,28.68,6.56,0.42,3.50
13:25:01.602039905,117990,6673765,6523541,730857,59820277,18801641,274511,3.095,8868669,2249671,26.33,5.95,0.34,3.43
13:25:03.881211811,120059,6775494,6580500,722052,30475987,13263400,99666,1.628,6120426,1619822,21.09,6.23,0.46,4.16
13:25:06.139825794,112790,6609891,8716092,1197175,31996332,13332794,99112,1.592,6225297,1620751,24.94,5.90,0,4.36
13:25:08.442949199,340355,11687851,6589085,718840,107652585,48342661,469065,2.301,20387869,5860462,26.54,6.23,0.54,4.34
13:25:10.787311573,108374,6384868,5995306,622378,33309389,13223375,107330,1.733,6191723,1606387,26.80,6.45,0.51,3.62
13:25:13.234023301,101173,6157697,56709185,10962543,833602863,204754499,3785134,3.725,101614463,21958012,29.18,6.94,0.17,1.84
13:25:15.867203095,103159,6154586,6123797,649351,62644422,19307567,271963,3.001,9062838,2342044,27.38,7.46,0.61,3.81
13:25:18.175882254,100336,6025021,8525163,1221398,32778071,13360564,100595,1.653,6084571,1631304,25.97,7.50,0.11,3.32
13:25:20.459867156,268407,8805800,6337806,702192,29978655,12830972,101968,1.710,5963110,1558907,23.41,7.89,0.39,3.89
13:25:22.705434846,116757,6331536,7248641,785997,32726837,13316728,111225,1.819,6115635,1623626,29.84,7.70,0,4.41
13:25:24.915330987,119405,6425740,6011057,616958,34671491,13447964,117968,1.876,6286934,1635064,29.06,6.76,0.60,4.31
13:25:27.146129424,99825,5997605,6252933,685005,34438976,13708503,114259,1.789,6388158,1659868,31.56,7.39,0.37,3.57
13:25:29.444240769,121979,6475933,6094766,635422,50213200,18420808,193435,2.337,8277484,2198666,52.46,4.79,0,3.22
13:25:31.781409582,100994,6190579,6135191,644702,34669446,13830920,116482,1.799,6475453,1668749,23.09,7.90,0,3.77
13:25:34.096437876,3951490,105329156,87495170,16801697,133554818,39155682,1046905,5.660,18496916,4844160,55.74,2.67,1.59,2.00
13:25:36.774828076,197674,9089372,6298975,688062,28835604,12995270,103155,1.737,5939550,1584268,21.22,7.00,0.27,4.19
13:25:39.046218037,367376,16751867,6959131,715053,36966029,14408016,129151,1.949,6625748,1761123,38.47,6.33,0.95,4.42
13:25:41.285440391,110560,6234124,6517610,738391,35671492,14056463,123341,1.887,6537897,1702929,31.72,7.11,0.86,4.18
13:25:43.580565290,125036,6684449,6756542,681267,35574144,14398000,116020,1.757,6601764,1757191,37.39,6.02,1.01,5.26
13:25:45.848766985,119344,6473990,6382420,725117,31953145,13000447,102012,1.688,6043195,1586481,22.98,7.30,0,4.71
13:25:48.094183163,109139,6262329,6214334,656062,62377095,19010086,265055,2.960,8955774,2287634,26.50,7.15,0,4.64
13:25:50.330634123,106480,6288408,7948060,1140055,33280154,13802087,112443,1.775,6335626,1686294,23.77,7.43,0.41,3.69
13:25:52.740649253,254333,8337904,6108307,640860,30175044,12706647,101568,1.713,5927882,1542164,6.79,0.35,7.91,0.26
13:25:55.414515202,119091,6584563,6480969,737088,32137993,13454943,98721,1.618,6100722,1660932,26.87,6.13,0.61,3.99
13:25:57.707245997,110610,6188593,6423890,718359,32396831,13703999,118375,1.861,6360376,1658755,56.34,3.83,0.17,2.40
13:25:59.912360284,209311,8869240,6579964,725461,35144707,14201304,119868,1.831,6546164,1730386,34.24,5.80,0.68,4.24
