horaEjecucion,tiempo(segundos),dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,per_cpu
12:35:02.660385883,0.25,1336042,49803834,51891637,5645037,29752062,12600290,91780,1.583,5797070,1547576,6.36
12:35:04.999711217,0.25,102371,5910239,5849745,597626,254494174,95722706,1395110,3.304,42229755,11654753,7.40
12:35:07.216976123,0.25,93126,5851405,6574859,674378,69277665,20938616,295961,3.007,9840990,2548598,0.32
12:35:09.859232982,0.25,565548,17117416,9693282,1379150,59072131,20240243,279956,2.875,9737399,2451105,6.18
12:35:12.097388119,0.25,249204,9274618,14251171,1905001,36527119,14674614,141905,2.080,6822174,1805715,6.97
12:35:14.324475311,0.25,131240,6574018,7388762,901363,38715407,15156372,136896,1.947,7031563,1848986,1.56
12:35:16.678169719,0.25,239541,9382382,6514408,794747,33980921,13641935,118479,1.848,6411812,1665586,2.89
12:35:18.965534525,0.25,158087,7249129,6788495,808340,32533807,13639587,131276,2.059,6374576,1651674,7.85
12:35:21.230676524,0.25,121029,6424571,6557046,771196,81165819,25531613,357110,2.995,11921942,3123969,5.19
12:35:23.753330342,0.25,136267,6757392,6455785,737759,33440775,13589793,118942,1.879,6331108,1657588,4.56
12:35:26.051768367,0.25,240516,8755119,6384469,740545,36447951,14468692,133352,1.973,6759038,1759047,6.82
12:35:28.300841220,0.25,2079093,52543279,99276090,18617146,582607176,132912191,2670861,4.150,64359737,14262652,4.30
12:35:30.805203500,0.25,137772,6636860,6269913,677516,38962436,14723714,140766,2.063,6822189,1784743,3.07
12:35:33.038269142,0.25,160474,7434864,6121568,690748,34373278,13664170,113213,1.781,6357290,1669707,6.38
12:35:35.273372218,0.25,125849,6384800,20779915,2563588,83531624,25435867,372194,3.102,11998780,3116839,3.79
12:35:37.492063876,0.25,133571,6503919,6218429,724292,31082159,13045634,96131,1.603,5995589,1609972,5.46
12:35:39.805760238,0.25,128762,6365794,6358667,722666,35021492,13791853,125121,1.952,6411378,1671223,5.83
12:35:42.037920692,0.25,283561,8818915,6218670,723025,41335341,15674889,146271,1.993,7338733,1910003,7.27
12:35:44.324626858,0.25,130297,6793464,6858049,827581,34843641,14107105,134983,2.052,6577519,1711807,2.50
12:35:46.508688848,0.25,220067,8692166,6440332,720020,37819713,14260241,141624,2.123,6670686,1721267,5.32
12:35:48.895339795,0.25,4347797,100005825,65142182,11860816,193543112,57748583,765413,2.774,27592105,7313268,3.05
12:35:51.376677006,0.25,455117,15027264,6813291,796771,79148010,25410920,412973,3.425,12056507,3056130,3.09
12:35:53.967509027,0.25,137493,6665245,6915350,806291,33775868,13827714,110402,1.703,6481302,1682946,6.83
12:35:56.408117852,0.25,107922,6347475,6418861,720957,35853714,14282485,124538,1.870,6658139,1735335,5.46
12:35:58.686318520,0.25,117238,6738137,6422747,715554,35130740,13695806,123622,1.948,6345524,1675692,6.56
12:36:00.968537552,0.25,122083,6521958,6741740,718853,35764651,14310053,122921,1.850,6643571,1734683,3.67
12:36:03.198962881,0.25,129926,6795886,7865953,911635,32416270,13317910,107110,1.728,6199383,1624818,5.54
12:36:05.442426234,0.25,121766,6680589,6123557,644390,32070195,13199429,111111,1.817,6114380,1603243,4.49
12:36:07.652546766,0.25,127571,6560976,6869307,805475,59190110,18254655,266919,3.102,8605435,2197742,0.38
12:36:10.207974765,0.25,314536,11329458,9958355,1310312,33942827,13831089,109989,1.714,6415978,1695275,5.99
12:36:12.474367450,0.25,131222,6596362,6362322,691393,35881947,14063658,121951,1.857,6567136,1706735,7.55
12:36:14.768645092,0.25,105616,6163970,6445457,749102,35891697,14300359,118156,1.822,6484569,1755935,6.33
