horaEjecucion,tiempo(segundos),dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,per_cpu
13:22:19.646529518,0.25,6998875,151524233,152668002,24897151,1390822510,304542485,6291401,4.453,141270381,37531977,0.31
13:22:24.142568853,0.25,101605,5904698,5528699,543086,34724112,13770393,112478,1.781,6316479,1697860,7.64
13:22:26.438603223,0.25,3787550,111184582,92650178,17824202,540270371,130309689,2502470,3.939,63536698,14484417,3.77
13:22:29.151832786,0.25,220696,7853335,34625307,4886739,64026687,21746791,289760,2.811,10308872,2566197,6.09
13:22:31.374499879,0.25,139286,6841956,14782480,1973302,40043096,15892229,154991,2.072,7478718,1931203,5.64
13:22:33.594589358,0.25,356104,11705406,6599215,761549,39185487,15271098,148286,2.071,7158914,1842249,5.65
13:22:35.846996433,0.25,384330,10775980,7180449,887492,42132265,16471421,147649,1.910,7729710,2006514,6.42
13:22:38.138767604,0.25,133442,6808608,6281111,709302,41489552,16372140,146244,1.951,7497392,2006816,1.57
13:22:40.385327574,0.25,119293,6362957,6773504,829086,51679406,20307301,253805,2.762,9189664,2412795,6.34
13:22:42.597165755,0.25,117950,6383468,6268489,688737,34686910,13562459,120187,1.903,6316497,1653839,3.28
13:22:44.936535147,0.25,117573,6336949,6732552,835834,42629745,16183677,155356,2.079,7473144,1988949,6.63
13:22:47.239858273,0.25,2354340,59827852,109041631,20426158,850955546,201425324,3939418,3.971,99216676,21588230,1.08
13:22:49.904603052,0.25,360732,11710306,6539140,704483,36066522,14456879,120236,1.787,6726830,1762547,6.50
13:22:52.363698576,0.25,123193,6642832,7498936,851064,36084357,14726372,132607,1.940,6833730,1785395,6.31
13:22:54.692116564,0.25,171449,8190913,6988497,848166,32278241,13154169,117769,1.896,6212930,1596380,2.75
13:22:56.976175070,0.25,149245,7136699,6750925,817653,36847979,14604009,137152,2.012,6815522,1768077,6.18
13:22:59.245308635,0.25,134926,6804443,11204147,1498712,82098741,25578267,361531,3.010,12009090,3135252,6.43
13:23:01.425934451,0.25,113496,6318850,7000462,880065,35288505,14242306,119492,1.812,6593843,1724430,6.32
13:23:03.788764725,0.25,141186,6980869,8756171,1195537,34991591,14300146,115249,1.732,6654324,1743640,6.28
13:23:06.330373364,0.25,125018,6830901,6806647,809748,37716350,14942360,136050,1.953,6964483,1813801,7.00
13:23:08.617460697,0.25,1236940,31670487,108643932,19335625,943290957,226940900,4108074,3.751,109528221,24820765,1.25
13:23:11.550774706,0.25,107835,5996679,13783434,2150288,78646011,24006370,375621,3.251,11554297,2858313,6.04
13:23:14.038822955,0.25,1050748,27359565,8282566,1053391,106405112,33951432,500266,3.091,16183946,4130394,3.79
13:23:16.259784089,0.25,127525,6620530,6283681,669797,35422506,13951943,117147,1.828,6409258,1696901,5.75
13:23:18.518432028,0.25,99061,6017425,6923609,757485,39533225,14717825,144051,2.117,6805724,1784655,6.17
13:23:20.721927485,0.25,108616,6219150,8664521,1044624,36181521,14177865,116744,1.763,6621645,1725442,5.56
13:23:23.019444817,0.25,130003,6664128,6159569,683281,39177206,15031364,139770,2.036,6865604,1828289,6.41
13:23:25.298422892,0.25,111814,6199659,6329059,674903,33108289,13306395,106337,1.718,6189266,1619927,6.51
13:23:27.506435646,0.25,93529,6085137,6692054,776921,59461685,18605780,267907,3.064,8742733,2234651,5.41
13:23:29.743511362,0.25,120251,6523818,53033484,10559031,736999524,195375511,3604131,3.683,97861532,20542549,0.78
13:23:32.533174125,0.25,114962,6236055,6390101,736605,39021780,14697991,142435,2.091,6810549,1787939,6.50
13:23:34.795259617,0.25,105317,6226108,6420779,723801,34661750,13899078,112969,1.736,6509257,1692748,6.62
13:23:37.075159390,0.25,122328,6540375,6307504,726536,36497578,14398437,127691,1.903,6708669,1740391,3.59
13:23:39.328218411,0.25,476886,20533974,6293471,668101,31871610,13253047,107016,1.734,6171533,1612094,8.82
13:23:41.533914993,0.25,125971,6672870,6469651,714113,58437987,18383498,266932,3.078,8672777,2203083,7.64
13:23:43.736392869,0.25,126804,6649012,6555211,753309,34039890,13486510,110439,1.724,6407699,1629351,6.72
13:23:45.994237260,0.25,118378,6623958,8807233,1241195,35502641,14198342,119360,1.807,6607000,1719124,6.52
13:23:48.253307157,0.25,279595,8969661,6021197,663056,35300365,13963753,117176,1.792,6539598,1688887,5.13
13:23:50.575911053,0.25,102510,6196572,8460608,1022552,34321201,14117700,125816,1.910,6588791,1707099,0.42
13:23:53.422203887,0.25,176150,8005164,6288924,679691,36623471,14343904,123667,1.871,6607944,1742075,5.96
13:23:55.724993097,0.25,112126,6307145,6238017,684116,57018658,17873006,254204,3.006,8455327,2157643,6.09
13:23:58.017869498,0.25,130399,6744509,9038344,1291175,32012041,13136422,109363,1.776,6157714,1586766,5.34
13:24:00.310890781,0.25,112307,6291819,6541642,720264,53649457,19714953,211105,2.366,8920731,2367455,6.65
13:24:02.649971924,0.25,151955,7728345,6418660,752779,36097432,14129585,125266,1.900,6593896,1713286,6.14
13:24:04.878715213,0.25,124470,6671368,6700302,769646,32533525,13307321,115640,1.859,6222042,1613806,6.48
13:24:07.130144910,0.25,116763,6269046,6218188,702817,34695781,13735190,117524,1.840,6387939,1663600,7.08
