horaEjecucion,dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,java,sleep,perf,mosquitto
13:35:06.331397971,2140264,83328057,5750269,564507,36448571,15551483,137137,1.922,7136085,1916701,24.94,7.07,0,4.49
13:35:08.660334244,501591,15835412,5696232,582633,31629050,13198235,110976,1.844,6018041,1610441,20.26,6.32,0.62,4.37
13:35:11.038504187,90289,5739994,5810431,611045,550158109,167201693,3290928,3.998,82316996,15900196,18.08,0.44,7.58,0.20
13:35:13.877889365,448692,15115178,7653108,988140,46770679,17407896,256849,3.102,8279216,2086969,34.52,5.29,0.62,3.92
13:35:16.283851102,132968,6698829,9092443,1348791,35845537,14120990,139268,2.093,6653254,1719123,37.21,6.41,0.19,3.93
13:35:18.513593215,234320,8772527,7098765,856427,37967848,14623475,144914,2.118,6841465,1780398,43.47,5.22,0.29,3.81
13:35:20.739618211,315152,9642315,6840043,842405,44116805,16268476,172320,2.281,7556197,1975662,32.44,5.53,0.34,3.62
13:35:22.978218303,145271,6987485,6867093,858437,35793739,13923222,137674,2.105,6539242,1692218,34.77,5.69,0.26,3.50
13:35:25.308893630,173426,7650081,6437896,763803,33776868,13347076,118412,1.886,6277215,1626846,32.57,6.55,0.77,4.01
13:35:27.631567693,212979,9531529,6417796,727227,109686475,49278867,507548,2.445,20762452,5939125,67.75,2.95,0.05,1.89
13:35:29.869742995,128319,6577845,6325617,758005,50885452,18501187,272096,3.123,8713092,2231508,36.98,7.04,0,3.42
13:35:32.576102248,140062,6914452,102637962,19110821,935403804,224715818,4262502,3.810,111886535,24001782,32.34,2.91,1.84,1.54
13:35:35.204378074,132305,6749852,7156001,837275,34549732,13500757,120518,1.883,6398708,1637468,32.94,6.80,0.42,4.07
13:35:37.514067043,122882,6434938,6858340,839311,101727474,47380744,491923,2.461,19989605,5680251,65.82,2.78,0.59,2.21
13:35:39.823985751,124351,6407465,6485429,779908,35239472,14352394,130281,1.962,6639747,1747103,30.30,6.70,0,4.37
13:35:42.170293919,127311,6691422,6670473,783250,61848096,22264223,325826,3.109,10478479,2700433,31.23,6.83,0,3.57
13:35:44.529730201,121396,6493150,8960877,1212714,35856051,13896289,123189,1.897,6495060,1689465,26.71,6.08,0.47,4.36
13:35:46.785497033,120313,6377796,6113043,709395,37105030,14260084,130578,1.982,6587906,1734696,29.73,4.86,0,4.28
13:35:49.057245038,279179,8912776,7100907,794681,30724346,13076039,104024,1.726,6028096,1592428,26.89,6.94,0,3.30
13:35:51.286627100,128276,6658134,6575014,753078,40148715,14918651,142950,2.052,6964829,1820532,21.21,7.67,0,5.59
13:35:54.084286175,3728399,94815074,12394292,1436333,85956348,24006509,367557,3.198,11493609,2868163,61.53,2.81,0.45,2.06
13:35:56.799974393,322292,10409412,6390462,701252,113930911,37190643,533866,3.108,17179021,4688209,77.36,0.85,4.90,0.55
13:35:59.339117834,141198,7095966,6136078,634227,40299301,15219901,142635,2.010,7095655,1860014,33.97,6.44,0.59,3.75
13:36:01.687738230,102956,6090577,6260440,719060,33624276,13547966,108075,1.750,6174547,1655187,59.67,3.68,0.21,2.38
13:36:03.976807818,126629,6554029,6321408,672953,30802022,12852782,103836,1.730,6000794,1560612,28.40,7.01,0.24,3.13
13:36:06.346253687,133770,6896907,6454437,709166,49844765,17585723,220415,2.665,8272221,2142972,28.41,6.50,0.67,4.15
13:36:08.628692005,229262,9296215,6106155,672234,37203526,14476856,131324,1.973,6655759,1752748,34.16,6.53,0.34,3.69
13:36:10.914012861,123019,6619645,6696709,769005,35902469,13823808,127270,1.965,6475676,1671818,25.78,8.03,0,4.87
13:36:13.283161075,329542,10022801,100904041,18647004,890387026,208126725,4056516,3.937,103045921,22144347,27.50,7.15,0.51,4.94
13:36:15.874941554,124353,6434554,6313788,703002,31165396,13436817,124281,1.984,6264292,1625930,64.73,3.67,0.18,1.73
13:36:18.104572729,444423,19136209,6283865,690737,34913413,13665890,118444,1.861,6363379,1658881,30.94,7.09,0.16,5.75
13:36:20.426081224,120721,6364760,6142685,653259,36444170,13964786,131313,2.019,6503077,1697725,25.27,6.38,1.04,4.19
13:36:22.755563013,120035,6938463,8108719,1010567,33684369,13587211,109192,1.749,6244677,1655836,28.17,5.35,0,5.20
13:36:25.070645341,112102,6325569,8607096,1207039,36766403,15183491,134867,1.903,7085909,1832152,33.44,6.48,0.73,4.83
13:36:27.346027703,287861,9171982,6113746,642539,32156662,13051501,106148,1.729,6137773,1587873,52.68,4.62,0.41,2.70
13:36:29.570114008,122011,6450693,6464180,721904,34750107,13697336,117779,1.857,6341538,1662514,24.10,6.75,0.62,4.20
13:36:31.805727655,119531,6593911,6588935,738675,35854991,14097075,121396,1.861,6523545,1717965,35.68,6.38,0,2.94
13:36:34.146838763,3973583,102657213,98600588,18725533,156189607,37554023,613979,3.454,17778171,4327318,27.56,5.36,0.24,4.01
13:36:36.643958602,130370,6766965,6470866,735000,73772257,21708935,320812,3.142,10210476,2620237,31.37,7.83,0.45,3.07
13:36:39.027951172,111243,6217745,8860282,1230827,33992071,13607980,108502,1.722,6301359,1658876,27.16,6.83,0.60,4.40
13:36:41.283542378,279591,9274843,7395207,831267,32794842,13820234,114715,1.749,6557295,1671187,30.27,7.55,0,3.57
