horaEjecucion,dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,java,sleep,mosquitto,perf,swapper
18:56:38.847787160,1545719,62340969,27193368,3315315,29278587,12575630,86564,1.507,5745663,1549565,20.52,6.96,0.22,5.55,66.02
18:56:42.195799964,93588,5890136,6298731,627346,30057198,12617675,89620,1.543,5808517,1541972,19.38,5.85,0.31,5.16,69.02
18:56:44.506850537,89288,5775229,52431239,10045301,852131831,203500130,3376113,3.613,93437421,23176858,42.82,4.37,0,2.42,44.77
18:56:47.036985575,162868,6855974,7873418,1037253,83786037,24685644,403198,3.450,11685588,3007516,40.66,5.21,0.67,3.89,49.27
18:56:49.410153530,353831,13901197,11084461,1543454,43068040,16861621,159052,2.044,7779603,2066368,35.45,5.98,0.42,3.83,53.98
18:56:51.632181027,136287,6660143,10618631,1459789,39057812,15248554,138202,1.943,7114590,1869628,34.20,5.92,0.53,3.96,55.39
18:56:53.844985713,316567,10102719,6667431,791551,37707745,14440542,128716,1.920,6702586,1755093,38.93,5.93,0,3.04,51.65
18:56:56.088515100,110573,6245657,6676187,702661,34522428,13549692,119452,1.889,6323487,1645943,25.83,7.28,0,3.56,63.24
18:56:58.348128211,169216,8544109,6658538,778984,48295228,17884729,168253,2.054,8191736,2209058,32.93,5.87,3.83,3.27,53.50
18:57:01.418230160,117315,6139831,6211448,746311,38145965,15032992,128634,1.879,6844759,1836543,28.79,5.98,0.57,5.02,58.94
18:57:03.761184889,118247,6236815,7962031,1055726,34504915,13914271,129778,1.999,6491439,1681321,14.76,0.38,10.08,0.12,7.65
18:57:06.261473194,110449,6225991,6068660,640450,32827788,13983961,134604,2.090,6440682,1698179,54.14,3.94,0.56,2.81,37.32
18:57:08.613327077,128377,6528609,6581571,803353,35535089,13748202,128690,2.003,6424237,1669724,54.82,4.63,0,2.48,38.08
18:57:10.829615008,129154,6539022,6562672,755195,34312399,13530509,112962,1.792,6302423,1646175,63.13,3.39,0.65,1.85,30.75
18:57:13.068492044,130898,6653573,6134864,663021,33442204,13417611,112749,1.810,6230193,1627610,31.32,6.25,0,4.32,57.59
18:57:15.318258413,115302,6244621,6245522,680905,75341453,22689457,333746,3.146,10608195,2759137,30.03,6.46,0.65,4.10,58.11
18:57:17.542269834,210645,8730933,19763200,2583106,107327439,35966292,605806,3.745,16176723,4440278,40.31,5.75,0.84,4.65,48.26
18:57:19.787327231,118115,6389083,10290553,1373651,32899866,13156946,110873,1.810,6126771,1602375,24.76,5.09,0.24,4.09,65.43
18:57:22.007690464,285081,9091956,6026726,633256,32142004,12876745,100597,1.674,6010940,1566298,25.58,6.09,0.19,4.88,63.26
18:57:24.465708209,115247,6293947,16212715,2928733,736096574,190209028,3922099,4.255,92176698,20804315,69.39,2.13,0.47,1.40,20.52
18:57:27.359096765,303191,10635751,7792434,977762,215576985,66115447,1055693,3.490,30246571,8050954,59.32,3.39,1.10,0.99,30.52
18:57:29.800836193,104338,6092105,9143941,1289597,34302072,13355133,111453,1.778,6268355,1622347,30.96,6.96,0.63,3.41,58.04
18:57:32.117223487,265150,8316656,6168804,700096,31796206,12899035,99328,1.662,5974772,1575148,30.39,6.35,0.18,3.21,58.57
18:57:34.397555904,104847,6024680,6159278,638014,31655238,12908509,109456,1.815,6032256,1564706,26.72,7.48,0.69,4.10,59.63
