horaEjecucion,dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,java,sleep,mosquitto,perf,swapper
19:46:16.047378879,1330962,56491830,23760262,2657748,32112091,13234582,113988,1.855,6143591,1617101,62.63,3.09,0,2.11,31.78
19:46:20.088528900,114734,6054275,11086198,1498342,31709860,13294839,97418,1.599,6091805,1637296,18.54,7.52,0.50,4.70,67.81
19:46:22.497927068,3764460,106330157,140665270,22931495,788557330,185266206,3561283,3.896,91413824,19582121,63.31,1.99,0.21,0.69,25.65
19:46:25.351476284,185717,7550087,7026200,861840,83820457,28097733,362805,2.706,13407605,3404723,37.55,5.84,0.74,4.68,50.80
19:46:27.753070988,128857,6393146,6658824,843950,92003047,30247832,539510,3.952,13650523,3708077,34.33,6.32,0.31,2.86,55.44
19:46:30.038203866,135642,6630883,8004332,995520,34425510,13722336,141887,2.184,6495479,1655228,37.29,6.81,1.09,3.32,50.61
19:46:32.281955422,128833,6448879,11593536,1707042,39300309,14703152,148916,2.174,6850741,1778964,41.92,5.24,0,2.98,48.76
19:46:34.497285161,312412,10038692,6791214,765438,34926475,13707529,123660,1.947,6350890,1670301,25.35,6.92,0.67,3.93,62.80
19:46:36.780430873,133474,6626396,6449160,793169,48844245,20217231,208391,2.252,9253495,2515116,45.13,4.27,0,3.00,46.64
19:46:39.094723704,159086,6864237,8152343,899293,34330331,14529103,138531,2.082,6654771,1767464,66.17,2.81,0,1.39,26.37
19:46:41.490647649,152007,7011603,7606377,886382,36673643,14332761,132507,2.012,6586530,1740490,39.73,6.87,0,2.58,49.56
19:46:43.999734670,4185922,108072474,98548060,18618933,419650556,109579100,2041581,3.799,53741139,11790838,23.23,4.69,0.27,2.40,52.77
19:46:46.730721470,358218,12031705,6889440,829177,36925134,14189933,131885,1.980,6660758,1721956,33.76,6.43,0,3.14,56.24
19:46:49.132900154,153249,7321034,6586492,812934,39456966,14905947,137813,1.978,6968361,1814047,28.20,7.17,0.27,4.47,59.28
19:46:51.461594250,130494,6641170,6608525,771417,32801431,13657436,123712,1.964,6297611,1655437,64.87,3.53,0,2.13,29.29
19:46:53.761144914,147043,7162124,7108038,858842,34217041,13418402,112678,1.796,6275249,1630246,31.39,6.52,0,3.79,57.86
19:46:56.199436025,132639,6510356,18305026,2438735,37974904,14005690,137196,2.102,6527028,1704816,29.87,5.81,1.08,4.88,57.62
19:46:58.449401237,118257,6437518,12043728,1556685,38787609,14476481,141242,2.101,6723418,1748017,32.35,5.98,0,3.62,56.64
19:47:00.708660981,342582,11443599,6589416,764991,33726321,13325630,105502,1.698,6212806,1625021,28.35,7.05,2.31,5.21,56.63
19:47:03.008487850,111285,6198104,6272064,696015,38076442,14325037,134540,2.016,6673715,1740886,24.59,7.54,1.03,3.86,62.58
19:47:05.221939610,4524895,104355569,110437329,20456448,844606899,192987082,3804913,4.007,94944931,20678700,46.47,2.01,0,0.67,26.13
19:47:08.198387211,400213,12219997,10796975,1674108,68662431,20483111,295965,3.079,9611585,2482714,56.12,3.58,0.05,1.22,29.60
19:47:10.655974984,341132,11263849,18817901,3210834,121784382,34479356,552276,3.353,16470932,4134786,49.85,3.89,2.19,2.50,30.71
19:47:13.210469704,125415,6553856,6329069,692888,32065138,13251465,118178,1.916,6167835,1610448,22.44,6.45,2.57,4.53,63.69
19:47:15.509538845,119164,6623695,6578304,754336,36691019,14310576,124641,1.913,6517079,1734757,34.10,5.70,0.27,4.87,55.06
19:47:17.786195238,120719,6455464,6775926,776135,36605406,14001294,121843,1.878,6487900,1700418,31.15,6.08,0,4.64,57.87
19:47:20.091911063,122016,6472437,5954707,629684,47009773,17011590,258518,3.230,8002995,2053352,22.25,7.25,2.44,4.54,62.78
19:47:22.382906183,116989,6486551,6109203,655237,61599776,18882302,278288,3.133,8881446,2273944,25.63,7.04,0,3.64,63.69
19:47:24.617781122,98445,6172926,9106603,1235784,35893597,13845937,117637,1.818,6471082,1685251,25.22,7.77,0,3.84,61.77
19:47:27.266797999,3836793,95493478,89895348,17286904,108125254,35683765,404598,2.314,17485240,4496387,24.77,6.54,0.10,4.03,56.81
19:47:29.692132542,122648,6578767,6958761,857022,33933119,13447730,104908,1.675,6262728,1638140,55.49,3.50,0.11,2.51,37.98
19:47:31.978589250,118090,6381429,6141548,626542,33721374,13793865,121670,1.886,6452906,1661571,32.48,6.18,0.17,4.52,55.91
19:47:34.275885383,115197,6619242,6285187,659936,34106259,13624969,111820,1.774,6303024,1656571,27.22,6.12,0.25,4.02,61.78
19:47:36.505170293,542464,21149723,6529818,655236,66618003,19983341,293835,3.125,9401310,2406095,27.67,7.16,0.25,5.12,59.49
19:47:38.743266351,96334,6116598,8798220,1267250,36413580,14039114,118302,1.810,6537535,1710712,32.04,5.52,0.61,4.07,54.70
19:47:41.042123456,269253,8621751,6426914,702734,36270230,13925013,119956,1.842,6511482,1686741,31.48,6.41,0,3.37,57.87
19:47:43.271818194,116239,6395818,6364059,708109,37671518,14491240,129690,1.938,6690292,1763779,28.91,6.21,0.42,4.33,60.13
19:47:45.653990922,103566,6163911,6339277,716734,98812245,46619731,448580,2.296,19537635,5613333,32.85,6.59,0.46,4.04,54.62
19:47:48.160321789,4157433,106465831,87434126,17484977,582586797,143193654,2802240,3.999,70075433,14862555,20.61,4.64,2.52,3.29,56.35
19:47:50.697424179,113971,6404591,7287301,751791,32958975,13338206,107881,1.729,6237774,1628011,31.99,6.58,0.71,4.69,56.03
19:47:52.956576576,123544,6629876,8622849,1240506,35088821,13705664,115957,1.829,6341357,1665922,27.42,7.72,0.47,3.66,60.73
