horaEjecucion,dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,java,sleep,perf,mosquitto
15:57:34.613731831,1301903,53281733,26259787,3171826,61906025,19420900,272725,2.964,9201386,2357984,16.31,7.55,0.62,3.84
15:57:38.535608080,88765,5809321,5683864,542338,35143776,14579230,105810,1.596,6630551,1804081,14.53,7.40,0.99,3.91
15:57:40.942221340,3533523,87208025,148244237,22178086,829938450,205693759,3738087,3.792,98579500,22484456,18.09,0.54,8.13,0.24
15:57:43.834071463,183459,7246945,14198950,1927335,51536934,19385703,228832,2.517,9091728,2370095,33.85,5.53,0.88,4.89
15:57:46.209256295,378353,12058551,7056855,902905,37561636,14768843,138152,2.006,6887177,1803552,34.14,5.74,0.38,2.42
15:57:48.491219745,113327,6354283,6432682,733774,39499098,15717935,162484,2.205,7367666,1914030,37.31,5.39,0.17,3.07
15:57:50.764907668,153208,7085151,6657669,793158,37047326,14717430,137347,1.988,6908356,1788132,77.74,1.85,0.09,1.52
15:57:53.095305655,148275,6831500,6612657,831648,36702794,14414235,130226,1.952,6670104,1761972,64.65,3.40,0.03,1.93
15:57:55.368901326,141553,6892983,6342361,747505,66291709,25717425,371693,3.106,11967365,3173132,24.73,6.22,0.34,4.52
15:57:59.076060050,138229,6672188,7263076,831940,33519768,13536114,126105,2.010,6275154,1641339,60.96,2.82,0.31,2.43
15:58:01.315962616,150967,7202756,7275794,831935,213693103,79012153,1216096,3.380,35978195,8645213,13.11,0.37,11.11,0.26
15:58:04.494930542,130138,6848097,6777420,780258,33641252,13939354,125274,1.938,6462536,1695680,29.88,6.64,,4.12
15:58:06.743893532,140591,7109498,6292523,678688,35102158,14167525,117058,1.783,6565547,1728513,36.21,6.21,0.48,4.54
15:58:09.107437087,140312,7476417,6491675,758322,36250911,14621091,126452,1.855,6816247,1772738,61.78,nosymbolsfoundin/bin/sleep,maybeinstalladebugpackage?
2.67,0.19,2.06
15:58:11.415718537,136848,7147072,6966226,788825,61276026,29983507,289126,2.298,12583918,3663542,26.01,nosymbolsfoundin/bin/sleep,maybeinstalladebugpackage?
7.63,,3.71
15:58:13.677457390,153823,7651276,6411854,702464,72497686,22618735,321010,3.034,10580369,2752739,29.38,6.08,0.38,4.06
15:58:15.873666102,118418,6731990,6786090,758378,71450935,22878417,314730,2.941,10701569,2786367,32.54,6.22,0.83,3.29
15:58:18.110364142,117313,6701856,9295932,1363271,34426083,13823917,114883,1.775,6470622,1669774,31.37,6.03,0.50,4.66
15:58:20.400167461,300922,9604127,6775632,765513,34343523,13865614,112687,1.747,6451728,1694797,31.34,6.22,,3.77
15:58:22.631548536,118455,6524973,7357701,839558,37084659,14815853,128829,1.882,6845845,1801492,18.42,0.33,11.92,0.39
15:58:25.897079986,427451,14680311,10327476,1550922,85934504,29603953,373578,2.738,13642805,3675927,53.98,2.77,,1.02
15:58:28.461677722,326126,9937672,12629370,1924022,78199392,24798972,371158,3.198,11607185,2938516,50.25,3.39,0.21,2.42
15:58:30.881191502,116954,6460702,13784771,2084869,90324876,24998647,357741,2.995,11944327,3012882,72.71,0.97,6.27,0.33
15:58:33.258581997,128422,6662519,9020142,1141801,33031500,13395952,103541,1.677,6175541,1634774,56.94,3.68,,2.12
15:58:35.480699669,137579,7000264,6404600,692925,36045592,14747652,126334,1.831,6898751,1783224,43.59,5.22,0.36,3.14
15:58:37.732071443,142241,7468167,6401002,668479,34701509,14139640,114366,1.741,6569991,1718954,29.70,6.29,0.30,3.38
15:58:40.084121728,108244,6209103,6742314,739578,34647922,13985873,110603,1.742,6347638,1713826,32.41,5.85,,3.51
15:58:42.399008040,114659,6367467,9200245,1228528,34171323,14001081,118212,1.794,6589397,1695343,54.94,3.78,0.22,2.06
15:58:44.590777530,284412,9030129,6814356,777128,34579906,14095670,110897,1.707,6497023,1719666,8.29,0.38,11.36,0.40
15:58:47.705345244,176921,8246271,6750891,760184,31749376,13430536,115187,1.854,6212186,1638877,29.97,6.64,1.14,3.96
15:58:49.936183406,121667,7032380,6736726,774514,63905889,19696760,287463,3.096,9286065,2368264,28.08,5.79,0.59,2.92
15:58:52.214834151,110356,6241526,10093477,1351731,32612470,13086521,106951,1.754,6096956,1597321,49.03,4.15,,3.73
15:58:54.514584646,124889,6524352,7627409,953570,36176007,14084832,126859,1.942,6533332,1708430,29.02,6.63,0.53,3.28
15:58:56.805510666,255823,8519532,6456874,695493,33827070,13814019,122549,1.910,6414970,1676660,34.24,5.85,0.27,2.98
15:58:59.356377118,125441,6666926,6836738,787271,37413084,14472811,127025,1.878,6764001,1753865,29.99,6.64,,4.07
15:59:01.596171014,132408,6833604,19124353,2346987,38077486,15096624,128870,1.873,6880599,1837343,56.01,3.44,,2.22
15:59:04.072480623,117742,6500573,6492239,716095,53432838,18904007,286787,3.207,8942953,2261730,29.58,6.55,,3.77
15:59:06.301217735,117686,6576227,6444991,725932,190497633,60346901,1152758,3.843,29993527,6164865,12.98,0.47,8.70,0.21
