horaEjecucion,dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,java,sleep,perf,mosquitto
12:56:53.178861646,1110465,45321695,31578950,3992576,141015411,61488809,648189,2.433,26644421,7496354,14.78,6.74,0.04,4.80
12:56:57.999041976,95595,5805718,6601603,679110,28050797,12100425,89605,1.605,5582588,1485043,25.10,6.88,0.17,4.33
12:57:00.511367185,171126,7151564,11368321,1581522,36716196,15618993,171045,2.373,7208678,1895427,50.59,4.80,0.88,2.80
12:57:02.761369198,147519,6685691,7059938,894743,38201244,14987004,167708,2.380,7046059,1813203,39.65,5.39,0.05,3.66
12:57:05.103549663,357191,14464157,5940415,669181,33852519,13445202,120904,1.945,6215854,1638804,28.06,6.46,0.12,3.71
12:57:07.390347601,121731,6401255,6661557,701832,34478747,13634690,134531,2.113,6365683,1659373,28.65,6.54,0.30,5.39
12:57:09.632131978,109395,6069523,7037185,813332,39122136,15272589,138296,1.943,7118113,1861526,43.23,5.87,0.48,3.34
12:57:11.904349397,140711,6654038,6924658,771393,34982691,13741373,123560,1.936,6382790,1675641,28.47,6.90,0,4.78
12:57:14.153614045,124016,6238125,5725170,647129,44794757,20164890,193554,2.241,8638791,2450101,23.37,6.26,0,4.09
12:57:16.506896519,124047,6162559,6320048,761273,51302253,18807071,213741,2.521,8477647,2247536,31.04,6.55,0.66,3.48
12:57:18.871103889,133443,6529877,8881247,1257395,353039469,106875426,1982966,3.810,52042912,11338766,28.05,5.98,0,4.43
12:57:21.379387557,118131,6217162,6599157,776009,36240925,14001901,139658,2.156,6476391,1696622,21.93,7.31,0.17,4.13
12:57:23.623768196,110970,6158943,6146086,693207,33288928,13490038,126302,2.006,6297271,1630902,32.66,6.23,0,3.40
12:57:26.002176374,133466,6493436,6333759,706222,30826689,12594661,99998,1.684,5939212,1534087,73.25,2.28,0.52,1.80
12:57:28.239741825,136259,6551050,5936454,665887,34956615,13585701,125199,1.989,6294745,1653399,24.54,6.41,0.12,4.43
12:57:30.516698194,118066,6495924,8017307,904401,41046352,15361350,187228,2.599,7202936,1865356,23.44,6.74,0.29,3.77
12:57:32.766635769,106323,6118910,6693518,732836,62668848,19228267,268578,2.964,9060159,2329528,40.61,5.74,0.55,2.90
12:57:34.993711148,105851,6148547,8277854,1143874,39224940,15690095,130116,1.793,7255218,1926813,22.42,7.52,0.72,4.38
12:57:37.185605320,243033,9491713,5997655,612093,32744893,13289586,107195,1.759,6093927,1616316,23.43,7.41,0.71,4.14
12:57:39.369070828,277365,8969148,100762396,18798762,141194515,37069415,627847,3.475,18065986,4333636,57.41,3.62,0,2.12
12:57:42.094483608,558058,16665382,10660405,1591779,30126932,12912368,105125,1.768,5945041,1579897,55.72,4.30,0.16,2.20
12:57:44.327761389,130752,6771049,18479434,2240833,31447507,12868466,100355,1.679,5977261,1571658,29.05,5.65,0.12,3.29
12:57:46.675679343,95517,5938028,6286058,691737,61801153,19525632,276434,3.033,9115378,2363309,22.57,7.02,0.32,4.35
12:57:48.993678257,101103,6129949,7812226,1028188,31524178,13217232,111196,1.804,6163282,1602485,27.47,7.22,0.32,4.33
12:57:51.218113719,105640,6096313,8463414,1172691,34845147,14061179,117217,1.809,6480102,1706349,41.85,4.96,0.61,2.56
12:57:53.442497979,254652,8491852,6410174,680020,34016568,13966002,111163,1.726,6440209,1703596,73.37,2.55,0.06,1.65
12:57:55.631281349,98017,5919382,7004772,700875,33585975,13367189,109153,1.767,6177832,1627628,28.25,6.24,0,5.11
12:57:57.885459324,114493,6306558,6916613,699316,31621539,12837308,99541,1.666,5975384,1569990,26.41,6.96,0,4.15
12:58:00.370957744,96150,5955052,6018711,643352,33125952,13308479,109835,1.781,6166394,1621017,56.33,4.60,0.31,2.27
12:58:02.572339171,107745,6050806,6055015,628114,41859182,16341706,142584,1.903,7492676,1999707,23.51,6.89,0.12,4.13
12:58:04.855863203,106202,6175994,5957166,624144,64112100,19921928,279720,2.992,9349200,2417996,29.80,5.85,0.67,3.83
12:58:07.155125130,212852,8569100,8576610,1176625,31439487,13072752,109905,1.808,6080495,1580615,24.28,7.97,0,4.26
12:58:09.370751586,99132,6018723,8317382,1168523,31775034,12978566,103907,1.719,6045617,1577556,20.52,7.51,2.79,3.98
12:58:11.578366562,264680,8343804,6270206,670615,32789800,13391521,103739,1.664,6235026,1628330,20.85,6.87,1.15,4.18
12:58:13.786913666,105707,6213946,6591434,721323,32625149,13214389,104820,1.688,6210724,1605528,30.19,6.53,2.98,3.22
