horaEjecucion,dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,java,sleep,mosquitto,perf,swapper
18:44:29.311729221,1302967,51767432,33988648,4059602,29030299,12277315,95683,1.674,5717486,1486452,13.57,7.64,0.35,6.30,71.94
18:44:32.435293169,117751,6820016,13116843,1691021,26728885,12009035,91310,1.637,5578931,1459989,24.76,6.58,0.37,4.46,63.82
18:44:34.694234019,365427,12186095,15914703,2175746,790597637,203942948,3133011,3.434,91239924,22258758,25.68,4.40,0.40,2.55,44.45
18:44:37.102806186,185965,7186491,8970853,1177613,36360838,14579293,170668,2.464,6925657,1760925,42.06,6.11,0,3.36,48.47
18:44:39.421553864,180660,7148864,7183907,903520,37321325,14184159,145722,2.184,6671680,1721081,39.72,5.47,0.58,2.70,45.75
18:44:41.687716367,115283,6212020,6949039,743557,36099567,13648235,131585,2.053,6408312,1648581,58.65,4.03,0.18,2.33,33.68
18:44:44.004734768,106167,6148707,6157772,728648,31708983,12746453,104062,1.738,5985812,1551022,26.00,7.23,0.25,3.57,61.11
18:44:46.282864337,126788,6353249,9252543,1120625,55978694,19478935,301288,3.261,9238370,2345703,23.92,7.27,0.51,3.64,64.13
18:44:48.499515280,114299,6145106,10988571,1529364,34766625,13886958,118108,1.850,6385117,1696936,24.53,5.97,0.64,5.55,62.07
18:44:50.746001899,109383,6115395,8311449,1064729,36244615,14111174,130113,1.974,6591616,1708723,35.75,5.13,0.24,2.63,52.62
18:44:52.955752528,280348,9114390,6295822,718298,34807227,13513262,123841,1.957,6327548,1639817,29.06,6.94,0.35,4.18,58.81
18:44:55.168582596,1470196,37183823,53995197,9968726,44331988,17353864,166973,2.037,8197149,2178110,34.04,5.74,0.33,3.70,54.13
18:44:57.564669169,118499,6170898,6386207,760321,34824414,13569473,122057,1.937,6301150,1647177,22.92,7.26,0.45,3.68,64.62
18:44:59.785526152,108748,6014397,6317750,739335,35390854,13751937,126374,1.986,6363118,1667840,63.47,3.55,0.23,2.31,30.13
18:45:02.012865296,143371,7020004,6240485,723747,34472029,13338281,118114,1.899,6219386,1620896,30.36,6.48,0.12,3.37,58.71
18:45:04.222647043,122451,6340672,6342059,735920,97224549,45998587,463819,2.376,19517420,5516319,26.51,5.83,1.88,5.27,59.29
18:45:06.576522023,111336,6050029,6136540,696506,34729727,13538444,119991,1.907,6291675,1638317,32.84,4.78,0.22,4.51,57.64
18:45:08.839857578,128637,6834949,8478628,1224694,34129015,14723382,136411,2.018,6760238,1789716,26.50,6.95,0.21,3.73,62.62
18:45:11.107818366,273763,8899828,6131934,669244,32634654,13088623,104224,1.700,6131803,1593014,25.10,7.23,0,3.96,63.19
18:45:13.337082080,132882,7250857,6053395,648597,34565468,13546642,114871,1.813,6335006,1650325,27.50,5.91,0.40,4.50,61.28
