horaEjecucion,dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,java,sleep,perf,mosquitto
13:47:23.063466458,1552613,64619464,8327404,939101,28945088,12310371,85466,1.502,5689847,1510171,19.15,8.97,0,2.77
13:47:25.820033637,101980,5945106,6185685,600023,27613436,12073505,92293,1.647,5604757,1474378,70.22,2.57,0,1.79
13:47:28.037071531,108322,5984249,5648554,562339,159440964,52244552,981698,3.784,25940110,5307627,51.54,0.29,4.67,0.06
13:47:30.963279665,208375,8073988,8888482,1206752,46293792,16990015,228128,2.829,8063477,2028173,46.37,4.59,0.71,3.19
13:47:33.266175376,336070,10655934,6787602,791754,35594640,13973166,131193,2.011,6524838,1691351,30.59,5.71,0.44,3.77
13:47:35.501539172,157111,7433373,6824187,881582,38006314,15107995,156930,2.236,7018407,1845937,29.41,6.42,0.92,3.98
13:47:37.896679649,151097,7024225,6992249,895218,33526139,13642572,129032,2.011,6414910,1652668,84.15,1.56,0.03,1.05
13:47:40.193160547,130285,6644057,9117266,1135621,38621627,15142574,144142,2.029,7103194,1830696,41.15,5.21,0.47,3.49
13:47:42.529397921,130381,7360011,8037741,892521,82603166,26453984,381973,3.077,12411916,3245425,29.69,5.76,0.38,4.09
13:47:44.791293516,217089,9465174,7034307,888187,36934417,14662573,160151,2.298,6970369,1754699,30.47,5.55,0.46,2.95
13:47:47.387159383,275104,9088358,7020793,790211,33062454,14363619,137679,2.057,6694441,1741678,38.34,6.60,0,3.39
13:47:49.739412461,136690,6755173,101729005,18856816,870053820,211045840,3944575,3.742,105422573,22448896,16.52,0.65,7.30,0.23
13:47:52.608023893,128700,6387168,7491037,935451,52410892,18401338,305826,3.484,8778964,2207567,35.05,6.75,0,3.88
13:47:54.909882265,118859,6395335,8753957,1131917,35556524,13901334,137933,2.093,6591392,1670490,43.12,4.54,0,2.76
13:47:57.223365269,122275,6480111,6523921,750217,40639278,14897182,153815,2.214,6946137,1796329,35.56,5.97,0.27,3.79
13:47:59.533973860,155023,7359637,6308095,738405,34344895,13394673,122483,1.945,6297760,1627947,31.60,5.45,0.42,4.31
13:48:01.839524922,152673,7246190,6553028,769910,33790170,13495370,111338,1.789,6222101,1645643,34.41,5.72,0,3.68
13:48:04.176696927,112246,6283869,6769752,754114,35576822,13926777,122304,1.912,6398081,1696300,49.21,3.51,0.55,2.28
13:48:06.456446499,133059,6496332,6434730,776838,30109057,13071376,114955,1.885,6099195,1595542,32.41,6.05,0.43,3.00
13:48:08.906695096,210346,9713427,7619997,877608,61819488,19081433,282758,3.146,8986920,2290514,37.92,5.96,1.26,2.96
13:48:11.207255037,132790,7030186,104124978,19631087,953159732,226939859,4309586,3.826,112631743,24636463,62.69,2.68,0.22,1.21
13:48:14.318653896,411489,12472581,12762780,2044648,38661138,14351440,127456,1.937,6580331,1758735,65.99,2.46,0,1.22
13:48:16.739283313,292069,9885249,11607290,1828083,127221292,31658972,577541,3.783,15266157,3759852,28.01,6.65,0.53,1.81
13:48:19.066708958,462922,19491751,6242436,672982,33803086,13883315,127796,1.986,6434482,1679447,24.95,6.66,0.37,3.49
13:48:21.283219563,106641,6184480,8922406,1234210,37380777,14439307,127949,1.891,6765026,1759358,28.54,6.73,0.95,3.63
13:48:23.512559169,265087,8693651,6886616,802110,35368098,14145197,124075,1.865,6651431,1713288,35.15,6.24,0,5.14
13:48:25.741030133,159063,7121779,6762671,765000,36024578,14407408,122619,1.816,6750441,1748035,30.49,5.99,1.01,3.00
13:48:28.030836219,126301,6743614,6443962,688208,43036559,17054622,146885,1.879,7818033,2101112,26.69,6.99,0,4.03
13:48:30.333395734,211650,8870318,6945165,817149,33439047,13598906,109262,1.720,6353218,1652007,57.63,3.87,0.31,2.43
13:48:32.550942063,161085,7992986,103131210,19242525,890940911,214791463,4100511,3.838,106845683,22855868,15.27,0.89,7.04,0.41
13:48:35.240911435,109688,6233212,6615275,779259,34081260,13772919,114678,1.802,6362212,1674044,25.01,5.59,2.33,3.52
13:48:37.526914883,123790,6671488,7959731,1047137,29782913,12787022,104110,1.731,6013389,1557857,32.15,7.42,0.56,4.75
13:48:39.834992132,298120,9747348,6513996,719332,50798582,18728065,201865,2.392,8440046,2232003,33.13,6.07,0.78,3.98
13:48:42.066729747,120758,6630773,6562218,724264,37698064,14679669,137089,2.002,6847739,1774604,27.33,5.68,0,4.70
13:48:44.373056639,128050,6664733,6643109,810852,35165803,14211894,122320,1.860,6576815,1736030,48.22,4.50,0.44,2.45
13:48:46.701147073,128680,6720537,6779326,763087,33539270,13914593,127628,1.944,6563950,1678477,41.65,5.73,0.52,4.25
13:48:48.921484742,351405,15293001,6538086,748304,35235930,14256781,124493,1.881,6619702,1729398,33.44,7.07,2.17,3.65
13:48:51.198903284,126311,6656309,6238091,681534,64802436,19923454,291897,3.123,9347248,2403401,29.46,8.20,0.35,3.82
13:48:53.409392667,122289,6613387,7927313,1064949,498245243,138077515,2704120,3.917,69042761,14048543,13.92,0.43,10.34,0.22
13:48:56.288024988,119601,6680278,6611146,696580,35459298,14475798,118830,1.785,6658667,1769566,36.00,6.32,0.17,4.43
13:48:58.602604549,126565,6553053,20061355,2566589,33186233,13259954,107796,1.750,6158649,1611899,58.14,3.92,0.09,2.22
13:49:00.929209729,142442,6796513,6635517,733001,31611537,13190932,114542,1.857,6166993,1590603,32.53,6.65,0.74,4.39
13:49:03.141396865,116346,6520012,7079314,808250,52603069,19235464,197575,2.234,8843474,2357910,25.94,7.67,0.92,3.54
13:49:05.346590337,108687,6236383,6664722,747568,61988320,18770116,283652,3.175,8934979,2246812,31.49,6.38,0,3.74
13:49:07.607980622,128784,6670513,8493140,1207752,32330382,13049292,104865,1.715,6114369,1593958,31.29,5.80,0,3.73
13:49:09.914560117,283114,8809539,6084592,660833,34648333,13853667,115312,1.798,6412899,1679638,24.68,7.27,0,5.23
13:49:12.211383252,117890,6555924,6467910,709297,40043123,16151457,158986,2.119,7503389,1963643,27.99,6.94,0.65,3.87
13:49:14.465748050,116560,6409426,6850073,813028,191408535,58024287,1053716,3.699,28487784,6113250,17.47,0.46,9.32,0.13
13:49:17.658633184,163606,7127153,16558418,2599084,90647642,24303917,355667,3.059,11628636,2916394,62.13,2.65,0,1.77
13:49:20.340847594,251374,9393587,10475005,1653490,84395829,23473273,333518,2.971,11225502,2800896,55.64,3.82,0.22,2.36
13:49:22.925175755,139554,6897307,6723227,751511,31947475,13350426,108498,1.744,6221576,1619522,59.29,4.02,0.18,2.15
13:49:25.228273496,99932,6230563,6578294,763491,36652759,14596473,132755,1.954,6792964,1765319,37.82,5.69,0.44,3.51
13:49:27.541005044,106793,6431418,6412725,699522,59255249,18580566,264444,2.985,8858012,2231927,33.86,5.45,0.77,3.78
13:49:29.847492665,157979,8238866,9000192,1206244,49324821,18374443,190179,2.270,8379560,2185782,30.27,6.56,0.65,4.20
13:49:32.049115424,278528,8859736,6164359,650504,34495991,13914545,117786,1.810,6507800,1683077,25.79,6.71,0.69,4.27
13:49:34.287949255,117126,6559820,6034646,667176,34955118,14390342,113400,1.716,6608516,1765432,28.95,6.51,1.46,3.80
13:49:36.615214432,1571402,40137825,110453097,19611006,870328965,207304102,4017309,3.943,101885395,22453623,18.90,6.81,2.35,4.60
13:49:39.415000516,123251,6557039,7253046,836981,35497122,14030800,127412,1.958,6507837,1705244,24.05,7.18,1.78,3.88
13:49:41.709631371,103914,6147607,8526463,896965,34547602,13570715,115096,1.814,6343786,1654554,21.95,7.09,0,3.49
13:49:43.983666490,120516,6529005,8772877,1197292,33085065,13540993,101626,1.637,6208988,1652591,27.50,5.87,1.59,3.49
13:49:46.292826077,274252,8755867,6566253,763451,31863054,13292684,114699,1.846,6214363,1609213,30.39,6.18,0,4.58
13:49:48.531689074,119753,6428272,6204162,671343,52472230,23409968,208090,2.055,10124977,2833985,35.89,6.71,0.30,3.71
13:49:50.781786913,107760,6255385,7320638,760119,33637019,13734226,107498,1.696,6339336,1673333,26.93,6.67,0,4.24
13:49:53.179847687,114482,6487456,6109153,681419,35206039,14298735,119484,1.812,6592472,1737391,29.26,6.18,0.55,4.27
13:49:55.481216009,122353,6663226,6713060,767744,30424828,13175809,107192,1.750,6125775,1605052,24.13,6.35,0.26,5.95
13:49:57.725502366,1449566,37692756,108617418,19592285,824189051,197224062,3797482,3.920,96866475,21169577,19.52,5.47,0.08,2.53
13:50:00.533800076,210670,8685156,6541702,748355,33199339,13144435,109716,1.788,6137417,1597155,40.79,5.37,1.02,3.29
13:50:02.738108031,154231,7716232,6300890,736218,36554123,14628227,129208,1.929,6698893,1777973,27.75,6.94,0.12,4.71
13:50:05.050766298,104298,6158123,6482335,739417,32374718,13415104,115957,1.844,6286974,1620974,53.71,4.16,0.79,2.45
13:50:07.302323401,130027,6899537,6506499,717842,33797136,13636917,109352,1.740,6283691,1653471,48.98,5.23,0.18,2.79
13:50:09.603961045,119610,6551998,6857928,782926,38321317,15311846,119840,1.690,7091901,1878994,27.44,6.59,0.33,3.75
13:50:11.858067562,124915,6629495,6110715,630175,56403400,17511231,256882,3.047,8430328,2100750,23.36,6.70,0,4.52
13:50:14.082085110,119563,6643628,9205087,1288045,35392131,14298183,120657,1.811,6661302,1724559,24.58,6.95,0.32,4.29
13:50:16.412087461,285803,9489210,6053276,663660,34020382,13687527,110260,1.708,6456097,1669811,25.91,7.01,0,3.65
13:50:18.708096329,114756,6379743,103365682,18986665,916271389,213722917,4064226,3.847,105637128,22935108,24.65,5.83,0.48,3.49
13:50:21.905635711,313381,11511208,6454349,681111,94437158,25364730,419842,3.458,12140337,3034265,51.25,2.76,0.81,1.80
13:50:24.599619595,786466,21170528,7062894,747131,29289296,12790434,107968,1.806,5977375,1560399,42.47,4.89,1.48,3.11
13:50:26.857256044,147641,7649838,6291392,695923,33022563,13377631,110682,1.782,6210882,1624863,26.35,7.00,0.96,4.37
13:50:29.077933816,459016,19707629,6346903,761312,30626702,13556547,115742,1.848,6264061,1646566,66.66,2.89,0.31,2.15
13:50:31.495188039,109650,6434794,6176603,690980,33104360,13672392,111059,1.728,6426656,1663244,26.16,7.48,0,4.46
13:50:33.816358037,107517,6359079,6148649,640641,33574813,14104635,122888,1.861,6604980,1701517,27.84,6.19,0,3.84
13:50:36.117381829,130520,7370057,6270446,658306,60370212,19215375,257652,2.881,8941935,2329523,22.25,7.59,0,4.24
13:50:38.356517793,99483,6265058,8371774,1158688,117707719,56251927,551646,2.309,23890405,6901726,32.02,7.31,0,3.75
13:50:40.748701981,3614307,93767376,104984324,18888093,790244130,185953808,3576249,3.939,90788971,20212071,28.45,6.03,0.47,4.40
13:50:43.343669153,101001,6159140,6270302,690076,32518141,13339522,103266,1.665,6202993,1626941,27.55,6.21,0.90,5.20
13:50:45.633046543,122589,6828519,6456048,693169,30714992,13328632,100866,1.643,6140875,1628792,22.44,5.86,0.65,3.93
13:50:47.876244519,129395,6927624,6211107,646498,32939085,13727823,103305,1.620,6375363,1667471,77.91,2.11,0.40,1.14
13:50:50.178774033,112661,6643978,9321528,1128822,63425989,19890783,279163,2.989,9341166,2397191,27.18,6.46,0.42,4.35
13:50:52.545841674,109910,6610943,8378128,1218181,33900208,13937626,108226,1.666,6495946,1694348,24.76,7.21,0,4.97
13:50:54.803970620,255680,8397061,6407305,694888,33224922,13986056,122652,1.879,6529191,1693703,24.84,6.53,0.19,4.10
13:50:57.119076064,96956,6125401,6224487,673441,36972598,14578494,130090,1.918,6782536,1766840,25.73,6.57,0.39,4.24
13:50:59.320038982,113377,6332717,6471668,704670,35346769,14037533,115795,1.790,6469546,1716776,32.59,6.21,0.47,3.93
13:51:01.695477573,118332,6469145,11165766,1872922,759476650,194701603,3721205,3.822,97360028,20423012,13.04,0.61,9.07,0.35
13:51:04.496525109,106529,6328528,9520015,1234497,31793773,13260845,111457,1.786,6240448,1610550,29.70,7.55,0.88,2.99
13:51:06.743666087,114628,6508471,6484532,731640,32441272,13188138,104794,1.697,6175528,1604189,29.58,7.24,0.29,3.28
13:51:08.972647465,716591,24583421,6325154,676788,32657113,13372453,104276,1.691,6166062,1625625,27.12,6.38,0,4.61
13:51:11.266063741,102230,6188663,6576465,732972,38552847,14879787,133213,1.956,6812068,1822784,25.56,7.31,0.65,3.39
13:51:13.471335806,108386,6290913,6311017,714721,34283293,14007871,108541,1.683,6449515,1710826,25.31,6.20,0.35,4.22
13:51:15.800185870,102980,6272632,6946788,742678,32559840,13632067,114965,1.803,6375873,1647293,56.73,3.39,0,2.40
13:51:18.036411328,128888,6716378,6433378,705324,32026466,13192729,99290,1.618,6136853,1608408,27.34,6.32,0,4.27
13:51:20.236796853,93813,6020534,8663411,1065103,37697155,14584413,132839,1.959,6779487,1768898,24.48,6.90,0.68,4.20
13:51:22.482959242,118960,6769696,6737296,761526,33942998,14163520,110558,1.669,6622869,1724867,9.17,0.41,4.87,0.24
13:51:25.454526011,318634,11499978,9625052,1514677,44059460,15314714,153748,2.162,7112188,1867611,53.86,3.03,0.21,2.17
13:51:27.810707194,282415,10508389,10652762,1503356,66036351,21517325,285066,2.760,10327629,2559850,52.00,3.07,0.86,1.86
13:51:30.418143890,207903,8411295,6280003,710094,52463511,18696524,261019,2.980,8758027,2264248,28.01,7.31,0,4.38
13:51:32.813660040,119743,6637505,9269051,1291796,31360804,13372935,104041,1.683,6182264,1628397,27.95,7.17,1.37,3.82
13:51:35.072384712,259622,8540507,6157814,628607,31929354,13237952,101832,1.651,6167763,1607635,26.97,7.48,0,4.25
13:51:37.255454383,257036,8593786,6532477,724879,34539046,14009217,109670,1.693,6478721,1694446,29.23,7.59,0.68,3.76
13:51:39.497170856,116951,6543866,6359287,742357,30382591,13500974,111870,1.782,6278066,1645255,28.67,7.29,1.10,3.07
13:51:41.836655817,107313,6203722,6217979,656906,32831721,13297153,100920,1.626,6207680,1617496,56.01,3.50,0.95,2.25
13:51:44.052160228,111060,6334744,6135316,640118,33298677,13577590,103745,1.650,6285931,1652841,7.06,0.44,7.96,0.27
13:51:46.847578677,115995,6549359,8449023,1228451,31514218,13764041,123811,1.951,6346888,1672050,28.81,6.73,0,3.12
13:51:49.296969725,270207,8891117,6395024,742997,37084700,14491521,124278,1.850,6718474,1769509,51.96,4.08,0.27,2.29
13:51:51.601575166,108737,6136893,6162136,677571,28181614,12606031,97235,1.642,5922239,1529065,32.68,6.69,0.53,4.20
13:51:54.085540527,113700,6497358,6164958,643051,32729449,13449645,101711,1.642,6193561,1639167,32.90,7.04,0,5.18
13:51:56.450809323,98496,6077650,6357751,710424,44315401,15483314,160889,2.227,7225267,1890760,29.89,6.90,0.71,4.35
13:51:58.766114036,103214,6172782,19136873,2350299,56780056,17813358,265364,3.142,8445908,2137690,23.58,7.69,0.37,5.35
13:52:01.022533823,125045,6781508,8806268,1296410,33003827,13846684,110725,1.729,6404793,1671693,24.10,7.32,0.54,3.90
13:52:03.328766080,270116,9108301,6277062,662255,35467616,13962636,119125,1.816,6560271,1689491,28.17,7.51,0.35,3.84
13:52:05.616558945,98656,6214162,6118492,661225,30027382,13306590,107376,1.761,6095934,1627005,7.52,0.42,12.02,0.26
13:52:08.591451063,118775,6517563,20377465,2466247,57024420,18032256,254137,3.000,8471452,2180881,34.36,4.82,1.09,3.54
13:52:10.990879799,106520,6246240,8279802,1159568,32165270,13622476,100070,1.607,6227579,1662835,26.63,6.77,0.15,3.48
13:52:13.285642371,177367,7955220,6305117,659926,31569182,13419300,107065,1.730,6187527,1630777,25.15,6.63,0,4.04
13:52:15.512622143,265219,8823889,6640908,749911,32692143,13442158,103950,1.664,6248781,1641133,24.21,7.48,0.18,4.50
13:52:17.884994499,110825,6342260,6362432,731469,32888399,13586367,106601,1.700,6271218,1651239,76.54,2.29,0.52,1.20
13:52:20.155669686,114143,6362841,8871699,1113713,34826651,14470774,112109,1.678,6681716,1758472,55.23,3.57,0.55,2.40
13:52:22.468266026,120236,6573200,6564811,719989,35901710,14118221,116570,1.752,6654853,1716499,26.07,6.87,0.58,3.17
