horaEjecucion,tiempo(segundos),dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,per_cpu
09:23:22.894549734,0.25,2703085,101522918,121354791,7548342,356633706,164624719,1487447,2.190,67910505,21367037,0.27
09:23:27.906064169,0.25,4781768,125111266,132126912,19988698,1053534778,253055859,4785521,4.319,110790982,31298433,0.42
09:23:30.911405689,0.25,3234185,79439469,34725884,6063854,63148719,22767317,319552,2.876,11111645,2790186,5.16
09:23:33.469846135,0.25,375409,10478873,13317585,1903369,35226623,15675651,168650,2.331,7235415,1936929,7.04
09:23:35.914727803,0.25,148698,6132774,6573033,866995,35287835,14027450,160645,2.441,6580112,1691053,4.10
09:23:38.375769118,0.25,163500,7050362,7053842,819999,34493225,14008145,138562,2.104,6584956,1690745,7.64
09:23:40.811219195,0.25,134214,6466014,6426816,790403,78243390,24978228,374660,3.194,11729530,3032701,8.66
09:23:43.167784000,0.25,123305,6290695,12209678,1721237,30298944,13047875,122235,2.034,6010986,1581715,6.35
09:23:45.568018696,0.25,495381,16510990,5972961,703133,34880540,14196394,149907,2.309,6491040,1733973,7.84
09:23:47.944038506,0.25,144943,6165065,6305023,814675,34060346,13419241,144311,2.305,6259536,1625675,6.87
09:23:50.410948818,0.25,125933,5873371,6506294,782968,744459963,200500494,3911441,3.927,99596225,20616216,0.59
09:23:53.507279125,0.25,341779,10168153,6240776,762475,29906709,12428792,119703,2.102,5694381,1510184,2.68
09:23:55.909343871,0.25,138076,6115431,5793219,670149,29527833,12263980,118692,2.115,5611123,1492202,5.20
09:23:58.409047748,0.25,140822,6452630,6524745,739937,31295848,13639188,128801,2.064,6239395,1663944,6.99
09:24:00.916814314,0.25,140375,6245588,5783249,671420,66713936,23521282,359280,3.260,11019705,2867573,9.42
09:24:03.263175814,0.25,126351,5778357,8047136,1189232,32988361,13492705,142893,2.286,6250775,1624741,6.59
09:24:05.624180090,0.25,366613,11964459,6208436,735747,29808226,12737576,119168,2.022,5894550,1539271,7.19
09:24:08.048438063,0.25,119154,5781395,6072365,706549,32141956,12848975,129236,2.169,5958557,1559035,5.83
09:24:10.569601420,0.25,114776,5857429,6551805,735549,33581326,13846859,135471,2.116,6400834,1677940,3.50
09:24:13.236583841,0.25,3668902,93157553,78821340,15673179,120986052,36660585,546193,3.047,17926923,4237902,1.47
09:24:16.239964384,0.25,459763,14278658,11226032,1804289,32417720,12513556,128825,2.227,5783670,1510474,2.60
