horaEjecucion,tiempo(segundos),dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,per_cpu
18:48:12.658205023,0.25,1677583,50159673,1595017,655036,30725800,6809546,100137,3.479,2877977,1496575,1.59
18:48:14.967075584,0.25,83494,1934726,1076688,536925,31848869,7245351,103620,3.393,3053917,1597827,5.37
18:48:17.267546111,0.25,90432,2155186,7580636,3077361,1444394243,294890790,5108689,3.887,131425000,59737201,1.75
18:48:19.714318020,0.25,301652,6027563,4123469,1454812,58094651,12677331,256831,4.555,5637924,2426897,6.09
18:48:22.007405020,0.25,286501,5448363,1502190,772875,38680058,8509506,139194,3.845,3620070,1860009,4.90
18:48:24.293134921,0.25,304189,10591836,1366212,687827,42777285,9274714,162496,4.095,3968253,1985513,11.23
18:48:26.581257894,0.25,123373,2569403,1517237,768815,39550645,8459561,138986,3.862,3598706,1863693,4.95
18:48:28.880985559,0.25,114538,2313619,5855232,1749669,45340059,10375066,175563,4.059,4325046,2177924,9.25
18:48:31.157068258,0.25,108403,2347570,1465220,744500,35710541,8063169,128949,3.792,3400527,1776326,9.14
18:48:33.467436253,0.25,116746,2527431,2439242,927397,101107550,18162786,338465,3.845,8803796,3854890,11.64
18:48:35.751763032,0.25,101112,2177383,2445072,1227324,37858242,8453111,129780,3.699,3508607,1859594,11.30
18:48:38.030430368,0.25,4338895,76268247,62683420,25198312,132203871,28436365,471385,3.916,12036328,5207645,2.75
18:48:40.424076159,0.25,111722,2396339,1480192,688716,38007576,8042426,128236,3.792,3381468,1754588,6.86
18:48:42.705153848,0.25,109249,2393292,1237568,604396,37968897,8561547,128655,3.637,3536947,1888001,6.31
18:48:44.983682649,0.25,109913,2389647,1300351,636875,45533895,9768872,144142,3.488,4132678,2121759,3.85
18:48:47.295488353,0.25,112768,2450796,6323844,2011573,40797212,9087498,146020,3.862,3781177,1970299,2.96
18:48:49.590869093,0.25,104736,2337296,7894151,2246416,66874496,13643577,277798,4.202,6611297,2871713,5.72
18:48:51.874456284,0.25,143569,3764062,2681480,1221696,37445648,8446257,128143,3.679,3482763,1825126,1.23
18:48:54.157149114,0.25,273350,5512305,1261248,610497,40773342,8460953,133453,3.779,3530988,1864528,8.34
18:48:56.453648467,0.25,115030,2578465,1331619,650705,39687318,8546013,130728,3.678,3554625,1894948,2.84
18:48:59.297937642,0.25,1492269,38178010,21091600,8253494,99396500,22502382,431079,4.192,10284104,4706110,12.06
18:49:01.889518859,0.25,94959,2163716,2228634,1082306,41990561,8917405,138778,3.751,3700219,1972402,9.09
18:49:04.186069135,0.25,111386,2425474,1719804,719207,38569809,8929472,133607,3.637,3673597,1999512,10.32
18:49:06.498267215,0.25,247555,4797178,1317031,649929,39978859,9683822,135114,3.314,4077472,2135299,4.35
18:49:08.799840933,0.25,108634,2365656,1219334,599642,76283905,17015595,259397,3.579,7248150,3467358,1.36
18:49:11.072457928,0.25,96024,2146430,1593817,731848,36379770,7760988,112816,3.517,3207766,1702005,1.42
18:49:13.397828497,0.25,101731,2291378,1182282,558849,41425973,8440046,132238,3.771,3506530,1857939,11.65
18:49:15.708320506,0.25,117810,2626361,1175118,569564,79234419,16142816,314675,4.077,7717968,3399221,14.66
