horaEjecucion,dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,java,sleep,perf,mosquitto
14:40:13.878949138,2599407,129660327,97995256,8933565,1002172086,326224957,4438917,3.240,136984414,42132389,99.34,0.34,0,0.09
14:40:18.337112121,5385278,132572363,169405820,21584076,538630105,241664503,2562054,2.657,96414517,32186137,36.51,6.74,0,3.56
14:40:21.016289793,3576554,91132561,95485746,17795788,522381525,128261562,2382889,3.830,62222929,14295467,50.04,5.47,0.69,2.54
14:40:23.533175568,217707,7760023,8568030,1121767,39011582,15780033,162893,2.237,7281697,1914331,86.34,1.17,0.07,0.59
14:40:25.803067120,160654,7038271,7165576,909022,40939003,15429577,172666,2.374,7274135,1860455,31.86,6.88,0.35,3.86
14:40:28.025344121,123000,6339249,7077179,898920,39011102,14968222,154083,2.202,6996882,1806700,72.03,2.44,0.04,1.62
14:40:30.338521186,147173,6662631,7414990,901978,34580215,13556659,132014,2.062,6401912,1646232,31.83,6.37,0.90,4.62
14:40:32.700188665,155413,6985834,6564635,832360,53725759,20130082,247046,2.669,9257443,2425527,28.69,6.37,0,3.51
14:40:35.071327617,145864,7172714,14352060,1905099,34203969,14186371,134766,2.059,6546131,1727774,32.91,6.59,0,3.86
14:40:37.292699431,384980,11923079,6439303,762440,41933602,16630879,153428,2.004,7656682,2047699,32.01,7.19,0,3.76
14:40:39.499303064,148509,6936260,6623177,795708,34390515,13694471,125554,1.962,6397766,1669938,32.22,7.19,1.20,3.98
14:40:42.018946839,4211404,111181957,87996949,16780496,438828560,114752006,2215467,3.896,56858977,11888901,18.32,5.14,0.59,3.21
14:40:44.617023778,118568,6397493,19052559,2402046,38353723,15106052,147058,2.095,7020535,1834333,30.10,6.12,0.43,3.98
14:40:46.871734113,255146,9710739,7110078,893743,38452592,15285162,138951,1.960,7088857,1859154,29.12,6.61,0.28,3.48
14:40:49.238817676,157619,7738966,10915449,1506005,29883963,13055630,118741,1.937,6128746,1588483,31.34,7.31,0.49,3.95
14:40:51.600645297,168775,7415970,7566115,886367,37426854,14680275,138161,2.006,6887558,1784371,31.89,6.19,0.72,4.29
14:40:53.837276254,159990,7672054,6415106,709002,41996595,16498027,156324,2.016,7755371,2003694,29.48,7.10,0.36,3.63
14:40:56.223329187,119204,6432265,6646051,770059,53247592,19467724,217805,2.470,8818139,2324277,69.88,2.92,0.17,1.63
14:40:58.571460323,128136,6542977,6275850,722285,35672806,14248124,129119,1.963,6577114,1732814,37.78,5.76,0,3.17
14:41:00.882361271,135695,6877823,6530427,729371,57928015,19834041,312610,3.310,9445761,2378328,25.06,7.26,1.06,3.93
14:41:03.156364372,4911470,122721012,109341210,19464519,856695096,208712072,3974277,3.833,103683308,22504015,39.42,3.88,0.57,2.65
14:41:06.354107035,333704,10724934,9507890,1239756,83196210,26949132,411379,3.246,12672821,3222483,71.68,2.50,0.17,1.09
14:41:08.766136528,424651,12811317,6322066,696117,72727683,20934769,290938,2.931,9925287,2492492,71.62,1.67,0.94,1.05
14:41:11.227697632,126409,6543960,8010829,1059051,35982102,13985046,126631,1.942,6520383,1697796,35.08,4.94,1.14,4.35
14:41:13.475446370,137841,7306249,10434844,1388050,31796057,13149819,110859,1.823,6082592,1603167,75.45,2.29,0.11,1.57
14:41:15.780227405,292523,8973531,6126817,649528,36883142,13995593,123501,1.902,6491802,1700893,20.54,6.96,0.40,5.02
14:41:18.127602383,110491,6319282,6400114,780820,35702214,13806534,121249,1.896,6394498,1679144,30.63,5.91,0,4.54
14:41:20.438986850,115408,6243785,6334340,728129,32781638,13413720,124379,1.977,6291202,1626096,60.29,4.23,0.30,2.94
14:41:22.690827919,129720,6519123,6379845,701820,36854737,14291263,130038,1.966,6613327,1731070,29.61,7.22,0.19,2.67
14:41:25.602925291,3559358,89431106,34835729,6431581,34236816,13645020,115140,1.821,6324233,1654514,26.47,6.77,0.65,3.49
14:41:27.986414509,126699,6710110,6704407,780807,34810423,13860600,116480,1.824,6384656,1684061,25.96,6.68,0,3.38
14:41:30.259576966,111321,6590236,6308661,685495,37420408,14833715,135522,1.950,6949002,1795351,29.32,6.72,0.84,3.74
14:41:32.546462747,130895,6889019,7173206,811265,33371418,13670762,107072,1.683,6362124,1663570,59.57,3.61,0.24,3.01
14:41:34.761850453,478716,20079150,6631017,737156,34644590,13987284,119535,1.835,6512405,1690438,32.20,4.96,1.09,3.97
14:41:37.065273254,107873,6389317,7528871,860433,40040751,15650269,141579,1.950,7260147,1893107,23.09,7.62,0,3.66
14:41:39.384219839,108246,6416561,6659835,741569,60113238,18831203,270346,3.019,8953959,2267781,31.77,6.37,1.41,4.37
14:41:41.686593145,128125,6947503,9014891,1206027,35672272,14280341,122136,1.847,6613187,1724568,25.76,6.72,0,5.67
14:41:43.907483952,291142,9504333,6715220,747802,33733640,13843906,110869,1.722,6437618,1678921,24.67,6.63,0.66,3.89
14:41:46.765248627,3365647,85221107,60186215,11629902,67006467,22566071,255001,2.389,10671945,2777150,27.41,7.57,0.69,3.41
14:41:49.159465899,121164,6521642,6775053,793433,34748618,13818193,117890,1.845,6388888,1678874,28.08,6.25,0.35,4.38
14:41:51.387236558,125192,6762569,6830833,801730,60008356,18700278,265989,3.008,8841538,2262865,29.13,7.25,0,3.66
14:41:53.635388524,112563,6416436,8523749,1174098,33584534,13771295,109514,1.719,6370498,1673430,73.90,2.10,0.29,1.52
14:41:55.847630182,127570,6826684,6645588,748233,35459381,14388236,120482,1.794,6715210,1736317,30.90,7.04,0,2.98
