horaEjecucion,dcache_load_misses,dcache_loads,L1_dcache_stores,LLC_loads,cycles,instructions,cache_misses,all_per_cache,cache_references,branches,java,sleep,perf,mosquitto
13:10:29.298250913,1017150,45079559,30071733,3441074,30077504,12927406,99273,1.697,5848350,1587797,15.88,7.13,2.17,3.88
13:10:32.246470016,106628,5943618,6914223,783005,78857344,27653746,400730,3.116,12860628,3351570,21.28,7.42,0.19,5.07
13:10:34.489387800,100144,5914013,16371652,2024573,60672994,22441531,318032,2.953,10769873,2483148,33.96,0.45,7.12,0.25
13:10:37.208742872,238374,8828952,6945315,839824,37970824,14545157,161768,2.368,6830144,1767383,40.97,5.58,1.79,3.09
13:10:39.540063832,200291,8545773,9793902,1275773,37674567,15221150,153509,2.182,7036757,1855197,30.99,6.09,0.42,3.94
13:10:41.847803078,137169,6698632,6653692,746009,34185010,13513161,118508,1.874,6323729,1641123,57.96,3.65,0.69,1.99
13:10:44.136453767,138772,6651104,7116036,827441,39079682,15210152,136643,1.964,6957222,1865751,48.58,3.99,0.43,2.68
13:10:46.393564916,131108,6510526,6416693,725232,68823812,21058111,318321,3.203,9937823,2550268,28.96,6.97,0.56,4.01
13:10:49.289429308,137894,6947936,6644708,698347,38884650,15264175,141339,1.989,7104940,1882314,26.81,7.27,,3.80
13:10:51.503786959,131071,6575019,6306096,729409,37555117,15028156,133548,1.952,6842256,1844030,30.06,7.05,0.62,4.79
13:10:53.836416916,193302,9162818,6373281,718489,33503443,13581423,124658,1.974,6315528,1655123,66.80,3.04,0.22,1.86
13:10:56.403969985,137294,6916963,6366472,737232,52867044,19594182,260620,2.853,9134101,2382571,28.41,6.76,0.62,4.32
13:10:58.666473395,130426,6642103,6365817,722774,64819377,19602033,292038,3.177,9191056,2357867,26.92,6.88,0.22,3.73
13:11:00.945986255,112303,6237357,8890276,1254810,34896459,13863313,122843,1.902,6457701,1681689,30.72,6.36,0.57,4.03
13:11:03.262303108,306785,9996568,6648945,802960,29774138,13074501,110036,1.818,6051324,1596972,32.39,6.08,,4.68
13:11:05.577396580,119839,6337103,6552615,766342,35706156,14248075,128980,1.967,6558792,1731254,35.54,6.61,0.39,3.71
13:11:07.845805636,132776,6722277,6985456,820655,38398521,15148187,133752,1.905,7020752,1840314,27.32,5.88,,5.03
13:11:10.123829906,134796,7222844,6266550,711390,34186624,13836273,115967,1.781,6511680,1679284,54.03,3.69,,2.14
13:11:12.405670615,122016,6435103,7122430,792185,31949186,13740285,110300,1.731,6371522,1680830,28.49,5.89,,3.59
13:11:14.720331481,119191,6775949,13319540,1710708,83036772,25229134,391264,3.330,11749303,2987387,27.30,0.37,7.68,0.12
13:11:17.412400620,439971,12881361,6905981,771700,84544761,26443939,352503,2.868,12290212,3221440,46.95,3.69,0.10,2.87
13:11:20.178935500,107787,6160509,6246578,690916,32396511,13415337,121032,1.940,6238334,1628286,54.23,3.73,,2.07
13:11:22.393009702,125013,6487456,6366628,696530,34561882,14086471,117202,1.792,6539268,1716700,30.43,6.67,1.47,3.42
